Year,Series,Renewable and waste source,Observation status,Unit multiplier,Units,Value
2004,Renewable energy share in the total final energy consumption,Wood,Normal value,Units,Percentage (%),0.3121376615352519
2004,Renewable energy share in the total final energy consumption,Charcoal,Normal value,Units,Percentage (%),0.0160482088192931
2004,Renewable energy share in the total final energy consumption,Liquid bio-fuels,Normal value,Units,Percentage (%),0.0044132574253056
2004,Renewable energy share in the total final energy consumption,Bioethanol,Normal value,Units,Percentage (%),0.0
2004,Renewable energy share in the total final energy consumption,Biodiesel,Normal value,Units,Percentage (%),0.0068204887481995
2004,Renewable energy share in the total final energy consumption,Biomass,Normal value,Units,Percentage (%),0.1741230656893307
2004,Renewable energy share in the total final energy consumption,Cross-boundary Adjustment,Normal value,Units,Percentage (%),0.0
2005,Renewable energy share in the total final energy consumption,Hydroelectric power,Normal value,Units,Percentage (%),0.1694005702752058
2005,Renewable energy share in the total final energy consumption,"Wind, wave, tidal",Normal value,Units,Percentage (%),0.1001185403517764
2005,Renewable energy share in the total final energy consumption,Solar photovoltaic,Normal value,Units,Percentage (%),0.0004004741614071
2005,Renewable energy share in the total final energy consumption,Geothermal aquifers,Normal value,Units,Percentage (%),0.0004004741614071
2005,Renewable energy share in the total final energy consumption,Landfill gas,Normal value,Units,Percentage (%),0.5690737833594977
2005,Renewable energy share in the total final energy consumption,Sewage gas,Normal value,Units,Percentage (%),0.0824976772498638
2005,Renewable energy share in the total final energy consumption,Biogas from autogen,Normal value,Units,Percentage (%),0.0020023708070355
2005,Renewable energy share in the total final energy consumption,Municipal solid waste (MSW),Normal value,Units,Percentage (%),0.3179764841572421
2005,Renewable energy share in the total final energy consumption,Poultry litter,Normal value,Units,Percentage (%),0.0632749175023227
2005,Renewable energy share in the total final energy consumption,Straw,Normal value,Units,Percentage (%),0.0284336654599045
2005,Renewable energy share in the total final energy consumption,Wood,Normal value,Units,Percentage (%),0.408083170473841
2005,Renewable energy share in the total final energy consumption,Charcoal,Normal value,Units,Percentage (%),0.0144170698106558
2005,Renewable energy share in the total final energy consumption,Liquid bio-fuels,Normal value,Units,Percentage (%),0.0692820299234293
2005,Renewable energy share in the total final energy consumption,Bioethanol,Normal value,Units,Percentage (%),0.019222759747541
2005,Renewable energy share in the total final energy consumption,Biodiesel,Normal value,Units,Percentage (%),0.0108128023579918
2005,Renewable energy share in the total final energy consumption,Biomass,Normal value,Units,Percentage (%),0.1573863454329926
2005,Renewable energy share in the total final energy consumption,Cross-boundary Adjustment,Normal value,Units,Percentage (%),0.0004004741614071
2006,Renewable energy share in the total final energy consumption,Hydroelectric power,Normal value,Units,Percentage (%),0.1621796951021732
2006,Renewable energy share in the total final energy consumption,"Wind, wave, tidal",Normal value,Units,Percentage (%),0.1490410868913642
2006,Renewable energy share in the total final energy consumption,Solar photovoltaic,Normal value,Units,Percentage (%),0.0004105815065877
2006,Renewable energy share in the total final energy consumption,Geothermal aquifers,Normal value,Units,Percentage (%),0.0004105815065877
2006,Renewable energy share in the total final energy consumption,Landfill gas,Normal value,Units,Percentage (%),0.6015019071510982
2006,Renewable energy share in the total final energy consumption,Sewage gas,Normal value,Units,Percentage (%),0.0780104862516782
2006,Renewable energy share in the total final energy consumption,Biogas from autogen,Normal value,Units,Percentage (%),0.0024634890395266
2006,Renewable energy share in the total final energy consumption,Municipal solid waste (MSW),Normal value,Units,Percentage (%),0.3514577696391399
2006,Renewable energy share in the total final energy consumption,Poultry litter,Normal value,Units,Percentage (%),0.0603554814684037
2006,Renewable energy share in the total final energy consumption,Straw,Normal value,Units,Percentage (%),0.0307936129940835
2006,Renewable energy share in the total final energy consumption,Wood,Normal value,Units,Percentage (%),0.4072968545350781
2006,Renewable energy share in the total final energy consumption,Charcoal,Normal value,Units,Percentage (%),0.0143703527305723
2006,Renewable energy share in the total final energy consumption,Liquid bio-fuels,Normal value,Units,Percentage (%),0.0829374643307316
2006,Renewable energy share in the total final energy consumption,Bioethanol,Normal value,Units,Percentage (%),0.0221714013557401
2006,Renewable energy share in the total final energy consumption,Biodiesel,Normal value,Units,Percentage (%),0.0570708294157014
2006,Renewable energy share in the total final energy consumption,Biomass,Normal value,Units,Percentage (%),0.1880463300172034
2006,Renewable energy share in the total final energy consumption,Cross-boundary Adjustment,Normal value,Units,Percentage (%),0.0012317445197633
2007,Renewable energy share in the total final energy consumption,Hydroelectric power,Normal value,Units,Percentage (%),0.1828138269167214
2007,Renewable energy share in the total final energy consumption,"Wind, wave, tidal",Normal value,Units,Percentage (%),0.1895072393438782
2007,Renewable energy share in the total final energy consumption,Solar photovoltaic,Normal value,Units,Percentage (%),0.0004183382766973
2007,Renewable energy share in the total final energy consumption,Geothermal aquifers,Normal value,Units,Percentage (%),0.0004183382766973
2007,Renewable energy share in the total final energy consumption,Landfill gas,Normal value,Units,Percentage (%),0.6471693140507276
2007,Renewable energy share in the total final energy consumption,Sewage gas,Normal value,Units,Percentage (%),0.0882693763831309
2007,Renewable energy share in the total final energy consumption,Biogas from autogen,Normal value,Units,Percentage (%),0.0029283679368811
2007,Renewable energy share in the total final energy consumption,Municipal solid waste (MSW),Normal value,Units,Percentage (%),0.3689743600470212
2007,Renewable energy share in the total final energy consumption,Poultry litter,Normal value,Units,Percentage (%),0.06358741805799
2007,Renewable energy share in the total final energy consumption,Straw,Normal value,Units,Percentage (%),0.0297020176455085
2007,Renewable energy share in the total final energy consumption,Wood,Normal value,Units,Percentage (%),0.4016047456294108
2007,Renewable energy share in the total final energy consumption,Charcoal,Normal value,Units,Percentage (%),0.0142235014077083
2007,Renewable energy share in the total final energy consumption,Liquid bio-fuels,Normal value,Units,Percentage (%),0.0251002966018381
2007,Renewable energy share in the total final energy consumption,Bioethanol,Normal value,Units,Percentage (%),0.035977091795968
2007,Renewable energy share in the total final energy consumption,Biodiesel,Normal value,Units,Percentage (%),0.1192264088587313
2007,Renewable energy share in the total final energy consumption,Biomass,Normal value,Units,Percentage (%),0.1614785748051589
2007,Renewable energy share in the total final energy consumption,Cross-boundary Adjustment,Normal value,Units,Percentage (%),0.0025100296601838
2008,Renewable energy share in the total final energy consumption,Hydroelectric power,Normal value,Units,Percentage (%),0.1878580778973496
2008,Renewable energy share in the total final energy consumption,"Wind, wave, tidal",Normal value,Units,Percentage (%),0.2601111847809456
2008,Renewable energy share in the total final energy consumption,Solar photovoltaic,Normal value,Units,Percentage (%),0.0004250182757858
2008,Renewable energy share in the total final energy consumption,Geothermal aquifers,Normal value,Units,Percentage (%),0.0004250182757858
2008,Renewable energy share in the total final energy consumption,Landfill gas,Normal value,Units,Percentage (%),0.6604784005712246
2008,Renewable energy share in the total final energy consumption,Sewage gas,Normal value,Units,Percentage (%),0.0977542034307475
2008,Renewable energy share in the total final energy consumption,Biogas from autogen,Normal value,Units,Percentage (%),0.0038251644820727
2008,Renewable energy share in the total final energy consumption,Municipal solid waste (MSW),Normal value,Units,Percentage (%),0.3867666309651315
2008,Renewable energy share in the total final energy consumption,Poultry litter,Normal value,Units,Percentage (%),0.0760782713656687
2008,Renewable energy share in the total final energy consumption,Straw,Normal value,Units,Percentage (%),0.0335764437870828
2008,Renewable energy share in the total final energy consumption,Wood,Normal value,Units,Percentage (%),0.5125720405977456
2008,Renewable energy share in the total final energy consumption,Charcoal,Normal value,Units,Percentage (%),0.0131755665493616
2008,Renewable energy share in the total final energy consumption,Liquid bio-fuels,Normal value,Units,Percentage (%),0.011900511722004
2008,Renewable energy share in the total final energy consumption,Bioethanol,Normal value,Units,Percentage (%),0.0493021199911596
2008,Renewable energy share in the total final energy consumption,Biodiesel,Normal value,Units,Percentage (%),0.3098383230478911
2008,Renewable energy share in the total final energy consumption,Biomass,Normal value,Units,Percentage (%),0.1368558848030465
2008,Renewable energy share in the total final energy consumption,Cross-boundary Adjustment,Normal value,Units,Percentage (%),0.0055252375852161
2009,Renewable energy share in the total final energy consumption,Hydroelectric power,Normal value,Units,Percentage (%),0.2037379115505813
2009,Renewable energy share in the total final energy consumption,"Wind, wave, tidal",Normal value,Units,Percentage (%),0.3612952298163642
2009,Renewable energy share in the total final energy consumption,Solar photovoltaic,Normal value,Units,Percentage (%),0.0009055018291136
2009,Renewable energy share in the total final energy consumption,Geothermal aquifers,Normal value,Units,Percentage (%),0.0004527509145568
2009,Renewable energy share in the total final energy consumption,Landfill gas,Normal value,Units,Percentage (%),0.7361729870694338
2009,Renewable energy share in the total final energy consumption,Sewage gas,Normal value,Units,Percentage (%),0.112734977724655
2009,Renewable energy share in the total final energy consumption,Biogas from autogen,Normal value,Units,Percentage (%),0.0072440146329095
2009,Renewable energy share in the total final energy consumption,Municipal solid waste (MSW),Normal value,Units,Percentage (%),0.4930457459524068
2009,Renewable energy share in the total final energy consumption,Poultry litter,Normal value,Units,Percentage (%),0.0796841609620051
2009,Renewable energy share in the total final energy consumption,Straw,Normal value,Units,Percentage (%),0.0344090695063204
2009,Renewable energy share in the total final energy consumption,Wood,Normal value,Units,Percentage (%),0.5496396102720127
2009,Renewable energy share in the total final energy consumption,Charcoal,Normal value,Units,Percentage (%),0.0149407801803759
2009,Renewable energy share in the total final energy consumption,Liquid bio-fuels,Normal value,Units,Percentage (%),0.0063385128037958
2009,Renewable energy share in the total final energy consumption,Bioethanol,Normal value,Units,Percentage (%),0.0814951646202325
2009,Renewable energy share in the total final energy consumption,Biodiesel,Normal value,Units,Percentage (%),0.3889130356043319
2009,Renewable energy share in the total final energy consumption,Biomass,Normal value,Units,Percentage (%),0.2091709225252634
2009,Renewable energy share in the total final energy consumption,Cross-boundary Adjustment,Normal value,Units,Percentage (%),0.0063385128037958
2010,Renewable energy share in the total final energy consumption,Hydroelectric power,Normal value,Units,Percentage (%),0.1359909515405706
2010,Renewable energy share in the total final energy consumption,"Wind, wave, tidal",Normal value,Units,Percentage (%),0.3890485474493995
2010,Renewable energy share in the total final energy consumption,Solar photovoltaic,Normal value,Units,Percentage (%),0.0013203005003938
2010,Renewable energy share in the total final energy consumption,Geothermal aquifers,Normal value,Units,Percentage (%),0.0004401001667979
2010,Renewable energy share in the total final energy consumption,Landfill gas,Normal value,Units,Percentage (%),0.7591727877264867
2010,Renewable energy share in the total final energy consumption,Sewage gas,Normal value,Units,Percentage (%),0.1298295492053991
2010,Renewable energy share in the total final energy consumption,Biogas from autogen,Normal value,Units,Percentage (%),0.0189243071723124
2010,Renewable energy share in the total final energy consumption,Municipal solid waste (MSW),Normal value,Units,Percentage (%),0.4810294823101737
2010,Renewable energy share in the total final energy consumption,Poultry litter,Normal value,Units,Percentage (%),0.0800982303572293
2010,Renewable energy share in the total final energy consumption,Straw,Normal value,Units,Percentage (%),0.0378486143446248
2010,Renewable energy share in the total final energy consumption,Wood,Normal value,Units,Percentage (%),0.6152600331835525
2010,Renewable energy share in the total final energy consumption,Charcoal,Normal value,Units,Percentage (%),0.0220050083398981
2010,Renewable energy share in the total final energy consumption,Liquid bio-fuels,Normal value,Units,Percentage (%),0.0070416026687674
2010,Renewable energy share in the total final energy consumption,Bioethanol,Normal value,Units,Percentage (%),0.1566756593800748
2010,Renewable energy share in the total final energy consumption,Biodiesel,Normal value,Units,Percentage (%),0.3793663437798443
2010,Renewable energy share in the total final energy consumption,Biomass,Normal value,Units,Percentage (%),0.2737423037483331
2010,Renewable energy share in the total final energy consumption,Cross-boundary Adjustment,Normal value,Units,Percentage (%),0.0066015025019694
2011,Renewable energy share in the total final energy consumption,Hydroelectric power,Normal value,Units,Percentage (%),0.2285345746172396
2011,Renewable energy share in the total final energy consumption,"Wind, wave, tidal",Normal value,Units,Percentage (%),0.641672742227955
2011,Renewable energy share in the total final energy consumption,Solar photovoltaic,Normal value,Units,Percentage (%),0.0098143682350961
2011,Renewable energy share in the total final energy consumption,Geothermal aquifers,Normal value,Units,Percentage (%),0.0004673508683379
2011,Renewable energy share in the total final energy consumption,Landfill gas,Normal value,Units,Percentage (%),0.8216028265380516
2011,Renewable energy share in the total final energy consumption,Sewage gas,Normal value,Units,Percentage (%),0.1486175761314564
2011,Renewable energy share in the total final energy consumption,Biogas from autogen,Normal value,Units,Percentage (%),0.0411268764137363
2011,Renewable energy share in the total final energy consumption,Municipal solid waste (MSW),Normal value,Units,Percentage (%),0.5080103938833118
2011,Renewable energy share in the total final energy consumption,Poultry litter,Normal value,Units,Percentage (%),0.0990783840876376
2011,Renewable energy share in the total final energy consumption,Straw,Normal value,Units,Percentage (%),0.037388069467033
2011,Renewable energy share in the total final energy consumption,Wood,Normal value,Units,Percentage (%),0.7183182846353728
2011,Renewable energy share in the total final energy consumption,Charcoal,Normal value,Units,Percentage (%),0.0224328416802198
2011,Renewable energy share in the total final energy consumption,Liquid bio-fuels,Normal value,Units,Percentage (%),0.0074776138934066
2011,Renewable energy share in the total final energy consumption,Bioethanol,Normal value,Units,Percentage (%),0.1715177686800142
2011,Renewable energy share in the total final energy consumption,Biodiesel,Normal value,Units,Percentage (%),0.3575234142785037
2011,Renewable energy share in the total final energy consumption,Biomass,Normal value,Units,Percentage (%),0.3149944852597536
2011,Renewable energy share in the total final energy consumption,Cross-boundary Adjustment,Normal value,Units,Percentage (%),0.0065429121567307
2012,Renewable energy share in the total final energy consumption,Hydroelectric power,Normal value,Units,Percentage (%),0.2115172777680067
2012,Renewable energy share in the total final energy consumption,"Wind, wave, tidal",Normal value,Units,Percentage (%),0.7900656305251368
2012,Renewable energy share in the total final energy consumption,Solar photovoltaic,Normal value,Units,Percentage (%),0.0536892871358616
2012,Renewable energy share in the total final energy consumption,Geothermal aquifers,Normal value,Units,Percentage (%),0.0004628386822057
2012,Renewable energy share in the total final energy consumption,Landfill gas,Normal value,Units,Percentage (%),0.7970082107582224
2012,Renewable energy share in the total final energy consumption,Sewage gas,Normal value,Units,Percentage (%),0.1416286367549454
2012,Renewable energy share in the total final energy consumption,Biogas from autogen,Normal value,Units,Percentage (%),0.0819224467504096
2012,Renewable energy share in the total final energy consumption,Municipal solid waste (MSW),Normal value,Units,Percentage (%),0.5831767395791871
2012,Renewable energy share in the total final energy consumption,Poultry litter,Normal value,Units,Percentage (%),0.090716381712318
2012,Renewable energy share in the total final energy consumption,Straw,Normal value,Units,Percentage (%),0.0425811587629247
2012,Renewable energy share in the total final energy consumption,Wood,Normal value,Units,Percentage (%),0.83820085347453
2012,Renewable energy share in the total final energy consumption,Charcoal,Normal value,Units,Percentage (%),0.0226790954280795
2012,Renewable energy share in the total final energy consumption,Liquid bio-fuels,Normal value,Units,Percentage (%),0.0226790954280795
2012,Renewable energy share in the total final energy consumption,Bioethanol,Normal value,Units,Percentage (%),0.2142943098612409
2012,Renewable energy share in the total final energy consumption,Biodiesel,Normal value,Units,Percentage (%),0.2416017921113775
2012,Renewable energy share in the total final energy consumption,Biomass,Normal value,Units,Percentage (%),0.2712234677725426
2012,Renewable energy share in the total final energy consumption,Cross-boundary Adjustment,Normal value,Units,Percentage (%),0.0050912255042627
2013,Renewable energy share in the total final energy consumption,Hydroelectric power,Normal value,Units,Percentage (%),0.1871073668848026
2013,Renewable energy share in the total final energy consumption,"Wind, wave, tidal",Normal value,Units,Percentage (%),1.1422904748317204
2013,Renewable energy share in the total final energy consumption,Solar photovoltaic,Normal value,Units,Percentage (%),0.0809239361776771
2013,Renewable energy share in the total final energy consumption,Geothermal aquifers,Normal value,Units,Percentage (%),0.000467768417212
2013,Renewable energy share in the total final energy consumption,Landfill gas,Normal value,Units,Percentage (%),0.8003517618497433
2013,Renewable energy share in the total final energy consumption,Sewage gas,Normal value,Units,Percentage (%),0.1496858935078421
2013,Renewable energy share in the total final energy consumption,Biogas from autogen,Normal value,Units,Percentage (%),0.1178776411374256
2013,Renewable energy share in the total final energy consumption,Municipal solid waste (MSW),Normal value,Units,Percentage (%),0.5529022691445918
2013,Renewable energy share in the total final energy consumption,Poultry litter,Normal value,Units,Percentage (%),0.0968280623628853
2013,Renewable energy share in the total final energy consumption,Straw,Normal value,Units,Percentage (%),0.0491156838072606
2013,Renewable energy share in the total final energy consumption,Wood,Normal value,Units,Percentage (%),1.1778408745398328
2013,Renewable energy share in the total final energy consumption,Charcoal,Normal value,Units,Percentage (%),0.0383570102113845
2013,Renewable energy share in the total final energy consumption,Liquid bio-fuels,Normal value,Units,Percentage (%),0.0257272629466603
2013,Renewable energy share in the total final energy consumption,Bioethanol,Normal value,Units,Percentage (%),0.2301420612683072
2013,Renewable energy share in the total final energy consumption,Biodiesel,Normal value,Units,Percentage (%),0.2946941028435642
2013,Renewable energy share in the total final energy consumption,Biomass,Normal value,Units,Percentage (%),0.3073238501082884
2013,Renewable energy share in the total final energy consumption,Cross-boundary Adjustment,Normal value,Units,Percentage (%),0.005613221006544
2014,Renewable energy share in the total final energy consumption,Hydroelectric power,Normal value,Units,Percentage (%),0.2518530955708423
2014,Renewable energy share in the total final energy consumption,"Wind, wave, tidal",Normal value,Units,Percentage (%),1.3570437384875975
2014,Renewable energy share in the total final energy consumption,Solar photovoltaic,Normal value,Units,Percentage (%),0.1723465301063215
2014,Renewable energy share in the total final energy consumption,Geothermal aquifers,Normal value,Units,Percentage (%),0.0004938295991585
2014,Renewable energy share in the total final energy consumption,Landfill gas,Normal value,Units,Percentage (%),0.8217324529997679
2014,Renewable energy share in the total final energy consumption,Sewage gas,Normal value,Units,Percentage (%),0.1693835525113704
2014,Renewable energy share in the total final energy consumption,Biogas from autogen,Normal value,Units,Percentage (%),0.1812354628911747
2014,Renewable energy share in the total final energy consumption,Municipal solid waste (MSW),Normal value,Units,Percentage (%),0.722966533168065
2014,Renewable energy share in the total final energy consumption,Poultry litter,Normal value,Units,Percentage (%),0.1027165566249709
2014,Renewable energy share in the total final energy consumption,Straw,Normal value,Units,Percentage (%),0.0637040182914483
2014,Renewable energy share in the total final energy consumption,Wood,Normal value,Units,Percentage (%),1.5471681341636254
2014,Renewable energy share in the total final energy consumption,Charcoal,Normal value,Units,Percentage (%),0.0404940271309981
2014,Renewable energy share in the total final energy consumption,Liquid bio-fuels,Normal value,Units,Percentage (%),0.0014814887974755
2014,Renewable energy share in the total final energy consumption,Bioethanol,Normal value,Units,Percentage (%),0.2311122524061847
2014,Renewable energy share in the total final energy consumption,Biodiesel,Normal value,Units,Percentage (%),0.3876562353394338
2014,Renewable energy share in the total final energy consumption,Biomass,Normal value,Units,Percentage (%),0.5254346935046593
2014,Renewable energy share in the total final energy consumption,Cross-boundary Adjustment,Normal value,Units,Percentage (%),0.0064197847890606
2015,Renewable energy share in the total final energy consumption,Hydroelectric power,Normal value,Units,Percentage (%),0.2647824615942846
2015,Renewable energy share in the total final energy consumption,"Wind, wave, tidal",Normal value,Units,Percentage (%),1.6980401194463104
2015,Renewable energy share in the total final energy consumption,Solar photovoltaic,Normal value,Units,Percentage (%),0.3177389539131415
2015,Renewable energy share in the total final energy consumption,Geothermal aquifers,Normal value,Units,Percentage (%),0.0004903378918412
2015,Renewable energy share in the total final energy consumption,Landfill gas,Normal value,Units,Percentage (%),0.7904246816481237
2015,Renewable energy share in the total final energy consumption,Sewage gas,Normal value,Units,Percentage (%),0.179463668413904
2015,Renewable energy share in the total final energy consumption,Biogas from autogen,Normal value,Units,Percentage (%),0.2559563795411418
2015,Renewable energy share in the total final energy consumption,Municipal solid waste (MSW),Normal value,Units,Percentage (%),0.9571395648741547
2015,Renewable energy share in the total final energy consumption,Poultry litter,Normal value,Units,Percentage (%),0.1088550119887614
2015,Renewable energy share in the total final energy consumption,Straw,Normal value,Units,Percentage (%),0.0818864279374917
2015,Renewable energy share in the total final energy consumption,Wood,Normal value,Units,Percentage (%),2.042747657410722
2015,Renewable energy share in the total final energy consumption,Charcoal,Normal value,Units,Percentage (%),0.0392270313473014
2015,Renewable energy share in the total final energy consumption,Liquid bio-fuels,Normal value,Units,Percentage (%),0.001961351567365
2015,Renewable energy share in the total final energy consumption,Bioethanol,Normal value,Units,Percentage (%),0.2260457681388245
2015,Renewable energy share in the total final energy consumption,Biodiesel,Normal value,Units,Percentage (%),0.2716471920800624
2015,Renewable energy share in the total final energy consumption,Biomass,Normal value,Units,Percentage (%),0.6413619625283783
2015,Renewable energy share in the total final energy consumption,Cross-boundary Adjustment,Normal value,Units,Percentage (%),0.0049033789184126
2016,Renewable energy share in the total final energy consumption,Hydroelectric power,Normal value,Units,Percentage (%),0.2274289161034505
2016,Renewable energy share in the total final energy consumption,"Wind, wave, tidal",Normal value,Units,Percentage (%),1.579642145544618
2016,Renewable energy share in the total final energy consumption,Solar photovoltaic,Normal value,Units,Percentage (%),0.4420031543401842
2016,Renewable energy share in the total final energy consumption,Geothermal aquifers,Normal value,Units,Percentage (%),0.0004944106871814
2016,Renewable energy share in the total final energy consumption,Landfill gas,Normal value,Units,Percentage (%),0.7693030292542804
2016,Renewable energy share in the total final energy consumption,Sewage gas,Normal value,Units,Percentage (%),0.1913369359392072
2016,Renewable energy share in the total final energy consumption,Biogas from autogen,Normal value,Units,Percentage (%),0.3762465329450561
2016,Renewable energy share in the total final energy consumption,Municipal solid waste (MSW),Normal value,Units,Percentage (%),1.1826303637379425
2016,Renewable energy share in the total final energy consumption,Poultry litter,Normal value,Units,Percentage (%),0.112231225990181
2016,Renewable energy share in the total final energy consumption,Straw,Normal value,Units,Percentage (%),0.1221194397338092
2016,Renewable energy share in the total final energy consumption,Wood,Normal value,Units,Percentage (%),2.0587261014234084
2016,Renewable energy share in the total final energy consumption,Charcoal,Normal value,Units,Percentage (%),0.0262037664206149
2016,Renewable energy share in the total final energy consumption,Liquid bio-fuels,Normal value,Units,Percentage (%),0.0004944106871814
2016,Renewable energy share in the total final energy consumption,Bioethanol,Normal value,Units,Percentage (%),0.2234736306059991
2016,Renewable energy share in the total final energy consumption,Biodiesel,Normal value,Units,Percentage (%),0.2897246626883086
2016,Renewable energy share in the total final energy consumption,Biomass,Normal value,Units,Percentage (%),0.6748705880026302
2016,Renewable energy share in the total final energy consumption,Cross-boundary Adjustment,Normal value,Units,Percentage (%),0.0044496961846327
2017,Renewable energy share in the total final energy consumption,Hydroelectric power,Normal value,Units,Percentage (%),0.258524988214302
2017,Renewable energy share in the total final energy consumption,"Wind, wave, tidal",Normal value,Units,Percentage (%),2.16349931313459
2017,Renewable energy share in the total final energy consumption,Solar photovoltaic,Normal value,Units,Percentage (%),0.4993080654727205
2017,Renewable energy share in the total final energy consumption,Geothermal aquifers,Normal value,Units,Percentage (%),0.0005069117415966
2017,Renewable energy share in the total final energy consumption,Landfill gas,Normal value,Units,Percentage (%),0.7193077613256756
2017,Renewable energy share in the total final energy consumption,Sewage gas,Normal value,Units,Percentage (%),0.2017508731554749
2017,Renewable energy share in the total final energy consumption,Biogas from autogen,Normal value,Units,Percentage (%),0.4688933609769203
2017,Renewable energy share in the total final energy consumption,Municipal solid waste (MSW),Normal value,Units,Percentage (%),1.298200970229073
2017,Renewable energy share in the total final energy consumption,Poultry litter,Normal value,Units,Percentage (%),0.1094929361848808
2017,Renewable energy share in the total final energy consumption,Straw,Normal value,Units,Percentage (%),0.132303964556731
2017,Renewable energy share in the total final energy consumption,Wood,Normal value,Units,Percentage (%),2.1472781374034966
2017,Renewable energy share in the total final energy consumption,Charcoal,Normal value,Units,Percentage (%),0.0451151450021036
2017,Renewable energy share in the total final energy consumption,Liquid bio-fuels,Normal value,Units,Percentage (%),0.0005069117415966
2017,Renewable energy share in the total final energy consumption,Bioethanol,Normal value,Units,Percentage (%),0.2291241072016951
2017,Renewable energy share in the total final energy consumption,Biodiesel,Normal value,Units,Percentage (%),0.2909673396764889
2017,Renewable energy share in the total final energy consumption,Biomass,Normal value,Units,Percentage (%),0.8876024595357702
2017,Renewable energy share in the total final energy consumption,Cross-boundary Adjustment,Normal value,Units,Percentage (%),0.00456220567437
2018,Renewable energy share in the total final energy consumption,Hydroelectric power,Normal value,Units,Percentage (%),0.2372239747634069
2018,Renewable energy share in the total final energy consumption,"Wind, wave, tidal",Normal value,Units,Percentage (%),2.4696529968454257
2018,Renewable energy share in the total final energy consumption,Solar photovoltaic,Normal value,Units,Percentage (%),0.5496529968454259
2018,Renewable energy share in the total final energy consumption,Geothermal aquifers,Normal value,Units,Percentage (%),0.0005047318611987
2018,Renewable energy share in the total final energy consumption,Landfill gas,Normal value,Units,Percentage (%),0.6551419558359621
2018,Renewable energy share in the total final energy consumption,Sewage gas,Normal value,Units,Percentage (%),0.2054258675078864
2018,Renewable energy share in the total final energy consumption,Biogas from autogen,Normal value,Units,Percentage (%),0.4956466876971608
2018,Renewable energy share in the total final energy consumption,Municipal solid waste (MSW),Normal value,Units,Percentage (%),1.4798738170347003
2018,Renewable energy share in the total final energy consumption,Poultry litter,Normal value,Units,Percentage (%),0.1080126182965299
2018,Renewable energy share in the total final energy consumption,Straw,Normal value,Units,Percentage (%),0.1307255520504732
2018,Renewable energy share in the total final energy consumption,Wood,Normal value,Units,Percentage (%),2.4797476340694007
2018,Renewable energy share in the total final energy consumption,Charcoal,Normal value,Units,Percentage (%),0.0540063091482649
2018,Renewable energy share in the total final energy consumption,Liquid bio-fuels,Normal value,Units,Percentage (%),0.0
2018,Renewable energy share in the total final energy consumption,Bioethanol,Normal value,Units,Percentage (%),0.2246056782334385
2018,Renewable energy share in the total final energy consumption,Biodiesel,Normal value,Units,Percentage (%),0.4739432176656151
2018,Renewable energy share in the total final energy consumption,Biomass,Normal value,Units,Percentage (%),1.0452996845425868
2018,Renewable energy share in the total final energy consumption,Cross-boundary Adjustment,Normal value,Units,Percentage (%),0.0065615141955835
2019,Renewable energy share in the total final energy consumption,Hydroelectric power,Normal value,Units,Percentage (%),0.2597402597402597
2019,Renewable energy share in the total final energy consumption,"Wind, wave, tidal",Normal value,Units,Percentage (%),2.849350649350649
2019,Renewable energy share in the total final energy consumption,Solar photovoltaic,Normal value,Units,Percentage (%),0.5620779220779222
2019,Renewable energy share in the total final energy consumption,Geothermal aquifers,Normal value,Units,Percentage (%),0.0005194805194805
2019,Renewable energy share in the total final energy consumption,Landfill gas,Normal value,Units,Percentage (%),0.6244155844155843
2019,Renewable energy share in the total final energy consumption,Sewage gas,Normal value,Units,Percentage (%),0.2254545454545454
2019,Renewable energy share in the total final energy consumption,Biogas from autogen,Normal value,Units,Percentage (%),0.5277922077922078
2019,Renewable energy share in the total final energy consumption,Municipal solid waste (MSW),Normal value,Units,Percentage (%),1.690909090909091
2019,Renewable energy share in the total final energy consumption,Poultry litter,Normal value,Units,Percentage (%),0.1153246753246753
2019,Renewable energy share in the total final energy consumption,Straw,Normal value,Units,Percentage (%),0.174025974025974
2019,Renewable energy share in the total final energy consumption,Wood,Normal value,Units,Percentage (%),2.78961038961039
2019,Renewable energy share in the total final energy consumption,Charcoal,Normal value,Units,Percentage (%),0.0353246753246753
2019,Renewable energy share in the total final energy consumption,Liquid bio-fuels,Normal value,Units,Percentage (%),0.0
2019,Renewable energy share in the total final energy consumption,Bioethanol,Normal value,Units,Percentage (%),0.2301298701298701
2019,Renewable energy share in the total final energy consumption,Biodiesel,Normal value,Units,Percentage (%),0.6851948051948051
2019,Renewable energy share in the total final energy consumption,Biomass,Normal value,Units,Percentage (%),1.1018181818181818
2019,Renewable energy share in the total final energy consumption,Cross-boundary Adjustment,Normal value,Units,Percentage (%),0.0093506493506493
2020,Renewable energy share in the total final energy consumption,Hydroelectric power,Normal value,Units,Percentage (%),0.3423060806543948
2020,Renewable energy share in the total final energy consumption,"Wind, wave, tidal",Normal value,Units,Percentage (%),3.824975359864022
2020,Renewable energy share in the total final energy consumption,Solar photovoltaic,Normal value,Units,Percentage (%),0.6674968572760699
2020,Renewable energy share in the total final energy consumption,Geothermal aquifers,Normal value,Units,Percentage (%),0.0005901828976799
2020,Renewable energy share in the total final energy consumption,Landfill gas,Normal value,Units,Percentage (%),0.6846121613087895
2020,Renewable energy share in the total final energy consumption,Sewage gas,Normal value,Units,Percentage (%),0.259680474979196
