Year,Series,Activity (default),Industry higher sub-category,Industry middle sub-category,Industry lower sub-category,Observation status,Unit multiplier,Units,Value
2020,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of other food products,Normal value,Units,Percentage (%),0.3402062528653903
2020,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of prepared animal feeds,Normal value,Units,Percentage (%),0.0703009231013352
2020,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of beverages,,Normal value,Units,Percentage (%),0.3037502027428407
2020,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of beverages,Manufacture of alcoholic beverages,Normal value,Units,Percentage (%),0.2187865156803698
2020,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of beverages,Manufacture of soft drinks; production of mineral waters and other bottled waters,Normal value,Units,Percentage (%),0.0849636870624709
2020,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of tobacco products,,Normal value,Units,Percentage (%),0.0003012896704342
2020,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of textiles, wearing apparel and leather products",,,Normal value,Units,Percentage (%),0.2524807438239383
2020,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of textiles, wearing apparel and leather products",Manufacture of textiles,,Normal value,Units,Percentage (%),0.1275459604838511
2020,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of textiles, wearing apparel and leather products",Manufacture of wearing apparel,,Normal value,Units,Percentage (%),0.1055015995970752
2020,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of textiles, wearing apparel and leather products",Manufacture of leather and related products,,Normal value,Units,Percentage (%),0.0194331837430119
2020,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of wood and paper products, and printing",,,Normal value,Units,Percentage (%),0.6060943870236548
2020,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of wood and paper products, and printing","Manufacture of wood and products of wood and cork, except furniture; manufacture of articles of straw",,Normal value,Units,Percentage (%),0.1760033824787
2020,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of wood and paper products, and printing",Manufacture of paper and paper products,,Normal value,Units,Percentage (%),0.2156731890858821
2020,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of wood and paper products, and printing",Printing and reproduction of recorded media,,Normal value,Units,Percentage (%),0.2144178154590725
2020,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of coke, and refined petroleum products",,,Normal value,Units,Percentage (%),0.1409533508181772
2020,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of coke, and refined petroleum products",Manufacture of coke and refined petroleum products,,Normal value,Units,Percentage (%),0.1409533508181772
2020,Manufacturing value added as a proportion of GDP,Manufacturing,Manufacture of chemicals and chemical products,,,Normal value,Units,Percentage (%),0.6558071826453132
2020,Manufacturing value added as a proportion of GDP,Manufacturing,Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,,Normal value,Units,Percentage (%),0.6558071826453132
2020,Manufacturing value added as a proportion of GDP,Manufacturing,Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Manufacture of industrial gases, inorganics and fertilisers (inorganic chemicals)",Normal value,Units,Percentage (%),0.0739666140916191
2020,Manufacturing value added as a proportion of GDP,Manufacturing,Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,Manufacture of petrochemicals,Normal value,Units,Percentage (%),0.1434640980717963
2020,Manufacturing value added as a proportion of GDP,Manufacturing,Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Manufacture of dyestuffs, agro-chemicals",Normal value,Units,Percentage (%),0.0557385890303443
2020,Manufacturing value added as a proportion of GDP,Manufacturing,Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics",Normal value,Units,Percentage (%),0.0502651600174547
2020,Manufacturing value added as a proportion of GDP,Manufacturing,Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Manufacture of soap and detergents, cleaning and polishing, perfumes and toilet preparations",Normal value,Units,Percentage (%),0.2166272730422574
2020,Manufacturing value added as a proportion of GDP,Manufacturing,Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,Manufacture of other chemical products,Normal value,Units,Percentage (%),0.1157454483918412
2020,Manufacturing value added as a proportion of GDP,Manufacturing,Manufacture of basic pharmaceutical products and pharmaceutical preparations,,,Normal value,Units,Percentage (%),0.8281448741337294
2020,Manufacturing value added as a proportion of GDP,Manufacturing,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacture of basic pharmaceutical products and pharmaceutical preparations,,Normal value,Units,Percentage (%),0.8281448741337294
2020,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of rubber and plastics products, & other non-metallic mineral products",,,Normal value,Units,Percentage (%),0.6908069993607637
2020,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of rubber and plastics products, & other non-metallic mineral products",Manufacture of rubber and plastic products,,Normal value,Units,Percentage (%),0.3896679737616869
2020,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of rubber and plastics products, & other non-metallic mineral products",Manufacture of other non-metallic mineral products,,Normal value,Units,Percentage (%),0.3011390255990768
2020,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of rubber and plastics products, & other non-metallic mineral products",Manufacture of other non-metallic mineral products,"Manufacture of glass, refractory, clay, porcelain, ceramic, stone products",Normal value,Units,Percentage (%),0.1268931661979101
2020,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of rubber and plastics products, & other non-metallic mineral products",Manufacture of other non-metallic mineral products,"Manufacture of cement, lime, plaster and articles of concrete, cement and plaster",Normal value,Units,Percentage (%),0.1742458594011667
2020,Manufacturing value added as a proportion of GDP,Manufacturing,Manufacture of basic metals and metal products,,,Normal value,Units,Percentage (%),1.1962706364593645
2020,Manufacturing value added as a proportion of GDP,Manufacturing,Manufacture of basic metals and metal products,Manufacture of basic metals,,Normal value,Units,Percentage (%),0.3146468458235477
2020,Manufacturing value added as a proportion of GDP,Manufacturing,Manufacture of basic metals and metal products,Manufacture of basic metals,Manufacture of basic iron and steel,Normal value,Units,Percentage (%),0.1659101785191512
2020,Manufacturing value added as a proportion of GDP,Manufacturing,Manufacture of basic metals and metal products,Manufacture of basic metals,Manufacture of other basic metals and casting,Normal value,Units,Percentage (%),0.1487366673043964
2020,Manufacturing value added as a proportion of GDP,Manufacturing,Manufacture of basic metals and metal products,"Manufacture of fabricated metal products, except machinery and equipment",,Normal value,Units,Percentage (%),0.8816237906358166
2020,Manufacturing value added as a proportion of GDP,Manufacturing,Manufacture of basic metals and metal products,"Manufacture of fabricated metal products, except machinery and equipment","Manufacture of fabricated metal products, excluding weapons and ammunition",Normal value,Units,Percentage (%),0.8274418649027161
2020,Manufacturing value added as a proportion of GDP,Manufacturing,Manufacture of basic metals and metal products,"Manufacture of fabricated metal products, except machinery and equipment",Manufacture of weapons and ammunition,Normal value,Units,Percentage (%),0.0541819257331005
2020,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacturing of computer, electronic & optical products",,,Normal value,Units,Percentage (%),0.6592720138553076
2020,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacturing of computer, electronic & optical products","Manufacture of computer, electronic and optical products",,Normal value,Units,Percentage (%),0.6592720138553076
2020,Manufacturing value added as a proportion of GDP,Manufacturing,Manufacture of electrical equipment,,,Normal value,Units,Percentage (%),0.3161030792306468
2020,Manufacturing value added as a proportion of GDP,Manufacturing,Manufacture of electrical equipment,Manufacture of electrical equipment,,Normal value,Units,Percentage (%),0.3161030792306468
2020,Manufacturing value added as a proportion of GDP,Manufacturing,Manufacture of machinery and equipment,,,Normal value,Units,Percentage (%),0.736954533882283
2020,Manufacturing value added as a proportion of GDP,Manufacturing,Manufacture of machinery and equipment,Manufacture of machinery and equipment,,Normal value,Units,Percentage (%),0.736954533882283
2020,Manufacturing value added as a proportion of GDP,Manufacturing,Manufacture of transport equipment,,,Normal value,Units,Percentage (%),1.265065111208528
2020,Manufacturing value added as a proportion of GDP,Manufacturing,Manufacture of transport equipment,"Manufacture of motor vehicles, trailers and semi-trailers",,Normal value,Units,Percentage (%),0.6515389123141608
2020,Manufacturing value added as a proportion of GDP,Manufacturing,Manufacture of transport equipment,Manufacture of other transport equipment,,Normal value,Units,Percentage (%),0.6135261988943673
2020,Manufacturing value added as a proportion of GDP,Manufacturing,Manufacture of transport equipment,Manufacture of other transport equipment,Building of ships and boats,Normal value,Units,Percentage (%),0.1049994501463514
2020,Manufacturing value added as a proportion of GDP,Manufacturing,Manufacture of transport equipment,Manufacture of other transport equipment,Manufacture of air and spacecraft and related machinery,Normal value,Units,Percentage (%),0.4537422436740467
2020,Manufacturing value added as a proportion of GDP,Manufacturing,Manufacture of transport equipment,Manufacture of other transport equipment,Manufacture of other transport equipment,Normal value,Units,Percentage (%),0.0547845050739691
2020,Manufacturing value added as a proportion of GDP,Manufacturing,Other manufacturing and repair,,,Normal value,Units,Percentage (%),0.8996007409717295
2020,Manufacturing value added as a proportion of GDP,Manufacturing,Other manufacturing and repair,Manufacture of furniture,,Normal value,Units,Percentage (%),0.2005082756740226
2020,Manufacturing value added as a proportion of GDP,Manufacturing,Other manufacturing and repair,Other manufacturing,,Normal value,Units,Percentage (%),0.2740731702050628
2020,Manufacturing value added as a proportion of GDP,Manufacturing,Other manufacturing and repair,Repair and installation of machinery and equipment,,Normal value,Units,Percentage (%),0.4250192950926441
2020,Manufacturing value added as a proportion of GDP,Manufacturing,Other manufacturing and repair,Repair and installation of machinery and equipment,Repair and maintenance of ships and boats,Normal value,Units,Percentage (%),0.0427329182565973
2020,Manufacturing value added as a proportion of GDP,Manufacturing,Other manufacturing and repair,Repair and installation of machinery and equipment,Repair and maintenance of aircraft and spacecraft,Normal value,Units,Percentage (%),0.0685936149688742
2020,Manufacturing value added as a proportion of GDP,Manufacturing,Other manufacturing and repair,Repair and installation of machinery and equipment,Rest of repair; installation,Normal value,Units,Percentage (%),0.3136927618671724
2021,Manufacturing value added as a proportion of GDP,Manufacturing,,,,Normal value,Units,Percentage (%),9.98470181608764
2021,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of food products, beverages and tobacco",,,Normal value,Units,Percentage (%),1.5154442587007837
2021,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,,Normal value,Units,Percentage (%),1.1857259263615056
2021,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,Processing and preserving of meat and production of meat products,Normal value,Units,Percentage (%),0.2765620435162861
2021,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,"Processing and preserving of fish, crustaceans, molluscs, fruit and vegetables",Normal value,Units,Percentage (%),0.1216667646721157
2021,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of vegetable and animal oils and fats,Normal value,Units,Percentage (%),0.0015400856287609
2021,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of dairy products,Normal value,Units,Percentage (%),0.1169531692628776
2021,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,"Manufacture of grain mill products, starches and starch products",Normal value,Units,Percentage (%),0.0738307716575708
2021,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of bakery and farinaceous products,Normal value,Units,Percentage (%),0.2119717856312811
2021,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of other food products,Normal value,Units,Percentage (%),0.317444316570668
2021,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of prepared animal feeds,Normal value,Units,Percentage (%),0.0657569894219451
2021,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of beverages,,Normal value,Units,Percentage (%),0.3290649626785916
2021,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of beverages,Manufacture of alcoholic beverages,Normal value,Units,Percentage (%),0.2383865876276054
2021,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of beverages,Manufacture of soft drinks; production of mineral waters and other bottled waters,Normal value,Units,Percentage (%),0.0907250443124637
2021,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of tobacco products,,Normal value,Units,Percentage (%),0.0006067003992088
2021,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of textiles, wearing apparel and leather products",,,Normal value,Units,Percentage (%),0.255560875851364
2021,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of textiles, wearing apparel and leather products",Manufacture of textiles,,Normal value,Units,Percentage (%),0.1384676988040535
2021,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of textiles, wearing apparel and leather products",Manufacture of wearing apparel,,Normal value,Units,Percentage (%),0.0966520405201195
2021,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of textiles, wearing apparel and leather products",Manufacture of leather and related products,,Normal value,Units,Percentage (%),0.0204411365271909
2021,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of wood and paper products, and printing",,,Normal value,Units,Percentage (%),0.6159875822429061
2021,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of wood and paper products, and printing","Manufacture of wood and products of wood and cork, except furniture; manufacture of articles of straw",,Normal value,Units,Percentage (%),0.1867703844333745
2021,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of wood and paper products, and printing",Manufacture of paper and paper products,,Normal value,Units,Percentage (%),0.2103850307410425
2021,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of wood and paper products, and printing",Printing and reproduction of recorded media,,Normal value,Units,Percentage (%),0.218832167068489
2021,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of coke, and refined petroleum products",,,Normal value,Units,Percentage (%),0.1284338075863685
2021,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of coke, and refined petroleum products",Manufacture of coke and refined petroleum products,,Normal value,Units,Percentage (%),0.1284338075863685
2021,Manufacturing value added as a proportion of GDP,Manufacturing,Manufacture of chemicals and chemical products,,,Normal value,Units,Percentage (%),0.6322751544985902
2021,Manufacturing value added as a proportion of GDP,Manufacturing,Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,,Normal value,Units,Percentage (%),0.6325085008059781
2021,Manufacturing value added as a proportion of GDP,Manufacturing,Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Manufacture of industrial gases, inorganics and fertilisers (inorganic chemicals)",Normal value,Units,Percentage (%),0.0868981648713001
2021,Manufacturing value added as a proportion of GDP,Manufacturing,Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,Manufacture of petrochemicals,Normal value,Units,Percentage (%),0.1259136674665778
2021,Manufacturing value added as a proportion of GDP,Manufacturing,Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Manufacture of dyestuffs, agro-chemicals",Normal value,Units,Percentage (%),0.0602966858290654
2021,Manufacturing value added as a proportion of GDP,Manufacturing,Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics",Normal value,Units,Percentage (%),0.0425623664675756
2021,Manufacturing value added as a proportion of GDP,Manufacturing,Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Manufacture of soap and detergents, cleaning and polishing, perfumes and toilet preparations",Normal value,Units,Percentage (%),0.1972709682658355
2021,Manufacturing value added as a proportion of GDP,Manufacturing,Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,Manufacture of other chemical products,Normal value,Units,Percentage (%),0.1193333015982355
2021,Manufacturing value added as a proportion of GDP,Manufacturing,Manufacture of basic pharmaceutical products and pharmaceutical preparations,,,Normal value,Units,Percentage (%),0.7986044024047737
2021,Manufacturing value added as a proportion of GDP,Manufacturing,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacture of basic pharmaceutical products and pharmaceutical preparations,,Normal value,Units,Percentage (%),0.7986044024047737
2021,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of rubber and plastics products, & other non-metallic mineral products",,,Normal value,Units,Percentage (%),0.7386344014060515
2021,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of rubber and plastics products, & other non-metallic mineral products",Manufacture of rubber and plastic products,,Normal value,Units,Percentage (%),0.3988821778490883
2021,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of rubber and plastics products, & other non-metallic mineral products",Manufacture of other non-metallic mineral products,,Normal value,Units,Percentage (%),0.3397988928184407
2021,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of rubber and plastics products, & other non-metallic mineral products",Manufacture of other non-metallic mineral products,"Manufacture of glass, refractory, clay, porcelain, ceramic, stone products",Normal value,Units,Percentage (%),0.1460281191634254
2021,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of rubber and plastics products, & other non-metallic mineral products",Manufacture of other non-metallic mineral products,"Manufacture of cement, lime, plaster and articles of concrete, cement and plaster",Normal value,Units,Percentage (%),0.1937241043935376
2021,Manufacturing value added as a proportion of GDP,Manufacturing,Manufacture of basic metals and metal products,,,Normal value,Units,Percentage (%),1.2190477790565155
2021,Manufacturing value added as a proportion of GDP,Manufacturing,Manufacture of basic metals and metal products,Manufacture of basic metals,,Normal value,Units,Percentage (%),0.3903883722601643
2021,Manufacturing value added as a proportion of GDP,Manufacturing,Manufacture of basic metals and metal products,Manufacture of basic metals,Manufacture of basic iron and steel,Normal value,Units,Percentage (%),0.1779032247526295
2021,Manufacturing value added as a proportion of GDP,Manufacturing,Manufacture of basic metals and metal products,Manufacture of basic metals,Manufacture of other basic metals and casting,Normal value,Units,Percentage (%),0.2124851475075347
2021,Manufacturing value added as a proportion of GDP,Manufacturing,Manufacture of basic metals and metal products,"Manufacture of fabricated metal products, except machinery and equipment",,Normal value,Units,Percentage (%),0.8287060760578289
2021,Manufacturing value added as a proportion of GDP,Manufacturing,Manufacture of basic metals and metal products,"Manufacture of fabricated metal products, except machinery and equipment","Manufacture of fabricated metal products, excluding weapons and ammunition",Normal value,Units,Percentage (%),0.7745697327438072
2021,Manufacturing value added as a proportion of GDP,Manufacturing,Manufacture of basic metals and metal products,"Manufacture of fabricated metal products, except machinery and equipment",Manufacture of weapons and ammunition,Normal value,Units,Percentage (%),0.0540896740525439
2021,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacturing of computer, electronic & optical products",,,Normal value,Units,Percentage (%),0.6405822830416037
2021,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacturing of computer, electronic & optical products","Manufacture of computer, electronic and optical products",,Normal value,Units,Percentage (%),0.6405822830416037
2021,Manufacturing value added as a proportion of GDP,Manufacturing,Manufacture of electrical equipment,,,Normal value,Units,Percentage (%),0.3285049315408603
2021,Manufacturing value added as a proportion of GDP,Manufacturing,Manufacture of electrical equipment,Manufacture of electrical equipment,,Normal value,Units,Percentage (%),0.3285049315408603
2021,Manufacturing value added as a proportion of GDP,Manufacturing,Manufacture of machinery and equipment,,,Normal value,Units,Percentage (%),0.8770554309486274
2021,Manufacturing value added as a proportion of GDP,Manufacturing,Manufacture of machinery and equipment,Manufacture of machinery and equipment,,Normal value,Units,Percentage (%),0.8770554309486274
2021,Manufacturing value added as a proportion of GDP,Manufacturing,Manufacture of transport equipment,,,Normal value,Units,Percentage (%),1.267630480254702
2021,Manufacturing value added as a proportion of GDP,Manufacturing,Manufacture of transport equipment,"Manufacture of motor vehicles, trailers and semi-trailers",,Normal value,Units,Percentage (%),0.6238746874326213
2021,Manufacturing value added as a proportion of GDP,Manufacturing,Manufacture of transport equipment,Manufacture of other transport equipment,,Normal value,Units,Percentage (%),0.643755792822081
2021,Manufacturing value added as a proportion of GDP,Manufacturing,Manufacture of transport equipment,Manufacture of other transport equipment,Building of ships and boats,Normal value,Units,Percentage (%),0.1113995271470427
2021,Manufacturing value added as a proportion of GDP,Manufacturing,Manufacture of transport equipment,Manufacture of other transport equipment,Manufacture of air and spacecraft and related machinery,Normal value,Units,Percentage (%),0.4756531129797483
2021,Manufacturing value added as a proportion of GDP,Manufacturing,Manufacture of transport equipment,Manufacture of other transport equipment,Manufacture of other transport equipment,Normal value,Units,Percentage (%),0.0567031526952898
2021,Manufacturing value added as a proportion of GDP,Manufacturing,Other manufacturing and repair,,,Normal value,Units,Percentage (%),0.9669404285544944
2021,Manufacturing value added as a proportion of GDP,Manufacturing,Other manufacturing and repair,Manufacture of furniture,,Normal value,Units,Percentage (%),0.2353064163700835
2021,Manufacturing value added as a proportion of GDP,Manufacturing,Other manufacturing and repair,Other manufacturing,,Normal value,Units,Percentage (%),0.2945763784466416
2021,Manufacturing value added as a proportion of GDP,Manufacturing,Other manufacturing and repair,Repair and installation of machinery and equipment,,Normal value,Units,Percentage (%),0.43743098782959
2021,Manufacturing value added as a proportion of GDP,Manufacturing,Other manufacturing and repair,Repair and installation of machinery and equipment,Repair and maintenance of ships and boats,Normal value,Units,Percentage (%),0.0403222419166505
2021,Manufacturing value added as a proportion of GDP,Manufacturing,Other manufacturing and repair,Repair and installation of machinery and equipment,Repair and maintenance of aircraft and spacecraft,Normal value,Units,Percentage (%),0.0436824287430381
2021,Manufacturing value added as a proportion of GDP,Manufacturing,Other manufacturing and repair,Repair and installation of machinery and equipment,Rest of repair; installation,Normal value,Units,Percentage (%),0.3530529630780805
2000,Manufacturing value added as a proportion of GDP,Manufacturing,,,,Normal value,Units,GBP per capita,2567.7876442827765
2000,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of food products, beverages and tobacco",,,Normal value,Units,GBP per capita,455.1158932243772
2000,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,,Normal value,Units,GBP per capita,349.6410867759964
2000,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,Processing and preserving of meat and production of meat products,Normal value,Units,GBP per capita,73.32800100533063
2000,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,"Processing and preserving of fish, crustaceans, molluscs, fruit and vegetables",Normal value,Units,GBP per capita,33.08081194033906
2000,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of vegetable and animal oils and fats,Normal value,Units,GBP per capita,4.0586827791278415
2000,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of dairy products,Normal value,Units,GBP per capita,136.3819305404841
2000,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,"Manufacture of grain mill products, starches and starch products",Normal value,Units,GBP per capita,26.271055478287742
2000,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of bakery and farinaceous products,Normal value,Units,GBP per capita,50.283513426767946
2000,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of other food products,Normal value,Units,GBP per capita,124.17191833047188
2000,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of prepared animal feeds,Normal value,Units,GBP per capita,18.90089511786313
2000,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of beverages,,Normal value,Units,GBP per capita,63.58036956089807
2000,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of beverages,Manufacture of alcoholic beverages,Normal value,Units,GBP per capita,52.10058061240259
2000,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of beverages,Manufacture of soft drinks; production of mineral waters and other bottled waters,Normal value,Units,GBP per capita,12.057174783183129
2000,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of tobacco products,,Normal value,Units,GBP per capita,43.93226924520388
2000,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of textiles, wearing apparel and leather products",,,Normal value,Units,GBP per capita,53.39120777229261
2000,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of textiles, wearing apparel and leather products",Manufacture of textiles,,Normal value,Units,GBP per capita,22.687866915961493
2000,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of textiles, wearing apparel and leather products",Manufacture of wearing apparel,,Normal value,Units,GBP per capita,22.26331850810293
2000,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of textiles, wearing apparel and leather products",Manufacture of leather and related products,,Normal value,Units,GBP per capita,9.526866272346105
2000,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of wood and paper products, and printing",,,Normal value,Units,GBP per capita,136.61967764888487
2000,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of wood and paper products, and printing","Manufacture of wood and products of wood and cork, except furniture; manufacture of articles of straw",,Normal value,Units,GBP per capita,41.24912330753777
2000,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of wood and paper products, and printing",Manufacture of paper and paper products,,Normal value,Units,GBP per capita,33.590270029769336
2000,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of wood and paper products, and printing",Printing and reproduction of recorded media,,Normal value,Units,GBP per capita,66.36540711645023
2000,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of coke, and refined petroleum products",,,Normal value,Units,GBP per capita,66.39937098907892
2000,Manufacturing value added as a proportion of GDP,Manufacturing,"Manufacture of coke, and refined petroleum products",Manufacture of coke and refined petroleum products,,Normal value,Units,GBP per capita,66.50126260696497
2000,Manufacturing value added as a proportion of GDP,Manufacturing,Manufacture of chemicals and chemical products,,,Normal value,Units,GBP per capita,125.98898551610652
2000,Manufacturing value added as a proportion of GDP,Manufacturing,Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,,Normal value,Units,GBP per capita,125.73425647139138
2000,Manufacturing value added as a proportion of GDP,Manufacturing,Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Manufacture of industrial gases, inorganics and fertilisers (inorganic chemicals)",Normal value,Units,GBP per capita,53.15346066389182
2000,Manufacturing value added as a proportion of GDP,Manufacturing,Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,Manufacture of petrochemicals,Normal value,Units,GBP per capita,23.16336113276308
2000,Manufacturing value added as a proportion of GDP,Manufacturing,Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Manufacture of dyestuffs, agro-chemicals",Normal value,Units,GBP per capita,52.44021933868944
2000,Manufacturing value added as a proportion of GDP,Manufacturing,Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics",Normal value,Units,GBP per capita,22.857686279104914
2000,Manufacturing value added as a proportion of GDP,Manufacturing,Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Manufacture of soap and detergents, cleaning and polishing, perfumes and toilet preparations",Normal value,Units,GBP per capita,16.998918250656775
