Year,Industry sector,Industry higher sub-category,Industry middle sub-category,Industry lower sub-category,Observation status,Unit multiplier,Unit measure,Value
1998,Manufacturing,"Manufacture of rubber and plastics products, and other non-metallic mineral products",Manufacture of other non-metallic mineral products,"Glass, refractory, clay, porcelain, ceramic, stone products",Undefined,Units,Percentage (%),0.2072566534969805
1998,Manufacturing,"Manufacture of rubber and plastics products, and other non-metallic mineral products",Manufacture of other non-metallic mineral products,"Cement, lime, plaster and articles of concrete, cement and plaster",Undefined,Units,Percentage (%),0.2064473733193273
1998,Manufacturing,Manufacture of basic metals and metal products,,,Undefined,Units,Percentage (%),1.8751021716224288
1998,Manufacturing,Manufacture of basic metals and metal products,Manufacture of basic metals,,Undefined,Units,Percentage (%),0.5813868796260478
1998,Manufacturing,Manufacture of basic metals and metal products,,Basic iron and steel,Undefined,Units,Percentage (%),0.4337741752221069
1998,Manufacturing,Manufacture of basic metals and metal products,,Other basic metals and casting,Undefined,Units,Percentage (%),0.206852013408154
1998,Manufacturing,Manufacture of basic metals and metal products,"Manufacture of fabricated metal products, except machinery and equipment",,Undefined,Units,Percentage (%),1.3047215024124643
1998,Manufacturing,Manufacture of basic metals and metal products,"Manufacture of fabricated metal products, except machinery and equipment","Fabricated metal products, excluding weapons and ammunition",Undefined,Units,Percentage (%),1.2109259298224602
1998,Manufacturing,Manufacture of basic metals and metal products,"Manufacture of fabricated metal products, except machinery and equipment",Weapons and ammunition,Undefined,Units,Percentage (%),0.1072296235390469
1998,Manufacturing,"Manufacturing of computer, electronic and optical products",,,Undefined,Units,Percentage (%),1.360319050617238
1998,Manufacturing,Manufacture of electrical equipment,,,Undefined,Units,Percentage (%),0.5220666426040693
1998,Manufacturing,Manufacture of machinery and equipment not elsewhere classified,,,Undefined,Units,Percentage (%),1.3214736020898852
1998,Manufacturing,Manufacture of transport equipment,,,Undefined,Units,Percentage (%),1.277205976372256
1998,Manufacturing,Manufacture of transport equipment,"Motor vehicles, trailers and semi-trailers",,Undefined,Units,Percentage (%),1.037659043786913
1998,Manufacturing,Manufacture of transport equipment,Manufacture of other transport equipment,,Undefined,Units,Percentage (%),0.4319128308135046
1998,Manufacturing,Manufacture of transport equipment,Manufacture of other transport equipment,Building of ships and boats,Undefined,Units,Percentage (%),0.101160022206648
1998,Manufacturing,Manufacture of transport equipment,Manufacture of other transport equipment,Air and spacecraft and related machinery,Undefined,Units,Percentage (%),0.3346373534595918
1998,Manufacturing,Manufacture of transport equipment,Manufacture of other transport equipment,Other transport equipment,Undefined,Units,Percentage (%),0.0152953953576451
1998,Manufacturing,Other manufacturing and repair,,,Undefined,Units,Percentage (%),1.2913683794811863
1998,Manufacturing,Furniture and other manufacturing,,,Undefined,Units,Percentage (%),0.6852175264189514
1998,Manufacturing,Furniture and other manufacturing,Furniture,,Undefined,Units,Percentage (%),0.3170759736045177
1998,Manufacturing,Furniture and other manufacturing,Other manufacturing,,Undefined,Units,Percentage (%),0.3805235395325274
1998,Manufacturing,Furniture and other manufacturing,Repair and installation of machinery and equipment,,Undefined,Units,Percentage (%),0.6165096393361961
1998,Manufacturing,Furniture and other manufacturing,Repair and installation of machinery and equipment,Repair and maintenance of ships and boats,Undefined,Units,Percentage (%),0.0192608682281457
1998,Manufacturing,Furniture and other manufacturing,Repair and installation of machinery and equipment,Repair and maintenance of aircraft and spacecraft,Undefined,Units,Percentage (%),0.1348260775970205
1998,Manufacturing,Furniture and other manufacturing,Repair and installation of machinery and equipment,Rest of repair; installation,Undefined,Units,Percentage (%),0.5145403369518947
1998,"Electricity, gas, steam and air conditioning supply",,,,Undefined,Units,Percentage (%),1.7728900851848317
1998,"Electricity, gas, steam and air conditioning supply","Electricity, gas, steam and air conditioning supply","Electric power generation, transmission and distribution",,Undefined,Units,Percentage (%),1.300836957559729
1998,"Electricity, gas, steam and air conditioning supply","Electricity, gas, steam and air conditioning supply",Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,,Undefined,Units,Percentage (%),0.4745618961758274
1998,"Water supply; sewerage, waste management and remediation activities",,,,Undefined,Units,Percentage (%),1.360076266563942
1998,"Water supply; sewerage, waste management and remediation activities","Water collection, treatment and supply",,,Undefined,Units,Percentage (%),0.6632860336045501
1998,"Water supply; sewerage, waste management and remediation activities","Sewerage, waste collection, treatment and disposal activities; materials recovery and remediation activities and other waste management services",Remediation activities and other waste management services,,Undefined,Units,Percentage (%),0.7652553359888513
1998,"Water supply; sewerage, waste management and remediation activities","Sewerage, waste collection, treatment and disposal activities; materials recovery and remediation activities and other waste management services",Sewerage,,Undefined,Units,Percentage (%),0.3642570079616984
1998,"Water supply; sewerage, waste management and remediation activities","Sewerage, waste collection, treatment and disposal activities; materials recovery and remediation activities and other waste management services","Waste collection, treatment and disposal activities; materials recovery",,Undefined,Units,Percentage (%),0.3869168529359875
1998,"Water supply; sewerage, waste management and remediation activities","Sewerage, waste collection, treatment and disposal activities; materials recovery and remediation activities and other waste management services",Remediation activities and other waste management services,,Undefined,Units,Percentage (%),0.0177232358906047
1998,Construction,,,,Undefined,Units,Percentage (%),6.900003722688817
1998,Construction,Construction of buildings,,,Undefined,Units,Percentage (%),2.3137320279104547
1998,Construction,Civil engineering,,,Undefined,Units,Percentage (%),1.3754525899393526
1998,Construction,Specialised construction activities,,,Undefined,Units,Percentage (%),3.211790241052194
1998,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,Undefined,Units,Percentage (%),10.844516236588204
1998,Wholesale and retail trade; repair of motor vehicles and motorcycles,Wholesale and retail trade and repair of motor vehicles and motorcycles,,,Undefined,Units,Percentage (%),1.4087949332586638
1998,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Wholesale trade, except of motor vehicles and motorcycles",,,Undefined,Units,Percentage (%),4.73582667160867
1998,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Retail trade, except of motor vehicles and motorcycles",,,Undefined,Units,Percentage (%),4.860051178878435
1998,Transportation and storage,,,,Undefined,Units,Percentage (%),4.830998020500686
1998,Transportation and storage,Land transport and transport via pipelines,,,Undefined,Units,Percentage (%),1.9578106057785845
1998,Transportation and storage,Land transport and transport via pipelines,Rail transport,,Undefined,Units,Percentage (%),0.2424603412248941
1998,Transportation and storage,Land transport and transport via pipelines,"Land transport services and transport services via pipelines, excluding rail transport",,Undefined,Units,Percentage (%),1.7353394849417236
1998,Transportation and storage,Water transport,,,Undefined,Units,Percentage (%),0.7115191321926799
1998,Transportation and storage,Air transport,,,Undefined,Units,Percentage (%),0.2270840178494836
1998,Transportation and storage,Warehousing and support activities for transportation,,,Undefined,Units,Percentage (%),1.3742386696728728
1998,Transportation and storage,Postal and courier activities,,,Undefined,Units,Percentage (%),0.7249531831417227
1998,Accommodation and food services,,,,Undefined,Units,Percentage (%),2.8120867613092857
1998,Accommodation and food services,Accommodation,,,Undefined,Units,Percentage (%),0.7282712318701009
1998,Accommodation and food services,Food and beverage service activities,,,Undefined,Units,Percentage (%),2.0871335781675637
1998,Information and communication,,,,Undefined,Units,Percentage (%),3.578636945582382
1998,Information and communication,Publishing audio visual broadcsting,,,Undefined,Units,Percentage (%),1.728865243520498
1998,Information and communication,Publishing audio visual broadcsting,Publishing activities,,Undefined,Units,Percentage (%),1.1819536994624762
1998,Information and communication,"Motion picture, video and tv programme production, sound recording and music publishing activities and programming and broadcasting activities",,,Undefined,Units,Percentage (%),0.7188026537915585
1998,Information and communication,"Motion picture, video and tv programme production, sound recording and music publishing activities and programming and broadcasting activities","Motion picture, video and tv programme production, sound recording and music publishing activities",,Undefined,Units,Percentage (%),0.4777180888686749
1998,Information and communication,"Motion picture, video and tv programme production, sound recording and music publishing activities and programming and broadcasting activities",Programming and broadcasting activities,,Undefined,Units,Percentage (%),0.251847991285671
1998,Information and communication,Telecommunications,,,Undefined,Units,Percentage (%),0.7898574533895081
1998,Information and communication,IT and other information service,,,Undefined,Units,Percentage (%),1.4126794781113992
1998,Information and communication,IT and other information service,"Computer programming, consultancy and related activities",,Undefined,Units,Percentage (%),1.1777454425386795
1998,Information and communication,IT and other information service,Information service activities,,Undefined,Units,Percentage (%),0.2435933334736085
1998,Financial and insurance,,,,Undefined,Units,Percentage (%),6.66660731945364
1998,Financial and insurance,"Financial service activities, except insurance and pension funding",,,Undefined,Units,Percentage (%),3.5753188968540046
1998,Financial and insurance,"Financial service activities, except insurance and pension funding","Insurance, reinsurance and pension funding, except compulsory social security",,Undefined,Units,Percentage (%),2.467009693557968
1998,Financial and insurance,"Financial service activities, except insurance and pension funding","Insurance and reinsurance, except compulsory social security",,Undefined,Units,Percentage (%),2.467009693557968
1998,Financial and insurance,Pension funding,,,Undefined,Units,Percentage (%),0.0
1998,Financial and insurance,Activities auxiliary to financial services and insurance activities,,,Undefined,Units,Percentage (%),1.0710013871062245
1998,Real estate,,,,Undefined,Units,Percentage (%),12.624608915354148
1998,Real estate,Real estate activities,"Buying and selling, renting and operating of own or leased real estate, excluding imputed rental",,Undefined,Units,Percentage (%),2.0742660233428776
1998,Real estate,Real estate activities,Imputed rental,,Undefined,Units,Percentage (%),10.497173184339458
1998,Real estate,Real estate activities,Real estate activities on a fee or contract basis,,Undefined,Units,Percentage (%),0.1568384984291871
1998,"Professional, scientific and technical activities",,,,Undefined,Units,Percentage (%),4.961211201085082
1998,"Professional, scientific and technical activities",Legal accounting management architecture engineering tech testing,,,Undefined,Units,Percentage (%),3.1093353705613005
1998,"Professional, scientific and technical activities",Legal and accounting activities and activites of head offices; management consultancy activities,,,Undefined,Units,Percentage (%),2.109955279177383
1998,"Professional, scientific and technical activities",Legal and accounting activities and activites of head offices; management consultancy activities,Legal and accounting activities,,Undefined,Units,Percentage (%),1.6735104793690203
1998,"Professional, scientific and technical activities",Legal and accounting activities and activites of head offices; management consultancy activities,Legal and accounting activities,Legal activities,Undefined,Units,Percentage (%),0.8941736682890037
1998,"Professional, scientific and technical activities",Legal and accounting activities and activites of head offices; management consultancy activities,Legal and accounting activities,"Accounting, bookkeeping and auditing activities; tax consultancy",Undefined,Units,Percentage (%),0.78273578782616
1998,"Professional, scientific and technical activities",Legal and accounting activities and activites of head offices; management consultancy activities,Activities of head offices; management consultancy activities,,Undefined,Units,Percentage (%),0.520448082248763
1998,"Professional, scientific and technical activities",Legal and accounting activities and activites of head offices; management consultancy activities,Architectural and engineering activities; technical testing and analysis,,Undefined,Units,Percentage (%),0.986755320612528
1998,"Professional, scientific and technical activities",Scientific research and development,,,Undefined,Units,Percentage (%),0.4217968285928398
1998,"Professional, scientific and technical activities","Other Professional, scientific and technical activities",,,Undefined,Units,Percentage (%),1.5119781559094447
1998,"Professional, scientific and technical activities","Other Professional, scientific and technical activities",Advertising and market research,,Undefined,Units,Percentage (%),0.931076844389989
1998,"Professional, scientific and technical activities","Other professional, scientific and technical activities and veterinary activities",,,Undefined,Units,Percentage (%),0.594901858592856
1998,"Professional, scientific and technical activities","Other professional, scientific and technical activities and veterinary activities","Other professional, scientific and technical activities",,Undefined,Units,Percentage (%),0.4686541508789592
1998,"Professional, scientific and technical activities","Other professional, scientific and technical activities and veterinary activities",Veterinary activities,,Undefined,Units,Percentage (%),0.1302131805843974
1998,Administrative and support activities,,,,Undefined,Units,Percentage (%),2.965849995063391
1998,Administrative and support activities,,Rental and leasing activities,,Undefined,Units,Percentage (%),0.7570006781767888
1998,Administrative and support activities,,Employment activities,,Undefined,Units,Percentage (%),0.4857299626274414
1998,Administrative and support activities,,"Travel agency, tour operator and other reservation service and related activities",,Undefined,Units,Percentage (%),0.9826279917064968
1998,Administrative and support activities,"Security and investigation activities, services to buildings and landscape activities and office administrative, office support and other business support activities",,,Undefined,Units,Percentage (%),1.3714871170688518
1998,Administrative and support activities,"Security and investigation activities, services to buildings and landscape activities and office administrative, office support and other business support activities",Security and investigation activities,,Undefined,Units,Percentage (%),0.112085304604966
1998,Administrative and support activities,"Security and investigation activities, services to buildings and landscape activities and office administrative, office support and other business support activities",Services to buildings and landscape activities,,Undefined,Units,Percentage (%),0.4283519980318306
1998,Administrative and support activities,"Security and investigation activities, services to buildings and landscape activities and office administrative, office support and other business support activities","Office administrative, office support and other business support activities",,Undefined,Units,Percentage (%),0.8554900757971815
1998,Public administration and defence; compulsory social security,,,,Undefined,Units,Percentage (%),7.042113321884716
1998,Education,,,,Undefined,Units,Percentage (%),7.289833984264356
1998,Human health and social activities,,,,Undefined,Units,Percentage (%),6.019183177331091
1998,Human health and social activities,Human health activities,,,Undefined,Units,Percentage (%),3.8066920996450495
1998,Human health and social activities,Residential care and social work activities,,,Undefined,Units,Percentage (%),2.296575288144207
1998,Human health and social activities,Residential care and social work activities,Residential care activities,,Undefined,Units,Percentage (%),0.9816568554933128
1998,Human health and social activities,Residential care and social work activities,Social work activities without accommodation,,Undefined,Units,Percentage (%),1.3264102111735696
1998,"Arts, entertainment and recreation",,,,Undefined,Units,Percentage (%),1.901889345502749
1998,"Arts, entertainment and recreation","Creative, arts and entertainment activities and libraries, archives, museums and other cultural activities and gambling and betting activities",,,Undefined,Units,Percentage (%),1.0308610902946265
1998,"Arts, entertainment and recreation","Creative, arts and entertainment activities and libraries, archives, museums and other cultural activities and gambling and betting activities","Creative, arts and entertainment activities",,Undefined,Units,Percentage (%),0.4051256569331841
1998,"Arts, entertainment and recreation","Creative, arts and entertainment activities and libraries, archives, museums and other cultural activities and gambling and betting activities","Libraries, archives, museums and other cultural activities",,Undefined,Units,Percentage (%),0.143080735409083
1998,"Arts, entertainment and recreation","Creative, arts and entertainment activities and libraries, archives, museums and other cultural activities and gambling and betting activities",Gambling and betting activities,,Undefined,Units,Percentage (%),0.5158351852361399
1998,"Arts, entertainment and recreation","Creative, arts and entertainment activities and libraries, archives, museums and other cultural activities and gambling and betting activities",Sports activities and amusement and recreation activities,,Undefined,Units,Percentage (%),0.8716756793502453
1998,Other service activities,,,,Undefined,Units,Percentage (%),1.8748593875691328
1998,Other service activities,Activities of membership organisations,,,Undefined,Units,Percentage (%),0.4017266801870408
1998,Other service activities,Repair of computers and personal and household goods,,,Undefined,Units,Percentage (%),0.1901808417484983
1998,Other service activities,Other personal service activities,,,Undefined,Units,Percentage (%),1.3619376109725445
1998,Activities of households as employers,,,,Undefined,Units,Percentage (%),0.266576890518959
1999,"Agriculture, forestry and fishing",,,,Undefined,Units,Percentage (%),0.8474370758609899
1999,"Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities",,,Undefined,Units,Percentage (%),0.775859034283144
1999,"Agriculture, forestry and fishing",Forestry and logging,,,Undefined,Units,Percentage (%),0.0347329513230203
1999,"Agriculture, forestry and fishing",Fishing and aquaculture,,,Undefined,Units,Percentage (%),0.0556196585375393
1999,Mining and quarrying,,,,Undefined,Units,Percentage (%),2.088905403555434
1999,Mining and quarrying,Mining of coal and lignite,,,Undefined,Units,Percentage (%),0.1555160072751452
1999,Mining and quarrying,Extraction of crude petroleum and natural gas,,,Undefined,Units,Percentage (%),1.7562826354800227
1999,Mining and quarrying,Mining of metal ores,,,Undefined,Units,Percentage (%),0.0
1999,Mining and quarrying,Other mining and quarrying,,,Undefined,Units,Percentage (%),0.122269375941173
1999,Mining and quarrying,Mining support service activities,,,Undefined,Units,Percentage (%),0.0796354604658439
1999,Manufacturing,,,,Undefined,Units,Percentage (%),14.50014667631471
1999,Manufacturing,"Manufacture of food products, beverages and tobacco",,,Undefined,Units,Percentage (%),2.1310699548236958
1999,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,,Undefined,Units,Percentage (%),1.5782371462656213
1999,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,Processing and preserving of meat and production of meat products,Undefined,Units,Percentage (%),0.2657383685682435
1999,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,"Processing and preserving of fish, crustaceans, molluscs, fruit and vegetables",Undefined,Units,Percentage (%),0.1424520368450902
1999,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,Vegetable and animal oils and fats,Undefined,Units,Percentage (%),0.0056323704848141
1999,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,Dairy products,Undefined,Units,Percentage (%),0.1592709209316879
1999,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,"Grain mill products, starches and starch products",Undefined,Units,Percentage (%),0.1591926935638433
1999,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,Bakery and farinaceous products,Undefined,Units,Percentage (%),0.2453210255607924
1999,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,Other food products,Undefined,Units,Percentage (%),0.5716073768407878
1999,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of food products,Prepared animal feeds,Undefined,Units,Percentage (%),0.0937163866778792
1999,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of beverages,,Undefined,Units,Percentage (%),0.3165079302994152
1999,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of beverages,Alcoholic beverages,Undefined,Units,Percentage (%),0.2004185164179688
1999,Manufacturing,"Manufacture of food products, beverages and tobacco",Manufacture of beverages,Soft drinks; production of mineral waters and other bottled waters,Undefined,Units,Percentage (%),0.1354115737390726
1999,Manufacturing,"Manufacture of food products, beverages and tobacco",Tobacco products,,Undefined,Units,Percentage (%),0.3445915553556412
1999,Manufacturing,"Manufacture of textiles, wearing apparel and leather products",,,Undefined,Units,Percentage (%),0.7903310973344023
1999,Manufacturing,"Manufacture of textiles, wearing apparel and leather products",Textiles,,Undefined,Units,Percentage (%),0.4805507206696263
1999,Manufacturing,"Manufacture of textiles, wearing apparel and leather products",Wearing apparel,,Undefined,Units,Percentage (%),0.2590108149336045
1999,Manufacturing,"Manufacture of textiles, wearing apparel and leather products",Leather and related products,,Undefined,Units,Percentage (%),0.0595310269297713
1999,Manufacturing,"Manufacture of wood and paper products, and printing",,,Undefined,Units,Percentage (%),1.2735415485107464
1999,Manufacturing,"Manufacture of wood and paper products, and printing","Wood and products of wood and cork, except furniture; articles of straw and plaiting materials",,Undefined,Units,Percentage (%),0.3390374122386717
1999,Manufacturing,"Manufacture of wood and paper products, and printing",Paper and paper products,,Undefined,Units,Percentage (%),0.3905892476482898
1999,Manufacturing,"Manufacture of wood and paper products, and printing",Printing and reproduction of recorded media,,Undefined,Units,Percentage (%),0.5413333854849118
1999,Manufacturing,"Manufacture of coke, and refined petroleum products",,,Undefined,Units,Percentage (%),0.227563413060059
1999,Manufacturing,Manufacture of chemicals and chemical products,,,Undefined,Units,Percentage (%),0.922926485831068
1999,Manufacturing,Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Industrial gases, inorganics and fertilisers (all inorganic chemicals)",Undefined,Units,Percentage (%),0.0722038605206031
1999,Manufacturing,Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,Petrochemicals,Undefined,Units,Percentage (%),0.2332740109127178
1999,Manufacturing,Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Dyestuffs, agro-chemicals",Undefined,Units,Percentage (%),0.0646940332075176
1999,Manufacturing,Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Paints, varnishes and similar coatings, printing ink and mastics",Undefined,Units,Percentage (%),0.1051375823831967
1999,Manufacturing,Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",Undefined,Units,Percentage (%),0.2355426045802123
1999,Manufacturing,Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,Other chemical products,Undefined,Units,Percentage (%),0.2717618758922809
1999,Manufacturing,Manufacture of basic pharmaceutical products and pharmaceutical preparations,,,Undefined,Units,Percentage (%),0.8651946883617234
1999,Manufacturing,"Manufacture of rubber and plastics products, and other non-metallic mineral products",,,Undefined,Units,Percentage (%),1.195157725930417
1999,Manufacturing,"Manufacture of rubber and plastics products, and other non-metallic mineral products",Rubber and plastic products,,Undefined,Units,Percentage (%),0.8102790761347858
1999,Manufacturing,"Manufacture of rubber and plastics products, and other non-metallic mineral products",Manufacture of other non-metallic mineral products,,Undefined,Units,Percentage (%),0.4126493653804784
1999,Manufacturing,"Manufacture of rubber and plastics products, and other non-metallic mineral products",Manufacture of other non-metallic mineral products,"Glass, refractory, clay, porcelain, ceramic, stone products",Undefined,Units,Percentage (%),0.2018266090391723
1999,Manufacturing,"Manufacture of rubber and plastics products, and other non-metallic mineral products",Manufacture of other non-metallic mineral products,"Cement, lime, plaster and articles of concrete, cement and plaster",Undefined,Units,Percentage (%),0.2086323900416561
1999,Manufacturing,Manufacture of basic metals and metal products,,,Undefined,Units,Percentage (%),1.7541704965482174
1999,Manufacturing,Manufacture of basic metals and metal products,Manufacture of basic metals,,Undefined,Units,Percentage (%),0.531320282400798
1999,Manufacturing,Manufacture of basic metals and metal products,,Basic iron and steel,Undefined,Units,Percentage (%),0.3894940644984647
1999,Manufacturing,Manufacture of basic metals and metal products,,Other basic metals and casting,Undefined,Units,Percentage (%),0.1915005964836798
1999,Manufacturing,Manufacture of basic metals and metal products,"Manufacture of fabricated metal products, except machinery and equipment",,Undefined,Units,Percentage (%),1.2322374982887765
1999,Manufacturing,Manufacture of basic metals and metal products,"Manufacture of fabricated metal products, except machinery and equipment","Fabricated metal products, excluding weapons and ammunition",Undefined,Units,Percentage (%),1.1475172589130307
1999,Manufacturing,Manufacture of basic metals and metal products,"Manufacture of fabricated metal products, except machinery and equipment",Weapons and ammunition,Undefined,Units,Percentage (%),0.0948897971955488
1999,Manufacturing,"Manufacturing of computer, electronic and optical products",,,Undefined,Units,Percentage (%),1.3778186298476522
1999,Manufacturing,Manufacture of electrical equipment,,,Undefined,Units,Percentage (%),0.5175522656601412
1999,Manufacturing,Manufacture of machinery and equipment not elsewhere classified,,,Undefined,Units,Percentage (%),1.2147927952594215
1999,Manufacturing,Manufacture of transport equipment,,,Undefined,Units,Percentage (%),1.2582872117810415
1999,Manufacturing,Manufacture of transport equipment,"Motor vehicles, trailers and semi-trailers",,Undefined,Units,Percentage (%),1.015625916726967
1999,Manufacturing,Manufacture of transport equipment,Manufacture of other transport equipment,,Undefined,Units,Percentage (%),0.4291553399956975
1999,Manufacturing,Manufacture of transport equipment,Manufacture of other transport equipment,Building of ships and boats,Undefined,Units,Percentage (%),0.1025560792443236
1999,Manufacturing,Manufacture of transport equipment,Manufacture of other transport equipment,Air and spacecraft and related machinery,Undefined,Units,Percentage (%),0.3286331723153345
1999,Manufacturing,Manufacture of transport equipment,Manufacture of other transport equipment,Other transport equipment,Undefined,Units,Percentage (%),0.0172100209258209
1999,Manufacturing,Other manufacturing and repair,,,Undefined,Units,Percentage (%),1.2996694893708562
1999,Manufacturing,Furniture and other manufacturing,,,Undefined,Units,Percentage (%),0.6738505466137328
1999,Manufacturing,Furniture and other manufacturing,Furniture,,Undefined,Units,Percentage (%),0.3253476228658596
1999,Manufacturing,Furniture and other manufacturing,Other manufacturing,,Undefined,Units,Percentage (%),0.3584377994641425
1999,Manufacturing,Furniture and other manufacturing,Repair and installation of machinery and equipment,,Undefined,Units,Percentage (%),0.6389611405550232
1999,Manufacturing,Furniture and other manufacturing,Repair and installation of machinery and equipment,Repair and maintenance of ships and boats,Undefined,Units,Percentage (%),0.0199479788003833
1999,Manufacturing,Furniture and other manufacturing,Repair and installation of machinery and equipment,Repair and maintenance of aircraft and spacecraft,Undefined,Units,Percentage (%),0.1315002053468406
1999,Manufacturing,Furniture and other manufacturing,Repair and installation of machinery and equipment,Rest of repair; installation,Undefined,Units,Percentage (%),0.5454794359806778
1999,"Electricity, gas, steam and air conditioning supply",,,,Undefined,Units,Percentage (%),1.7911720415387324
1999,"Electricity, gas, steam and air conditioning supply","Electricity, gas, steam and air conditioning supply","Electric power generation, transmission and distribution",,Undefined,Units,Percentage (%),1.3074922261553203
1999,"Electricity, gas, steam and air conditioning supply","Electricity, gas, steam and air conditioning supply",Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,,Undefined,Units,Percentage (%),0.4871218195685761
1999,"Water supply; sewerage, waste management and remediation activities",,,,Undefined,Units,Percentage (%),1.3238417460348504
1999,"Water supply; sewerage, waste management and remediation activities","Water collection, treatment and supply",,,Undefined,Units,Percentage (%),0.6407603700154499
1999,"Water supply; sewerage, waste management and remediation activities","Sewerage, waste collection, treatment and disposal activities; materials recovery and remediation activities and other waste management services",Remediation activities and other waste management services,,Undefined,Units,Percentage (%),0.7481665460661412
1999,"Water supply; sewerage, waste management and remediation activities","Sewerage, waste collection, treatment and disposal activities; materials recovery and remediation activities and other waste management services",Sewerage,,Undefined,Units,Percentage (%),0.3684509025482565
1999,"Water supply; sewerage, waste management and remediation activities","Sewerage, waste collection, treatment and disposal activities; materials recovery and remediation activities and other waste management services","Waste collection, treatment and disposal activities; materials recovery",,Undefined,Units,Percentage (%),0.3650871257309369
1999,"Water supply; sewerage, waste management and remediation activities","Sewerage, waste collection, treatment and disposal activities; materials recovery and remediation activities and other waste management services",Remediation activities and other waste management services,,Undefined,Units,Percentage (%),0.0187745682827137
1999,Construction,,,,Undefined,Units,Percentage (%),6.753838030234878
1999,Construction,Construction of buildings,,,Undefined,Units,Percentage (%),2.2646040717344964
1999,Construction,Civil engineering,,,Undefined,Units,Percentage (%),1.3464494553419517
1999,Construction,Specialised construction activities,,,Undefined,Units,Percentage (%),3.1437232315725656
1999,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,Undefined,Units,Percentage (%),10.502102360510824
1999,Wholesale and retail trade; repair of motor vehicles and motorcycles,Wholesale and retail trade and repair of motor vehicles and motorcycles,,,Undefined,Units,Percentage (%),1.3822775898147963
1999,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Wholesale trade, except of motor vehicles and motorcycles",,,Undefined,Units,Percentage (%),4.449259773531771
1999,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Retail trade, except of motor vehicles and motorcycles",,,Undefined,Units,Percentage (%),4.7990143351651575
1999,Transportation and storage,,,,Undefined,Units,Percentage (%),4.952261748772808
1999,Transportation and storage,Land transport and transport via pipelines,,,Undefined,Units,Percentage (%),2.013807130424579
1999,Transportation and storage,Land transport and transport via pipelines,Rail transport,,Undefined,Units,Percentage (%),0.2482154381710441
1999,Transportation and storage,Land transport and transport via pipelines,"Land transport services and transport services via pipelines, excluding rail transport",,Undefined,Units,Percentage (%),1.7860872626288309
1999,Transportation and storage,Water transport,,,Undefined,Units,Percentage (%),0.692077523321534
1999,Transportation and storage,Air transport,,,Undefined,Units,Percentage (%),0.2333522382805624
1999,Transportation and storage,Warehousing and support activities for transportation,,,Undefined,Units,Percentage (%),1.4461893493438678
1999,Transportation and storage,Postal and courier activities,,,Undefined,Units,Percentage (%),0.718205464181644
1999,Accommodation and food services,,,,Undefined,Units,Percentage (%),2.8739952672442457
1999,Accommodation and food services,Accommodation,,,Undefined,Units,Percentage (%),0.736901805096513
1999,Accommodation and food services,Food and beverage service activities,,,Undefined,Units,Percentage (%),2.139362055815227
1999,Information and communication,,,,Undefined,Units,Percentage (%),4.0763499110163695
1999,Information and communication,Publishing audio visual broadcsting,,,Undefined,Units,Percentage (%),1.6602976551346489
1999,Information and communication,Publishing audio visual broadcsting,Publishing activities,,Undefined,Units,Percentage (%),1.1414155242211488
1999,Information and communication,"Motion picture, video and tv programme production, sound recording and music publishing activities and programming and broadcasting activities",,,Undefined,Units,Percentage (%),0.6860540159974967
1999,Information and communication,"Motion picture, video and tv programme production, sound recording and music publishing activities and programming and broadcasting activities","Motion picture, video and tv programme production, sound recording and music publishing activities",,Undefined,Units,Percentage (%),0.4343965736412883
1999,Information and communication,"Motion picture, video and tv programme production, sound recording and music publishing activities and programming and broadcasting activities",Programming and broadcasting activities,,Undefined,Units,Percentage (%),0.2588543601979152
1999,Information and communication,Telecommunications,,,Undefined,Units,Percentage (%),1.0275164766393523
