Year,Country,Sex,Cause of death,Observation status,Unit multiplier,Unit measure,Units,GeoCode,Value
2006,England,Male,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,E92000001,42.0
2007,England,Male,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,E92000001,41.0
2008,England,Male,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,E92000001,37.0
2009,England,Male,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,E92000001,43.0
2010,England,Male,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,E92000001,61.0
2011,England,Male,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,E92000001,39.0
2012,England,Male,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,E92000001,36.0
2013,England,Male,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,E92000001,47.0
2014,England,Male,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,E92000001,30.0
2015,England,Male,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,E92000001,13.0
2016,England,Male,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,E92000001,22.0
2017,England,Male,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,E92000001,38.0
2018,England,Male,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,E92000001,24.0
2001,England,Female,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,E92000001,61.0
2002,England,Female,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,E92000001,37.0
2003,England,Female,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,E92000001,49.0
2004,England,Female,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,E92000001,36.0
2005,England,Female,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,E92000001,42.0
2006,England,Female,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,E92000001,41.0
2007,England,Female,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,E92000001,51.0
2008,England,Female,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,E92000001,66.0
2009,England,Female,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,E92000001,63.0
2010,England,Female,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,E92000001,54.0
2011,England,Female,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,E92000001,31.0
2012,England,Female,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,E92000001,37.0
2013,England,Female,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,E92000001,37.0
2014,England,Female,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,E92000001,28.0
2015,England,Female,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,E92000001,16.0
2016,England,Female,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,E92000001,13.0
2017,England,Female,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,E92000001,14.0
2018,England,Female,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,E92000001,23.0
2001,Wales,Male,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,W92000004,4.0
2002,Wales,Male,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,W92000004,6.0
2003,Wales,Male,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2004,Wales,Male,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,W92000004,3.0
2005,Wales,Male,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2006,Wales,Male,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2007,Wales,Male,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,W92000004,3.0
2008,Wales,Male,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,W92000004,2.0
2009,Wales,Male,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,W92000004,4.0
2010,Wales,Male,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,W92000004,7.0
2011,Wales,Male,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,W92000004,4.0
2012,Wales,Male,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2013,Wales,Male,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,W92000004,3.0
2014,Wales,Male,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,W92000004,2.0
2015,Wales,Male,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,W92000004,2.0
2016,Wales,Male,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,W92000004,4.0
2017,Wales,Male,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,W92000004,2.0
2018,Wales,Male,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,W92000004,2.0
2001,Wales,Female,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,W92000004,4.0
2002,Wales,Female,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,W92000004,4.0
2003,Wales,Female,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,W92000004,2.0
2004,Wales,Female,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,W92000004,4.0
2005,Wales,Female,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,W92000004,1.0
2006,Wales,Female,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,W92000004,3.0
2007,Wales,Female,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,W92000004,4.0
2008,Wales,Female,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,W92000004,1.0
2009,Wales,Female,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,W92000004,6.0
2010,Wales,Female,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,W92000004,7.0
2011,Wales,Female,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,W92000004,2.0
2012,Wales,Female,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,W92000004,1.0
2013,Wales,Female,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,W92000004,3.0
2014,Wales,Female,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,W92000004,4.0
2015,Wales,Female,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,W92000004,1.0
2016,Wales,Female,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,W92000004,1.0
2017,Wales,Female,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2018,Wales,Female,Exposure to excessive natural cold,Undefined,Units,Number of Deaths,Deaths,W92000004,2.0
2001,,Male,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,,0.0
2002,,Male,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,,0.0
2003,,Male,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,,0.0
2004,,Male,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,,0.0
2005,,Male,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,,0.0
2006,,Male,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,,0.0
2007,,Male,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,,0.0
2008,,Male,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,,0.0
2009,,Male,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,,0.0
2010,,Male,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,,0.0
2011,,Male,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,,0.0
2012,,Male,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,,0.0
2013,,Male,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,,0.0
2014,,Male,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,,0.0
2015,,Male,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,,0.0
2016,,Male,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,,0.0
2017,,Male,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,,0.0
2018,,Male,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,,0.0
2001,,Female,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,,0.0
2002,,Female,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,,0.0
2003,,Female,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,,0.0
2004,,Female,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,,0.0
2005,,Female,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,,0.0
2006,,Female,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,,1.0
2007,,Female,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,,0.0
2008,,Female,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,,0.0
2009,,Female,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,,0.0
2010,,Female,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,,0.0
2011,,Female,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,,0.0
2012,,Female,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,,0.0
2013,,Female,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,,0.0
2014,,Female,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,,0.0
2015,,Female,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,,0.0
2016,,Female,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,,0.0
2017,,Female,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,,0.0
2018,,Female,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,,0.0
2001,England,Male,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2002,England,Male,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2003,England,Male,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2004,England,Male,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2005,England,Male,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2006,England,Male,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2007,England,Male,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2008,England,Male,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2009,England,Male,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2010,England,Male,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2011,England,Male,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2012,England,Male,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2013,England,Male,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2014,England,Male,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2015,England,Male,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2016,England,Male,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2017,England,Male,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2018,England,Male,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2001,England,Female,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2002,England,Female,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2003,England,Female,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2004,England,Female,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2005,England,Female,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2006,England,Female,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,E92000001,1.0
2007,England,Female,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2008,England,Female,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2009,England,Female,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2010,England,Female,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2011,England,Female,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2012,England,Female,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2013,England,Female,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2014,England,Female,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2015,England,Female,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2016,England,Female,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2017,England,Female,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2018,England,Female,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2001,Wales,Male,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2002,Wales,Male,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2003,Wales,Male,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2004,Wales,Male,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2005,Wales,Male,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2006,Wales,Male,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2007,Wales,Male,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2008,Wales,Male,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2009,Wales,Male,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2010,Wales,Male,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2011,Wales,Male,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2012,Wales,Male,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2013,Wales,Male,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2014,Wales,Male,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2015,Wales,Male,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2016,Wales,Male,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2017,Wales,Male,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2018,Wales,Male,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2001,Wales,Female,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2002,Wales,Female,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2003,Wales,Female,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2004,Wales,Female,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2005,Wales,Female,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2006,Wales,Female,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2007,Wales,Female,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2008,Wales,Female,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2009,Wales,Female,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2010,Wales,Female,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2011,Wales,Female,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2012,Wales,Female,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2013,Wales,Female,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2014,Wales,Female,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2015,Wales,Female,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2016,Wales,Female,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2017,Wales,Female,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2018,Wales,Female,Exposure to sunlight,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2001,,Male,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,,0.0
2002,,Male,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,,0.0
2003,,Male,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,,2.0
2004,,Male,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,,1.0
2005,,Male,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,,2.0
2006,,Male,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,,1.0
2007,,Male,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,,1.0
2008,,Male,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,,0.0
2009,,Male,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,,1.0
2010,,Male,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,,0.0
2011,,Male,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,,0.0
2012,,Male,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,,1.0
2013,,Male,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,,0.0
2014,,Male,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,,2.0
2015,,Male,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,,2.0
2016,,Male,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,,0.0
2017,,Male,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,,1.0
2018,,Male,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,,0.0
2001,,Female,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,,0.0
2002,,Female,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,,0.0
2003,,Female,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,,0.0
2004,,Female,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,,0.0
2005,,Female,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,,0.0
2006,,Female,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,,0.0
2007,,Female,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,,1.0
2008,,Female,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,,0.0
2009,,Female,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,,0.0
2010,,Female,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,,0.0
2011,,Female,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,,0.0
2012,,Female,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,,0.0
2013,,Female,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,,1.0
2014,,Female,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,,0.0
2015,,Female,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,,0.0
2016,,Female,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,,0.0
2017,,Female,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,,1.0
2018,,Female,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,,0.0
2001,England,Male,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2002,England,Male,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2003,England,Male,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,E92000001,2.0
2004,England,Male,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,E92000001,1.0
2005,England,Male,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,E92000001,2.0
2006,England,Male,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,E92000001,1.0
2007,England,Male,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,E92000001,1.0
2008,England,Male,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2009,England,Male,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,E92000001,1.0
2010,England,Male,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2011,England,Male,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2012,England,Male,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,E92000001,1.0
2013,England,Male,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2014,England,Male,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,E92000001,2.0
2015,England,Male,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,E92000001,2.0
2016,England,Male,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2017,England,Male,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,E92000001,1.0
2018,England,Male,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2001,England,Female,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2002,England,Female,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2003,England,Female,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2004,England,Female,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2005,England,Female,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2006,England,Female,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2007,England,Female,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,E92000001,1.0
2008,England,Female,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2009,England,Female,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2010,England,Female,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2011,England,Female,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2012,England,Female,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2013,England,Female,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,E92000001,1.0
2014,England,Female,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2015,England,Female,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2016,England,Female,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2017,England,Female,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,E92000001,1.0
2018,England,Female,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,E92000001,0.0
2001,Wales,Male,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2002,Wales,Male,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2003,Wales,Male,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2004,Wales,Male,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2005,Wales,Male,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2006,Wales,Male,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2007,Wales,Male,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2008,Wales,Male,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2009,Wales,Male,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2010,Wales,Male,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2011,Wales,Male,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2012,Wales,Male,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2013,Wales,Male,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2014,Wales,Male,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2015,Wales,Male,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2016,Wales,Male,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2017,Wales,Male,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2018,Wales,Male,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2001,Wales,Female,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2002,Wales,Female,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2003,Wales,Female,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2004,Wales,Female,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2005,Wales,Female,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2006,Wales,Female,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2007,Wales,Female,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2008,Wales,Female,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2009,Wales,Female,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2010,Wales,Female,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2011,Wales,Female,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2012,Wales,Female,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2013,Wales,Female,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2014,Wales,Female,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2015,Wales,Female,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2016,Wales,Female,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2017,Wales,Female,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2018,Wales,Female,Victim of lightning,Undefined,Units,Number of Deaths,Deaths,W92000004,0.0
2001,,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,,0.0
2002,,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,,0.0
2003,,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,,0.0
2004,,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,,0.0
2005,,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,,0.0
2006,,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,,0.0
2007,,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,,0.0
2008,,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,,0.0
2009,,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,,0.0
2010,,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,,0.0
2011,,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,,0.0
2012,,Male,Victim of earthquake,Undefined,Units,Number of Deaths,Deaths,,0.0
