Year,Value,GeoCode,Observation status,Unit multiplier,Unit measure
2010,40.3580152784,,Undefined,Units,Percentage (%)
2011,42.8948444438656,,Undefined,Units,Percentage (%)
2012,43.871805161279,,Undefined,Units,Percentage (%)
2013,44.09334063232921,,Undefined,Units,Percentage (%)
2014,44.9155158569077,,Undefined,Units,Percentage (%)
2015,44.2182521220642,,Undefined,Units,Percentage (%)
2016,44.6821035326539,,Undefined,Units,Percentage (%)
2017,44.959233063370895,,Undefined,Units,Percentage (%)
