Year,Value,Units,Series,Observation status,Unit multiplier
2017,77.0,Integrated Water Resources Management score,Degree of integrated water resources management implementation,Normal value,Units
2020,79.0,Integrated Water Resources Management score,Degree of integrated water resources management implementation,Normal value,Units
