Year,Value,Observation status,Unit multiplier,Unit measure
2005.0,6.0,Undefined,Units,Percentage (%)
2006.0,5.4,Undefined,Units,Percentage (%)
2007.0,5.0,Undefined,Units,Percentage (%)
2008.0,4.8,Undefined,Units,Percentage (%)
2009.0,4.8,Undefined,Units,Percentage (%)
2010.0,4.8,Undefined,Units,Percentage (%)
2011.0,4.4,Undefined,Units,Percentage (%)
2012.0,4.8,Undefined,Units,Percentage (%)
2013.0,,Undefined,Units,Percentage (%)
2014.0,4.2,Undefined,Units,Percentage (%)
