Year,Value,Observation status,Unit multiplier,Unit measure
2014/15,941.169,Undefined,Thousands,Number
2015/16,905.753,Undefined,Thousands,Number
2016/17,870.73,Undefined,Thousands,Number
2017/18,817.018,Undefined,Thousands,Number
