Year,Value,Units,Series,Observation status,Unit multiplier
2020,68.75,Percentage (%),Mechanisms in place to enhance policy coherence for sustainable development,Normal value,Units
2022,68.75,Percentage (%),Mechanisms in place to enhance policy coherence for sustainable development,Normal value,Units
