Year,Sex,Country,Region,Health Board,Birth weight,Age,Unit measure,Unit multiplier,Observation status,GeoCode,Value
2016,,England and Wales,,,Not stated,,"Rate per 1,000 live births",Units,Undefined,K04000001,24.0
2008,,England and Wales,,,Under 1000,,"Rate per 1,000 live births",Units,Undefined,K04000001,279.5
2009,,England and Wales,,,Under 1000,,"Rate per 1,000 live births",Units,Undefined,K04000001,274.3
2010,,England and Wales,,,Under 1000,,"Rate per 1,000 live births",Units,Undefined,K04000001,256.3
2011,,England and Wales,,,Under 1000,,"Rate per 1,000 live births",Units,Undefined,K04000001,274.6
2012,,England and Wales,,,Under 1000,,"Rate per 1,000 live births",Units,Undefined,K04000001,275.1
2013,,England and Wales,,,Under 1000,,"Rate per 1,000 live births",Units,Undefined,K04000001,270.3
2014,,England and Wales,,,Under 1000,,"Rate per 1,000 live births",Units,Undefined,K04000001,254.0
2015,,England and Wales,,,Under 1000,,"Rate per 1,000 live births",Units,Undefined,K04000001,273.0
2016,,England and Wales,,,Under 1000,,"Rate per 1,000 live births",Units,Undefined,K04000001,308.3
2008,,England and Wales,,,Under 1500,,"Rate per 1,000 live births",Units,Undefined,K04000001,151.4
2009,,England and Wales,,,Under 1500,,"Rate per 1,000 live births",Units,Undefined,K04000001,141.5
2010,,England and Wales,,,Under 1500,,"Rate per 1,000 live births",Units,Undefined,K04000001,137.4
2011,,England and Wales,,,Under 1500,,"Rate per 1,000 live births",Units,Undefined,K04000001,145.4
2012,,England and Wales,,,Under 1500,,"Rate per 1,000 live births",Units,Undefined,K04000001,144.7
2013,,England and Wales,,,Under 1500,,"Rate per 1,000 live births",Units,Undefined,K04000001,140.7
2014,,England and Wales,,,Under 1500,,"Rate per 1,000 live births",Units,Undefined,K04000001,131.9
2015,,England and Wales,,,Under 1500,,"Rate per 1,000 live births",Units,Undefined,K04000001,136.0
2016,,England and Wales,,,Under 1500,,"Rate per 1,000 live births",Units,Undefined,K04000001,151.5
2008,,England and Wales,,,Under 2500,,"Rate per 1,000 live births",Units,Undefined,K04000001,30.8
2009,,England and Wales,,,Under 2500,,"Rate per 1,000 live births",Units,Undefined,K04000001,29.3
2010,,England and Wales,,,Under 2500,,"Rate per 1,000 live births",Units,Undefined,K04000001,28.6
2011,,England and Wales,,,Under 2500,,"Rate per 1,000 live births",Units,Undefined,K04000001,28.9
2012,,England and Wales,,,Under 2500,,"Rate per 1,000 live births",Units,Undefined,K04000001,27.5
2013,,England and Wales,,,Under 2500,,"Rate per 1,000 live births",Units,Undefined,K04000001,25.6
2014,,England and Wales,,,Under 2500,,"Rate per 1,000 live births",Units,Undefined,K04000001,24.4
2015,,England and Wales,,,Under 2500,,"Rate per 1,000 live births",Units,Undefined,K04000001,25.0
2016,,England and Wales,,,Under 2500,,"Rate per 1,000 live births",Units,Undefined,K04000001,26.1
2008,Female,England and Wales,,,,,"Rate per 1,000 live births",Units,Undefined,K04000001,2.8
2009,Female,England and Wales,,,,,"Rate per 1,000 live births",Units,Undefined,K04000001,2.9
2010,Female,England and Wales,,,,,"Rate per 1,000 live births",Units,Undefined,K04000001,2.7
2011,Female,England and Wales,,,,,"Rate per 1,000 live births",Units,Undefined,K04000001,2.5
2012,Female,England and Wales,,,,,"Rate per 1,000 live births",Units,Undefined,K04000001,2.5
2013,Female,England and Wales,,,,,"Rate per 1,000 live births",Units,Undefined,K04000001,2.4
2014,Female,England and Wales,,,,,"Rate per 1,000 live births",Units,Undefined,K04000001,2.4
2015,Female,England and Wales,,,,,"Rate per 1,000 live births",Units,Undefined,K04000001,2.3
2016,Female,England and Wales,,,,,"Rate per 1,000 live births",Units,Undefined,K04000001,2.5
2008,Male,England and Wales,,,,,"Rate per 1,000 live births",Units,Undefined,K04000001,3.5
2009,Male,England and Wales,,,,,"Rate per 1,000 live births",Units,Undefined,K04000001,3.4
2010,Male,England and Wales,,,,,"Rate per 1,000 live births",Units,Undefined,K04000001,3.2
2011,Male,England and Wales,,,,,"Rate per 1,000 live births",Units,Undefined,K04000001,3.3
2012,Male,England and Wales,,,,,"Rate per 1,000 live births",Units,Undefined,K04000001,3.1
2013,Male,England and Wales,,,,,"Rate per 1,000 live births",Units,Undefined,K04000001,3.0
2014,Male,England and Wales,,,,,"Rate per 1,000 live births",Units,Undefined,K04000001,2.7
2015,Male,England and Wales,,,,,"Rate per 1,000 live births",Units,Undefined,K04000001,3.0
2016,Male,England and Wales,,,,,"Rate per 1,000 live births",Units,Undefined,K04000001,2.9
2000,,England and Wales,,,,,"Rate per 1,000 live births",Units,Undefined,K04000001,3.9
2001,,England and Wales,,,,,"Rate per 1,000 live births",Units,Undefined,K04000001,3.6
2002,,England and Wales,,,,,"Rate per 1,000 live births",Units,Undefined,K04000001,3.6
2003,,England and Wales,,,,,"Rate per 1,000 live births",Units,Undefined,K04000001,3.6
2004,,England and Wales,,,,,"Rate per 1,000 live births",Units,Undefined,K04000001,3.5
2005,,England and Wales,,,,,"Rate per 1,000 live births",Units,Undefined,K04000001,3.4
2006,,England and Wales,,,,,"Rate per 1,000 live births",Units,Undefined,K04000001,3.5
2007,,England and Wales,,,,,"Rate per 1,000 live births",Units,Undefined,K04000001,3.3
2008,,England and Wales,,,,,"Rate per 1,000 live births",Units,Undefined,K04000001,3.2
2009,,England and Wales,,,,,"Rate per 1,000 live births",Units,Undefined,K04000001,3.1
2010,,England and Wales,,,,,"Rate per 1,000 live births",Units,Undefined,K04000001,2.9
2011,,England and Wales,,,,,"Rate per 1,000 live births",Units,Undefined,K04000001,2.9
2012,,England and Wales,,,,,"Rate per 1,000 live births",Units,Undefined,K04000001,2.8
2013,,England and Wales,,,,,"Rate per 1,000 live births",Units,Undefined,K04000001,2.7
2014,,England and Wales,,,,,"Rate per 1,000 live births",Units,Undefined,K04000001,2.5
2015,,England and Wales,,,,,"Rate per 1,000 live births",Units,Undefined,K04000001,2.6
2016,,England and Wales,,,,,"Rate per 1,000 live births",Units,Undefined,K04000001,2.7
2008,Female,Northern Ireland,,,,,"Rate per 1,000 live births",Units,Undefined,N92000002,3.5
2009,Female,Northern Ireland,,,,,"Rate per 1,000 live births",Units,Undefined,N92000002,3.5
2010,Female,Northern Ireland,,,,,"Rate per 1,000 live births",Units,Undefined,N92000002,4.4
2011,Female,Northern Ireland,,,,,"Rate per 1,000 live births",Units,Undefined,N92000002,3.1
2012,Female,Northern Ireland,,,,,"Rate per 1,000 live births",Units,Undefined,N92000002,2.5
2013,Female,Northern Ireland,,,,,"Rate per 1,000 live births",Units,Undefined,N92000002,2.9
2014,Female,Northern Ireland,,,,,"Rate per 1,000 live births",Units,Undefined,N92000002,2.7
2015,Female,Northern Ireland,,,,,"Rate per 1,000 live births",Units,Undefined,N92000002,3.7
2016,Female,Northern Ireland,,,,,"Rate per 1,000 live births",Units,Undefined,N92000002,3.8
2008,Male,Northern Ireland,,,,,"Rate per 1,000 live births",Units,Undefined,N92000002,3.7
2009,Male,Northern Ireland,,,,,"Rate per 1,000 live births",Units,Undefined,N92000002,4.0
2010,Male,Northern Ireland,,,,,"Rate per 1,000 live births",Units,Undefined,N92000002,4.6
2011,Male,Northern Ireland,,,,,"Rate per 1,000 live births",Units,Undefined,N92000002,3.8
2012,Male,Northern Ireland,,,,,"Rate per 1,000 live births",Units,Undefined,N92000002,3.0
2013,Male,Northern Ireland,,,,,"Rate per 1,000 live births",Units,Undefined,N92000002,3.8
2014,Male,Northern Ireland,,,,,"Rate per 1,000 live births",Units,Undefined,N92000002,5.1
2015,Male,Northern Ireland,,,,,"Rate per 1,000 live births",Units,Undefined,N92000002,4.6
2016,Male,Northern Ireland,,,,,"Rate per 1,000 live births",Units,Undefined,N92000002,3.3
2008,,Northern Ireland,,,,,"Rate per 1,000 live births",Units,Undefined,N92000002,3.6
2009,,Northern Ireland,,,,,"Rate per 1,000 live births",Units,Undefined,N92000002,3.8
2010,,Northern Ireland,,,,,"Rate per 1,000 live births",Units,Undefined,N92000002,4.5
2011,,Northern Ireland,,,,,"Rate per 1,000 live births",Units,Undefined,N92000002,3.4
2012,,Northern Ireland,,,,,"Rate per 1,000 live births",Units,Undefined,N92000002,2.7
2013,,Northern Ireland,,,,,"Rate per 1,000 live births",Units,Undefined,N92000002,3.3
2014,,Northern Ireland,,,,,"Rate per 1,000 live births",Units,Undefined,N92000002,3.9
2015,,Northern Ireland,,,,,"Rate per 1,000 live births",Units,Undefined,N92000002,4.2
2016,,Northern Ireland,,,,,"Rate per 1,000 live births",Units,Undefined,N92000002,3.5
2008,Female,Scotland,,,,,"Rate per 1,000 live births",Units,Undefined,S92000003,2.6
2009,Female,Scotland,,,,,"Rate per 1,000 live births",Units,Undefined,S92000003,2.3
2010,Female,Scotland,,,,,"Rate per 1,000 live births",Units,Undefined,S92000003,2.3
2011,Female,Scotland,,,,,"Rate per 1,000 live births",Units,Undefined,S92000003,2.4
2012,Female,Scotland,,,,,"Rate per 1,000 live births",Units,Undefined,S92000003,2.1
2013,Female,Scotland,,,,,"Rate per 1,000 live births",Units,Undefined,S92000003,2.4
2014,Female,Scotland,,,,,"Rate per 1,000 live births",Units,Undefined,S92000003,2.3
2015,Female,Scotland,,,,,"Rate per 1,000 live births",Units,Undefined,S92000003,1.8
2016,Female,Scotland,,,,,"Rate per 1,000 live births",Units,Undefined,S92000003,2.1
2008,Male,Scotland,,,,,"Rate per 1,000 live births",Units,Undefined,S92000003,3.0
2009,Male,Scotland,,,,,"Rate per 1,000 live births",Units,Undefined,S92000003,3.3
2010,Male,Scotland,,,,,"Rate per 1,000 live births",Units,Undefined,S92000003,2.8
2011,Male,Scotland,,,,,"Rate per 1,000 live births",Units,Undefined,S92000003,3.0
2012,Male,Scotland,,,,,"Rate per 1,000 live births",Units,Undefined,S92000003,3.0
2013,Male,Scotland,,,,,"Rate per 1,000 live births",Units,Undefined,S92000003,2.3
2014,Male,Scotland,,,,,"Rate per 1,000 live births",Units,Undefined,S92000003,2.5
2015,Male,Scotland,,,,,"Rate per 1,000 live births",Units,Undefined,S92000003,2.2
2016,Male,Scotland,,,,,"Rate per 1,000 live births",Units,Undefined,S92000003,2.3
2008,,Scotland,,,,,"Rate per 1,000 live births",Units,Undefined,S92000003,2.8
2009,,Scotland,,,,,"Rate per 1,000 live births",Units,Undefined,S92000003,2.8
2010,,Scotland,,,,,"Rate per 1,000 live births",Units,Undefined,S92000003,2.6
2011,,Scotland,,,,,"Rate per 1,000 live births",Units,Undefined,S92000003,2.7
2012,,Scotland,,,,,"Rate per 1,000 live births",Units,Undefined,S92000003,2.6
2013,,Scotland,,,,,"Rate per 1,000 live births",Units,Undefined,S92000003,2.3
2014,,Scotland,,,,,"Rate per 1,000 live births",Units,Undefined,S92000003,2.4
2015,,Scotland,,,,,"Rate per 1,000 live births",Units,Undefined,S92000003,2.0
2016,,Scotland,,,,,"Rate per 1,000 live births",Units,Undefined,S92000003,2.2
2008,Female,Wales,,,,,"Rate per 1,000 live births",Units,Undefined,W92000004,2.5
2009,Female,Wales,,,,,"Rate per 1,000 live births",Units,Undefined,W92000004,2.9
2010,Female,Wales,,,,,"Rate per 1,000 live births",Units,Undefined,W92000004,2.2
2011,Female,Wales,,,,,"Rate per 1,000 live births",Units,Undefined,W92000004,2.2
2012,Female,Wales,,,,,"Rate per 1,000 live births",Units,Undefined,W92000004,2.2
2013,Female,Wales,,,,,"Rate per 1,000 live births",Units,Undefined,W92000004,2.4
2014,Female,Wales,,,,,"Rate per 1,000 live births",Units,Undefined,W92000004,1.8
2015,Female,Wales,,,,,"Rate per 1,000 live births",Units,Undefined,W92000004,1.8
2016,Female,Wales,,,,,"Rate per 1,000 live births",Units,Undefined,W92000004,1.5
2008,Male,Wales,,,,,"Rate per 1,000 live births",Units,Undefined,W92000004,3.4
2009,Male,Wales,,,,,"Rate per 1,000 live births",Units,Undefined,W92000004,3.3
2010,Male,Wales,,,,,"Rate per 1,000 live births",Units,Undefined,W92000004,3.2
2011,Male,Wales,,,,,"Rate per 1,000 live births",Units,Undefined,W92000004,3.3
2012,Male,Wales,,,,,"Rate per 1,000 live births",Units,Undefined,W92000004,3.3
2013,Male,Wales,,,,,"Rate per 1,000 live births",Units,Undefined,W92000004,2.4
2014,Male,Wales,,,,,"Rate per 1,000 live births",Units,Undefined,W92000004,2.5
2015,Male,Wales,,,,,"Rate per 1,000 live births",Units,Undefined,W92000004,3.2
2016,Male,Wales,,,,,"Rate per 1,000 live births",Units,Undefined,W92000004,2.3
2008,,Wales,,,,,"Rate per 1,000 live births",Units,Undefined,W92000004,2.9
2009,,Wales,,,,,"Rate per 1,000 live births",Units,Undefined,W92000004,3.1
2010,,Wales,,,,,"Rate per 1,000 live births",Units,Undefined,W92000004,2.7
2011,,Wales,,,,,"Rate per 1,000 live births",Units,Undefined,W92000004,2.8
2012,,Wales,,,,,"Rate per 1,000 live births",Units,Undefined,W92000004,2.8
2013,,Wales,,,,,"Rate per 1,000 live births",Units,Undefined,W92000004,2.4
2014,,Wales,,,,,"Rate per 1,000 live births",Units,Undefined,W92000004,2.1
2015,,Wales,,,,,"Rate per 1,000 live births",Units,Undefined,W92000004,2.5
2016,,Wales,,,,,"Rate per 1,000 live births",Units,Undefined,W92000004,1.9
2008,Female,,,,,,"Rate per 1,000 live births",Units,Undefined,,2.8
2009,Female,,,,,,"Rate per 1,000 live births",Units,Undefined,,2.9
2010,Female,,,,,,"Rate per 1,000 live births",Units,Undefined,,2.7
2011,Female,,,,,,"Rate per 1,000 live births",Units,Undefined,,2.5
2012,Female,,,,,,"Rate per 1,000 live births",Units,Undefined,,2.4
2013,Female,,,,,,"Rate per 1,000 live births",Units,Undefined,,2.4
2014,Female,,,,,,"Rate per 1,000 live births",Units,Undefined,,2.4
2015,Female,,,,,,"Rate per 1,000 live births",Units,Undefined,,2.3
2016,Female,,,,,,"Rate per 1,000 live births",Units,Undefined,,2.5
2008,Male,,,,,,"Rate per 1,000 live births",Units,Undefined,,3.5
2009,Male,,,,,,"Rate per 1,000 live births",Units,Undefined,,3.4
2010,Male,,,,,,"Rate per 1,000 live births",Units,Undefined,,3.2
2011,Male,,,,,,"Rate per 1,000 live births",Units,Undefined,,3.3
2012,Male,,,,,,"Rate per 1,000 live births",Units,Undefined,,3.1
2013,Male,,,,,,"Rate per 1,000 live births",Units,Undefined,,2.9
2014,Male,,,,,,"Rate per 1,000 live births",Units,Undefined,,2.7
2015,Male,,,,,,"Rate per 1,000 live births",Units,Undefined,,3.0
2016,Male,,,,,,"Rate per 1,000 live births",Units,Undefined,,2.9
2008,,,,,,,"Rate per 1,000 live births",Units,Undefined,,3.2
2009,,,,,,,"Rate per 1,000 live births",Units,Undefined,,3.1
2010,,,,,,,"Rate per 1,000 live births",Units,Undefined,,3.0
2011,,,,,,,"Rate per 1,000 live births",Units,Undefined,,2.9
2012,,,,,,,"Rate per 1,000 live births",Units,Undefined,,2.8
2013,,,,,,,"Rate per 1,000 live births",Units,Undefined,,2.7
2014,,,,,,,"Rate per 1,000 live births",Units,Undefined,,2.6
2015,,,,,,,"Rate per 1,000 live births",Units,Undefined,,2.6
2016,,,,,,,"Rate per 1,000 live births",Units,Undefined,,2.7
