Year,Value
2000,99.9667810898
2001,99.9667777777778
2002,99.9667794226898
2003,99.9667794163048
2004,99.9686127413527
2005,99.9704444444444
2006,99.972280989116
2007,99.9741111111111
2008,99.9759460172328
2009,99.9777793343864
2010,99.9796095688396
2011,99.9814429143512
2012,99.9832762580981
2013,99.9851096005908
2014,99.986941440754
2015,99.9887762846638
2016,99.9887777777778
2017,99.9887792531926
