Year,Value,GeoCode,Observation status,Unit multiplier,Unit measure
2013/14,26.0,,Undefined,Units,Percentage (%)
2014/15,25.0,,Undefined,Units,Percentage (%)
2015/16,28.0,,Undefined,Units,Percentage (%)
2016/17,27.0,,Undefined,Units,Percentage (%)
2017/18,26.0,,Undefined,Units,Percentage (%)
2018/19,25.0,,Undefined,Units,Percentage (%)
