Year,Value,GeoCode,Observation status,Unit multiplier,Unit measure
2013,12.8791774720509,,Undefined,Units,percentage (%)
2014,12.9498399397185,,Undefined,Units,percentage (%)
2015,12.9956552498399,,Undefined,Units,percentage (%)
2016,13.0137673384361,,Undefined,Units,percentage (%)
2017,13.0339344957271,,Undefined,Units,percentage (%)
2018,13.0780209589087,,Undefined,Units,percentage (%)
2019,13.1757269610239,,Undefined,Units,percentage (%)
2020,13.2466800658279,,Undefined,Units,percentage (%)
2021,13.3012746117825,,Undefined,Units,percentage (%)
