Year,Value,GeoCode,Observation status,Unit multiplier,Unit measure
2014/15,941.169,,Normal value,Thousands,Number
2015/16,905.753,,Normal value,Thousands,Number
2016/17,870.73,,Normal value,Thousands,Number
2017/18,817.018,,Normal value,Thousands,Number
2018/19,798.5,,Normal value,Thousands,Number
2019/20,731.34,,Normal value,Thousands,Number
2020/21,479.22,,Normal value,Thousands,Number
2021/22,456.943,,Normal value,Thousands,Number
