Year,Value,Observation status,Unit multiplier,Unit measure
2017/18,105,Normal Value,Units,Number of offences
2018/19,143,Normal Value,Units,Number of offences
2019/20,109,Normal Value,Units,Number of offences
2020/21,120,Normal Value,Units,Number of offences
