Year,Value,Observation status,Unit multiplier,Unit measure
2014/15,941.169,Undefined,Thousands,Number
2015/16,905.753,Undefined,Thousands,Number
2016/17,870.73,Undefined,Thousands,Number
2017/18,817.018,Undefined,Thousands,Number
2018/19,798.5,Undefined,Thousands,Number
2019/20,731.34,Undefined,Thousands,Number
2020/21,479.22,Undefined,Thousands,Number
2021/22,456.943,Undefined,Thousands,Number
