Year,Value,GeoCode,Observation status,Unit multiplier,Unit measure
2013,29.076998418899997,,Undefined,Units,"Rate per 1,000,000 population"
2014,23.7163627050474,,Undefined,Units,"Rate per 1,000,000 population"
2015,25.418509227011,,Undefined,Units,"Rate per 1,000,000 population"
2016,23.519356720002605,,Undefined,Units,"Rate per 1,000,000 population"
2017,23.4251156215706,,Undefined,Units,"Rate per 1,000,000 population"
