Year,Units,Subject,Sex,Special educational needs,Free school meals,Ethnicity,Ethnic group,Region,Local Authority,Unit measure,Unit multiplier,Observation status,GeoCode,Value
2016/17,Attainment at age 7,Reading,,,,White,Gypsy / Roma,,,Percentage (%),Units,Undefined,,27.0
2016/17,Attainment at age 7,Reading,,,,White,Any other white background,,,Percentage (%),Units,Undefined,,70.0
2017/18,Attainment at age 7,Reading,,,,White,White British,,,Percentage (%),Units,Undefined,,76.0
2017/18,Attainment at age 7,Reading,,,,White,Irish,,,Percentage (%),Units,Undefined,,77.0
2017/18,Attainment at age 7,Reading,,,,White,Traveller of Irish heritage,,,Percentage (%),Units,Undefined,,31.0
2017/18,Attainment at age 7,Reading,,,,White,Gypsy / Roma,,,Percentage (%),Units,Undefined,,29.0
2017/18,Attainment at age 7,Reading,,,,White,Any other white background,,,Percentage (%),Units,Undefined,,71.0
2018/19,Attainment at age 7,Reading,,,,White,White British,,,Percentage (%),Units,Undefined,,76.0
2018/19,Attainment at age 7,Reading,,,,White,Irish,,,Percentage (%),Units,Undefined,,80.0
2018/19,Attainment at age 7,Reading,,,,White,Traveller of Irish heritage,,,Percentage (%),Units,Undefined,,35.0
2018/19,Attainment at age 7,Reading,,,,White,Gypsy / Roma,,,Percentage (%),Units,Undefined,,30.0
2018/19,Attainment at age 7,Reading,,,,White,Any other white background,,,Percentage (%),Units,Undefined,,71.0
2015/16,Attainment at age 7,Maths,,,,White,White British,,,Percentage (%),Units,Undefined,,73.0
2015/16,Attainment at age 7,Maths,,,,White,Irish,,,Percentage (%),Units,Undefined,,75.0
2015/16,Attainment at age 7,Maths,,,,White,Traveller of Irish heritage,,,Percentage (%),Units,Undefined,,33.0
2015/16,Attainment at age 7,Maths,,,,White,Gypsy / Roma,,,Percentage (%),Units,Undefined,,29.0
2015/16,Attainment at age 7,Maths,,,,White,Any other white background,,,Percentage (%),Units,Undefined,,71.0
2016/17,Attainment at age 7,Maths,,,,White,White British,,,Percentage (%),Units,Undefined,,76.0
2016/17,Attainment at age 7,Maths,,,,White,Irish,,,Percentage (%),Units,Undefined,,75.0
2016/17,Attainment at age 7,Maths,,,,White,Traveller of Irish heritage,,,Percentage (%),Units,Undefined,,35.0
2016/17,Attainment at age 7,Maths,,,,White,Gypsy / Roma,,,Percentage (%),Units,Undefined,,30.0
2016/17,Attainment at age 7,Maths,,,,White,Any other white background,,,Percentage (%),Units,Undefined,,75.0
2017/18,Attainment at age 7,Maths,,,,White,White British,,,Percentage (%),Units,Undefined,,76.0
2017/18,Attainment at age 7,Maths,,,,White,Irish,,,Percentage (%),Units,Undefined,,76.0
2017/18,Attainment at age 7,Maths,,,,White,Traveller of Irish heritage,,,Percentage (%),Units,Undefined,,36.0
2017/18,Attainment at age 7,Maths,,,,White,Gypsy / Roma,,,Percentage (%),Units,Undefined,,34.0
2017/18,Attainment at age 7,Maths,,,,White,Any other white background,,,Percentage (%),Units,Undefined,,75.0
2018/19,Attainment at age 7,Maths,,,,White,White British,,,Percentage (%),Units,Undefined,,76.0
2018/19,Attainment at age 7,Maths,,,,White,Irish,,,Percentage (%),Units,Undefined,,79.0
2018/19,Attainment at age 7,Maths,,,,White,Traveller of Irish heritage,,,Percentage (%),Units,Undefined,,37.0
2018/19,Attainment at age 7,Maths,,,,White,Gypsy / Roma,,,Percentage (%),Units,Undefined,,34.0
2018/19,Attainment at age 7,Maths,,,,White,Any other white background,,,Percentage (%),Units,Undefined,,75.0
2015/16,Attainment at age 7,Reading,,,,Mixed,White and black Caribbean,,,Percentage (%),Units,Undefined,,71.0
2015/16,Attainment at age 7,Reading,,,,Mixed,White and black African,,,Percentage (%),Units,Undefined,,77.0
2015/16,Attainment at age 7,Reading,,,,Mixed,White and Asian,,,Percentage (%),Units,Undefined,,81.0
2015/16,Attainment at age 7,Reading,,,,Mixed,Any other mixed background,,,Percentage (%),Units,Undefined,,77.0
2016/17,Attainment at age 7,Reading,,,,Mixed,White and black Caribbean,,,Percentage (%),Units,Undefined,,73.0
2016/17,Attainment at age 7,Reading,,,,Mixed,White and black African,,,Percentage (%),Units,Undefined,,77.0
2016/17,Attainment at age 7,Reading,,,,Mixed,White and Asian,,,Percentage (%),Units,Undefined,,81.0
2016/17,Attainment at age 7,Reading,,,,Mixed,Any other mixed background,,,Percentage (%),Units,Undefined,,79.0
2017/18,Attainment at age 7,Reading,,,,Mixed,White and black Caribbean,,,Percentage (%),Units,Undefined,,72.0
2017/18,Attainment at age 7,Reading,,,,Mixed,White and black African,,,Percentage (%),Units,Undefined,,78.0
2017/18,Attainment at age 7,Reading,,,,Mixed,White and Asian,,,Percentage (%),Units,Undefined,,81.0
2017/18,Attainment at age 7,Reading,,,,Mixed,Any other mixed background,,,Percentage (%),Units,Undefined,,78.0
2018/19,Attainment at age 7,Reading,,,,Mixed,White and black Caribbean,,,Percentage (%),Units,Undefined,,72.0
2018/19,Attainment at age 7,Reading,,,,Mixed,White and black African,,,Percentage (%),Units,Undefined,,77.0
2018/19,Attainment at age 7,Reading,,,,Mixed,White and Asian,,,Percentage (%),Units,Undefined,,82.0
2018/19,Attainment at age 7,Reading,,,,Mixed,Any other mixed background,,,Percentage (%),Units,Undefined,,78.0
2015/16,Attainment at age 7,Maths,,,,Mixed,White and black Caribbean,,,Percentage (%),Units,Undefined,,67.0
2015/16,Attainment at age 7,Maths,,,,Mixed,White and black African,,,Percentage (%),Units,Undefined,,74.0
2015/16,Attainment at age 7,Maths,,,,Mixed,White and Asian,,,Percentage (%),Units,Undefined,,79.0
2015/16,Attainment at age 7,Maths,,,,Mixed,Any other mixed background,,,Percentage (%),Units,Undefined,,75.0
2016/17,Attainment at age 7,Maths,,,,Mixed,White and black Caribbean,,,Percentage (%),Units,Undefined,,70.0
2016/17,Attainment at age 7,Maths,,,,Mixed,White and black African,,,Percentage (%),Units,Undefined,,75.0
2016/17,Attainment at age 7,Maths,,,,Mixed,White and Asian,,,Percentage (%),Units,Undefined,,80.0
2016/17,Attainment at age 7,Maths,,,,Mixed,Any other mixed background,,,Percentage (%),Units,Undefined,,77.0
2017/18,Attainment at age 7,Maths,,,,Mixed,White and black Caribbean,,,Percentage (%),Units,Undefined,,71.0
2017/18,Attainment at age 7,Maths,,,,Mixed,White and black African,,,Percentage (%),Units,Undefined,,76.0
2017/18,Attainment at age 7,Maths,,,,Mixed,White and Asian,,,Percentage (%),Units,Undefined,,81.0
2017/18,Attainment at age 7,Maths,,,,Mixed,Any other mixed background,,,Percentage (%),Units,Undefined,,78.0
2018/19,Attainment at age 7,Maths,,,,Mixed,White and black Caribbean,,,Percentage (%),Units,Undefined,,70.0
2018/19,Attainment at age 7,Maths,,,,Mixed,White and black African,,,Percentage (%),Units,Undefined,,76.0
2018/19,Attainment at age 7,Maths,,,,Mixed,White and Asian,,,Percentage (%),Units,Undefined,,82.0
2018/19,Attainment at age 7,Maths,,,,Mixed,Any other mixed background,,,Percentage (%),Units,Undefined,,77.0
2015/16,Attainment at age 7,Reading,,,,Asian,Indian,,,Percentage (%),Units,Undefined,,83.0
2015/16,Attainment at age 7,Reading,,,,Asian,Pakistani,,,Percentage (%),Units,Undefined,,71.0
2015/16,Attainment at age 7,Reading,,,,Asian,Bangladeshi,,,Percentage (%),Units,Undefined,,75.0
2015/16,Attainment at age 7,Reading,,,,Asian,Any other Asian background,,,Percentage (%),Units,Undefined,,77.0
2016/17,Attainment at age 7,Reading,,,,Asian,Indian,,,Percentage (%),Units,Undefined,,83.0
2016/17,Attainment at age 7,Reading,,,,Asian,Pakistani,,,Percentage (%),Units,Undefined,,72.0
2016/17,Attainment at age 7,Reading,,,,Asian,Bangladeshi,,,Percentage (%),Units,Undefined,,75.0
2016/17,Attainment at age 7,Reading,,,,Asian,Any other Asian background,,,Percentage (%),Units,Undefined,,78.0
2017/18,Attainment at age 7,Reading,,,,Asian,Indian,,,Percentage (%),Units,Undefined,,84.0
2017/18,Attainment at age 7,Reading,,,,Asian,Pakistani,,,Percentage (%),Units,Undefined,,73.0
2017/18,Attainment at age 7,Reading,,,,Asian,Bangladeshi,,,Percentage (%),Units,Undefined,,77.0
2017/18,Attainment at age 7,Reading,,,,Asian,Any other Asian background,,,Percentage (%),Units,Undefined,,79.0
2018/19,Attainment at age 7,Reading,,,,Asian,Indian,,,Percentage (%),Units,Undefined,,83.0
2018/19,Attainment at age 7,Reading,,,,Asian,Pakistani,,,Percentage (%),Units,Undefined,,72.0
2018/19,Attainment at age 7,Reading,,,,Asian,Bangladeshi,,,Percentage (%),Units,Undefined,,75.0
2018/19,Attainment at age 7,Reading,,,,Asian,Any other Asian background,,,Percentage (%),Units,Undefined,,77.0
2015/16,Attainment at age 7,Maths,,,,Asian,Indian,,,Percentage (%),Units,Undefined,,82.0
2015/16,Attainment at age 7,Maths,,,,Asian,Pakistani,,,Percentage (%),Units,Undefined,,69.0
2015/16,Attainment at age 7,Maths,,,,Asian,Bangladeshi,,,Percentage (%),Units,Undefined,,73.0
2015/16,Attainment at age 7,Maths,,,,Asian,Any other Asian background,,,Percentage (%),Units,Undefined,,78.0
2016/17,Attainment at age 7,Maths,,,,Asian,Indian,,,Percentage (%),Units,Undefined,,85.0
2016/17,Attainment at age 7,Maths,,,,Asian,Pakistani,,,Percentage (%),Units,Undefined,,72.0
2016/17,Attainment at age 7,Maths,,,,Asian,Bangladeshi,,,Percentage (%),Units,Undefined,,76.0
2016/17,Attainment at age 7,Maths,,,,Asian,Any other Asian background,,,Percentage (%),Units,Undefined,,79.0
2017/18,Attainment at age 7,Maths,,,,Asian,Indian,,,Percentage (%),Units,Undefined,,85.0
2017/18,Attainment at age 7,Maths,,,,Asian,Pakistani,,,Percentage (%),Units,Undefined,,73.0
2017/18,Attainment at age 7,Maths,,,,Asian,Bangladeshi,,,Percentage (%),Units,Undefined,,78.0
2017/18,Attainment at age 7,Maths,,,,Asian,Any other Asian background,,,Percentage (%),Units,Undefined,,81.0
2018/19,Attainment at age 7,Maths,,,,Asian,Indian,,,Percentage (%),Units,Undefined,,85.0
2018/19,Attainment at age 7,Maths,,,,Asian,Pakistani,,,Percentage (%),Units,Undefined,,73.0
2018/19,Attainment at age 7,Maths,,,,Asian,Bangladeshi,,,Percentage (%),Units,Undefined,,76.0
2018/19,Attainment at age 7,Maths,,,,Asian,Any other Asian background,,,Percentage (%),Units,Undefined,,79.0
2015/16,Attainment at age 7,Reading,,,,Black,Black Caribbean,,,Percentage (%),Units,Undefined,,73.0
2015/16,Attainment at age 7,Reading,,,,Black,Black African,,,Percentage (%),Units,Undefined,,77.0
2015/16,Attainment at age 7,Reading,,,,Black,Any other black background,,,Percentage (%),Units,Undefined,,73.0
2016/17,Attainment at age 7,Reading,,,,Black,Black Caribbean,,,Percentage (%),Units,Undefined,,74.0
2016/17,Attainment at age 7,Reading,,,,Black,Black African,,,Percentage (%),Units,Undefined,,78.0
2016/17,Attainment at age 7,Reading,,,,Black,Any other black background,,,Percentage (%),Units,Undefined,,74.0
2017/18,Attainment at age 7,Reading,,,,Black,Black Caribbean,,,Percentage (%),Units,Undefined,,73.0
2017/18,Attainment at age 7,Reading,,,,Black,Black African,,,Percentage (%),Units,Undefined,,78.0
2017/18,Attainment at age 7,Reading,,,,Black,Any other black background,,,Percentage (%),Units,Undefined,,75.0
2018/19,Attainment at age 7,Reading,,,,Black,Black Caribbean,,,Percentage (%),Units,Undefined,,71.0
2018/19,Attainment at age 7,Reading,,,,Black,Black African,,,Percentage (%),Units,Undefined,,78.0
2018/19,Attainment at age 7,Reading,,,,Black,Any other black background,,,Percentage (%),Units,Undefined,,73.0
2015/16,Attainment at age 7,Maths,,,,Black,Black Caribbean,,,Percentage (%),Units,Undefined,,66.0
2015/16,Attainment at age 7,Maths,,,,Black,Black African,,,Percentage (%),Units,Undefined,,74.0
2015/16,Attainment at age 7,Maths,,,,Black,Any other black background,,,Percentage (%),Units,Undefined,,68.0
2016/17,Attainment at age 7,Maths,,,,Black,Black Caribbean,,,Percentage (%),Units,Undefined,,68.0
2016/17,Attainment at age 7,Maths,,,,Black,Black African,,,Percentage (%),Units,Undefined,,75.0
2016/17,Attainment at age 7,Maths,,,,Black,Any other black background,,,Percentage (%),Units,Undefined,,70.0
2017/18,Attainment at age 7,Maths,,,,Black,Black Caribbean,,,Percentage (%),Units,Undefined,,69.0
2017/18,Attainment at age 7,Maths,,,,Black,Black African,,,Percentage (%),Units,Undefined,,76.0
2017/18,Attainment at age 7,Maths,,,,Black,Any other black background,,,Percentage (%),Units,Undefined,,72.0
2018/19,Attainment at age 7,Maths,,,,Black,Black Caribbean,,,Percentage (%),Units,Undefined,,68.0
2018/19,Attainment at age 7,Maths,,,,Black,Black African,,,Percentage (%),Units,Undefined,,76.0
2018/19,Attainment at age 7,Maths,,,,Black,Any other black background,,,Percentage (%),Units,Undefined,,72.0
2015/16,Attainment at age 7,Reading,,,,,,North East,County Durham,Percentage (%),Units,Undefined,E06000047,75.0
2015/16,Attainment at age 7,Reading,,,,,,North East,Darlington,Percentage (%),Units,Undefined,E06000005,75.0
2015/16,Attainment at age 7,Reading,,,,,,North East,Gateshead,Percentage (%),Units,Undefined,E08000037,77.0
2015/16,Attainment at age 7,Reading,,,,,,North East,Hartlepool,Percentage (%),Units,Undefined,E06000001,73.0
2015/16,Attainment at age 7,Reading,,,,,,North East,Middlesbrough,Percentage (%),Units,Undefined,E06000002,67.0
2015/16,Attainment at age 7,Reading,,,,,,North East,Newcastle upon Tyne,Percentage (%),Units,Undefined,E08000021,73.0
2015/16,Attainment at age 7,Reading,,,,,,North East,North Tyneside,Percentage (%),Units,Undefined,E08000022,76.0
2015/16,Attainment at age 7,Reading,,,,,,North East,Northumberland,Percentage (%),Units,Undefined,E06000057,78.0
2015/16,Attainment at age 7,Reading,,,,,,North East,Redcar and Cleveland,Percentage (%),Units,Undefined,E06000003,77.0
2015/16,Attainment at age 7,Reading,,,,,,North East,South Tyneside,Percentage (%),Units,Undefined,E08000023,78.0
2015/16,Attainment at age 7,Reading,,,,,,North East,Stockton-on-Tees,Percentage (%),Units,Undefined,E06000004,76.0
2015/16,Attainment at age 7,Reading,,,,,,North East,Sunderland,Percentage (%),Units,Undefined,E08000024,75.0
2015/16,Attainment at age 7,Reading,,,,,,North West,Blackburn with Darwen,Percentage (%),Units,Undefined,E06000008,74.0
2015/16,Attainment at age 7,Reading,,,,,,North West,Blackpool,Percentage (%),Units,Undefined,E06000009,74.0
2015/16,Attainment at age 7,Reading,,,,,,North West,Bolton,Percentage (%),Units,Undefined,E08000001,71.0
2015/16,Attainment at age 7,Reading,,,,,,North West,Bury,Percentage (%),Units,Undefined,E08000002,72.0
2015/16,Attainment at age 7,Reading,,,,,,North West,Cheshire East,Percentage (%),Units,Undefined,E06000049,75.0
2015/16,Attainment at age 7,Reading,,,,,,North West,Cheshire West and Chester,Percentage (%),Units,Undefined,E06000050,74.0
2015/16,Attainment at age 7,Reading,,,,,,North West,Cumbria,Percentage (%),Units,Undefined,,69.0
2015/16,Attainment at age 7,Reading,,,,,,North West,Halton,Percentage (%),Units,Undefined,E06000006,67.0
2015/16,Attainment at age 7,Reading,,,,,,North West,Knowsley,Percentage (%),Units,Undefined,E08000011,68.0
2015/16,Attainment at age 7,Reading,,,,,,North West,Lancashire,Percentage (%),Units,Undefined,,74.0
2015/16,Attainment at age 7,Reading,,,,,,North West,Liverpool,Percentage (%),Units,Undefined,E08000012,64.0
2015/16,Attainment at age 7,Reading,,,,,,North West,Manchester,Percentage (%),Units,Undefined,E08000003,70.0
2015/16,Attainment at age 7,Reading,,,,,,North West,Oldham,Percentage (%),Units,Undefined,E08000004,67.0
2015/16,Attainment at age 7,Reading,,,,,,North West,Rochdale,Percentage (%),Units,Undefined,E08000005,71.0
2015/16,Attainment at age 7,Reading,,,,,,North West,Salford,Percentage (%),Units,Undefined,E08000006,74.0
2015/16,Attainment at age 7,Reading,,,,,,North West,Sefton,Percentage (%),Units,Undefined,E08000014,70.0
2015/16,Attainment at age 7,Reading,,,,,,North West,St. Helens,Percentage (%),Units,Undefined,E08000013,68.0
2015/16,Attainment at age 7,Reading,,,,,,North West,Stockport,Percentage (%),Units,Undefined,E08000007,76.0
2015/16,Attainment at age 7,Reading,,,,,,North West,Tameside,Percentage (%),Units,Undefined,E08000008,70.0
2015/16,Attainment at age 7,Reading,,,,,,North West,Trafford,Percentage (%),Units,Undefined,E08000009,79.0
2015/16,Attainment at age 7,Reading,,,,,,North West,Warrington,Percentage (%),Units,Undefined,E06000007,76.0
2015/16,Attainment at age 7,Reading,,,,,,North West,Wigan,Percentage (%),Units,Undefined,E08000010,74.0
2015/16,Attainment at age 7,Reading,,,,,,North West,Wirral,Percentage (%),Units,Undefined,E08000015,71.0
2015/16,Attainment at age 7,Reading,,,,,,Yorkshire and the Humber,Barnsley,Percentage (%),Units,Undefined,E08000016,70.0
2015/16,Attainment at age 7,Reading,,,,,,Yorkshire and the Humber,Bradford,Percentage (%),Units,Undefined,E08000032,70.0
2015/16,Attainment at age 7,Reading,,,,,,Yorkshire and the Humber,Calderdale,Percentage (%),Units,Undefined,E08000033,66.0
2015/16,Attainment at age 7,Reading,,,,,,Yorkshire and the Humber,Doncaster,Percentage (%),Units,Undefined,E08000017,70.0
2015/16,Attainment at age 7,Reading,,,,,,Yorkshire and the Humber,East Riding of Yorkshire,Percentage (%),Units,Undefined,E06000011,76.0
2015/16,Attainment at age 7,Reading,,,,,,Yorkshire and the Humber,"Kingston upon Hull, City of",Percentage (%),Units,Undefined,,72.0
2015/16,Attainment at age 7,Reading,,,,,,Yorkshire and the Humber,Kirklees,Percentage (%),Units,Undefined,E08000034,71.0
2015/16,Attainment at age 7,Reading,,,,,,Yorkshire and the Humber,Leeds,Percentage (%),Units,Undefined,E08000035,65.0
2015/16,Attainment at age 7,Reading,,,,,,Yorkshire and the Humber,North East Lincolnshire,Percentage (%),Units,Undefined,E06000012,72.0
2015/16,Attainment at age 7,Reading,,,,,,Yorkshire and the Humber,North Lincolnshire,Percentage (%),Units,Undefined,E06000013,78.0
2015/16,Attainment at age 7,Reading,,,,,,Yorkshire and the Humber,North Yorkshire,Percentage (%),Units,Undefined,,72.0
2015/16,Attainment at age 7,Reading,,,,,,Yorkshire and the Humber,Rotherham,Percentage (%),Units,Undefined,E08000018,71.0
2015/16,Attainment at age 7,Reading,,,,,,Yorkshire and the Humber,Sheffield,Percentage (%),Units,Undefined,E08000019,71.0
2015/16,Attainment at age 7,Reading,,,,,,Yorkshire and the Humber,Wakefield,Percentage (%),Units,Undefined,E08000036,72.0
2015/16,Attainment at age 7,Reading,,,,,,Yorkshire and the Humber,York,Percentage (%),Units,Undefined,E06000014,74.0
2015/16,Attainment at age 7,Reading,,,,,,East Midlands,Derby,Percentage (%),Units,Undefined,E06000015,66.0
2015/16,Attainment at age 7,Reading,,,,,,East Midlands,Derbyshire,Percentage (%),Units,Undefined,,75.0
2015/16,Attainment at age 7,Reading,,,,,,East Midlands,Leicester,Percentage (%),Units,Undefined,E06000016,67.0
2015/16,Attainment at age 7,Reading,,,,,,East Midlands,Leicestershire,Percentage (%),Units,Undefined,,73.0
2015/16,Attainment at age 7,Reading,,,,,,East Midlands,Lincolnshire,Percentage (%),Units,Undefined,,73.0
