Year,Units,Sex,Age,Unit measure,Unit multiplier,Observation status,Value
2008 Q4,1. Seasonally adjusted percentage (%),Women,,Percentage (%),Units,Undefined,16.080558599283904
2008 Q4,1. Seasonally adjusted percentage (%),Women,16 to 17,Percentage (%),Units,Undefined,6.235472902907581
2008 Q4,1. Seasonally adjusted percentage (%),Women,18 to 24,Percentage (%),Units,Undefined,18.768617552020768
2009 Q1,1. Seasonally adjusted percentage (%),Women,,Percentage (%),Units,Undefined,16.496610854876153
2009 Q1,1. Seasonally adjusted percentage (%),Women,16 to 17,Percentage (%),Units,Undefined,6.6765550090923735
2009 Q1,1. Seasonally adjusted percentage (%),Women,18 to 24,Percentage (%),Units,Undefined,19.162754870389826
2009 Q2,1. Seasonally adjusted percentage (%),Women,,Percentage (%),Units,Undefined,16.83797255048316
2009 Q2,1. Seasonally adjusted percentage (%),Women,16 to 17,Percentage (%),Units,Undefined,6.69703224238458
2009 Q2,1. Seasonally adjusted percentage (%),Women,18 to 24,Percentage (%),Units,Undefined,19.575923503984217
2009 Q3,1. Seasonally adjusted percentage (%),Women,,Percentage (%),Units,Undefined,16.857392884173223
2009 Q3,1. Seasonally adjusted percentage (%),Women,16 to 17,Percentage (%),Units,Undefined,5.255805802940082
2009 Q3,1. Seasonally adjusted percentage (%),Women,18 to 24,Percentage (%),Units,Undefined,19.969056626382944
2009 Q4,1. Seasonally adjusted percentage (%),Women,,Percentage (%),Units,Undefined,16.605668295578027
2009 Q4,1. Seasonally adjusted percentage (%),Women,16 to 17,Percentage (%),Units,Undefined,5.429822087114251
2009 Q4,1. Seasonally adjusted percentage (%),Women,18 to 24,Percentage (%),Units,Undefined,19.58248827775077
2010 Q1,1. Seasonally adjusted percentage (%),Women,,Percentage (%),Units,Undefined,17.069148842280814
2010 Q1,1. Seasonally adjusted percentage (%),Women,16 to 17,Percentage (%),Units,Undefined,5.067566976467551
2010 Q1,1. Seasonally adjusted percentage (%),Women,18 to 24,Percentage (%),Units,Undefined,20.24322668800939
2010 Q2,1. Seasonally adjusted percentage (%),Women,,Percentage (%),Units,Undefined,16.218872730233564
2010 Q2,1. Seasonally adjusted percentage (%),Women,16 to 17,Percentage (%),Units,Undefined,4.587899213403904
2010 Q2,1. Seasonally adjusted percentage (%),Women,18 to 24,Percentage (%),Units,Undefined,19.273447444082123
2010 Q3,1. Seasonally adjusted percentage (%),Women,,Percentage (%),Units,Undefined,17.13444340678499
2010 Q3,1. Seasonally adjusted percentage (%),Women,16 to 17,Percentage (%),Units,Undefined,4.962768617766866
2010 Q3,1. Seasonally adjusted percentage (%),Women,18 to 24,Percentage (%),Units,Undefined,20.31268477458725
2010 Q4,1. Seasonally adjusted percentage (%),Women,,Percentage (%),Units,Undefined,17.245021793695493
2010 Q4,1. Seasonally adjusted percentage (%),Women,16 to 17,Percentage (%),Units,Undefined,5.128213896381952
2010 Q4,1. Seasonally adjusted percentage (%),Women,18 to 24,Percentage (%),Units,Undefined,20.392882415709813
2011 Q1,1. Seasonally adjusted percentage (%),Women,,Percentage (%),Units,Undefined,16.34955662365501
2011 Q1,1. Seasonally adjusted percentage (%),Women,16 to 17,Percentage (%),Units,Undefined,4.6091472950576335
2011 Q1,1. Seasonally adjusted percentage (%),Women,18 to 24,Percentage (%),Units,Undefined,19.383913193813317
2011 Q2,1. Seasonally adjusted percentage (%),Women,,Percentage (%),Units,Undefined,17.198792068533713
2011 Q2,1. Seasonally adjusted percentage (%),Women,16 to 17,Percentage (%),Units,Undefined,4.276425349884416
2011 Q2,1. Seasonally adjusted percentage (%),Women,18 to 24,Percentage (%),Units,Undefined,20.52154411567004
2011 Q3,1. Seasonally adjusted percentage (%),Women,,Percentage (%),Units,Undefined,17.977838017307295
2011 Q3,1. Seasonally adjusted percentage (%),Women,16 to 17,Percentage (%),Units,Undefined,5.251295863175451
2011 Q3,1. Seasonally adjusted percentage (%),Women,18 to 24,Percentage (%),Units,Undefined,21.237071700374106
2011 Q4,1. Seasonally adjusted percentage (%),Women,,Percentage (%),Units,Undefined,17.256676210531108
2011 Q4,1. Seasonally adjusted percentage (%),Women,16 to 17,Percentage (%),Units,Undefined,5.081732006083655
2011 Q4,1. Seasonally adjusted percentage (%),Women,18 to 24,Percentage (%),Units,Undefined,20.36389036978836
2012 Q1,1. Seasonally adjusted percentage (%),Women,,Percentage (%),Units,Undefined,17.113747063038392
2012 Q1,1. Seasonally adjusted percentage (%),Women,16 to 17,Percentage (%),Units,Undefined,5.552252532260028
2012 Q1,1. Seasonally adjusted percentage (%),Women,18 to 24,Percentage (%),Units,Undefined,20.05389747486199
2012 Q2,1. Seasonally adjusted percentage (%),Women,,Percentage (%),Units,Undefined,17.079464910477125
2012 Q2,1. Seasonally adjusted percentage (%),Women,16 to 17,Percentage (%),Units,Undefined,4.729401368157454
2012 Q2,1. Seasonally adjusted percentage (%),Women,18 to 24,Percentage (%),Units,Undefined,20.20917122628252
2012 Q3,1. Seasonally adjusted percentage (%),Women,,Percentage (%),Units,Undefined,16.147510437076164
2012 Q3,1. Seasonally adjusted percentage (%),Women,16 to 17,Percentage (%),Units,Undefined,3.6322108678704015
2012 Q3,1. Seasonally adjusted percentage (%),Women,18 to 24,Percentage (%),Units,Undefined,19.323036015009414
2012 Q4,1. Seasonally adjusted percentage (%),Women,,Percentage (%),Units,Undefined,15.9819542989339
2012 Q4,1. Seasonally adjusted percentage (%),Women,16 to 17,Percentage (%),Units,Undefined,3.712768855908562
2012 Q4,1. Seasonally adjusted percentage (%),Women,18 to 24,Percentage (%),Units,Undefined,19.10595434021449
2013 Q1,1. Seasonally adjusted percentage (%),Women,,Percentage (%),Units,Undefined,16.502314131310992
2013 Q1,1. Seasonally adjusted percentage (%),Women,16 to 17,Percentage (%),Units,Undefined,4.575168435559725
2013 Q1,1. Seasonally adjusted percentage (%),Women,18 to 24,Percentage (%),Units,Undefined,19.550113385953512
2013 Q2,1. Seasonally adjusted percentage (%),Women,,Percentage (%),Units,Undefined,16.241984190597964
2013 Q2,1. Seasonally adjusted percentage (%),Women,16 to 17,Percentage (%),Units,Undefined,4.5036091162749265
2013 Q2,1. Seasonally adjusted percentage (%),Women,18 to 24,Percentage (%),Units,Undefined,19.25223367480949
2013 Q3,1. Seasonally adjusted percentage (%),Women,,Percentage (%),Units,Undefined,15.976537573653214
2013 Q3,1. Seasonally adjusted percentage (%),Women,16 to 17,Percentage (%),Units,Undefined,3.8593288917080133
2013 Q3,1. Seasonally adjusted percentage (%),Women,18 to 24,Percentage (%),Units,Undefined,19.08869727232528
2013 Q4,1. Seasonally adjusted percentage (%),Women,,Percentage (%),Units,Undefined,14.858677201416445
2013 Q4,1. Seasonally adjusted percentage (%),Women,16 to 17,Percentage (%),Units,Undefined,3.610182976406
2013 Q4,1. Seasonally adjusted percentage (%),Women,18 to 24,Percentage (%),Units,Undefined,17.749080465925807
2014 Q1,1. Seasonally adjusted percentage (%),Women,,Percentage (%),Units,Undefined,14.469640536902954
2014 Q1,1. Seasonally adjusted percentage (%),Women,16 to 17,Percentage (%),Units,Undefined,3.4504383773539176
2014 Q1,1. Seasonally adjusted percentage (%),Women,18 to 24,Percentage (%),Units,Undefined,17.302810234629472
2014 Q2,1. Seasonally adjusted percentage (%),Women,,Percentage (%),Units,Undefined,14.282457971835544
2014 Q2,1. Seasonally adjusted percentage (%),Women,16 to 17,Percentage (%),Units,Undefined,4.321528463251863
2014 Q2,1. Seasonally adjusted percentage (%),Women,18 to 24,Percentage (%),Units,Undefined,16.84494013629209
2014 Q3,1. Seasonally adjusted percentage (%),Women,,Percentage (%),Units,Undefined,14.495777295345324
2014 Q3,1. Seasonally adjusted percentage (%),Women,16 to 17,Percentage (%),Units,Undefined,3.7501563668588163
2014 Q3,1. Seasonally adjusted percentage (%),Women,18 to 24,Percentage (%),Units,Undefined,17.25496289484334
2014 Q4,1. Seasonally adjusted percentage (%),Women,,Percentage (%),Units,Undefined,15.400569182659126
2014 Q4,1. Seasonally adjusted percentage (%),Women,16 to 17,Percentage (%),Units,Undefined,4.667405106015704
2014 Q4,1. Seasonally adjusted percentage (%),Women,18 to 24,Percentage (%),Units,Undefined,18.148108568061602
2015 Q1,1. Seasonally adjusted percentage (%),Women,,Percentage (%),Units,Undefined,14.401954215253847
2015 Q1,1. Seasonally adjusted percentage (%),Women,16 to 17,Percentage (%),Units,Undefined,3.1630091636795123
2015 Q1,1. Seasonally adjusted percentage (%),Women,18 to 24,Percentage (%),Units,Undefined,17.2701598042424
2015 Q2,1. Seasonally adjusted percentage (%),Women,,Percentage (%),Units,Undefined,13.913682485348177
2015 Q2,1. Seasonally adjusted percentage (%),Women,16 to 17,Percentage (%),Units,Undefined,2.8376219346334084
2015 Q2,1. Seasonally adjusted percentage (%),Women,18 to 24,Percentage (%),Units,Undefined,16.731737527638703
2015 Q3,1. Seasonally adjusted percentage (%),Women,,Percentage (%),Units,Undefined,12.904342692574193
2015 Q3,1. Seasonally adjusted percentage (%),Women,16 to 17,Percentage (%),Units,Undefined,3.0743051856097625
2015 Q3,1. Seasonally adjusted percentage (%),Women,18 to 24,Percentage (%),Units,Undefined,15.40042498588314
2015 Q4,1. Seasonally adjusted percentage (%),Women,,Percentage (%),Units,Undefined,13.020158895092864
2015 Q4,1. Seasonally adjusted percentage (%),Women,16 to 17,Percentage (%),Units,Undefined,2.5132978924441445
2015 Q4,1. Seasonally adjusted percentage (%),Women,18 to 24,Percentage (%),Units,Undefined,15.684292587362654
2016 Q1,1. Seasonally adjusted percentage (%),Women,,Percentage (%),Units,Undefined,12.953589603107314
2016 Q1,1. Seasonally adjusted percentage (%),Women,16 to 17,Percentage (%),Units,Undefined,3.396324079496556
2016 Q1,1. Seasonally adjusted percentage (%),Women,18 to 24,Percentage (%),Units,Undefined,15.373781868722732
2016 Q2,1. Seasonally adjusted percentage (%),Women,,Percentage (%),Units,Undefined,12.29668142911669
2016 Q2,1. Seasonally adjusted percentage (%),Women,16 to 17,Percentage (%),Units,Undefined,4.204161391099896
2016 Q2,1. Seasonally adjusted percentage (%),Women,18 to 24,Percentage (%),Units,Undefined,14.342932977803635
2016 Q3,1. Seasonally adjusted percentage (%),Women,,Percentage (%),Units,Undefined,12.177594645419175
2016 Q3,1. Seasonally adjusted percentage (%),Women,16 to 17,Percentage (%),Units,Undefined,3.7570096704735114
2016 Q3,1. Seasonally adjusted percentage (%),Women,18 to 24,Percentage (%),Units,Undefined,14.303139856126167
2016 Q4,1. Seasonally adjusted percentage (%),Women,,Percentage (%),Units,Undefined,11.559016860056568
2016 Q4,1. Seasonally adjusted percentage (%),Women,16 to 17,Percentage (%),Units,Undefined,3.7558546122626586
2016 Q4,1. Seasonally adjusted percentage (%),Women,18 to 24,Percentage (%),Units,Undefined,13.52509981067528
2017 Q1,1. Seasonally adjusted percentage (%),Women,,Percentage (%),Units,Undefined,11.514392936966125
2017 Q1,1. Seasonally adjusted percentage (%),Women,16 to 17,Percentage (%),Units,Undefined,4.270822536109063
2017 Q1,1. Seasonally adjusted percentage (%),Women,18 to 24,Percentage (%),Units,Undefined,13.335960173734927
2017 Q2,1. Seasonally adjusted percentage (%),Women,,Percentage (%),Units,Undefined,11.587008055552335
2017 Q2,1. Seasonally adjusted percentage (%),Women,16 to 17,Percentage (%),Units,Undefined,3.984469794406565
2017 Q2,1. Seasonally adjusted percentage (%),Women,18 to 24,Percentage (%),Units,Undefined,13.495252373887832
2017 Q3,1. Seasonally adjusted percentage (%),Women,,Percentage (%),Units,Undefined,10.800447331827154
2017 Q3,1. Seasonally adjusted percentage (%),Women,16 to 17,Percentage (%),Units,Undefined,3.931456955968204
2017 Q3,1. Seasonally adjusted percentage (%),Women,18 to 24,Percentage (%),Units,Undefined,12.520650951808221
2017 Q4,1. Seasonally adjusted percentage (%),Women,,Percentage (%),Units,Undefined,11.124324565868282
2017 Q4,1. Seasonally adjusted percentage (%),Women,16 to 17,Percentage (%),Units,Undefined,4.231711632187291
2017 Q4,1. Seasonally adjusted percentage (%),Women,18 to 24,Percentage (%),Units,Undefined,12.846291200876164
2018 Q1,1. Seasonally adjusted percentage (%),Women,,Percentage (%),Units,Undefined,11.636411104761429
2018 Q1,1. Seasonally adjusted percentage (%),Women,16 to 17,Percentage (%),Units,Undefined,3.6091798024981805
2018 Q1,1. Seasonally adjusted percentage (%),Women,18 to 24,Percentage (%),Units,Undefined,13.636745457894769
2018 Q2,1. Seasonally adjusted percentage (%),Women,,Percentage (%),Units,Undefined,11.350713516466973
2018 Q2,1. Seasonally adjusted percentage (%),Women,16 to 17,Percentage (%),Units,Undefined,3.085535407328418
2018 Q2,1. Seasonally adjusted percentage (%),Women,18 to 24,Percentage (%),Units,Undefined,13.40524273967054
2018 Q3,1. Seasonally adjusted percentage (%),Women,,Percentage (%),Units,Undefined,12.040093119179316
2018 Q3,1. Seasonally adjusted percentage (%),Women,16 to 17,Percentage (%),Units,Undefined,4.0399821495820865
2018 Q3,1. Seasonally adjusted percentage (%),Women,18 to 24,Percentage (%),Units,Undefined,14.031040904697127
2018 Q4,1. Seasonally adjusted percentage (%),Women,,Percentage (%),Units,Undefined,12.172694901167937
2018 Q4,1. Seasonally adjusted percentage (%),Women,16 to 17,Percentage (%),Units,Undefined,4.963587858044727
2018 Q4,1. Seasonally adjusted percentage (%),Women,18 to 24,Percentage (%),Units,Undefined,13.972405133719368
2019 Q1,1. Seasonally adjusted percentage (%),Women,,Percentage (%),Units,Undefined,11.284016266746304
2019 Q1,1. Seasonally adjusted percentage (%),Women,16 to 17,Percentage (%),Units,Undefined,2.817711316107565
2019 Q1,1. Seasonally adjusted percentage (%),Women,18 to 24,Percentage (%),Units,Undefined,13.404111903929438
2019 Q2,1. Seasonally adjusted percentage (%),Women,,Percentage (%),Units,Undefined,11.18296062833588
2019 Q2,1. Seasonally adjusted percentage (%),Women,16 to 17,Percentage (%),Units,Undefined,3.2951909331294447
2019 Q2,1. Seasonally adjusted percentage (%),Women,18 to 24,Percentage (%),Units,Undefined,13.164382158680182
2019 Q3,1. Seasonally adjusted percentage (%),Women,,Percentage (%),Units,Undefined,11.183400754889648
2019 Q3,1. Seasonally adjusted percentage (%),Women,16 to 17,Percentage (%),Units,Undefined,3.4337598075501274
2019 Q3,1. Seasonally adjusted percentage (%),Women,18 to 24,Percentage (%),Units,Undefined,13.14557725399324
2001 Q4,2. Not seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,12.479071535169439
2001 Q4,2. Not seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,7.70702244422868
2001 Q4,2. Not seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,13.916894088291096
2002 Q1,2. Not seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,12.849952234389086
2002 Q1,2. Not seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,7.540962325145748
2002 Q1,2. Not seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,14.445910607871973
2002 Q2,2. Not seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,12.5636579375801
2002 Q2,2. Not seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,7.3162256518884465
2002 Q2,2. Not seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,14.137566937729312
2002 Q3,2. Not seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,14.993545473676601
2002 Q3,2. Not seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,11.330574036974909
2002 Q3,2. Not seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,16.086968503113713
2002 Q4,2. Not seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,12.223288802040045
2002 Q4,2. Not seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,7.9834330360036585
2002 Q4,2. Not seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,13.481308321516568
2003 Q1,2. Not seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,13.023718019807177
2003 Q1,2. Not seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,8.23465457572275
2003 Q1,2. Not seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,14.43616878163548
2003 Q2,2. Not seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,12.5610209774104
2003 Q2,2. Not seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,7.74600138441679
2003 Q2,2. Not seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,13.972704698085069
2003 Q3,2. Not seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,14.841969398273198
2003 Q3,2. Not seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,11.462523136343869
2003 Q3,2. Not seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,15.829334866090775
2003 Q4,2. Not seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,12.100777237140024
2003 Q4,2. Not seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,7.255073227848749
2003 Q4,2. Not seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,13.513487313575995
2004 Q1,2. Not seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,11.803688310588242
2004 Q1,2. Not seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,6.880869460042633
2004 Q1,2. Not seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,13.235805319552073
2004 Q2,2. Not seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,12.138961094847286
2004 Q2,2. Not seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,6.97209198370653
2004 Q2,2. Not seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,13.638861955633178
2004 Q3,2. Not seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,15.199674365035207
2004 Q3,2. Not seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,11.306324348784713
2004 Q3,2. Not seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,16.326674258335675
2004 Q4,2. Not seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,12.949777566664755
2004 Q4,2. Not seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,7.966056150995867
2004 Q4,2. Not seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,14.387858540282854
2005 Q1,2. Not seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,12.790939407603664
2005 Q1,2. Not seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,7.8645525035169905
2005 Q1,2. Not seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,14.20798841762444
2005 Q2,2. Not seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,12.950857097032975
2005 Q2,2. Not seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,7.418258822996032
2005 Q2,2. Not seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,14.5373869309917
2005 Q3,2. Not seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,15.24348021447793
2005 Q3,2. Not seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,11.430125027789641
2005 Q3,2. Not seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,16.33253445042521
2005 Q4,2. Not seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,13.920280134135675
2005 Q4,2. Not seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,8.469210661476705
2005 Q4,2. Not seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,15.469896405521572
2006 Q1,2. Not seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,13.388182568110905
2006 Q1,2. Not seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,7.620419067841572
2006 Q1,2. Not seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,15.020285686504721
2006 Q2,2. Not seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,13.883090609701446
2006 Q2,2. Not seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,7.810612176599793
2006 Q2,2. Not seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,15.59369070780081
2006 Q3,2. Not seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,16.055504676673042
2006 Q3,2. Not seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,11.532744442503047
2006 Q3,2. Not seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,17.328192303295513
2006 Q4,2. Not seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,13.355782801148672
2006 Q4,2. Not seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,7.569636729775064
2006 Q4,2. Not seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,14.985195365690393
2007 Q1,2. Not seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,13.37047200103732
2007 Q1,2. Not seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,7.064953582348462
2007 Q1,2. Not seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,15.14736343348368
2007 Q2,2. Not seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,13.445915340647067
2007 Q2,2. Not seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,7.027088523185992
2007 Q2,2. Not seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,15.256012388825456
2007 Q3,2. Not seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,15.48162464608372
2007 Q3,2. Not seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,10.33856368035095
2007 Q3,2. Not seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,16.93125623297379
2007 Q4,2. Not seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,12.96146656069144
2007 Q4,2. Not seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,7.266617834627754
2007 Q4,2. Not seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,14.56499135297766
2008 Q1,2. Not seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,12.712992396305713
2008 Q1,2. Not seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,6.046734214387167
2008 Q1,2. Not seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,14.588172317241511
2008 Q2,2. Not seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,13.233010878909592
2008 Q2,2. Not seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,6.660977800860421
2008 Q2,2. Not seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,15.079753035028164
2008 Q3,2. Not seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,16.056642631069053
2008 Q3,2. Not seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,9.691958715968156
2008 Q3,2. Not seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,17.837489283147843
2008 Q4,2. Not seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,13.700630456589625
2008 Q4,2. Not seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,6.380955342072675
2008 Q4,2. Not seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,15.736762697916673
2009 Q1,2. Not seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,14.423288677346411
2009 Q1,2. Not seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,6.2701879284723985
2009 Q1,2. Not seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,16.678016121988705
2009 Q2,2. Not seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,14.973745662801626
2009 Q2,2. Not seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,6.630115809911297
2009 Q2,2. Not seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,17.267727689164026
2009 Q3,2. Not seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,17.203711470888667
2009 Q3,2. Not seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,8.119935539717536
2009 Q3,2. Not seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,19.686036082669638
2009 Q4,2. Not seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,14.445712828282044
2009 Q4,2. Not seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,5.4313231621068585
2009 Q4,2. Not seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,16.894241319655308
2010 Q1,2. Not seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,14.731480989399516
2010 Q1,2. Not seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,4.9956007851447515
2010 Q1,2. Not seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,17.35983531794975
2010 Q2,2. Not seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,14.116360808543716
2010 Q2,2. Not seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,5.215322494844312
2010 Q2,2. Not seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,16.504864614482965
2010 Q3,2. Not seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,17.040698452995176
2010 Q3,2. Not seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,7.950615864767232
2010 Q3,2. Not seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,19.46623669744455
2010 Q4,2. Not seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,15.453948989312456
2010 Q4,2. Not seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,4.991191145298454
2010 Q4,2. Not seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,18.23076827309046
2011 Q1,2. Not seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,14.511802413460616
2011 Q1,2. Not seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,4.895862621302349
2011 Q1,2. Not seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,17.050137796551393
2011 Q2,2. Not seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,15.248992931235087
2011 Q2,2. Not seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,5.393296023756601
2011 Q2,2. Not seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,17.83672206851508
2011 Q3,2. Not seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,18.642842286767188
2011 Q3,2. Not seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,8.761839503880672
2011 Q3,2. Not seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,21.226053950019327
2011 Q4,2. Not seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,16.07774149471812
2011 Q4,2. Not seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,5.768256956335889
2011 Q4,2. Not seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,18.76276264734649
2012 Q1,2. Not seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,15.426939227075527
2012 Q1,2. Not seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,5.455082479912799
2012 Q1,2. Not seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,18.014087488591095
2012 Q2,2. Not seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,15.665759386288391
