Indicator,Abbreviated name,QA issue,Assigned to
1.1.1 (EXAMPLE),Population below international poverty line,"Update source, add definitions, add global indicator description, release date, source 2 : false, add more data (world bank $1.90 at 2011 PPP 2013 data [59.5?])",@Norric1Admin
