Year,Units,Water type,Geography (HydroBASINs ID),Unit measure,Observation status,Unit multiplier,Value
2014-2018,Proportion of land area (%),Permanent,2060048990 (South West England),Percent (%),Undefined,Units,0.1575461672789169
2015-2019,Proportion of land area (%),Permanent,2060048990 (South West England),Percent (%),Undefined,Units,0.157334667524213
2001-2005 (baseline),Proportion of land area (%),Ephemeral,2060048990 (South West England),Percent (%),Undefined,Units,0.0451610726224636
2001-2005 (baseline),Proportion of land area (%),Seasonal,2060048990 (South West England),Percent (%),Undefined,Units,0.025432845503141
2001-2005 (baseline),Proportion of land area (%),Permanent,2060048990 (South West England),Percent (%),Undefined,Units,0.1448802694687478
1984-1988,Proportion of land area (%),Ephemeral,2060049660 (Severn),Percent (%),Undefined,Units,0.0297867144459843
1985-1989,Proportion of land area (%),Ephemeral,2060049660 (Severn),Percent (%),Undefined,Units,0.026319282084048
1986-1990,Proportion of land area (%),Ephemeral,2060049660 (Severn),Percent (%),Undefined,Units,0.0300808058364631
1998-2002,Proportion of land area (%),Ephemeral,2060049660 (Severn),Percent (%),Undefined,Units,0.0362225724879474
1999-2003,Proportion of land area (%),Ephemeral,2060049660 (Severn),Percent (%),Undefined,Units,0.0352719932193673
2009-2013,Proportion of land area (%),Ephemeral,2060049660 (Severn),Percent (%),Undefined,Units,0.0347682431279342
2010-2014,Proportion of land area (%),Ephemeral,2060049660 (Severn),Percent (%),Undefined,Units,0.0355518543812746
2011-2015,Proportion of land area (%),Ephemeral,2060049660 (Severn),Percent (%),Undefined,Units,0.0317096926669541
2012-2016,Proportion of land area (%),Ephemeral,2060049660 (Severn),Percent (%),Undefined,Units,0.0283845625907335
2013-2017,Proportion of land area (%),Ephemeral,2060049660 (Severn),Percent (%),Undefined,Units,0.0246249362021279
2014-2018,Proportion of land area (%),Ephemeral,2060049660 (Severn),Percent (%),Undefined,Units,0.0246847031621285
2015-2019,Proportion of land area (%),Ephemeral,2060049660 (Severn),Percent (%),Undefined,Units,0.0235813861068804
1984-1988,Proportion of land area (%),Seasonal,2060049660 (Severn),Percent (%),Undefined,Units,0.0323073622669595
1985-1989,Proportion of land area (%),Seasonal,2060049660 (Severn),Percent (%),Undefined,Units,0.038311570042252
1986-1990,Proportion of land area (%),Seasonal,2060049660 (Severn),Percent (%),Undefined,Units,0.0386692231203505
1998-2002,Proportion of land area (%),Seasonal,2060049660 (Severn),Percent (%),Undefined,Units,0.0145584725106081
1999-2003,Proportion of land area (%),Seasonal,2060049660 (Severn),Percent (%),Undefined,Units,0.016481450731578
2009-2013,Proportion of land area (%),Seasonal,2060049660 (Severn),Percent (%),Undefined,Units,0.0213624191316222
2010-2014,Proportion of land area (%),Seasonal,2060049660 (Severn),Percent (%),Undefined,Units,0.026596297200241
2011-2015,Proportion of land area (%),Seasonal,2060049660 (Severn),Percent (%),Undefined,Units,0.0289291060040717
2012-2016,Proportion of land area (%),Seasonal,2060049660 (Severn),Percent (%),Undefined,Units,0.0339096860041169
2013-2017,Proportion of land area (%),Seasonal,2060049660 (Severn),Percent (%),Undefined,Units,0.0410456712918006
2014-2018,Proportion of land area (%),Seasonal,2060049660 (Severn),Percent (%),Undefined,Units,0.0410959514327535
2015-2019,Proportion of land area (%),Seasonal,2060049660 (Severn),Percent (%),Undefined,Units,0.0443708013680213
1984-1988,Proportion of land area (%),Permanent,2060049660 (Severn),Percent (%),Undefined,Units,0.1124861621305434
1985-1989,Proportion of land area (%),Permanent,2060049660 (Severn),Percent (%),Undefined,Units,0.1122328640619696
1986-1990,Proportion of land area (%),Permanent,2060049660 (Severn),Percent (%),Undefined,Units,0.1088204552505097
1998-2002,Proportion of land area (%),Permanent,2060049660 (Severn),Percent (%),Undefined,Units,0.1088147631590817
1999-2003,Proportion of land area (%),Permanent,2060049660 (Severn),Percent (%),Undefined,Units,0.1161850728772432
2009-2013,Proportion of land area (%),Permanent,2060049660 (Severn),Percent (%),Undefined,Units,0.1167410004734387
2010-2014,Proportion of land area (%),Permanent,2060049660 (Severn),Percent (%),Undefined,Units,0.1210119664087158
2011-2015,Proportion of land area (%),Permanent,2060049660 (Severn),Percent (%),Undefined,Units,0.125041018458276
2012-2016,Proportion of land area (%),Permanent,2060049660 (Severn),Percent (%),Undefined,Units,0.1251681418335154
2013-2017,Proportion of land area (%),Permanent,2060049660 (Severn),Percent (%),Undefined,Units,0.1276442016049664
2014-2018,Proportion of land area (%),Permanent,2060049660 (Severn),Percent (%),Undefined,Units,0.1284714522259258
2015-2019,Proportion of land area (%),Permanent,2060049660 (Severn),Percent (%),Undefined,Units,0.1276195358754425
2001-2005 (baseline),Proportion of land area (%),Ephemeral,2060049660 (Severn),Percent (%),Undefined,Units,0.0369748772384304
2001-2005 (baseline),Proportion of land area (%),Seasonal,2060049660 (Severn),Percent (%),Undefined,Units,0.0132009087048815
2001-2005 (baseline),Proportion of land area (%),Permanent,2060049660 (Severn),Percent (%),Undefined,Units,0.122991865543972
1984-1988,Proportion of land area (%),Ephemeral,2060049670 (South Anglian),Percent (%),Undefined,Units,0.1507790627952721
1985-1989,Proportion of land area (%),Ephemeral,2060049670 (South Anglian),Percent (%),Undefined,Units,0.152443086786881
1986-1990,Proportion of land area (%),Ephemeral,2060049670 (South Anglian),Percent (%),Undefined,Units,0.1516110747910765
1998-2002,Proportion of land area (%),Ephemeral,2060049670 (South Anglian),Percent (%),Undefined,Units,0.1012281261562364
1999-2003,Proportion of land area (%),Ephemeral,2060049670 (South Anglian),Percent (%),Undefined,Units,0.0868065848956225
2009-2013,Proportion of land area (%),Ephemeral,2060049670 (South Anglian),Percent (%),Undefined,Units,0.0422477202314158
2010-2014,Proportion of land area (%),Ephemeral,2060049670 (South Anglian),Percent (%),Undefined,Units,0.046222888655816
2011-2015,Proportion of land area (%),Ephemeral,2060049670 (South Anglian),Percent (%),Undefined,Units,0.0488113704205417
2012-2016,Proportion of land area (%),Ephemeral,2060049670 (South Anglian),Percent (%),Undefined,Units,0.0485340330886068
2013-2017,Proportion of land area (%),Ephemeral,2060049670 (South Anglian),Percent (%),Undefined,Units,0.0410459251263646
2014-2018,Proportion of land area (%),Ephemeral,2060049670 (South Anglian),Percent (%),Undefined,Units,0.0441890815549601
2015-2019,Proportion of land area (%),Ephemeral,2060049670 (South Anglian),Percent (%),Undefined,Units,0.0473322379835556
1984-1988,Proportion of land area (%),Seasonal,2060049670 (South Anglian),Percent (%),Undefined,Units,0.025607480315322
1985-1989,Proportion of land area (%),Seasonal,2060049670 (South Anglian),Percent (%),Undefined,Units,0.0288430825212292
1986-1990,Proportion of land area (%),Seasonal,2060049670 (South Anglian),Percent (%),Undefined,Units,0.0316164558405781
1998-2002,Proportion of land area (%),Seasonal,2060049670 (South Anglian),Percent (%),Undefined,Units,0.0141442039286796
1999-2003,Proportion of land area (%),Seasonal,2060049670 (South Anglian),Percent (%),Undefined,Units,0.0159006736976006
2009-2013,Proportion of land area (%),Seasonal,2060049670 (South Anglian),Percent (%),Undefined,Units,0.0327258051683178
2010-2014,Proportion of land area (%),Seasonal,2060049670 (South Anglian),Percent (%),Undefined,Units,0.0541732255046163
2011-2015,Proportion of land area (%),Seasonal,2060049670 (South Anglian),Percent (%),Undefined,Units,0.0601822010298725
2012-2016,Proportion of land area (%),Seasonal,2060049670 (South Anglian),Percent (%),Undefined,Units,0.0768224409459663
2013-2017,Proportion of land area (%),Seasonal,2060049670 (South Anglian),Percent (%),Undefined,Units,0.0989169817234462
2014-2018,Proportion of land area (%),Seasonal,2060049670 (South Anglian),Percent (%),Undefined,Units,0.1096406918915951
2015-2019,Proportion of land area (%),Seasonal,2060049670 (South Anglian),Percent (%),Undefined,Units,0.1145403180891116
1984-1988,Proportion of land area (%),Permanent,2060049670 (South Anglian),Percent (%),Undefined,Units,0.0243132394329591
1985-1989,Proportion of land area (%),Permanent,2060049670 (South Anglian),Percent (%),Undefined,Units,0.0254225887606988
1986-1990,Proportion of land area (%),Permanent,2060049670 (South Anglian),Percent (%),Undefined,Units,0.0278261789708012
1998-2002,Proportion of land area (%),Permanent,2060049670 (South Anglian),Percent (%),Undefined,Units,0.0433570695591554
1999-2003,Proportion of land area (%),Permanent,2060049670 (South Anglian),Percent (%),Undefined,Units,0.0581483939290166
2009-2013,Proportion of land area (%),Permanent,2060049670 (South Anglian),Percent (%),Undefined,Units,0.1116744989924516
2010-2014,Proportion of land area (%),Permanent,2060049670 (South Anglian),Percent (%),Undefined,Units,0.1365424130892802
2011-2015,Proportion of land area (%),Permanent,2060049670 (South Anglian),Percent (%),Undefined,Units,0.1495772676902201
2012-2016,Proportion of land area (%),Permanent,2060049670 (South Anglian),Percent (%),Undefined,Units,0.1556786889927877
2013-2017,Proportion of land area (%),Permanent,2060049670 (South Anglian),Percent (%),Undefined,Units,0.1765714346652173
2014-2018,Proportion of land area (%),Permanent,2060049670 (South Anglian),Percent (%),Undefined,Units,0.1847991088459527
2015-2019,Proportion of land area (%),Permanent,2060049670 (South Anglian),Percent (%),Undefined,Units,0.1892365061569105
2001-2005 (baseline),Proportion of land area (%),Ephemeral,2060049670 (South Anglian),Percent (%),Undefined,Units,0.0845878862401434
2001-2005 (baseline),Proportion of land area (%),Seasonal,2060049670 (South Anglian),Percent (%),Undefined,Units,0.0083201199580468
2001-2005 (baseline),Proportion of land area (%),Permanent,2060049670 (South Anglian),Percent (%),Undefined,Units,0.0785789107148873
1984-1988,Proportion of land area (%),Ephemeral,2060049680 (Wye),Percent (%),Undefined,Units,0.0288360479854221
1985-1989,Proportion of land area (%),Ephemeral,2060049680 (Wye),Percent (%),Undefined,Units,0.0241596591177336
1986-1990,Proportion of land area (%),Ephemeral,2060049680 (Wye),Percent (%),Undefined,Units,0.0260711204421614
1998-2002,Proportion of land area (%),Ephemeral,2060049680 (Wye),Percent (%),Undefined,Units,0.0445090208265353
1999-2003,Proportion of land area (%),Ephemeral,2060049680 (Wye),Percent (%),Undefined,Units,0.0428349140126706
2009-2013,Proportion of land area (%),Ephemeral,2060049680 (Wye),Percent (%),Undefined,Units,0.0313913965459514
2010-2014,Proportion of land area (%),Ephemeral,2060049680 (Wye),Percent (%),Undefined,Units,0.0309343628607184
2011-2015,Proportion of land area (%),Ephemeral,2060049680 (Wye),Percent (%),Undefined,Units,0.0281972108452897
2012-2016,Proportion of land area (%),Ephemeral,2060049680 (Wye),Percent (%),Undefined,Units,0.0263943265842045
2013-2017,Proportion of land area (%),Ephemeral,2060049680 (Wye),Percent (%),Undefined,Units,0.0193494427068554
2014-2018,Proportion of land area (%),Ephemeral,2060049680 (Wye),Percent (%),Undefined,Units,0.0203316863729088
2015-2019,Proportion of land area (%),Ephemeral,2060049680 (Wye),Percent (%),Undefined,Units,0.0184429504803435
1984-1988,Proportion of land area (%),Seasonal,2060049680 (Wye),Percent (%),Undefined,Units,0.0278689546072768
1985-1989,Proportion of land area (%),Seasonal,2060049680 (Wye),Percent (%),Undefined,Units,0.0361208114213189
1986-1990,Proportion of land area (%),Seasonal,2060049680 (Wye),Percent (%),Undefined,Units,0.0346790090220477
1998-2002,Proportion of land area (%),Seasonal,2060049680 (Wye),Percent (%),Undefined,Units,0.0155340952019541
1999-2003,Proportion of land area (%),Seasonal,2060049680 (Wye),Percent (%),Undefined,Units,0.0145543765838855
2009-2013,Proportion of land area (%),Seasonal,2060049680 (Wye),Percent (%),Undefined,Units,0.0308737617090852
2010-2014,Proportion of land area (%),Seasonal,2060049680 (Wye),Percent (%),Undefined,Units,0.0336765649721168
2011-2015,Proportion of land area (%),Seasonal,2060049680 (Wye),Percent (%),Undefined,Units,0.0352420947226388
2012-2016,Proportion of land area (%),Seasonal,2060049680 (Wye),Percent (%),Undefined,Units,0.0401078621891806
2013-2017,Proportion of land area (%),Seasonal,2060049680 (Wye),Percent (%),Undefined,Units,0.0393705481776444
