Year,Performing/Funding,Country,Region,Sector,Source,Source sub-category,Product group,Unit measure,Observation status,Unit multiplier,GeoCode,Value
2006,Performing research and development,England,East Midlands,Government,,,,Percentage (%),Undefined,Units,E12000004,0.0056469449355643
2006,Performing research and development,England,North West,Government,,,,Percentage (%),Undefined,Units,E12000002,0.0057813960054587
2006,Performing research and development,,,Business enterprise,,,"Agriculture, hunting and forestry; Fishing",Percentage (%),Undefined,Units,,0.0059158470753531
2006,Performing research and development,,,Business enterprise,,,Rubber and plastic products,Percentage (%),Undefined,Units,,0.0060502981452474
2006,Performing research and development,,,Business enterprise,,,Research and development services,Percentage (%),Undefined,Units,,0.0082015152635577
2006,Performing research and development,Northern Ireland,,Higher education,,,,Percentage (%),Undefined,Units,N92000002,0.0089409961479768
2006,Performing research and development,,,Business enterprise,,,Shipbuilding,Percentage (%),Undefined,Units,,0.009008221682924
2006,Performing research and development,Northern Ireland,,Business enterprise,,,,Percentage (%),Undefined,Units,N92000002,0.0105544089867095
2006,Performing research and development,England,North East,Higher education,,,,Percentage (%),Undefined,Units,E12000001,0.0132434303845972
2006,Performing research and development,Wales,,Business enterprise,,,,Percentage (%),Undefined,Units,W92000004,0.0145207155485939
2006,Performing research and development,Wales,,Higher education,,,,Percentage (%),Undefined,Units,W92000004,0.0151257453631187
2006,Performing research and development,England,South West,Higher education,,,,Percentage (%),Undefined,Units,E12000009,0.0178819922959536
2006,Performing research and development,England,East Midlands,Higher education,,,,Percentage (%),Undefined,Units,E12000004,0.0186214731803728
2006,Performing research and development,,,Business enterprise,,,Refined petroleum products and coke oven products,Percentage (%),Undefined,Units,,0.0187559242502672
2006,Performing research and development,Scotland,,Government,,,,Percentage (%),Undefined,Units,S92000003,0.0193609540647919
2006,Performing research and development,England,West Midlands,Higher education,,,,Percentage (%),Undefined,Units,E12000005,0.0194954051346863
2006,Performing research and development,England,North East,Business enterprise,,,,Percentage (%),Undefined,Units,E12000001,0.0196298562045807
2006,Performing research and development,,,Business enterprise,,,Food products and beverages; Tobacco products,Percentage (%),Undefined,Units,,0.021108817973419
2006,Performing research and development,England,London,Government,,,,Percentage (%),Undefined,Units,E12000007,0.0214449456481549
2006,Performing research and development,England,East of England,Government,,,,Percentage (%),Undefined,Units,E12000006,0.0246717713256203
2006,Performing research and development,England,Yorkshire and the Humber,Business enterprise,,,,Percentage (%),Undefined,Units,E12000003,0.0258146054197226
2006,Performing research and development,England,South West,Government,,,,Percentage (%),Undefined,Units,E12000009,0.0262851841643529
2006,Performing research and development,,,Business enterprise,,,Miscellaneous business activities; Technical testing and analysis,Percentage (%),Undefined,Units,,0.0268229884439305
2006,Performing research and development,England,Yorkshire and the Humber,Higher education,,,,Percentage (%),Undefined,Units,E12000003,0.0293775587719239
2006,Performing research and development,,,Business enterprise,,,Electrical equipment,Percentage (%),Undefined,Units,,0.030789295005815
2006,Performing research and development,Scotland,,Business enterprise,,,,Percentage (%),Undefined,Units,S92000003,0.0309237460757093
2006,Performing research and development,,,Business enterprise,,,Precision instruments and optical products; Photographic equipment,Percentage (%),Undefined,Units,,0.0310581971456037
2006,Performing research and development,England,East of England,Higher education,,,,Percentage (%),Undefined,Units,E12000006,0.0334783164037027
2006,Performing research and development,England,North West,Higher education,,,,Percentage (%),Undefined,Units,E12000002,0.0341505717531747
2006,Performing research and development,,,Private non-profit,,,,Percentage (%),Undefined,Units,,0.0344866994279106
2006,Performing research and development,England,South East,Government,,,,Percentage (%),Undefined,Units,E12000008,0.0416798316672604
2006,Performing research and development,,,Business enterprise,,,Chemicals and chemical products,Percentage (%),Undefined,Units,,0.0459822659038809
2006,Performing research and development,Scotland,,Higher education,,,,Percentage (%),Undefined,Units,S92000003,0.0496796703259766
2006,Performing research and development,,,Business enterprise,,,Consumer electronics and communication equipment,Percentage (%),Undefined,Units,,0.0502847001405013
2006,Performing research and development,,,Business enterprise,,,Motor vehicles and parts,Percentage (%),Undefined,Units,,0.0506880533501845
2006,Performing research and development,England,South East,Higher education,,,,Percentage (%),Undefined,Units,E12000008,0.0537804279577554
2006,Performing research and development,England,London,Business enterprise,,,,Percentage (%),Undefined,Units,E12000007,0.0592929218234254
2006,Performing research and development,England,West Midlands,Business enterprise,,,,Percentage (%),Undefined,Units,E12000005,0.0615113644766828
2006,Performing research and development,,,Business enterprise,,,Machinery and equipment,Percentage (%),Undefined,Units,,0.0624525219659435
2006,Performing research and development,England,East Midlands,Business enterprise,,,,Percentage (%),Undefined,Units,E12000004,0.0662171519229864
2006,Funding research and development,,,Business enterprise,UK Government,,,Percentage (%),Undefined,Units,,0.071259067044026
2006,Performing research and development,,,Research councils,,,,Percentage (%),Undefined,Units,,0.0713262925789732
2006,Funding research and development,,,Private non-profit,,,,Percentage (%),Undefined,Units,,0.0723346756031811
2006,Funding research and development,,,Business enterprise,Other UK Business,,,Percentage (%),Undefined,Units,,0.0776454928640094
2006,Performing research and development,England,South West,Business enterprise,,,,Percentage (%),Undefined,Units,E12000009,0.0828218590549434
2006,Performing research and development,,,Government,,,,Percentage (%),Undefined,Units,,0.0841663697538873
2006,Performing research and development,,,Business enterprise,,,Telecommunications,Percentage (%),Undefined,Units,,0.0894099614797684
2006,Performing research and development,England,London,Higher education,,,,Percentage (%),Undefined,Units,E12000007,0.0937796212513361
2006,Performing research and development,,,Business enterprise,,,Computer programming and information service activities,Percentage (%),Undefined,Units,,0.09512413195028
2006,Performing research and development,England,North West,Business enterprise,,,,Percentage (%),Undefined,Units,E12000002,0.109107043219296
2006,Performing research and development,,,Business enterprise,,,Aerospace,Percentage (%),Undefined,Units,,0.12315718002326
2006,Performing research and development,England,,Government,,,,Percentage (%),Undefined,Units,E92000001,0.131963725101342
2006,Funding research and development,,,Higher education funding councils,,,,Percentage (%),Undefined,Units,,0.1401652403649
2006,Funding research and development,,,Government,,,,Percentage (%),Undefined,Units,,0.170147828951348
2006,Funding research and development,,,Research councils,,,,Percentage (%),Undefined,Units,,0.182113974171949
2006,Funding research and development,,,Business enterprise,Overseas,Other Overseas,,Percentage (%),Undefined,Units,,0.216533448064913
2006,Funding research and development,,,Business enterprise,Overseas,,,Percentage (%),Undefined,Units,,0.219289694997747
2006,Performing research and development,England,South East,Business enterprise,,,,Percentage (%),Undefined,Units,E12000008,0.225003865468259
2006,Performing research and development,,,Business enterprise,,,Pharmaceuticals,Percentage (%),Undefined,Units,,0.236701108549071
2006,Performing research and development,England,East of England,Business enterprise,,,,Percentage (%),Undefined,Units,E12000006,0.245373202557259
2006,Funding research and development,,,Overseas,,,,Percentage (%),Undefined,Units,,0.263994675737632
2006,Performing research and development,England,,Higher education,,,,Percentage (%),Undefined,Units,E92000001,0.313808797133503
2006,Performing research and development,,,Higher education,,,,Percentage (%),Undefined,Units,,0.387420757900681
2006,Funding research and development,,,Business enterprise,Own funds,,,Percentage (%),Undefined,Units,,0.582509260317438
2006,Funding research and development,,,Business enterprise,,,,Percentage (%),Undefined,Units,,0.697599376147035
2006,Performing research and development,England,,Business enterprise,,,,Percentage (%),Undefined,Units,E92000001,0.894906321217051
2006,Performing research and development,,,Business enterprise,,,,Percentage (%),Undefined,Units,,0.950837966293116
2006,,,,,,,,Percentage (%),Undefined,Units,,1.52830531148951
2006,Performing research and development,,,Business enterprise,,,Software development,Percentage (%),Undefined,Units,,
2006,Performing research and development,England,North East,Private non-profit,,,,Percentage (%),Undefined,Units,E12000001,
2006,Performing research and development,England,North East,,,,,Percentage (%),Undefined,Units,E12000001,
2006,Performing research and development,England,North West,Private non-profit,,,,Percentage (%),Undefined,Units,E12000002,
2006,Performing research and development,England,North West,,,,,Percentage (%),Undefined,Units,E12000002,
2006,Performing research and development,England,Yorkshire and the Humber,Private non-profit,,,,Percentage (%),Undefined,Units,E12000003,
2006,Performing research and development,England,Yorkshire and the Humber,,,,,Percentage (%),Undefined,Units,E12000003,
2006,Performing research and development,England,East Midlands,Private non-profit,,,,Percentage (%),Undefined,Units,E12000004,
2006,Performing research and development,England,East Midlands,,,,,Percentage (%),Undefined,Units,E12000004,
2006,Performing research and development,England,West Midlands,Private non-profit,,,,Percentage (%),Undefined,Units,E12000005,
2006,Performing research and development,England,West Midlands,,,,,Percentage (%),Undefined,Units,E12000005,
2006,Performing research and development,England,East of England,Private non-profit,,,,Percentage (%),Undefined,Units,E12000006,
2006,Performing research and development,England,East of England,,,,,Percentage (%),Undefined,Units,E12000006,
2006,Performing research and development,England,London,Private non-profit,,,,Percentage (%),Undefined,Units,E12000007,
2006,Performing research and development,England,London,,,,,Percentage (%),Undefined,Units,E12000007,
2006,Performing research and development,England,South East,Private non-profit,,,,Percentage (%),Undefined,Units,E12000008,
2006,Performing research and development,England,South East,,,,,Percentage (%),Undefined,Units,E12000008,
2006,Performing research and development,England,South West,Private non-profit,,,,Percentage (%),Undefined,Units,E12000009,
2006,Performing research and development,England,South West,,,,,Percentage (%),Undefined,Units,E12000009,
2006,Performing research and development,England,,Private non-profit,,,,Percentage (%),Undefined,Units,E92000001,
2006,Performing research and development,England,,,,,,Percentage (%),Undefined,Units,E92000001,
2006,Performing research and development,Wales,,Private non-profit,,,,Percentage (%),Undefined,Units,W92000004,
2006,Performing research and development,Wales,,,,,,Percentage (%),Undefined,Units,W92000004,
2006,Performing research and development,Scotland,,Private non-profit,,,,Percentage (%),Undefined,Units,S92000003,
2006,Performing research and development,Scotland,,,,,,Percentage (%),Undefined,Units,S92000003,
2006,Performing research and development,Northern Ireland,,Private non-profit,,,,Percentage (%),Undefined,Units,N92000002,
2006,Performing research and development,Northern Ireland,,,,,,Percentage (%),Undefined,Units,N92000002,
2007,Performing research and development,England,North East,Government,,,,Percentage (%),Undefined,Units,E12000001,6.41540929990562e-05
2007,Performing research and development,,,Business enterprise,,,"Sewerage, waste management, remediation activities",Percentage (%),Undefined,Units,,0.0001924622789971
2007,Funding research and development,,,Business enterprise,Other,,,Percentage (%),Undefined,Units,,0.0009623113949858
2007,Performing research and development,,,Business enterprise,,,"Textiles, clothing and leather products",Percentage (%),Undefined,Units,,0.001218927766982
2007,Performing research and development,Northern Ireland,,Government,,,,Percentage (%),Undefined,Units,N92000002,0.0012830818599811
2007,Performing research and development,,,Business enterprise,,,"Transport and storage, incl. postal and courier activities",Percentage (%),Undefined,Units,,0.0013472359529801
2007,Performing research and development,England,West Midlands,Government,,,,Percentage (%),Undefined,Units,E12000005,0.0014755441389782
2007,Funding research and development,,,Higher education,,,,Percentage (%),Undefined,Units,,0.0016680064179754
2007,Performing research and development,,,Business enterprise,,,Other manufactured goods,Percentage (%),Undefined,Units,,0.0017321605109745
2007,Funding research and development,,,Business enterprise,Overseas,European Commission grants,,Percentage (%),Undefined,Units,,0.0017321605109745
2007,Performing research and development,,,Business enterprise,,,Other transport equipment,Percentage (%),Undefined,Units,,0.0017963146039735
2007,Performing research and development,,,Business enterprise,,,"Electricity, gas and water supply",Percentage (%),Undefined,Units,,0.0022453932549669
2007,Performing research and development,,,Business enterprise,,,Wholesale and retail trade,Percentage (%),Undefined,Units,,0.002373701440965
2007,Performing research and development,Wales,,Government,,,,Percentage (%),Undefined,Units,W92000004,0.0028227800919584
2007,Performing research and development,,,Business enterprise,,,Other non-metallic mineral products,Percentage (%),Undefined,Units,,0.0030793964639547
2007,Performing research and development,,,Business enterprise,,,"Pulp, paper and paper products; Printing; Wood and straw products",Percentage (%),Undefined,Units,,0.0034001669289499
2007,Performing research and development,England,Yorkshire and the Humber,Government,,,,Percentage (%),Undefined,Units,E12000003,0.0034001669289499
2007,Performing research and development,,,Business enterprise,,,Rubber and plastic products,Percentage (%),Undefined,Units,,0.0050681733469254
2007,Performing research and development,,,Business enterprise,,,Extractive Industries,Percentage (%),Undefined,Units,,0.0052606356259226
2007,Performing research and development,,,Business enterprise,,,Computers and peripheral equipment,Percentage (%),Undefined,Units,,0.0053247897189216
2007,Performing research and development,England,East Midlands,Government,,,,Percentage (%),Undefined,Units,E12000004,0.005709714276916
2007,Performing research and development,,,Business enterprise,,,Fabricated metal products except machinery and equipment,Percentage (%),Undefined,Units,,0.0058380224629141
2007,Performing research and development,England,North West,Government,,,,Percentage (%),Undefined,Units,E12000002,0.0058380224629141
2007,Performing research and development,,,Business enterprise,,,Public administration,Percentage (%),Undefined,Units,,0.0066078715789027
2007,Performing research and development,Northern Ireland,,Higher education,,,,Percentage (%),Undefined,Units,N92000002,0.0086608025548726
2007,Performing research and development,,,Business enterprise,,,Shipbuilding,Percentage (%),Undefined,Units,,0.0087249566478716
2007,Performing research and development,,,Business enterprise,,,Research and development services,Percentage (%),Undefined,Units,,0.0100080385078527
2007,Performing research and development,Northern Ireland,,Business enterprise,,,,Percentage (%),Undefined,Units,N92000002,0.0113552744608329
2007,Performing research and development,England,North East,Higher education,,,,Percentage (%),Undefined,Units,E12000001,0.0128308185998112
2007,Performing research and development,Wales,,Higher education,,,,Percentage (%),Undefined,Units,W92000004,0.0146271332037848
2007,Performing research and development,England,South West,Higher education,,,,Percentage (%),Undefined,Units,E12000009,0.0173216051097452
2007,Performing research and development,,,Business enterprise,,,Refined petroleum products and coke oven products,Percentage (%),Undefined,Units,,0.0175782214817414
2007,Performing research and development,England,East Midlands,Higher education,,,,Percentage (%),Undefined,Units,E12000004,0.0180914542257338
2007,Performing research and development,England,West Midlands,Higher education,,,,Percentage (%),Undefined,Units,E12000005,0.0189254574347216
2007,Performing research and development,England,London,Government,,,,Percentage (%),Undefined,Units,E12000007,0.0191179197137187
2007,Performing research and development,England,South West,Government,,,,Percentage (%),Undefined,Units,E12000009,0.0196953065507102
2007,Performing research and development,Wales,,Business enterprise,,,,Percentage (%),Undefined,Units,W92000004,0.0197594606437093
2007,Performing research and development,,,Business enterprise,,,Food products and beverages; Tobacco products,Percentage (%),Undefined,Units,,0.0210425425036904
2007,Performing research and development,Scotland,,Government,,,,Percentage (%),Undefined,Units,S92000003,0.0211066965966895
2007,Performing research and development,England,North East,Business enterprise,,,,Percentage (%),Undefined,Units,E12000001,0.0212350047826876
2007,Performing research and development,England,East of England,Government,,,,Percentage (%),Undefined,Units,E12000006,0.0239294766886479
2007,Performing research and development,England,Yorkshire and the Humber,Business enterprise,,,,Percentage (%),Undefined,Units,E12000003,0.0279711845475885
2007,Performing research and development,England,Yorkshire and the Humber,Higher education,,,,Percentage (%),Undefined,Units,E12000003,0.0284844172915809
2007,Performing research and development,England,East of England,Higher education,,,,Percentage (%),Undefined,Units,E12000006,0.0325261251505215
2007,Performing research and development,,,Business enterprise,,,Miscellaneous business activities; Technical testing and analysis,Percentage (%),Undefined,Units,,0.0327185874295187
2007,Performing research and development,England,North West,Higher education,,,,Percentage (%),Undefined,Units,E12000002,0.033103511987513
2007,Performing research and development,Scotland,,Business enterprise,,,,Percentage (%),Undefined,Units,S92000003,0.0348356724984875
2007,Performing research and development,,,Business enterprise,,,Precision instruments and optical products; Photographic equipment,Percentage (%),Undefined,Units,,0.0348998265914866
2007,Performing research and development,,,Private non-profit,,,,Percentage (%),Undefined,Units,,0.0350281347774847
2007,Performing research and development,,,Business enterprise,,,Electrical equipment,Percentage (%),Undefined,Units,,0.0350922888704837
2007,Performing research and development,,,Business enterprise,,,Consumer electronics and communication equipment,Percentage (%),Undefined,Units,,0.0427907800303705
2007,Performing research and development,,,Business enterprise,,,Chemicals and chemical products,Percentage (%),Undefined,Units,,0.0428549341233696
2007,Performing research and development,England,South East,Government,,,,Percentage (%),Undefined,Units,E12000008,0.0465758715173148
2007,Performing research and development,Scotland,,Higher education,,,,Percentage (%),Undefined,Units,S92000003,0.0481797238422912
2007,Performing research and development,England,South East,Higher education,,,,Percentage (%),Undefined,Units,E12000008,0.0521572776082327
2007,Performing research and development,,,Business enterprise,,,Motor vehicles and parts,Percentage (%),Undefined,Units,,0.0598557687681195
2007,Funding research and development,,,Business enterprise,Other UK Business,,,Percentage (%),Undefined,Units,,0.0637691684410619
2007,Performing research and development,England,West Midlands,Business enterprise,,,,Percentage (%),Undefined,Units,E12000005,0.063833322534061
2007,Performing research and development,,,Business enterprise,,,Machinery and equipment,Percentage (%),Undefined,Units,,0.0662711780680251
2007,Performing research and development,,,Research councils,,,,Percentage (%),Undefined,Units,,0.0663353321610242
2007,Performing research and development,England,East Midlands,Business enterprise,,,,Percentage (%),Undefined,Units,E12000004,0.0681316467649977
2007,Performing research and development,England,London,Business enterprise,,,,Percentage (%),Undefined,Units,E12000007,0.068452417229993
2007,Funding research and development,,,Business enterprise,UK Government,,,Percentage (%),Undefined,Units,,0.0687731876949883
2007,Funding research and development,,,Private non-profit,,,,Percentage (%),Undefined,Units,,0.0739696692279119
2007,Performing research and development,England,South West,Business enterprise,,,,Percentage (%),Undefined,Units,E12000009,0.0788453802958401
2007,Performing research and development,,,Government,,,,Percentage (%),Undefined,Units,,0.0846834027587543
2007,Performing research and development,England,London,Higher education,,,,Percentage (%),Undefined,Units,E12000007,0.0910346579656608
2007,Performing research and development,,,Business enterprise,,,Computer programming and information service activities,Percentage (%),Undefined,Units,,0.0961028313125863
2007,Performing research and development,,,Business enterprise,,,Telecommunications,Percentage (%),Undefined,Units,,0.0984765327535514
2007,Performing research and development,England,,Government,,,,Percentage (%),Undefined,Units,E92000001,0.125806176371149
2007,Performing research and development,England,North West,Business enterprise,,,,Percentage (%),Undefined,Units,E12000002,0.129655421951092
2007,Performing research and development,,,Business enterprise,,,Aerospace,Percentage (%),Undefined,Units,,0.132798972508046
2007,Funding research and development,,,Higher education funding councils,,,,Percentage (%),Undefined,Units,,0.143320243759891
2007,Funding research and development,,,Research councils,,,,Percentage (%),Undefined,Units,,0.1631438584966
2007,Funding research and development,,,Government,,,,Percentage (%),Undefined,Units,,0.165581714030564
2007,Performing research and development,England,South East,Business enterprise,,,,Percentage (%),Undefined,Units,E12000008,0.225501636891682
2007,Funding research and development,,,Business enterprise,Overseas,Other Overseas,,Percentage (%),Undefined,Units,,0.231532121633594
2007,Funding research and development,,,Business enterprise,Overseas,,,Percentage (%),Undefined,Units,,0.233264282144568
2007,Performing research and development,,,Business enterprise,,,Pharmaceuticals,Percentage (%),Undefined,Units,,0.252446355951286
2007,Performing research and development,England,East of England,Business enterprise,,,,Percentage (%),Undefined,Units,E12000006,0.256103139252232
2007,Funding research and development,,,Overseas,,,,Percentage (%),Undefined,Units,,0.281123235521864
2007,Performing research and development,England,,Higher education,,,,Percentage (%),Undefined,Units,E92000001,0.304475325373521
2007,Performing research and development,,,Higher education,,,,Percentage (%),Undefined,Units,,0.376007139067468
2007,Funding research and development,,,Business enterprise,Own funds,,,Percentage (%),Undefined,Units,,0.638910612177601
2007,Funding research and development,,,Business enterprise,,,,Percentage (%),Undefined,Units,,0.738990997256129
2007,Performing research and development,England,,Business enterprise,,,,Percentage (%),Undefined,Units,E92000001,0.939793308343175
2007,Performing research and development,,,Business enterprise,,,,Percentage (%),Undefined,Units,,1.0056795618532
2007,,,,,,,,Percentage (%),Undefined,Units,,1.56779772471093
2007,Performing research and development,,,Business enterprise,,,"Agriculture, hunting and forestry; Fishing",Percentage (%),Undefined,Units,,
2007,Performing research and development,,,Business enterprise,,,Casting of iron and steel,Percentage (%),Undefined,Units,,
2007,Performing research and development,,,Business enterprise,,,Non-ferrous metals,Percentage (%),Undefined,Units,,
2007,Performing research and development,,,Business enterprise,,,Construction,Percentage (%),Undefined,Units,,
2007,Performing research and development,,,Business enterprise,,,Software development,Percentage (%),Undefined,Units,,
2007,Performing research and development,England,North East,Private non-profit,,,,Percentage (%),Undefined,Units,E12000001,
2007,Performing research and development,England,North East,,,,,Percentage (%),Undefined,Units,E12000001,
2007,Performing research and development,England,North West,Private non-profit,,,,Percentage (%),Undefined,Units,E12000002,
2007,Performing research and development,England,North West,,,,,Percentage (%),Undefined,Units,E12000002,
2007,Performing research and development,England,Yorkshire and the Humber,Private non-profit,,,,Percentage (%),Undefined,Units,E12000003,
2007,Performing research and development,England,Yorkshire and the Humber,,,,,Percentage (%),Undefined,Units,E12000003,
2007,Performing research and development,England,East Midlands,Private non-profit,,,,Percentage (%),Undefined,Units,E12000004,
2007,Performing research and development,England,East Midlands,,,,,Percentage (%),Undefined,Units,E12000004,
2007,Performing research and development,England,West Midlands,Private non-profit,,,,Percentage (%),Undefined,Units,E12000005,
2007,Performing research and development,England,West Midlands,,,,,Percentage (%),Undefined,Units,E12000005,
2007,Performing research and development,England,East of England,Private non-profit,,,,Percentage (%),Undefined,Units,E12000006,
2007,Performing research and development,England,East of England,,,,,Percentage (%),Undefined,Units,E12000006,
2007,Performing research and development,England,London,Private non-profit,,,,Percentage (%),Undefined,Units,E12000007,
2007,Performing research and development,England,London,,,,,Percentage (%),Undefined,Units,E12000007,
2007,Performing research and development,England,South East,Private non-profit,,,,Percentage (%),Undefined,Units,E12000008,
2007,Performing research and development,England,South East,,,,,Percentage (%),Undefined,Units,E12000008,
2007,Performing research and development,England,South West,Private non-profit,,,,Percentage (%),Undefined,Units,E12000009,
2007,Performing research and development,England,South West,,,,,Percentage (%),Undefined,Units,E12000009,
2007,Performing research and development,England,,Private non-profit,,,,Percentage (%),Undefined,Units,E92000001,
2007,Performing research and development,England,,,,,,Percentage (%),Undefined,Units,E92000001,
2007,Performing research and development,Wales,,Private non-profit,,,,Percentage (%),Undefined,Units,W92000004,
2007,Performing research and development,Wales,,,,,,Percentage (%),Undefined,Units,W92000004,
2007,Performing research and development,Scotland,,Private non-profit,,,,Percentage (%),Undefined,Units,S92000003,
2007,Performing research and development,Scotland,,,,,,Percentage (%),Undefined,Units,S92000003,
2007,Performing research and development,Northern Ireland,,Private non-profit,,,,Percentage (%),Undefined,Units,N92000002,
2007,Performing research and development,Northern Ireland,,,,,,Percentage (%),Undefined,Units,N92000002,
2008,Performing research and development,England,North East,Government,,,,Percentage (%),Undefined,Units,E12000001,0.0001279136327151
2008,Performing research and development,,,Business enterprise,,,"Sewerage, waste management, remediation activities",Percentage (%),Undefined,Units,,0.0001918704490727
2008,Performing research and development,England,West Midlands,Government,,,,Percentage (%),Undefined,Units,E12000005,0.0001918704490727
2008,Funding research and development,,,Business enterprise,Other,,,Percentage (%),Undefined,Units,,0.0004476977145031
2008,Performing research and development,,,Business enterprise,,,"Transport and storage, incl. postal and courier activities",Percentage (%),Undefined,Units,,0.0007674817962911
2008,Performing research and development,,,Business enterprise,,,"Textiles, clothing and leather products",Percentage (%),Undefined,Units,,0.0009593522453639
2008,Performing research and development,Northern Ireland,,Government,,,,Percentage (%),Undefined,Units,N92000002,0.0012151795107943
2008,Performing research and development,,,Business enterprise,,,Construction,Percentage (%),Undefined,Units,,0.0013430931435095
2008,Performing research and development,Wales,,Government,,,,Percentage (%),Undefined,Units,W92000004,0.0013430931435095
2008,Funding research and development,,,Higher education,,,,Percentage (%),Undefined,Units,,0.0019187044907278
2008,Performing research and development,,,Business enterprise,,,Other transport equipment,Percentage (%),Undefined,Units,,0.0019187044907278
2008,Performing research and development,,,Business enterprise,,,Other manufactured goods,Percentage (%),Undefined,Units,,0.0023024453888734
2008,Performing research and development,,,Business enterprise,,,"Electricity, gas and water supply",Percentage (%),Undefined,Units,,0.0025582726543038
2008,Performing research and development,,,Business enterprise,,,Casting of iron and steel,Percentage (%),Undefined,Units,,0.0030059703688069
2008,Funding research and development,,,Business enterprise,Overseas,European Commission grants,,Percentage (%),Undefined,Units,,0.0030059703688069
2008,Performing research and development,,,Business enterprise,,,Other non-metallic mineral products,Percentage (%),Undefined,Units,,0.0033897112669525
2008,Performing research and development,,,Business enterprise,,,"Pulp, paper and paper products; Printing; Wood and straw products",Percentage (%),Undefined,Units,,0.0035815817160253
2008,Performing research and development,England,Yorkshire and the Humber,Government,,,,Percentage (%),Undefined,Units,E12000003,0.0036455385323829
2008,Performing research and development,,,Business enterprise,,,Public administration,Percentage (%),Undefined,Units,,0.0045409339613892
2008,Performing research and development,,,Business enterprise,,,Non-ferrous metals,Percentage (%),Undefined,Units,,0.0046048907777468
2008,Performing research and development,,,Business enterprise,,,Fabricated metal products except machinery and equipment,Percentage (%),Undefined,Units,,0.0046688475941044
2008,Performing research and development,,,Business enterprise,,,Wholesale and retail trade,Percentage (%),Undefined,Units,,0.004732804410462
2008,Performing research and development,,,Business enterprise,,,Rubber and plastic products,Percentage (%),Undefined,Units,,0.0049886316758924
2008,Performing research and development,England,North West,Government,,,,Percentage (%),Undefined,Units,E12000002,0.0053084157576804
2008,Performing research and development,,,Business enterprise,,,"Agriculture, hunting and forestry; Fishing",Percentage (%),Undefined,Units,,0.0056281998394683
2008,Performing research and development,,,Business enterprise,,,Extractive Industries,Percentage (%),Undefined,Units,,0.0057561134721835
2008,Performing research and development,,,Business enterprise,,,Refined petroleum products and coke oven products,Percentage (%),Undefined,Units,,0.0060119407376139
2008,Performing research and development,England,East Midlands,Government,,,,Percentage (%),Undefined,Units,E12000004,0.0060119407376139
2008,Performing research and development,,,Business enterprise,,,Computers and peripheral equipment,Percentage (%),Undefined,Units,,0.0078666884119842
