Year,Units,Value
2012/13,Percentage (%),48.9
2013/14,Percentage (%),58.0
2014/15,Percentage (%),64.1
2015/16,Percentage (%),67.3
2016/17,Percentage (%),69.0
2017/18,Percentage (%),70.2
