Year,Units,Value
2014,Growth rate (%),0.62934
2015,Growth rate (%),9.906989999999999
2016,Growth rate (%),5.68044
2013,Percentage (%) of gross domestic product (GDP),7.068410000000001
2014,Percentage (%) of gross domestic product (GDP),6.90924
2015,Percentage (%) of gross domestic product (GDP),7.41945
2016,Percentage (%) of gross domestic product (GDP),7.703069999999999
