Year,Value
1981,14.7
1982,14.4
1983,14.0
1984,14.0
1985,14.7
1986,14.2
1987,13.4
1988,14.4
1989,12.7
1990,13.2
1991,12.8
1992,12.9
1993,12.5
1994,12.1
1995,12.1
1996,11.6
1997,11.4
1998,12.4
1999,12.2
2000,11.9
2001,11.5
2002,11.2
2003,10.9
2004,11.1
2005,10.7
2006,10.4
2007,10.0
2008,10.5
2009,10.3
2010,10.2
2011,10.9
2012,10.7
2013,11.1
2014,10.8
2015,10.9
2016,10.4
2017,10.1
