Year,Value
1998,29.24658581932796
1999,30.14806718093474
2000,31.273908996508144
2001,31.81508141573591
2002,31.885774150142502
2003,32.86347033880516
2004,34.95978510230021
2005,36.48576889157128
2006,37.93762824453688
2007,38.93964866658028
2008,40.99316870742301
2009,40.44277707224647
2010,42.23742356036782
2011,42.691242660124296
2012,43.2278564367247
2013,43.54521023870527
2014,43.2150238059596
2015,43.44626061358115
2016,44.17072348445614
2017,45.633222451976394
