Year,Observation status,Unit multiplier,Unit measure,Value
2009,Undefined,Thousands,GBP (£),820643.0
2010,Undefined,Thousands,GBP (£),784772.0
2011,Undefined,Thousands,GBP (£),843898.0
2012,Undefined,Thousands,GBP (£),959304.0
2013,Undefined,Thousands,GBP (£),912792.0
2014,Undefined,Thousands,GBP (£),1045836.0
2015,Undefined,Thousands,GBP (£),1462161.0
2016,Undefined,Thousands,GBP (£),1382059.0
2017,Undefined,Thousands,GBP (£),1490295.0
