Year,Food price index,Unit measure,Unit multiplier,Observation status,Value
2013 12,Fruit,Index,Units,Undefined,-0.10683206373675642
2014 01,Fruit,Index,Units,Undefined,-0.04379770278506196
2014 02,Fruit,Index,Units,Undefined,-0.16482453132082153
2014 03,Fruit,Index,Units,Undefined,-0.0821954149246926
2014 04,Fruit,Index,Units,Undefined,-0.09748976280156485
2014 05,Fruit,Index,Units,Undefined,-0.12668064053160905
2014 06,Fruit,Index,Units,Undefined,-0.14421292734131888
2014 07,Fruit,Index,Units,Undefined,-0.17905609004144862
2014 08,Fruit,Index,Units,Undefined,-0.13518988978521854
2014 09,Fruit,Index,Units,Undefined,-0.1833926038886499
2014 10,Fruit,Index,Units,Undefined,-0.0391599734542209
2014 11,Fruit,Index,Units,Undefined,0.0008878738519772986
2014 12,Fruit,Index,Units,Undefined,0.006703174572712373
2015 01,Fruit,Index,Units,Undefined,-0.110753030241277
2015 02,Fruit,Index,Units,Undefined,-0.10202978112571381
2015 03,Fruit,Index,Units,Undefined,-0.15495808031117358
2015 04,Fruit,Index,Units,Undefined,-0.13449012366894808
2015 05,Fruit,Index,Units,Undefined,-0.07238882865643828
2015 06,Fruit,Index,Units,Undefined,-0.0681816289833555
2015 07,Fruit,Index,Units,Undefined,-0.10560202110216824
2015 08,Fruit,Index,Units,Undefined,-0.1285258092181049
2015 09,Fruit,Index,Units,Undefined,-0.10222718100728011
2015 10,Fruit,Index,Units,Undefined,-0.12863600506867806
2015 11,Fruit,Index,Units,Undefined,-0.10307555652006385
2015 12,Fruit,Index,Units,Undefined,-0.08787218508518638
2016 01,Fruit,Index,Units,Undefined,-0.13576264698391363
2016 02,Fruit,Index,Units,Undefined,-0.1197946773697419
2016 03,Fruit,Index,Units,Undefined,-0.04258030217231558
2016 04,Fruit,Index,Units,Undefined,-0.09184702369143556
2016 05,Fruit,Index,Units,Undefined,-0.09503690838424901
2016 06,Fruit,Index,Units,Undefined,-0.10146905657195675
2016 07,Fruit,Index,Units,Undefined,-0.1010962653432592
2016 08,Fruit,Index,Units,Undefined,-0.04945995345657887
2016 09,Fruit,Index,Units,Undefined,0.0326182326786854
2016 10,Fruit,Index,Units,Undefined,0.0026532151495167154
2016 11,Fruit,Index,Units,Undefined,0.04976385434175527
2016 12,Fruit,Index,Units,Undefined,-0.000936316992150639
2017 01,Fruit,Index,Units,Undefined,-0.061403210956638955
2017 02,Fruit,Index,Units,Undefined,-0.03154900372020196
2017 03,Fruit,Index,Units,Undefined,-0.06281866397320668
2017 04,Fruit,Index,Units,Undefined,0.01766093492344803
2017 05,Fruit,Index,Units,Undefined,-0.008653751467436634
2017 06,Fruit,Index,Units,Undefined,0.002093282435936957
2017 07,Fruit,Index,Units,Undefined,0.007558832320631675
2017 08,Fruit,Index,Units,Undefined,-0.03323656887675109
2017 09,Fruit,Index,Units,Undefined,-0.04538642973631808
2017 10,Fruit,Index,Units,Undefined,0.04109723994872236
2017 11,Fruit,Index,Units,Undefined,0.049871026354036375
2017 12,Fruit,Index,Units,Undefined,0.05405686002529597
2018 01,Fruit,Index,Units,Undefined,0.14577124128419955
2018 02,Fruit,Index,Units,Undefined,0.09742837880010667
2018 03,Fruit,Index,Units,Undefined,0.0034940837122504776
2018 04,Fruit,Index,Units,Undefined,-0.04001155782412309
2018 05,Fruit,Index,Units,Undefined,-0.029452381590970213
2018 06,Fruit,Index,Units,Undefined,-0.05251590726210385
2018 07,Fruit,Index,Units,Undefined,-0.03138261701784198
2018 08,Fruit,Index,Units,Undefined,-0.027752585630096048
2018 09,Fruit,Index,Units,Undefined,0.0011262365316593223
2018 10,Fruit,Index,Units,Undefined,0.030056323614734915
2018 11,Fruit,Index,Units,Undefined,-0.039871351639195064
2018 12,Fruit,Index,Units,Undefined,-0.08421855787045786
2019 01,Fruit,Index,Units,Undefined,-0.038931377968457796
2019 02,Fruit,Index,Units,Undefined,-0.10873746053426528
2019 03,Fruit,Index,Units,Undefined,-0.14575123769119405
2019 04,Fruit,Index,Units,Undefined,-0.12131405521443814
2019 05,Fruit,Index,Units,Undefined,-0.1577251011250731
2019 06,Fruit,Index,Units,Undefined,-0.016929541409389876
2000 01,Vegetables,Index,Units,Undefined,
2000 02,Vegetables,Index,Units,Undefined,
2000 03,Vegetables,Index,Units,Undefined,
2000 04,Vegetables,Index,Units,Undefined,
2000 05,Vegetables,Index,Units,Undefined,
2000 06,Vegetables,Index,Units,Undefined,
2000 07,Vegetables,Index,Units,Undefined,
2000 08,Vegetables,Index,Units,Undefined,
2000 09,Vegetables,Index,Units,Undefined,
2000 10,Vegetables,Index,Units,Undefined,
2000 11,Vegetables,Index,Units,Undefined,
2000 12,Vegetables,Index,Units,Undefined,
2001 01,Vegetables,Index,Units,Undefined,
2001 02,Vegetables,Index,Units,Undefined,
2001 03,Vegetables,Index,Units,Undefined,0.18995891487915526
2001 04,Vegetables,Index,Units,Undefined,0.2962576717102045
2001 05,Vegetables,Index,Units,Undefined,0.5330826062235441
2001 06,Vegetables,Index,Units,Undefined,0.35019596916158446
2001 07,Vegetables,Index,Units,Undefined,-0.13917899202772585
2001 08,Vegetables,Index,Units,Undefined,-0.27318427727146394
2001 09,Vegetables,Index,Units,Undefined,-0.25726577784745697
2001 10,Vegetables,Index,Units,Undefined,-0.10254665369089888
2001 11,Vegetables,Index,Units,Undefined,-0.18823350251080667
2001 12,Vegetables,Index,Units,Undefined,-0.11020226835363403
2002 01,Vegetables,Index,Units,Undefined,0.1179170808762614
2002 02,Vegetables,Index,Units,Undefined,0.07731141760671156
2002 03,Vegetables,Index,Units,Undefined,0.09354362498773677
2002 04,Vegetables,Index,Units,Undefined,-0.146515139828703
2002 05,Vegetables,Index,Units,Undefined,-0.44672047451531094
2002 06,Vegetables,Index,Units,Undefined,-0.5445802863674747
2002 07,Vegetables,Index,Units,Undefined,-0.34076274587729194
2002 08,Vegetables,Index,Units,Undefined,-0.2507758785624775
2002 09,Vegetables,Index,Units,Undefined,-0.11820646743931684
2002 10,Vegetables,Index,Units,Undefined,-0.0976252969004814
2002 11,Vegetables,Index,Units,Undefined,-0.05067681222229263
2002 12,Vegetables,Index,Units,Undefined,-0.15127375632897114
2003 01,Vegetables,Index,Units,Undefined,-0.24062555035716107
2003 02,Vegetables,Index,Units,Undefined,-0.11882482860664928
2003 03,Vegetables,Index,Units,Undefined,-0.14175745106955062
2003 04,Vegetables,Index,Units,Undefined,-0.015858786106827158
2003 05,Vegetables,Index,Units,Undefined,0.015350566153415648
2003 06,Vegetables,Index,Units,Undefined,0.04402930901881435
2003 07,Vegetables,Index,Units,Undefined,-0.010286202067142022
2003 08,Vegetables,Index,Units,Undefined,0.031230495508269313
2003 09,Vegetables,Index,Units,Undefined,0.16792749345289246
2003 10,Vegetables,Index,Units,Undefined,0.1358822371586211
2003 11,Vegetables,Index,Units,Undefined,0.14463679563101403
2003 12,Vegetables,Index,Units,Undefined,0.11291807760905774
2004 01,Vegetables,Index,Units,Undefined,0.07390718539989548
2004 02,Vegetables,Index,Units,Undefined,-0.015545070719931768
2004 03,Vegetables,Index,Units,Undefined,-0.0007644121787960118
2004 04,Vegetables,Index,Units,Undefined,-0.14520179336927572
2004 05,Vegetables,Index,Units,Undefined,-0.11069947162142592
2004 06,Vegetables,Index,Units,Undefined,-0.12565971736916484
2004 07,Vegetables,Index,Units,Undefined,-0.11989111961734018
2004 08,Vegetables,Index,Units,Undefined,-0.1798160267007493
2004 09,Vegetables,Index,Units,Undefined,-0.24125625209260748
2004 10,Vegetables,Index,Units,Undefined,-0.140438764853654
2004 11,Vegetables,Index,Units,Undefined,-0.15148455633440597
2004 12,Vegetables,Index,Units,Undefined,-0.044563836018185136
2005 01,Vegetables,Index,Units,Undefined,0.0675955681376608
2005 02,Vegetables,Index,Units,Undefined,0.2159880818093975
2005 03,Vegetables,Index,Units,Undefined,0.2851180927591497
2005 04,Vegetables,Index,Units,Undefined,0.11922281781315842
2005 05,Vegetables,Index,Units,Undefined,0.027030740288311143
2005 06,Vegetables,Index,Units,Undefined,-0.02023470305548951
2005 07,Vegetables,Index,Units,Undefined,-0.005047954528177863
2005 08,Vegetables,Index,Units,Undefined,-0.04991100804069896
2005 09,Vegetables,Index,Units,Undefined,-0.03985713036408038
2005 10,Vegetables,Index,Units,Undefined,-0.13003137228731482
2005 11,Vegetables,Index,Units,Undefined,-0.10392738787994454
2005 12,Vegetables,Index,Units,Undefined,-0.047057458069219
2006 01,Vegetables,Index,Units,Undefined,-0.1023210536359283
2006 02,Vegetables,Index,Units,Undefined,-0.12774046619355992
2006 03,Vegetables,Index,Units,Undefined,-0.26038332601496045
2006 04,Vegetables,Index,Units,Undefined,-0.2046572888214088
2006 05,Vegetables,Index,Units,Undefined,-0.021169942954192417
2006 06,Vegetables,Index,Units,Undefined,0.09236441194365783
2006 07,Vegetables,Index,Units,Undefined,0.14071506194614475
2006 08,Vegetables,Index,Units,Undefined,0.10407195733700801
2006 09,Vegetables,Index,Units,Undefined,0.12335071636521766
2006 10,Vegetables,Index,Units,Undefined,0.23528515515622805
2006 11,Vegetables,Index,Units,Undefined,0.38978111272433635
2006 12,Vegetables,Index,Units,Undefined,0.21330075280437114
2007 01,Vegetables,Index,Units,Undefined,0.22656847656060977
2007 02,Vegetables,Index,Units,Undefined,0.24080709871388195
2007 03,Vegetables,Index,Units,Undefined,0.26845414382171057
2007 04,Vegetables,Index,Units,Undefined,0.41518407050748307
2007 05,Vegetables,Index,Units,Undefined,0.21831238224890342
2007 06,Vegetables,Index,Units,Undefined,0.21761487189856885
2007 07,Vegetables,Index,Units,Undefined,0.1095919137841952
2007 08,Vegetables,Index,Units,Undefined,0.21103808000481625
2007 09,Vegetables,Index,Units,Undefined,0.11109615074393231
2007 10,Vegetables,Index,Units,Undefined,0.13451567207683301
2007 11,Vegetables,Index,Units,Undefined,0.017025276500363607
2007 12,Vegetables,Index,Units,Undefined,0.1329963389172194
2008 01,Vegetables,Index,Units,Undefined,0.11146062103397389
2008 02,Vegetables,Index,Units,Undefined,0.0446111256667614
2008 03,Vegetables,Index,Units,Undefined,-0.0047714935607960345
2008 04,Vegetables,Index,Units,Undefined,0.021433151383639763
2008 05,Vegetables,Index,Units,Undefined,0.1523796490975272
2008 06,Vegetables,Index,Units,Undefined,0.1681942861227892
2008 07,Vegetables,Index,Units,Undefined,0.27099204912018077
2008 08,Vegetables,Index,Units,Undefined,0.22189995025031123
2008 09,Vegetables,Index,Units,Undefined,0.22443065232676582
2008 10,Vegetables,Index,Units,Undefined,0.18600215183899382
2008 11,Vegetables,Index,Units,Undefined,0.3537954488565469
2008 12,Vegetables,Index,Units,Undefined,0.40085380714838953
2009 01,Vegetables,Index,Units,Undefined,0.4325983712972414
2009 02,Vegetables,Index,Units,Undefined,0.4922523026800055
2009 03,Vegetables,Index,Units,Undefined,0.3550667788524737
2009 04,Vegetables,Index,Units,Undefined,0.1841087121215599
2009 05,Vegetables,Index,Units,Undefined,0.09162858567593221
2009 06,Vegetables,Index,Units,Undefined,0.021326667575896654
2009 07,Vegetables,Index,Units,Undefined,-0.06710467386684597
2009 08,Vegetables,Index,Units,Undefined,-0.18645167808489144
2009 09,Vegetables,Index,Units,Undefined,-0.21913465578579627
2009 10,Vegetables,Index,Units,Undefined,-0.14049441004840357
2009 11,Vegetables,Index,Units,Undefined,-0.2820418200845882
2009 12,Vegetables,Index,Units,Undefined,-0.31582283693386687
2010 01,Vegetables,Index,Units,Undefined,-0.20082459466605881
2010 02,Vegetables,Index,Units,Undefined,-0.22596024114769128
2010 03,Vegetables,Index,Units,Undefined,-0.12431226356540476
2010 04,Vegetables,Index,Units,Undefined,-0.11166027957881493
2010 05,Vegetables,Index,Units,Undefined,-0.1743952491616019
2010 06,Vegetables,Index,Units,Undefined,-0.14909339254756715
2010 07,Vegetables,Index,Units,Undefined,0.007431370922201712
2010 08,Vegetables,Index,Units,Undefined,0.08711486802205261
2010 09,Vegetables,Index,Units,Undefined,0.11409824119311546
2010 10,Vegetables,Index,Units,Undefined,0.01067689552869278
2010 11,Vegetables,Index,Units,Undefined,0.045262854735454716
2010 12,Vegetables,Index,Units,Undefined,0.13369690442580479
2011 01,Vegetables,Index,Units,Undefined,0.030157787977032377
2011 02,Vegetables,Index,Units,Undefined,-0.03248558732414672
2011 03,Vegetables,Index,Units,Undefined,-0.09912809251505562
2011 04,Vegetables,Index,Units,Undefined,-0.06912050934905667
2011 05,Vegetables,Index,Units,Undefined,0.024218554441597238
2011 06,Vegetables,Index,Units,Undefined,0.04294424518336427
2011 07,Vegetables,Index,Units,Undefined,0.0212148531642724
2011 08,Vegetables,Index,Units,Undefined,-0.034414678780600456
2011 09,Vegetables,Index,Units,Undefined,-0.042821467695171186
2011 10,Vegetables,Index,Units,Undefined,-0.12351128038720312
2011 11,Vegetables,Index,Units,Undefined,-0.17618899835243793
2011 12,Vegetables,Index,Units,Undefined,-0.11242103126700183
2012 01,Vegetables,Index,Units,Undefined,-0.13512801204800365
2012 02,Vegetables,Index,Units,Undefined,0.02949717045694274
2012 03,Vegetables,Index,Units,Undefined,0.01041761896125742
2012 04,Vegetables,Index,Units,Undefined,-0.09689718715125728
2012 05,Vegetables,Index,Units,Undefined,-0.1537625998963176
2012 06,Vegetables,Index,Units,Undefined,-0.08745413215361005
2012 07,Vegetables,Index,Units,Undefined,-0.11582567422866856
2012 08,Vegetables,Index,Units,Undefined,-0.099567156459052
2012 09,Vegetables,Index,Units,Undefined,-0.06114742228658767
2012 10,Vegetables,Index,Units,Undefined,0.04911014156452332
2012 11,Vegetables,Index,Units,Undefined,0.16335178246063156
2012 12,Vegetables,Index,Units,Undefined,0.11222485566239268
2013 01,Vegetables,Index,Units,Undefined,0.1995564124740277
2013 02,Vegetables,Index,Units,Undefined,0.14137383092004976
2013 03,Vegetables,Index,Units,Undefined,0.10832002867278412
2013 04,Vegetables,Index,Units,Undefined,0.22738257752324037
2013 05,Vegetables,Index,Units,Undefined,0.15881275843932088
2013 06,Vegetables,Index,Units,Undefined,0.013453166089897939
2013 07,Vegetables,Index,Units,Undefined,0.01049958111730781
2013 08,Vegetables,Index,Units,Undefined,0.03489842268188245
2013 09,Vegetables,Index,Units,Undefined,0.10101193507427102
2013 10,Vegetables,Index,Units,Undefined,0.026782117329852154
2013 11,Vegetables,Index,Units,Undefined,-0.067367626491916
2013 12,Vegetables,Index,Units,Undefined,-0.10247968834951351
2014 01,Vegetables,Index,Units,Undefined,-0.1282071552316064
2014 02,Vegetables,Index,Units,Undefined,-0.21466261907178832
2014 03,Vegetables,Index,Units,Undefined,-0.29874479240865764
2014 04,Vegetables,Index,Units,Undefined,-0.4543693074451932
2014 05,Vegetables,Index,Units,Undefined,-0.5399011573080654
2014 06,Vegetables,Index,Units,Undefined,-0.4101519544103757
2014 07,Vegetables,Index,Units,Undefined,-0.39857498897586896
2014 08,Vegetables,Index,Units,Undefined,-0.4078934255871553
2014 09,Vegetables,Index,Units,Undefined,-0.471266486517204
2014 10,Vegetables,Index,Units,Undefined,-0.48041540123161514
2014 11,Vegetables,Index,Units,Undefined,-0.45436048931836087
2014 12,Vegetables,Index,Units,Undefined,-0.4667022521150435
2015 01,Vegetables,Index,Units,Undefined,-0.4962121061135536
2015 02,Vegetables,Index,Units,Undefined,-0.47847369712323384
2015 03,Vegetables,Index,Units,Undefined,-0.40926286182906113
2015 04,Vegetables,Index,Units,Undefined,-0.33632097675264117
2015 05,Vegetables,Index,Units,Undefined,-0.22065641759615717
2015 06,Vegetables,Index,Units,Undefined,-0.2014431891158319
2015 07,Vegetables,Index,Units,Undefined,-0.27887856395281124
2015 08,Vegetables,Index,Units,Undefined,-0.25793979583009113
2015 09,Vegetables,Index,Units,Undefined,-0.24083039846998322
2015 10,Vegetables,Index,Units,Undefined,-0.2177288848842528
2015 11,Vegetables,Index,Units,Undefined,-0.1903220064639239
2015 12,Vegetables,Index,Units,Undefined,-0.35451364947763925
2016 01,Vegetables,Index,Units,Undefined,-0.3042713118055232
2016 02,Vegetables,Index,Units,Undefined,-0.19622991615734567
2016 03,Vegetables,Index,Units,Undefined,-0.2938374674582202
2016 04,Vegetables,Index,Units,Undefined,-0.2850870448173077
2016 05,Vegetables,Index,Units,Undefined,-0.36218383733061554
2016 06,Vegetables,Index,Units,Undefined,-0.42641338505560406
2016 07,Vegetables,Index,Units,Undefined,-0.2776272310012812
2016 08,Vegetables,Index,Units,Undefined,-0.31459827282074354
2016 09,Vegetables,Index,Units,Undefined,-0.2683907061180569
2016 10,Vegetables,Index,Units,Undefined,-0.33040191973864774
2016 11,Vegetables,Index,Units,Undefined,-0.31267193149658556
2016 12,Vegetables,Index,Units,Undefined,-0.16391859937874115
2017 01,Vegetables,Index,Units,Undefined,-0.1110132522212472
2017 02,Vegetables,Index,Units,Undefined,-0.08977406393929618
2017 03,Vegetables,Index,Units,Undefined,0.03064042181371246
2017 04,Vegetables,Index,Units,Undefined,0.04212968984584541
2017 05,Vegetables,Index,Units,Undefined,0.02361970315402387
2017 06,Vegetables,Index,Units,Undefined,0.0114190172620821
2017 07,Vegetables,Index,Units,Undefined,-0.02102863552900797
2017 08,Vegetables,Index,Units,Undefined,0.019608006431353686
2017 09,Vegetables,Index,Units,Undefined,-0.029142148722943947
2017 10,Vegetables,Index,Units,Undefined,0.1996732524125267
2017 11,Vegetables,Index,Units,Undefined,0.17477466290874352
2017 12,Vegetables,Index,Units,Undefined,0.05938931760976558
2018 01,Vegetables,Index,Units,Undefined,0.06983694752432888
2018 02,Vegetables,Index,Units,Undefined,-0.056430567457624065
2018 03,Vegetables,Index,Units,Undefined,-0.02829877136492294
2018 04,Vegetables,Index,Units,Undefined,-0.08956690028230241
2018 05,Vegetables,Index,Units,Undefined,0.008395305663342028
2018 06,Vegetables,Index,Units,Undefined,-0.0009092083420696225
2018 07,Vegetables,Index,Units,Undefined,-0.026585013512058053
2018 08,Vegetables,Index,Units,Undefined,0.06999436949976691
2018 09,Vegetables,Index,Units,Undefined,0.05889643719971111
2018 10,Vegetables,Index,Units,Undefined,-0.0002364209675994513
2018 11,Vegetables,Index,Units,Undefined,0.05684637830728575
2018 12,Vegetables,Index,Units,Undefined,0.13139673713497568
2019 01,Vegetables,Index,Units,Undefined,0.06732782044416058
2019 02,Vegetables,Index,Units,Undefined,0.16590876416720882
2019 03,Vegetables,Index,Units,Undefined,0.19420583368541935
2019 04,Vegetables,Index,Units,Undefined,0.1700690452228859
2019 05,Vegetables,Index,Units,Undefined,0.09323197697652458
2019 06,Vegetables,Index,Units,Undefined,0.1615168302016666
2000 01,Sugars,Index,Units,Undefined,
2000 02,Sugars,Index,Units,Undefined,
2000 03,Sugars,Index,Units,Undefined,
2000 04,Sugars,Index,Units,Undefined,
2000 05,Sugars,Index,Units,Undefined,
2000 06,Sugars,Index,Units,Undefined,
2000 07,Sugars,Index,Units,Undefined,
2000 08,Sugars,Index,Units,Undefined,
2000 09,Sugars,Index,Units,Undefined,
2000 10,Sugars,Index,Units,Undefined,
2000 11,Sugars,Index,Units,Undefined,
2000 12,Sugars,Index,Units,Undefined,
2001 01,Sugars,Index,Units,Undefined,
2001 02,Sugars,Index,Units,Undefined,
2001 03,Sugars,Index,Units,Undefined,0.19830273245287094
2001 04,Sugars,Index,Units,Undefined,-0.05261124059811322
2001 05,Sugars,Index,Units,Undefined,0.09826758870662161
2001 06,Sugars,Index,Units,Undefined,-0.03221935890825785
2001 07,Sugars,Index,Units,Undefined,0.09477218494003074
2001 08,Sugars,Index,Units,Undefined,0.029502358730440832
2001 09,Sugars,Index,Units,Undefined,-0.05635761715340952
2001 10,Sugars,Index,Units,Undefined,-0.2939772026734625
2001 11,Sugars,Index,Units,Undefined,-0.21411369588411006
2001 12,Sugars,Index,Units,Undefined,-0.04723422974640511
2002 01,Sugars,Index,Units,Undefined,0.07128245107900939
2002 02,Sugars,Index,Units,Undefined,0.14007208896803913
2002 03,Sugars,Index,Units,Undefined,0.20316908950422025
2002 04,Sugars,Index,Units,Undefined,0.2341210292084119
2002 05,Sugars,Index,Units,Undefined,0.12342528002792111
2002 06,Sugars,Index,Units,Undefined,0.15790995072245956
2002 07,Sugars,Index,Units,Undefined,0.3589097662972925
2002 08,Sugars,Index,Units,Undefined,0.39433272434000505
2002 09,Sugars,Index,Units,Undefined,0.3383158510307459
2002 10,Sugars,Index,Units,Undefined,0.2981669838661573
2002 11,Sugars,Index,Units,Undefined,0.09366776176806327
2002 12,Sugars,Index,Units,Undefined,-0.05002194672264498
2003 01,Sugars,Index,Units,Undefined,0.20255234486204948
2003 02,Sugars,Index,Units,Undefined,0.6029910124202046
2003 03,Sugars,Index,Units,Undefined,0.6536763548436565
2003 04,Sugars,Index,Units,Undefined,0.5131699716129401
2003 05,Sugars,Index,Units,Undefined,0.5209083571545765
2003 06,Sugars,Index,Units,Undefined,0.47848899668926503
2003 07,Sugars,Index,Units,Undefined,0.43595789104382976
2003 08,Sugars,Index,Units,Undefined,0.38328054356474806
2003 09,Sugars,Index,Units,Undefined,0.39440170109188305
2003 10,Sugars,Index,Units,Undefined,0.2878157042525549
2003 11,Sugars,Index,Units,Undefined,0.21860417321950584
2003 12,Sugars,Index,Units,Undefined,0.24513192882258875
2004 01,Sugars,Index,Units,Undefined,0.04260316248220722
2004 02,Sugars,Index,Units,Undefined,-0.1815854214732518
2004 03,Sugars,Index,Units,Undefined,-0.4132060120751376
2004 04,Sugars,Index,Units,Undefined,0.13786779161055474
2004 05,Sugars,Index,Units,Undefined,0.1475340789118681
2004 06,Sugars,Index,Units,Undefined,0.16906940968028897
2004 07,Sugars,Index,Units,Undefined,-0.04526055383291852
2004 08,Sugars,Index,Units,Undefined,-0.059496798591682616
2004 09,Sugars,Index,Units,Undefined,-0.07233797522093867
2004 10,Sugars,Index,Units,Undefined,-0.03900858412291176
2004 11,Sugars,Index,Units,Undefined,-0.03193996593106651
2004 12,Sugars,Index,Units,Undefined,-0.07567615201714925
2005 01,Sugars,Index,Units,Undefined,0.04799009668233533
2005 02,Sugars,Index,Units,Undefined,0.03540126145683388
2005 03,Sugars,Index,Units,Undefined,0.15915296542770777
2005 04,Sugars,Index,Units,Undefined,-0.05806636916482405
2005 05,Sugars,Index,Units,Undefined,0.1237676642415202
2005 06,Sugars,Index,Units,Undefined,-0.013720385898687584
2005 07,Sugars,Index,Units,Undefined,0.024871154015928088
2005 08,Sugars,Index,Units,Undefined,-0.07025361588732754
2005 09,Sugars,Index,Units,Undefined,-0.09012283013856687
2005 10,Sugars,Index,Units,Undefined,0.06670186495234148
2005 11,Sugars,Index,Units,Undefined,0.09893629860295491
2005 12,Sugars,Index,Units,Undefined,0.006307372234927951
2006 01,Sugars,Index,Units,Undefined,0.07206627561939996
2006 02,Sugars,Index,Units,Undefined,0.18704982584836952
2006 03,Sugars,Index,Units,Undefined,0.18231353339884315
2006 04,Sugars,Index,Units,Undefined,0.3923518689758772
2006 05,Sugars,Index,Units,Undefined,0.3571942581422785
2006 06,Sugars,Index,Units,Undefined,0.4325221171486285
2006 07,Sugars,Index,Units,Undefined,0.10537442287483298
2006 08,Sugars,Index,Units,Undefined,0.3063217453151198
2006 09,Sugars,Index,Units,Undefined,0.1981096068077161
2006 10,Sugars,Index,Units,Undefined,0.06823417453459953
2006 11,Sugars,Index,Units,Undefined,-0.03611271969102529
2006 12,Sugars,Index,Units,Undefined,0.04727577886717983
2007 01,Sugars,Index,Units,Undefined,0.05231963180039615
2007 02,Sugars,Index,Units,Undefined,0.14985966585122668
2007 03,Sugars,Index,Units,Undefined,0.15595860098704634
2007 04,Sugars,Index,Units,Undefined,0.19569866392995494
2007 05,Sugars,Index,Units,Undefined,0.03960788459507744
2007 06,Sugars,Index,Units,Undefined,-0.03130759335491764
2007 07,Sugars,Index,Units,Undefined,-0.1084504855063991
2007 08,Sugars,Index,Units,Undefined,-0.09574008759764345
2007 09,Sugars,Index,Units,Undefined,0.0044144563554149065
2007 10,Sugars,Index,Units,Undefined,0.10105636068906107
2007 11,Sugars,Index,Units,Undefined,0.3148432505653215
2007 12,Sugars,Index,Units,Undefined,0.6825436617699159
2008 01,Sugars,Index,Units,Undefined,0.6912401177174547
2008 02,Sugars,Index,Units,Undefined,0.4450635381668491
2008 03,Sugars,Index,Units,Undefined,0.6460137109850277
2008 04,Sugars,Index,Units,Undefined,0.5500912273247989
2008 05,Sugars,Index,Units,Undefined,0.5792883568204376
2008 06,Sugars,Index,Units,Undefined,0.5595475103898363
2008 07,Sugars,Index,Units,Undefined,0.6803749502240525
2008 08,Sugars,Index,Units,Undefined,0.8856706550659693
2008 09,Sugars,Index,Units,Undefined,0.7971312100257258
2008 10,Sugars,Index,Units,Undefined,0.928783652251931
2008 11,Sugars,Index,Units,Undefined,0.859343678238583
2008 12,Sugars,Index,Units,Undefined,0.5310910621368079
2009 01,Sugars,Index,Units,Undefined,0.7961762215432155
2009 02,Sugars,Index,Units,Undefined,0.95722130960256
2009 03,Sugars,Index,Units,Undefined,0.7734784656677276
2009 04,Sugars,Index,Units,Undefined,0.40571676664575823
2009 05,Sugars,Index,Units,Undefined,0.47236959953813956
2009 06,Sugars,Index,Units,Undefined,0.21488421233418603
2009 07,Sugars,Index,Units,Undefined,0.4353424646789881
2009 08,Sugars,Index,Units,Undefined,0.2245234523105101
2009 09,Sugars,Index,Units,Undefined,0.4306234979602447
2009 10,Sugars,Index,Units,Undefined,0.24851091687677682
2009 11,Sugars,Index,Units,Undefined,0.17917316942239578
2009 12,Sugars,Index,Units,Undefined,0.21064773823157695
2010 01,Sugars,Index,Units,Undefined,0.14724877455129137
2010 02,Sugars,Index,Units,Undefined,-0.020250041168120826
2010 03,Sugars,Index,Units,Undefined,0.2084611689314393
2010 04,Sugars,Index,Units,Undefined,0.2958684922398796
2010 05,Sugars,Index,Units,Undefined,0.24310058506400498
2010 06,Sugars,Index,Units,Undefined,0.19491161571949517
2010 07,Sugars,Index,Units,Undefined,-0.019097634916835797
2010 08,Sugars,Index,Units,Undefined,0.05449648861859969
2010 09,Sugars,Index,Units,Undefined,0.1044819518219009
2010 10,Sugars,Index,Units,Undefined,0.10746993076592683
2010 11,Sugars,Index,Units,Undefined,0.36489608940025275
2010 12,Sugars,Index,Units,Undefined,0.3556941813903339
2011 01,Sugars,Index,Units,Undefined,0.586174052035155
2011 02,Sugars,Index,Units,Undefined,0.6480631045049138
2011 03,Sugars,Index,Units,Undefined,0.34245555227983665
2011 04,Sugars,Index,Units,Undefined,0.3496197992407411
2011 05,Sugars,Index,Units,Undefined,0.32144638934524783
2011 06,Sugars,Index,Units,Undefined,0.44070300560127135
2011 07,Sugars,Index,Units,Undefined,0.2836147708102057
2011 08,Sugars,Index,Units,Undefined,0.32856713583832303
2011 09,Sugars,Index,Units,Undefined,0.4183322618958529
2011 10,Sugars,Index,Units,Undefined,0.49753650008475425
2011 11,Sugars,Index,Units,Undefined,0.05340569735906559
2011 12,Sugars,Index,Units,Undefined,0.01853202306740235
2012 01,Sugars,Index,Units,Undefined,-0.12065256844713612
2012 02,Sugars,Index,Units,Undefined,0.10490899550211366
2012 03,Sugars,Index,Units,Undefined,-0.2758583208027067
2012 04,Sugars,Index,Units,Undefined,0.04264696678860991
2012 05,Sugars,Index,Units,Undefined,0.11623457377992846
2012 06,Sugars,Index,Units,Undefined,-0.15012933469000986
2012 07,Sugars,Index,Units,Undefined,0.05801371096275461
2012 08,Sugars,Index,Units,Undefined,-0.138430752786506
2012 09,Sugars,Index,Units,Undefined,-0.22452981494772925
2012 10,Sugars,Index,Units,Undefined,0.09707296338217779
2012 11,Sugars,Index,Units,Undefined,0.294746927840254
2012 12,Sugars,Index,Units,Undefined,0.22368216929290752
2013 01,Sugars,Index,Units,Undefined,0.2056709721219414
