Year,Country,Observation status,Unit multiplier,Unit measure,GeoCode,Value
2017,England,Undefined,Units,Percentage (%),E92000001,5.0
2017,Scotland,Undefined,Units,Percentage (%),S92000003,4.0
2017,Wales,Undefined,Units,Percentage (%),W92000004,4.0
2017,,Undefined,Units,Percentage (%),,5.0
