Year,Country,Region,Ecosystem type,Series,Units,Unit multiplier,Observation status,GeoCode,Value
2007,England,South West,"Mountain, heath, bog",Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000009,83.72018279
2011,England,South West,"Mountain, heath, bog",Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000009,83.72018279
2015,England,South West,"Mountain, heath, bog",Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000009,83.72018279
2019,England,South West,"Mountain, heath, bog",Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000009,84.2954218
1999,England,West Midlands,"Mountain, heath, bog",Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000005,99.9573213
2003,England,West Midlands,"Mountain, heath, bog",Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000005,99.9573213
2007,England,West Midlands,"Mountain, heath, bog",Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000005,99.9573213
2011,England,West Midlands,"Mountain, heath, bog",Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000005,99.9573213
2015,England,West Midlands,"Mountain, heath, bog",Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000005,99.9573213
2019,England,West Midlands,"Mountain, heath, bog",Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000005,99.9573213
1999,England,Yorkshire and The Humber,"Mountain, heath, bog",Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000003,99.66637637
2003,England,Yorkshire and The Humber,"Mountain, heath, bog",Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000003,99.66669745
2007,England,Yorkshire and The Humber,"Mountain, heath, bog",Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000003,99.66669745
2011,England,Yorkshire and The Humber,"Mountain, heath, bog",Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000003,99.66669745
2015,England,Yorkshire and The Humber,"Mountain, heath, bog",Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000003,99.66669745
2019,England,Yorkshire and The Humber,"Mountain, heath, bog",Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000003,99.66669745
1999,England,,"Mountain, heath, bog",Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E92000001,98.5980035808857
2003,England,,"Mountain, heath, bog",Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E92000001,98.7670304634044
2007,England,,"Mountain, heath, bog",Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E92000001,98.7938856057781
2011,England,,"Mountain, heath, bog",Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E92000001,98.79472320622
2015,England,,"Mountain, heath, bog",Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E92000001,98.79472320622
2019,England,,"Mountain, heath, bog",Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E92000001,98.8286035129914
1999,Northern Ireland,,"Mountain, heath, bog",Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,N92000002,85.3215508
2003,Northern Ireland,,"Mountain, heath, bog",Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,N92000002,85.80705948
2007,Northern Ireland,,"Mountain, heath, bog",Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,N92000002,99.13393715
2011,Northern Ireland,,"Mountain, heath, bog",Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,N92000002,99.17376996
2015,Northern Ireland,,"Mountain, heath, bog",Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,N92000002,99.18155109
2019,Northern Ireland,,"Mountain, heath, bog",Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,N92000002,99.18155109
1999,Scotland,,"Mountain, heath, bog",Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,S92000003,51.83104816
2003,Scotland,,"Mountain, heath, bog",Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,S92000003,73.05625495
2007,Scotland,,"Mountain, heath, bog",Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,S92000003,74.48203257
2011,Scotland,,"Mountain, heath, bog",Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,S92000003,81.83802658
2015,Scotland,,"Mountain, heath, bog",Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,S92000003,81.83802658
2019,Scotland,,"Mountain, heath, bog",Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,S92000003,81.83811593
1999,Wales,,"Mountain, heath, bog",Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,W92000004,98.42346754
2003,Wales,,"Mountain, heath, bog",Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,W92000004,98.46614341
2007,Wales,,"Mountain, heath, bog",Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,W92000004,98.46614341
2011,Wales,,"Mountain, heath, bog",Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,W92000004,98.48804987
2015,Wales,,"Mountain, heath, bog",Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,W92000004,98.75698146
2019,Wales,,"Mountain, heath, bog",Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,W92000004,98.75698146
1999,,,"Mountain, heath, bog",Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,,65.4602852965721
2003,,,"Mountain, heath, bog",Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,,80.4433327838655
2007,,,"Mountain, heath, bog",Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,,81.6879946492912
2011,,,"Mountain, heath, bog",Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,,86.864170056075
2015,,,"Mountain, heath, bog",Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,,86.8721366850531
2019,,,"Mountain, heath, bog",Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,,86.8806627648124
1999,England,East,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000006,54.3656792
2003,England,East,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000006,54.3656792
2007,England,East,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000006,54.3731182
2011,England,East,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000006,54.37637543
2015,England,East,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000006,54.37637543
2019,England,East,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000006,54.37637543
1999,England,East Midlands,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000004,0.286331562
2003,England,East Midlands,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000004,0.286331562
2007,England,East Midlands,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000004,0.286331562
2011,England,East Midlands,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000004,0.286331562
2015,England,East Midlands,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000004,0.286331562
2019,England,East Midlands,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000004,0.286331562
1999,England,North East,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000001,14.05665948
2003,England,North East,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000001,14.05665948
2007,England,North East,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000001,14.05665948
2011,England,North East,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000001,14.05665948
2015,England,North East,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000001,14.05665948
2019,England,North East,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000001,14.05665948
1999,England,North West,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000002,9.9284e-05
2003,England,North West,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000002,0.000101648
2007,England,North West,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000002,0.000101648
2011,England,North West,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000002,0.000101648
2015,England,North West,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000002,0.000101648
2019,England,North West,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000002,0.000101648
1999,England,South East,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000008,0.803257332
2003,England,South East,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000008,0.949854089
2007,England,South East,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000008,3.212084043
2011,England,South East,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000008,3.21410359
2015,England,South East,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000008,3.21410359
2019,England,South East,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000008,3.21410359
1999,England,South West,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000009,22.4830323
2003,England,South West,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000009,22.48839452
2007,England,South West,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000009,22.48839452
2011,England,South West,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000009,22.48864178
2015,England,South West,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000009,22.49648154
2019,England,South West,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000009,22.49648154
1999,England,Yorkshire and The Humber,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000003,2.554328171
2003,England,Yorkshire and The Humber,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000003,2.554328171
2007,England,Yorkshire and The Humber,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000003,2.567639535
2011,England,Yorkshire and The Humber,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000003,2.567639535
2015,England,Yorkshire and The Humber,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000003,2.567639535
2019,England,Yorkshire and The Humber,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000003,2.567639535
1999,England,,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E92000001,27.2810170849955
2003,England,,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E92000001,27.3145649249432
2007,England,,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E92000001,27.8213838399649
2011,England,,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E92000001,27.8232385411809
2015,England,,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E92000001,27.8246703262695
2019,England,,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E92000001,27.8246703262695
1999,Northern Ireland,,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,N92000002,1.668687346
2003,Northern Ireland,,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,N92000002,1.668687346
2007,Northern Ireland,,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,N92000002,6.302232196
2011,Northern Ireland,,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,N92000002,6.302232196
2015,Northern Ireland,,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,N92000002,6.302232196
2019,Northern Ireland,,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,N92000002,6.302232196
1999,Scotland,,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,S92000003,1.704475791
2003,Scotland,,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,S92000003,2.074635186
2007,Scotland,,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,S92000003,2.074639486
2011,Scotland,,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,S92000003,2.074639486
2015,Scotland,,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,S92000003,2.074639486
2019,Scotland,,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,S92000003,2.074639486
1999,Wales,,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,W92000004,6.115151913
2003,Wales,,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,W92000004,6.115857677
2007,Wales,,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,W92000004,6.115857677
2011,Wales,,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,W92000004,6.115857677
2015,Wales,,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,W92000004,6.115857677
2019,Wales,,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,W92000004,6.115857677
1999,,,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,,19.3007853347154
2003,,,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,,19.3553559097775
2007,,,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,,20.5281561772187
2011,,,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,,20.5294144731916
2015,,,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,,20.5303858476617
2019,,,Saltwater,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,,20.5303858476617
1999,England,East,Semi-natural grassland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000006,93.46852453
2003,England,East,Semi-natural grassland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000006,97.79363481
2007,England,East,Semi-natural grassland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000006,97.80563403
2011,England,East,Semi-natural grassland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000006,97.80563403
2015,England,East,Semi-natural grassland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000006,97.80563403
2019,England,East,Semi-natural grassland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000006,97.80563403
1999,England,East Midlands,Semi-natural grassland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000004,98.08190949
2003,England,East Midlands,Semi-natural grassland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000004,98.58765177
2007,England,East Midlands,Semi-natural grassland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000004,98.84231815
2011,England,East Midlands,Semi-natural grassland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000004,98.84429278
2015,England,East Midlands,Semi-natural grassland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000004,98.84429278
2019,England,East Midlands,Semi-natural grassland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000004,98.84429278
1999,England,London,Semi-natural grassland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000007,100.0
2003,England,London,Semi-natural grassland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000007,100.0
2007,England,London,Semi-natural grassland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000007,100.0
2011,England,London,Semi-natural grassland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000007,100.0
2015,England,London,Semi-natural grassland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000007,100.0
2019,England,London,Semi-natural grassland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000007,100.0
1999,England,North East,Semi-natural grassland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000001,99.69448554
2003,England,North East,Semi-natural grassland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000001,99.69490676
2007,England,North East,Semi-natural grassland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000001,99.69490676
2011,England,North East,Semi-natural grassland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000001,99.69490676
2015,England,North East,Semi-natural grassland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000001,99.69490676
2019,England,North East,Semi-natural grassland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000001,99.69490676
1999,England,North West,Semi-natural grassland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000002,99.81418942
2003,England,North West,Semi-natural grassland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000002,99.81419416
2007,England,North West,Semi-natural grassland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000002,99.81419416
2011,England,North West,Semi-natural grassland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000002,99.81419416
2015,England,North West,Semi-natural grassland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000002,99.81419416
2019,England,North West,Semi-natural grassland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000002,99.81419416
1999,England,South East,Semi-natural grassland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000008,84.02642689
2003,England,South East,Semi-natural grassland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000008,84.39606708
2007,England,South East,Semi-natural grassland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000008,89.81967944
2011,England,South East,Semi-natural grassland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000008,91.95861979
2015,England,South East,Semi-natural grassland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000008,91.95861979
2019,England,South East,Semi-natural grassland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000008,91.95861979
1999,England,South West,Semi-natural grassland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000009,98.03921746
2003,England,South West,Semi-natural grassland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000009,98.05944935
2007,England,South West,Semi-natural grassland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000009,98.05944935
2011,England,South West,Semi-natural grassland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000009,98.05944935
2015,England,South West,Semi-natural grassland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000009,98.05945264
2019,England,South West,Semi-natural grassland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000009,98.05945264
1999,England,West Midlands,Semi-natural grassland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000005,99.99848443
2003,England,West Midlands,Semi-natural grassland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000005,99.99848443
2007,England,West Midlands,Semi-natural grassland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000005,99.99848443
2011,England,West Midlands,Semi-natural grassland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000005,99.99848443
2015,England,West Midlands,Semi-natural grassland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000005,99.99848443
2019,England,West Midlands,Semi-natural grassland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000005,99.99848443
1999,England,Yorkshire and The Humber,Semi-natural grassland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000003,99.47002926
2003,England,Yorkshire and The Humber,Semi-natural grassland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000003,99.47022366
2007,England,Yorkshire and The Humber,Semi-natural grassland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000003,99.47154583
2011,England,Yorkshire and The Humber,Semi-natural grassland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000003,99.47154737
2015,England,Yorkshire and The Humber,Semi-natural grassland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000003,99.47154737
2019,England,Yorkshire and The Humber,Semi-natural grassland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000003,99.47154737
1999,England,,Semi-natural grassland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E92000001,98.735472429557
2003,England,,Semi-natural grassland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E92000001,98.9645057486348
