Year,Region,County,Local authority,Age,GeoCode,Value
2018,Yorkshire and The Humber,,Wakefield,3,E12000003,96.0
2011,Yorkshire and The Humber,,Wakefield,4,E12000003,100.0
2012,Yorkshire and The Humber,,Wakefield,4,E12000003,103.0
2013,Yorkshire and The Humber,,Wakefield,4,E12000003,102.0
2014,Yorkshire and The Humber,,Wakefield,4,E12000003,103.0
2015,Yorkshire and The Humber,,Wakefield,4,E12000003,105.0
2016,Yorkshire and The Humber,,Wakefield,4,E12000003,100.0
2017,Yorkshire and The Humber,,Wakefield,4,E12000003,99.0
2018,Yorkshire and The Humber,,Wakefield,4,E12000003,100.0
2011,Yorkshire and The Humber,,Wakefield,3 to 4,E12000003,100.0
2012,Yorkshire and The Humber,,Wakefield,3 to 4,E12000003,102.0
2013,Yorkshire and The Humber,,Wakefield,3 to 4,E12000003,101.0
2014,Yorkshire and The Humber,,Wakefield,3 to 4,E12000003,102.0
2015,Yorkshire and The Humber,,Wakefield,3 to 4,E12000003,102.0
2016,Yorkshire and The Humber,,Wakefield,3 to 4,E12000003,99.0
2017,Yorkshire and The Humber,,Wakefield,3 to 4,E12000003,99.0
2018,Yorkshire and The Humber,,Wakefield,3 to 4,E12000003,98.0
2015,Yorkshire and The Humber,,York,2,E12000003,65.0
2016,Yorkshire and The Humber,,York,2,E12000003,72.0
2017,Yorkshire and The Humber,,York,2,E12000003,71.0
2018,Yorkshire and The Humber,,York,2,E12000003,74.0
2011,Yorkshire and The Humber,,York,3,E12000003,100.0
2012,Yorkshire and The Humber,,York,3,E12000003,105.0
2013,Yorkshire and The Humber,,York,3,E12000003,104.0
2014,Yorkshire and The Humber,,York,3,E12000003,96.0
2015,Yorkshire and The Humber,,York,3,E12000003,96.0
2016,Yorkshire and The Humber,,York,3,E12000003,101.0
2017,Yorkshire and The Humber,,York,3,E12000003,102.0
2018,Yorkshire and The Humber,,York,3,E12000003,101.0
2011,Yorkshire and The Humber,,York,4,E12000003,99.0
2012,Yorkshire and The Humber,,York,4,E12000003,99.0
2013,Yorkshire and The Humber,,York,4,E12000003,100.0
2014,Yorkshire and The Humber,,York,4,E12000003,102.0
2015,Yorkshire and The Humber,,York,4,E12000003,95.0
2016,Yorkshire and The Humber,,York,4,E12000003,95.0
2017,Yorkshire and The Humber,,York,4,E12000003,101.0
2018,Yorkshire and The Humber,,York,4,E12000003,100.0
2011,Yorkshire and The Humber,,York,3 to 4,E12000003,100.0
2012,Yorkshire and The Humber,,York,3 to 4,E12000003,102.0
2013,Yorkshire and The Humber,,York,3 to 4,E12000003,102.0
2014,Yorkshire and The Humber,,York,3 to 4,E12000003,99.0
2015,Yorkshire and The Humber,,York,3 to 4,E12000003,95.0
2016,Yorkshire and The Humber,,York,3 to 4,E12000003,98.0
2017,Yorkshire and The Humber,,York,3 to 4,E12000003,101.0
2018,Yorkshire and The Humber,,York,3 to 4,E12000003,100.0
2015,East Midlands,,,2,E12000004,56.0
2016,East Midlands,,,2,E12000004,65.0
2017,East Midlands,,,2,E12000004,68.0
2018,East Midlands,,,2,E12000004,67.0
2011,East Midlands,,,3,E12000004,95.0
2012,East Midlands,,,3,E12000004,96.0
2013,East Midlands,,,3,E12000004,95.0
2014,East Midlands,,,3,E12000004,96.0
2015,East Midlands,,,3,E12000004,95.0
2016,East Midlands,,,3,E12000004,95.0
2017,East Midlands,,,3,E12000004,95.0
2018,East Midlands,,,3,E12000004,95.0
2011,East Midlands,,,4,E12000004,97.0
2012,East Midlands,,,4,E12000004,98.0
2013,East Midlands,,,4,E12000004,99.0
2014,East Midlands,,,4,E12000004,99.0
2015,East Midlands,,,4,E12000004,99.0
2016,East Midlands,,,4,E12000004,98.0
2017,East Midlands,,,4,E12000004,98.0
2018,East Midlands,,,4,E12000004,98.0
2011,East Midlands,,,3 to 4,E12000004,96.0
2012,East Midlands,,,3 to 4,E12000004,97.0
2013,East Midlands,,,3 to 4,E12000004,97.0
2014,East Midlands,,,3 to 4,E12000004,98.0
2015,East Midlands,,,3 to 4,E12000004,97.0
2016,East Midlands,,,3 to 4,E12000004,97.0
2017,East Midlands,,,3 to 4,E12000004,97.0
2018,East Midlands,,,3 to 4,E12000004,97.0
2015,East Midlands,,Derby,2,E12000004,63.0
2016,East Midlands,,Derby,2,E12000004,69.0
2017,East Midlands,,Derby,2,E12000004,69.0
2018,East Midlands,,Derby,2,E12000004,70.0
2011,East Midlands,,Derby,3,E12000004,88.0
2012,East Midlands,,Derby,3,E12000004,91.0
2013,East Midlands,,Derby,3,E12000004,94.0
2014,East Midlands,,Derby,3,E12000004,90.0
2015,East Midlands,,Derby,3,E12000004,93.0
2016,East Midlands,,Derby,3,E12000004,94.0
2017,East Midlands,,Derby,3,E12000004,90.0
2018,East Midlands,,Derby,3,E12000004,93.0
2011,East Midlands,,Derby,4,E12000004,96.0
2012,East Midlands,,Derby,4,E12000004,90.0
2013,East Midlands,,Derby,4,E12000004,94.0
2014,East Midlands,,Derby,4,E12000004,97.0
2015,East Midlands,,Derby,4,E12000004,93.0
2016,East Midlands,,Derby,4,E12000004,96.0
2017,East Midlands,,Derby,4,E12000004,96.0
2018,East Midlands,,Derby,4,E12000004,93.0
2011,East Midlands,,Derby,3 to 4,E12000004,92.0
2012,East Midlands,,Derby,3 to 4,E12000004,90.0
2013,East Midlands,,Derby,3 to 4,E12000004,94.0
2014,East Midlands,,Derby,3 to 4,E12000004,94.0
2015,East Midlands,,Derby,3 to 4,E12000004,93.0
2016,East Midlands,,Derby,3 to 4,E12000004,95.0
2017,East Midlands,,Derby,3 to 4,E12000004,93.0
2018,East Midlands,,Derby,3 to 4,E12000004,93.0
2015,East Midlands,Derbyshire,,2,E10000007,57.0
2016,East Midlands,Derbyshire,,2,E10000007,62.0
2017,East Midlands,Derbyshire,,2,E10000007,68.0
2018,East Midlands,Derbyshire,,2,E10000007,72.0
2011,East Midlands,Derbyshire,,3,E10000007,99.0
2012,East Midlands,Derbyshire,,3,E10000007,101.0
2013,East Midlands,Derbyshire,,3,E10000007,97.0
2014,East Midlands,Derbyshire,,3,E10000007,100.0
2015,East Midlands,Derbyshire,,3,E10000007,99.0
2016,East Midlands,Derbyshire,,3,E10000007,97.0
2017,East Midlands,Derbyshire,,3,E10000007,97.0
2018,East Midlands,Derbyshire,,3,E10000007,99.0
2011,East Midlands,Derbyshire,,4,E10000007,98.0
2012,East Midlands,Derbyshire,,4,E10000007,99.0
2013,East Midlands,Derbyshire,,4,E10000007,102.0
2014,East Midlands,Derbyshire,,4,E10000007,100.0
2015,East Midlands,Derbyshire,,4,E10000007,101.0
2016,East Midlands,Derbyshire,,4,E10000007,101.0
2017,East Midlands,Derbyshire,,4,E10000007,100.0
2018,East Midlands,Derbyshire,,4,E10000007,98.0
2011,East Midlands,Derbyshire,,3 to 4,E10000007,98.0
2012,East Midlands,Derbyshire,,3 to 4,E10000007,100.0
2013,East Midlands,Derbyshire,,3 to 4,E10000007,99.0
2014,East Midlands,Derbyshire,,3 to 4,E10000007,100.0
2015,East Midlands,Derbyshire,,3 to 4,E10000007,100.0
2016,East Midlands,Derbyshire,,3 to 4,E10000007,99.0
2017,East Midlands,Derbyshire,,3 to 4,E10000007,99.0
2018,East Midlands,Derbyshire,,3 to 4,E10000007,99.0
2015,East Midlands,,Leicester,2,E12000004,45.0
2016,East Midlands,,Leicester,2,E12000004,59.0
2017,East Midlands,,Leicester,2,E12000004,62.0
2018,East Midlands,,Leicester,2,E12000004,58.0
2011,East Midlands,,Leicester,3,E12000004,89.0
2012,East Midlands,,Leicester,3,E12000004,90.0
2013,East Midlands,,Leicester,3,E12000004,90.0
2014,East Midlands,,Leicester,3,E12000004,91.0
2015,East Midlands,,Leicester,3,E12000004,89.0
2016,East Midlands,,Leicester,3,E12000004,87.0
2017,East Midlands,,Leicester,3,E12000004,89.0
2018,East Midlands,,Leicester,3,E12000004,88.0
2011,East Midlands,,Leicester,4,E12000004,93.0
2012,East Midlands,,Leicester,4,E12000004,96.0
2013,East Midlands,,Leicester,4,E12000004,95.0
2014,East Midlands,,Leicester,4,E12000004,98.0
2015,East Midlands,,Leicester,4,E12000004,99.0
2016,East Midlands,,Leicester,4,E12000004,94.0
2017,East Midlands,,Leicester,4,E12000004,93.0
2018,East Midlands,,Leicester,4,E12000004,93.0
2011,East Midlands,,Leicester,3 to 4,E12000004,91.0
2012,East Midlands,,Leicester,3 to 4,E12000004,93.0
2013,East Midlands,,Leicester,3 to 4,E12000004,92.0
2014,East Midlands,,Leicester,3 to 4,E12000004,94.0
2015,East Midlands,,Leicester,3 to 4,E12000004,94.0
2016,East Midlands,,Leicester,3 to 4,E12000004,91.0
2017,East Midlands,,Leicester,3 to 4,E12000004,91.0
2018,East Midlands,,Leicester,3 to 4,E12000004,91.0
2015,East Midlands,Leicestershire,,2,E10000018,59.0
2016,East Midlands,Leicestershire,,2,E10000018,67.0
2017,East Midlands,Leicestershire,,2,E10000018,75.0
2018,East Midlands,Leicestershire,,2,E10000018,75.0
2011,East Midlands,Leicestershire,,3,E10000018,92.0
2012,East Midlands,Leicestershire,,3,E10000018,94.0
2013,East Midlands,Leicestershire,,3,E10000018,95.0
2014,East Midlands,Leicestershire,,3,E10000018,96.0
2015,East Midlands,Leicestershire,,3,E10000018,95.0
2016,East Midlands,Leicestershire,,3,E10000018,97.0
2017,East Midlands,Leicestershire,,3,E10000018,97.0
2018,East Midlands,Leicestershire,,3,E10000018,98.0
2011,East Midlands,Leicestershire,,4,E10000018,98.0
2012,East Midlands,Leicestershire,,4,E10000018,99.0
2013,East Midlands,Leicestershire,,4,E10000018,99.0
2014,East Midlands,Leicestershire,,4,E10000018,100.0
2015,East Midlands,Leicestershire,,4,E10000018,100.0
2016,East Midlands,Leicestershire,,4,E10000018,98.0
2017,East Midlands,Leicestershire,,4,E10000018,102.0
2018,East Midlands,Leicestershire,,4,E10000018,103.0
2011,East Midlands,Leicestershire,,3 to 4,E10000018,95.0
2012,East Midlands,Leicestershire,,3 to 4,E10000018,96.0
2013,East Midlands,Leicestershire,,3 to 4,E10000018,97.0
2014,East Midlands,Leicestershire,,3 to 4,E10000018,98.0
2015,East Midlands,Leicestershire,,3 to 4,E10000018,98.0
2016,East Midlands,Leicestershire,,3 to 4,E10000018,98.0
2017,East Midlands,Leicestershire,,3 to 4,E10000018,99.0
2018,East Midlands,Leicestershire,,3 to 4,E10000018,101.0
2015,East Midlands,Lincolnshire,,2,E10000019,68.0
2016,East Midlands,Lincolnshire,,2,E10000019,74.0
2017,East Midlands,Lincolnshire,,2,E10000019,78.0
2018,East Midlands,Lincolnshire,,2,E10000019,72.0
2011,East Midlands,Lincolnshire,,3,E10000019,94.0
2012,East Midlands,Lincolnshire,,3,E10000019,99.0
2013,East Midlands,Lincolnshire,,3,E10000019,97.0
2014,East Midlands,Lincolnshire,,3,E10000019,96.0
2015,East Midlands,Lincolnshire,,3,E10000019,95.0
2016,East Midlands,Lincolnshire,,3,E10000019,94.0
2017,East Midlands,Lincolnshire,,3,E10000019,93.0
2018,East Midlands,Lincolnshire,,3,E10000019,94.0
2011,East Midlands,Lincolnshire,,4,E10000019,100.0
2012,East Midlands,Lincolnshire,,4,E10000019,101.0
2013,East Midlands,Lincolnshire,,4,E10000019,104.0
2014,East Midlands,Lincolnshire,,4,E10000019,102.0
2015,East Midlands,Lincolnshire,,4,E10000019,100.0
2016,East Midlands,Lincolnshire,,4,E10000019,99.0
2017,East Midlands,Lincolnshire,,4,E10000019,98.0
2018,East Midlands,Lincolnshire,,4,E10000019,96.0
2011,East Midlands,Lincolnshire,,3 to 4,E10000019,97.0
2012,East Midlands,Lincolnshire,,3 to 4,E10000019,100.0
2013,East Midlands,Lincolnshire,,3 to 4,E10000019,101.0
2014,East Midlands,Lincolnshire,,3 to 4,E10000019,99.0
2015,East Midlands,Lincolnshire,,3 to 4,E10000019,97.0
2016,East Midlands,Lincolnshire,,3 to 4,E10000019,96.0
2017,East Midlands,Lincolnshire,,3 to 4,E10000019,96.0
2018,East Midlands,Lincolnshire,,3 to 4,E10000019,95.0
2015,East Midlands,Northamptonshire,,2,E10000021,46.0
2016,East Midlands,Northamptonshire,,2,E10000021,60.0
2017,East Midlands,Northamptonshire,,2,E10000021,67.0
2018,East Midlands,Northamptonshire,,2,E10000021,60.0
2011,East Midlands,Northamptonshire,,3,E10000021,93.0
2012,East Midlands,Northamptonshire,,3,E10000021,94.0
2013,East Midlands,Northamptonshire,,3,E10000021,95.0
2014,East Midlands,Northamptonshire,,3,E10000021,95.0
2015,East Midlands,Northamptonshire,,3,E10000021,95.0
2016,East Midlands,Northamptonshire,,3,E10000021,95.0
2017,East Midlands,Northamptonshire,,3,E10000021,98.0
2018,East Midlands,Northamptonshire,,3,E10000021,92.0
2011,East Midlands,Northamptonshire,,4,E10000021,97.0
2012,East Midlands,Northamptonshire,,4,E10000021,98.0
2013,East Midlands,Northamptonshire,,4,E10000021,98.0
2014,East Midlands,Northamptonshire,,4,E10000021,98.0
2015,East Midlands,Northamptonshire,,4,E10000021,98.0
2016,East Midlands,Northamptonshire,,4,E10000021,98.0
2017,East Midlands,Northamptonshire,,4,E10000021,98.0
2018,East Midlands,Northamptonshire,,4,E10000021,99.0
2011,East Midlands,Northamptonshire,,3 to 4,E10000021,95.0
2012,East Midlands,Northamptonshire,,3 to 4,E10000021,96.0
2013,East Midlands,Northamptonshire,,3 to 4,E10000021,96.0
2014,East Midlands,Northamptonshire,,3 to 4,E10000021,97.0
2015,East Midlands,Northamptonshire,,3 to 4,E10000021,97.0
2016,East Midlands,Northamptonshire,,3 to 4,E10000021,96.0
2017,East Midlands,Northamptonshire,,3 to 4,E10000021,98.0
2018,East Midlands,Northamptonshire,,3 to 4,E10000021,96.0
2015,East Midlands,,Nottingham,2,E12000004,52.0
2016,East Midlands,,Nottingham,2,E12000004,58.0
2017,East Midlands,,Nottingham,2,E12000004,56.0
2018,East Midlands,,Nottingham,2,E12000004,57.0
2011,East Midlands,,Nottingham,3,E12000004,98.0
2012,East Midlands,,Nottingham,3,E12000004,96.0
2013,East Midlands,,Nottingham,3,E12000004,97.0
2014,East Midlands,,Nottingham,3,E12000004,96.0
2015,East Midlands,,Nottingham,3,E12000004,95.0
2016,East Midlands,,Nottingham,3,E12000004,89.0
2017,East Midlands,,Nottingham,3,E12000004,91.0
2018,East Midlands,,Nottingham,3,E12000004,90.0
2011,East Midlands,,Nottingham,4,E12000004,93.0
2012,East Midlands,,Nottingham,4,E12000004,94.0
2013,East Midlands,,Nottingham,4,E12000004,93.0
2014,East Midlands,,Nottingham,4,E12000004,96.0
2015,East Midlands,,Nottingham,4,E12000004,99.0
2016,East Midlands,,Nottingham,4,E12000004,96.0
2017,East Midlands,,Nottingham,4,E12000004,91.0
2018,East Midlands,,Nottingham,4,E12000004,93.0
2011,East Midlands,,Nottingham,3 to 4,E12000004,95.0
2012,East Midlands,,Nottingham,3 to 4,E12000004,95.0
2013,East Midlands,,Nottingham,3 to 4,E12000004,95.0
2014,East Midlands,,Nottingham,3 to 4,E12000004,96.0
2015,East Midlands,,Nottingham,3 to 4,E12000004,97.0
2016,East Midlands,,Nottingham,3 to 4,E12000004,93.0
2017,East Midlands,,Nottingham,3 to 4,E12000004,91.0
2018,East Midlands,,Nottingham,3 to 4,E12000004,91.0
2015,East Midlands,Nottinghamshire,,2,E10000024,57.0
2016,East Midlands,Nottinghamshire,,2,E10000024,68.0
2017,East Midlands,Nottinghamshire,,2,E10000024,73.0
2018,East Midlands,Nottinghamshire,,2,E10000024,72.0
2011,East Midlands,Nottinghamshire,,3,E10000024,98.0
2012,East Midlands,Nottinghamshire,,3,E10000024,98.0
2013,East Midlands,Nottinghamshire,,3,E10000024,95.0
2014,East Midlands,Nottinghamshire,,3,E10000024,97.0
2015,East Midlands,Nottinghamshire,,3,E10000024,97.0
2016,East Midlands,Nottinghamshire,,3,E10000024,100.0
2017,East Midlands,Nottinghamshire,,3,E10000024,100.0
2018,East Midlands,Nottinghamshire,,3,E10000024,100.0
2011,East Midlands,Nottinghamshire,,4,E10000024,99.0
2012,East Midlands,Nottinghamshire,,4,E10000024,100.0
2013,East Midlands,Nottinghamshire,,4,E10000024,99.0
2014,East Midlands,Nottinghamshire,,4,E10000024,99.0
2015,East Midlands,Nottinghamshire,,4,E10000024,101.0
2016,East Midlands,Nottinghamshire,,4,E10000024,99.0
2017,East Midlands,Nottinghamshire,,4,E10000024,101.0
2018,East Midlands,Nottinghamshire,,4,E10000024,102.0
2011,East Midlands,Nottinghamshire,,3 to 4,E10000024,99.0
2012,East Midlands,Nottinghamshire,,3 to 4,E10000024,99.0
2013,East Midlands,Nottinghamshire,,3 to 4,E10000024,97.0
2014,East Midlands,Nottinghamshire,,3 to 4,E10000024,98.0
2015,East Midlands,Nottinghamshire,,3 to 4,E10000024,99.0
2016,East Midlands,Nottinghamshire,,3 to 4,E10000024,99.0
2017,East Midlands,Nottinghamshire,,3 to 4,E10000024,100.0
2018,East Midlands,Nottinghamshire,,3 to 4,E10000024,101.0
2015,East Midlands,,Rutland,2,E12000004,49.0
2016,East Midlands,,Rutland,2,E12000004,69.0
2017,East Midlands,,Rutland,2,E12000004,65.0
2018,East Midlands,,Rutland,2,E12000004,69.0
2011,East Midlands,,Rutland,3,E12000004,106.0
2012,East Midlands,,Rutland,3,E12000004,97.0
2013,East Midlands,,Rutland,3,E12000004,113.0
2014,East Midlands,,Rutland,3,E12000004,106.0
2015,East Midlands,,Rutland,3,E12000004,111.0
2016,East Midlands,,Rutland,3,E12000004,111.0
2017,East Midlands,,Rutland,3,E12000004,113.0
2018,East Midlands,,Rutland,3,E12000004,97.0
2011,East Midlands,,Rutland,4,E12000004,102.0
2012,East Midlands,,Rutland,4,E12000004,103.0
2013,East Midlands,,Rutland,4,E12000004,107.0
2014,East Midlands,,Rutland,4,E12000004,120.0
2015,East Midlands,,Rutland,4,E12000004,113.0
2016,East Midlands,,Rutland,4,E12000004,124.0
2017,East Midlands,,Rutland,4,E12000004,109.0
2018,East Midlands,,Rutland,4,E12000004,107.0
2011,East Midlands,,Rutland,3 to 4,E12000004,104.0
2012,East Midlands,,Rutland,3 to 4,E12000004,100.0
2013,East Midlands,,Rutland,3 to 4,E12000004,110.0
2014,East Midlands,,Rutland,3 to 4,E12000004,113.0
2015,East Midlands,,Rutland,3 to 4,E12000004,112.0
2016,East Midlands,,Rutland,3 to 4,E12000004,117.0
2017,East Midlands,,Rutland,3 to 4,E12000004,111.0
2018,East Midlands,,Rutland,3 to 4,E12000004,102.0
2015,West Midlands,,,2,E12000005,56.0
2016,West Midlands,,,2,E12000005,65.0
2017,West Midlands,,,2,E12000005,67.0
2018,West Midlands,,,2,E12000005,68.0
2011,West Midlands,,,3,E12000005,91.0
2012,West Midlands,,,3,E12000005,92.0
2013,West Midlands,,,3,E12000005,92.0
2014,West Midlands,,,3,E12000005,92.0
2015,West Midlands,,,3,E12000005,94.0
2016,West Midlands,,,3,E12000005,94.0
2017,West Midlands,,,3,E12000005,95.0
2018,West Midlands,,,3,E12000005,93.0
2011,West Midlands,,,4,E12000005,97.0
2012,West Midlands,,,4,E12000005,98.0
2013,West Midlands,,,4,E12000005,98.0
2014,West Midlands,,,4,E12000005,99.0
2015,West Midlands,,,4,E12000005,99.0
2016,West Midlands,,,4,E12000005,99.0
2017,West Midlands,,,4,E12000005,98.0
2018,West Midlands,,,4,E12000005,99.0
2011,West Midlands,,,3 to 4,E12000005,94.0
2012,West Midlands,,,3 to 4,E12000005,95.0
2013,West Midlands,,,3 to 4,E12000005,95.0
2014,West Midlands,,,3 to 4,E12000005,96.0
2015,West Midlands,,,3 to 4,E12000005,96.0
2016,West Midlands,,,3 to 4,E12000005,97.0
2017,West Midlands,,,3 to 4,E12000005,96.0
2018,West Midlands,,,3 to 4,E12000005,96.0
2015,West Midlands,,Birmingham,2,E12000005,49.0
2016,West Midlands,,Birmingham,2,E12000005,58.0
2017,West Midlands,,Birmingham,2,E12000005,62.0
2018,West Midlands,,Birmingham,2,E12000005,62.0
2011,West Midlands,,Birmingham,3,E12000005,82.0
2012,West Midlands,,Birmingham,3,E12000005,84.0
2013,West Midlands,,Birmingham,3,E12000005,86.0
2014,West Midlands,,Birmingham,3,E12000005,88.0
2015,West Midlands,,Birmingham,3,E12000005,90.0
2016,West Midlands,,Birmingham,3,E12000005,89.0
2017,West Midlands,,Birmingham,3,E12000005,91.0
2018,West Midlands,,Birmingham,3,E12000005,87.0
2011,West Midlands,,Birmingham,4,E12000005,94.0
2012,West Midlands,,Birmingham,4,E12000005,97.0
2013,West Midlands,,Birmingham,4,E12000005,95.0
2014,West Midlands,,Birmingham,4,E12000005,97.0
2015,West Midlands,,Birmingham,4,E12000005,99.0
2016,West Midlands,,Birmingham,4,E12000005,98.0
2017,West Midlands,,Birmingham,4,E12000005,95.0
2018,West Midlands,,Birmingham,4,E12000005,96.0
2011,West Midlands,,Birmingham,3 to 4,E12000005,88.0
2012,West Midlands,,Birmingham,3 to 4,E12000005,90.0
2013,West Midlands,,Birmingham,3 to 4,E12000005,91.0
2014,West Midlands,,Birmingham,3 to 4,E12000005,93.0
2015,West Midlands,,Birmingham,3 to 4,E12000005,94.0
2016,West Midlands,,Birmingham,3 to 4,E12000005,93.0
2017,West Midlands,,Birmingham,3 to 4,E12000005,93.0
2018,West Midlands,,Birmingham,3 to 4,E12000005,92.0
2015,West Midlands,,Coventry,2,E12000005,64.0
2016,West Midlands,,Coventry,2,E12000005,63.0
2017,West Midlands,,Coventry,2,E12000005,59.0
2018,West Midlands,,Coventry,2,E12000005,63.0
2011,West Midlands,,Coventry,3,E12000005,87.0
2012,West Midlands,,Coventry,3,E12000005,89.0
2013,West Midlands,,Coventry,3,E12000005,87.0
2014,West Midlands,,Coventry,3,E12000005,85.0
2015,West Midlands,,Coventry,3,E12000005,88.0
2016,West Midlands,,Coventry,3,E12000005,87.0
2017,West Midlands,,Coventry,3,E12000005,85.0
2018,West Midlands,,Coventry,3,E12000005,86.0
2011,West Midlands,,Coventry,4,E12000005,99.0
2012,West Midlands,,Coventry,4,E12000005,98.0
2013,West Midlands,,Coventry,4,E12000005,99.0
2014,West Midlands,,Coventry,4,E12000005,97.0
2015,West Midlands,,Coventry,4,E12000005,94.0
2016,West Midlands,,Coventry,4,E12000005,96.0
2017,West Midlands,,Coventry,4,E12000005,93.0
2018,West Midlands,,Coventry,4,E12000005,92.0
2011,West Midlands,,Coventry,3 to 4,E12000005,93.0
2012,West Midlands,,Coventry,3 to 4,E12000005,93.0
2013,West Midlands,,Coventry,3 to 4,E12000005,93.0
2014,West Midlands,,Coventry,3 to 4,E12000005,91.0
2015,West Midlands,,Coventry,3 to 4,E12000005,91.0
