Year,Country,Region,Police Force Area,Monitored hate crime strand,Unit measure,Unit multiplier,Observation status,GeoCode,Value
2013/14,England,,,Race,"Rate per 1,000 population",Units,Undefined,E92000001,0.6391808742082199
2013/14,,,,Race,"Rate per 1,000 population",Units,Undefined,,0.658211864674492
2013/14,England,North East,Cleveland,Religion,"Rate per 1,000 population",Units,Undefined,E23000013,0.0339440280842169
2013/14,England,North East,Durham,Religion,"Rate per 1,000 population",Units,Undefined,E23000008,0.0321878223811585
2013/14,England,North East,Northumbria,Religion,"Rate per 1,000 population",Units,Undefined,E23000007,0.0139920511157611
2013/14,England,North East,,Religion,"Rate per 1,000 population",Units,Undefined,E12000001,0.0226011987829062
2013/14,England,North West,Cheshire,Religion,"Rate per 1,000 population",Units,Undefined,E23000006,0.0173944639219491
2013/14,England,North West,Cumbria,Religion,"Rate per 1,000 population",Units,Undefined,E23000002,0.048185997952095
2013/14,England,North West,Greater Manchester,Religion,"Rate per 1,000 population",Units,Undefined,E23000005,0.0725613493316989
2013/14,England,North West,Lancashire,Religion,"Rate per 1,000 population",Units,Undefined,E23000003,0.0510604923865401
2013/14,England,North West,Merseyside,Religion,"Rate per 1,000 population",Units,Undefined,E23000004,0.0295689638385996
2013/14,England,North West,,Religion,"Rate per 1,000 population",Units,Undefined,E12000002,0.0499770457540557
2013/14,England,Yorkshire and The Humber,North Yorkshire,Religion,"Rate per 1,000 population",Units,Undefined,E23000009,0.0149035738770157
2013/14,England,Yorkshire and The Humber,South Yorkshire,Religion,"Rate per 1,000 population",Units,Undefined,E23000011,0.00441776441976714
2013/14,England,Yorkshire and The Humber,West Yorkshire,Religion,"Rate per 1,000 population",Units,Undefined,E23000010,0.00222005249092109
2013/14,England,Yorkshire and The Humber,Humberside,Religion,"Rate per 1,000 population",Units,Undefined,E23000012,0.0672317750381431
2013/14,England,Yorkshire and The Humber,,Religion,"Rate per 1,000 population",Units,Undefined,E12000003,0.0159244290295971
2013/14,England,East Midlands,Derbyshire,Religion,"Rate per 1,000 population",Units,Undefined,E23000018,0.0155705183912151
2013/14,England,East Midlands,Leicestershire,Religion,"Rate per 1,000 population",Units,Undefined,E23000021,0.0609878285719264
2013/14,England,East Midlands,Lincolnshire,Religion,"Rate per 1,000 population",Units,Undefined,E23000020,0.0289907491899846
2013/14,England,East Midlands,Northamptonshire,Religion,"Rate per 1,000 population",Units,Undefined,E23000022,0.018402311330303
2013/14,England,East Midlands,Nottinghamshire,Religion,"Rate per 1,000 population",Units,Undefined,E23000019,0.028905571819958
2013/14,England,East Midlands,,Religion,"Rate per 1,000 population",Units,Undefined,E12000004,0.0315324944529992
2013/14,England,West Midlands,Staffordshire,Religion,"Rate per 1,000 population",Units,Undefined,E23000015,0.00903151456692984
2013/14,England,West Midlands,Warwickshire,Religion,"Rate per 1,000 population",Units,Undefined,E23000017,0.0054671796096069205
2013/14,England,West Midlands,West Mercia,Religion,"Rate per 1,000 population",Units,Undefined,E23000016,0.0259051837891836
2013/14,England,West Midlands,West Midlands,Religion,"Rate per 1,000 population",Units,Undefined,E23000014,0.0312558941610756
2013/14,England,West Midlands,,Religion,"Rate per 1,000 population",Units,Undefined,E12000005,0.0474227359685285
2013/14,England,East of England,Bedfordshire,Religion,"Rate per 1,000 population",Units,Undefined,E23000026,0.00631014355576589
2013/14,England,East of England,Cambridgeshire,Religion,"Rate per 1,000 population",Units,Undefined,E23000023,0.0328805158587599
2013/14,England,East of England,Essex,Religion,"Rate per 1,000 population",Units,Undefined,E23000028,0.0108382409649
2013/14,England,East of England,Hertfordshire,Religion,"Rate per 1,000 population",Units,Undefined,E23000027,0.0122731333221706
2013/14,England,East of England,Norfolk,Religion,"Rate per 1,000 population",Units,Undefined,E23000024,0.017220793534166
2013/14,England,East of England,Suffolk,Religion,"Rate per 1,000 population",Units,Undefined,E23000025,0.0163384009606979
2013/14,England,East of England,,Religion,"Rate per 1,000 population",Units,Undefined,E12000006,0.0152830316698005
2013/14,England,London,City of London,Religion,"Rate per 1,000 population",Units,Undefined,E23000034,0.39225941422594107
2013/14,England,London,Metropolitan Police,Religion,"Rate per 1,000 population",Units,Undefined,E23000001,0.108813345867679
2013/14,England,London,,Religion,"Rate per 1,000 population",Units,Undefined,E12000007,0.10907090951712599
2013/14,England,South East,Hampshire,Religion,"Rate per 1,000 population",Units,Undefined,E23000030,0.015578556428647
2013/14,England,South East,Kent,Religion,"Rate per 1,000 population",Units,Undefined,E23000032,0.0243678939962609
2013/14,England,South East,Surrey,Religion,"Rate per 1,000 population",Units,Undefined,E23000031,0.0130195449408652
2013/14,England,South East,Sussex,Religion,"Rate per 1,000 population",Units,Undefined,E23000033,0.0446791972433547
2013/14,England,South East,Thames Valley,Religion,"Rate per 1,000 population",Units,Undefined,E23000029,0.0220165331212839
2013/14,England,South East,,Religion,"Rate per 1,000 population",Units,Undefined,E12000008,0.0241107292062588
2013/14,England,South West,Avon and Somerset,Religion,"Rate per 1,000 population",Units,Undefined,E23000036,0.0502779080711371
2013/14,England,South West,Dorset,Religion,"Rate per 1,000 population",Units,Undefined,E23000039,0.0304852590518024
2013/14,England,South West,Gloucestershire,Religion,"Rate per 1,000 population",Units,Undefined,E23000037,0.0115577540972238
2013/14,England,South West,Wiltshire,Religion,"Rate per 1,000 population",Units,Undefined,E23000038,0.0145944616103112
2013/14,England,South West,Devon and Cornwall,Religion,"Rate per 1,000 population",Units,Undefined,E23000035,0.007088545383230391
2013/14,England,South West,,Religion,"Rate per 1,000 population",Units,Undefined,E12000009,0.0243603275515676
2013/14,Wales,,Gwent,Religion,"Rate per 1,000 population",Units,Undefined,W15000002,0.017268144934993998
2013/14,Wales,,North Wales,Religion,"Rate per 1,000 population",Units,Undefined,W15000001,0.0144511594165199
2013/14,Wales,,South Wales,Religion,"Rate per 1,000 population",Units,Undefined,W15000003,0.0432527955981012
2013/14,Wales,,,Religion,"Rate per 1,000 population",Units,Undefined,W92000004,0.0246560161328206
2013/14,England,,,Religion,"Rate per 1,000 population",Units,Undefined,E92000001,0.0395055736368019
2013/14,,,,Religion,"Rate per 1,000 population",Units,Undefined,,0.0399134448939579
2013/14,England,North East,Cleveland,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000013,0.0375170836720292
2013/14,England,North East,Durham,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000008,0.0354066046192743
2013/14,England,North East,Northumbria,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000007,0.0307825124546745
2013/14,England,North East,,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E12000001,0.0333271914256414
2013/14,England,North West,Cheshire,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000006,0.0792414467555459
2013/14,England,North West,Cumbria,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000002,0.0803099965868251
2013/14,England,North West,Greater Manchester,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000005,0.114182833973739
2013/14,England,North West,Lancashire,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000003,0.0844200140790797
2013/14,England,North West,Merseyside,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000004,0.139190488313407
2013/14,England,North West,,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E12000002,0.10544452752052902
2013/14,England,Yorkshire and The Humber,North Yorkshire,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000009,0.0583723310183115
2013/14,England,Yorkshire and The Humber,South Yorkshire,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000011,0.0169347636091073
2013/14,England,Yorkshire and The Humber,West Yorkshire,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000010,0.0355208398547375
2013/14,England,Yorkshire and The Humber,Humberside,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000012,0.149644918633286
2013/14,England,Yorkshire and The Humber,,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E12000003,0.0539557124767526
2013/14,England,East Midlands,Derbyshire,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000018,0.0379531385785868
2013/14,England,East Midlands,Leicestershire,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000021,0.0648600716558582
2013/14,England,East Midlands,Lincolnshire,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000020,0.0358933085209333
2013/14,England,East Midlands,Northamptonshire,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000022,0.04954468435081599
2013/14,England,East Midlands,Nottinghamshire,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000019,0.057811143639916
2013/14,England,East Midlands,,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E12000004,0.0502345256458126
2013/14,England,West Midlands,Staffordshire,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000015,0.057801693228351
2013/14,England,West Midlands,Warwickshire,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000017,0.0218687184384277
2013/14,England,West Midlands,West Mercia,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000016,0.0518103675783672
2013/14,England,West Midlands,West Midlands,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000014,0.0829897879449249
2013/14,England,West Midlands,,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E12000005,0.13328662912366698
2013/14,England,East of England,Bedfordshire,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000026,0.0157753588894147
2013/14,England,East of England,Cambridgeshire,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000023,0.0207025470221821
2013/14,England,East of England,Essex,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000028,0.0667407469943846
2013/14,England,East of England,Hertfordshire,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000027,0.0368193999665118
2013/14,England,East of England,Norfolk,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000024,0.0688831741366642
2013/14,England,East of England,Suffolk,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000025,0.11164573989810199
2013/14,England,East of England,,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E12000006,0.0550860921724678
2013/14,England,London,City of London,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000034,1.4382845188284499
2013/14,England,London,Metropolitan Police,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000001,0.144252009330595
2013/14,England,London,,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E12000007,0.145427879356168
2013/14,England,South East,Hampshire,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000030,0.0742577856432178
2013/14,England,South East,Kent,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000032,0.0447689215280143
2013/14,England,South East,Surrey,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000031,0.039926604485320004
2013/14,England,South East,Sussex,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000033,0.0893583944867094
2013/14,England,South East,Thames Valley,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000029,0.0384210087802797
2013/14,England,South East,,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E12000008,0.0572061169374915
2013/14,England,South West,Avon and Somerset,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000036,0.10730041356645098
2013/14,England,South West,Dorset,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000039,0.184237000356545
2013/14,England,South West,Gloucestershire,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000037,0.0396265854761959
2013/14,England,South West,Wiltshire,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000038,0.033358769394997
2013/14,England,South West,Devon and Cornwall,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000035,0.0183120755733451
2013/14,England,South West,,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E12000009,0.0715933290637675
2013/14,Wales,,Dyfed-Powys,Sexual orientation,"Rate per 1,000 population",Units,Undefined,W15000004,0.0212926166883786
2013/14,Wales,,Gwent,Sexual orientation,"Rate per 1,000 population",Units,Undefined,W15000002,0.0621653217659786
2013/14,Wales,,North Wales,Sexual orientation,"Rate per 1,000 population",Units,Undefined,W15000001,0.0895971883824239
2013/14,Wales,,South Wales,Sexual orientation,"Rate per 1,000 population",Units,Undefined,W15000003,0.12435178734454101
2013/14,Wales,,,Sexual orientation,"Rate per 1,000 population",Units,Undefined,W92000004,0.0875937415244944
2013/14,England,,,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E92000001,0.0773403288397166
2013/14,,,,Sexual orientation,"Rate per 1,000 population",Units,Undefined,,0.0811614352397157
2013/14,England,North East,Cleveland,Disability,"Rate per 1,000 population",Units,Undefined,E23000013,0.012505694557343
2013/14,England,North East,Durham,Disability,"Rate per 1,000 population",Units,Undefined,E23000008,0.00482817335717378
2013/14,England,North East,Northumbria,Disability,"Rate per 1,000 population",Units,Undefined,E23000007,0.0230868843410058
2013/14,England,North East,,Disability,"Rate per 1,000 population",Units,Undefined,E12000001,0.0164720601299147
2013/14,England,North West,Cheshire,Disability,"Rate per 1,000 population",Units,Undefined,E23000006,0.038654364270998005
2013/14,England,North West,Cumbria,Disability,"Rate per 1,000 population",Units,Undefined,E23000002,0.0602324974401188
2013/14,England,North West,Greater Manchester,Disability,"Rate per 1,000 population",Units,Undefined,E23000005,0.0246782254072275
2013/14,England,North West,Lancashire,Disability,"Rate per 1,000 population",Units,Undefined,E23000003,0.0803351746881565
2013/14,England,North West,Merseyside,Disability,"Rate per 1,000 population",Units,Undefined,E23000004,0.0713982297566185
2013/14,England,North West,,Disability,"Rate per 1,000 population",Units,Undefined,E12000002,0.0498362653434809
2013/14,England,Yorkshire and The Humber,North Yorkshire,Disability,"Rate per 1,000 population",Units,Undefined,E23000009,0.0409848281617932
2013/14,England,Yorkshire and The Humber,South Yorkshire,Disability,"Rate per 1,000 population",Units,Undefined,E23000011,0.00515405848972832
2013/14,England,Yorkshire and The Humber,West Yorkshire,Disability,"Rate per 1,000 population",Units,Undefined,E23000010,0.010212241458237
2013/14,England,Yorkshire and The Humber,Humberside,Disability,"Rate per 1,000 population",Units,Undefined,E23000012,0.109522730304072
2013/14,England,Yorkshire and The Humber,,Disability,"Rate per 1,000 population",Units,Undefined,E12000003,0.0307247807159286
2013/14,England,East Midlands,Derbyshire,Disability,"Rate per 1,000 population",Units,Undefined,E23000018,0.00973157399450944
2013/14,England,East Midlands,Leicestershire,Disability,"Rate per 1,000 population",Units,Undefined,E23000021,0.0280737623585058
2013/14,England,East Midlands,Lincolnshire,Disability,"Rate per 1,000 population",Units,Undefined,E23000020,0.0138051186618974
2013/14,England,East Midlands,Northamptonshire,Disability,"Rate per 1,000 population",Units,Undefined,E23000022,0.0552069339909092
2013/14,England,East Midlands,Nottinghamshire,Disability,"Rate per 1,000 population",Units,Undefined,E23000019,0.0361319647749475
2013/14,England,East Midlands,,Disability,"Rate per 1,000 population",Units,Undefined,E12000004,0.0278355813102338
2013/14,England,West Midlands,Staffordshire,Disability,"Rate per 1,000 population",Units,Undefined,E23000015,0.0415449670078772
2013/14,England,West Midlands,Warwickshire,Disability,"Rate per 1,000 population",Units,Undefined,E23000017,0.0109343592192138
2013/14,England,West Midlands,West Mercia,Disability,"Rate per 1,000 population",Units,Undefined,E23000016,0.0194288878418877
2013/14,England,West Midlands,West Midlands,Disability,"Rate per 1,000 population",Units,Undefined,E23000014,0.0359263151276731
2013/14,England,West Midlands,,Disability,"Rate per 1,000 population",Units,Undefined,E12000005,0.0632303146247047
2013/14,England,East of England,Bedfordshire,Disability,"Rate per 1,000 population",Units,Undefined,E23000026,0.00788767944470736
2013/14,England,East of England,Cambridgeshire,Disability,"Rate per 1,000 population",Units,Undefined,E23000023,0.00487118753463109
2013/14,England,East of England,Essex,Disability,"Rate per 1,000 population",Units,Undefined,E23000028,0.0365077590396634
2013/14,England,East of England,Hertfordshire,Disability,"Rate per 1,000 population",Units,Undefined,E23000027,0.00964317618170549
2013/14,England,East of England,Norfolk,Disability,"Rate per 1,000 population",Units,Undefined,E23000024,0.08265980896399701
2013/14,England,East of England,Suffolk,Disability,"Rate per 1,000 population",Units,Undefined,E23000025,0.125261074032017
2013/14,England,East of England,,Disability,"Rate per 1,000 population",Units,Undefined,E12000006,0.0416504599352805
2013/14,England,London,Metropolitan Police,Disability,"Rate per 1,000 population",Units,Undefined,E23000001,0.0147462894946363
2013/14,England,London,,Disability,"Rate per 1,000 population",Units,Undefined,E12000007,0.0147328897386967
2013/14,England,South East,Hampshire,Disability,"Rate per 1,000 population",Units,Undefined,E23000030,0.0223292642143941
2013/14,England,South East,Kent,Disability,"Rate per 1,000 population",Units,Undefined,E23000032,0.0328683221344915
2013/14,England,South East,Surrey,Disability,"Rate per 1,000 population",Units,Undefined,E23000031,0.0390586348225956
2013/14,England,South East,Sussex,Disability,"Rate per 1,000 population",Units,Undefined,E23000033,0.0477394162326256
2013/14,England,South East,Thames Valley,Disability,"Rate per 1,000 population",Units,Undefined,E23000029,0.0198580494819423
2013/14,England,South East,,Disability,"Rate per 1,000 population",Units,Undefined,E12000008,0.0307070607815561
2013/14,England,South West,Avon and Somerset,Disability,"Rate per 1,000 population",Units,Undefined,E23000036,0.0619276672583518
2013/14,England,South West,Dorset,Disability,"Rate per 1,000 population",Units,Undefined,E23000039,0.106035683658443
2013/14,England,South West,Gloucestershire,Disability,"Rate per 1,000 population",Units,Undefined,E23000037,0.0429288009325456
2013/14,England,South West,Wiltshire,Disability,"Rate per 1,000 population",Units,Undefined,E23000038,0.0125095385231238
2013/14,England,South West,Devon and Cornwall,Disability,"Rate per 1,000 population",Units,Undefined,E23000035,0.007679257498499591
2013/14,England,South West,,Disability,"Rate per 1,000 population",Units,Undefined,E12000009,0.0420262139439258
2013/14,Wales,,Dyfed-Powys,Disability,"Rate per 1,000 population",Units,Undefined,W15000004,0.0116141545572974
2013/14,Wales,,Gwent,Disability,"Rate per 1,000 population",Units,Undefined,W15000002,0.0189949594284934
2013/14,Wales,,North Wales,Disability,"Rate per 1,000 population",Units,Undefined,W15000001,0.0476888260745159
2013/14,Wales,,South Wales,Disability,"Rate per 1,000 population",Units,Undefined,W15000003,0.0772371349966093
2013/14,Wales,,,Disability,"Rate per 1,000 population",Units,Undefined,W92000004,0.0486631897358302
2013/14,England,,,Disability,"Rate per 1,000 population",Units,Undefined,E92000001,0.0321725371769632
2013/14,,,,Disability,"Rate per 1,000 population",Units,Undefined,,0.034856220023980006
2013/14,England,North East,Cleveland,Transgender,"Rate per 1,000 population",Units,Undefined,E23000013,0.0142922223512492
2013/14,England,North East,Northumbria,Transgender,"Rate per 1,000 population",Units,Undefined,E23000007,0.00279841022315222
2013/14,England,North East,,Transgender,"Rate per 1,000 population",Units,Undefined,E12000001,0.00459685398974365
2013/14,England,North West,Cheshire,Transgender,"Rate per 1,000 population",Units,Undefined,E23000006,0.0164281048151741
2013/14,England,North West,Cumbria,Transgender,"Rate per 1,000 population",Units,Undefined,E23000002,0.0060232497440118795
2013/14,England,North West,Greater Manchester,Transgender,"Rate per 1,000 population",Units,Undefined,E23000005,0.0077349661724146
2013/14,England,North West,Lancashire,Transgender,"Rate per 1,000 population",Units,Undefined,E23000003,0.0142969378682312
2013/14,England,North West,Merseyside,Transgender,"Rate per 1,000 population",Units,Undefined,E23000004,0.0180298559991461
2013/14,England,North West,,Transgender,"Rate per 1,000 population",Units,Undefined,E12000002,0.012247895720008001
2013/14,England,Yorkshire and The Humber,North Yorkshire,Transgender,"Rate per 1,000 population",Units,Undefined,E23000009,0.00372589346925392
2013/14,England,Yorkshire and The Humber,West Yorkshire,Transgender,"Rate per 1,000 population",Units,Undefined,E23000010,0.0053281259782106205
2013/14,England,Yorkshire and The Humber,Humberside,Transgender,"Rate per 1,000 population",Units,Undefined,E23000012,0.0195189024304286
2013/14,England,Yorkshire and The Humber,,Transgender,"Rate per 1,000 population",Units,Undefined,E12000003,0.00618242538796124
2013/14,England,East Midlands,Derbyshire,Transgender,"Rate per 1,000 population",Units,Undefined,E23000018,0.0038926295978037703
2013/14,England,East Midlands,Leicestershire,Transgender,"Rate per 1,000 population",Units,Undefined,E23000021,0.00774448616786367
2013/14,England,East Midlands,Lincolnshire,Transgender,"Rate per 1,000 population",Units,Undefined,E23000020,0.00828307119713847
2013/14,England,East Midlands,,Transgender,"Rate per 1,000 population",Units,Undefined,E12000004,0.00456677505871024
2013/14,England,West Midlands,Staffordshire,Transgender,"Rate per 1,000 population",Units,Undefined,E23000015,0.008128363110236859
2013/14,England,West Midlands,West Mercia,Transgender,"Rate per 1,000 population",Units,Undefined,E23000016,0.0113335179077678
2013/14,England,West Midlands,West Midlands,Transgender,"Rate per 1,000 population",Units,Undefined,E23000014,0.00826305247936482
2013/14,England,West Midlands,,Transgender,"Rate per 1,000 population",Units,Undefined,E12000005,0.0168853681100063
2013/14,England,East of England,Bedfordshire,Transgender,"Rate per 1,000 population",Units,Undefined,E23000026,0.00631014355576589
2013/14,England,East of England,Essex,Transgender,"Rate per 1,000 population",Units,Undefined,E23000028,0.015401710844858
2013/14,England,East of England,Hertfordshire,Transgender,"Rate per 1,000 population",Units,Undefined,E23000027,0.00262995714046513
2013/14,England,East of England,Norfolk,Transgender,"Rate per 1,000 population",Units,Undefined,E23000024,0.00803637031594415
2013/14,England,East of England,Suffolk,Transgender,"Rate per 1,000 population",Units,Undefined,E23000025,0.0136153341339149
2013/14,England,East of England,,Transgender,"Rate per 1,000 population",Units,Undefined,E12000006,0.008901106357136571
2013/14,England,London,Metropolitan Police,Transgender,"Rate per 1,000 population",Units,Undefined,E23000001,0.00939481346835702
2013/14,England,London,,Transgender,"Rate per 1,000 population",Units,Undefined,E12000007,0.00962390378092288
2013/14,England,South East,Hampshire,Transgender,"Rate per 1,000 population",Units,Undefined,E23000030,0.0186942677143765
2013/14,England,South East,Kent,Transgender,"Rate per 1,000 population",Units,Undefined,E23000032,0.00453356167372296
2013/14,England,South East,Sussex,Transgender,"Rate per 1,000 population",Units,Undefined,E23000033,0.0153010949463543
2013/14,England,South East,Thames Valley,Transgender,"Rate per 1,000 population",Units,Undefined,E23000029,0.0185629592983374
2013/14,England,South East,,Transgender,"Rate per 1,000 population",Units,Undefined,E12000008,0.0127377437316084
2013/14,England,South West,Avon and Somerset,Transgender,"Rate per 1,000 population",Units,Undefined,E23000036,0.0177812113910119
2013/14,England,South West,Dorset,Transgender,"Rate per 1,000 population",Units,Undefined,E23000039,0.0225325827774191
2013/14,England,South West,Gloucestershire,Transgender,"Rate per 1,000 population",Units,Undefined,E23000037,0.00495332318452449
2013/14,England,South West,Wiltshire,Transgender,"Rate per 1,000 population",Units,Undefined,E23000038,0.00833969234874925
2013/14,England,South West,Devon and Cornwall,Transgender,"Rate per 1,000 population",Units,Undefined,E23000035,0.00177213634580759
2013/14,England,South West,,Transgender,"Rate per 1,000 population",Units,Undefined,E12000009,0.010413575136548
2013/14,Wales,,Dyfed-Powys,Transgender,"Rate per 1,000 population",Units,Undefined,W15000004,0.00580707727864873
2013/14,Wales,,Gwent,Transgender,"Rate per 1,000 population",Units,Undefined,W15000002,0.00863407246749703
2013/14,Wales,,North Wales,Transgender,"Rate per 1,000 population",Units,Undefined,W15000001,0.0144511594165199
2013/14,Wales,,South Wales,Transgender,"Rate per 1,000 population",Units,Undefined,W15000003,0.0223987691490166
2013/14,Wales,,,Transgender,"Rate per 1,000 population",Units,Undefined,W92000004,0.0152477994505601
2013/14,England,,,Transgender,"Rate per 1,000 population",Units,Undefined,E92000001,0.009319453931238059
2013/14,,,,Transgender,"Rate per 1,000 population",Units,Undefined,,0.00974569375985335
2013/14,England,North East,Cleveland,,"Rate per 1,000 population",Units,Undefined,E23000013,0.6306443112488721
2013/14,England,North East,Durham,,"Rate per 1,000 population",Units,Undefined,E23000008,0.344409699478396
2013/14,England,North East,Northumbria,,"Rate per 1,000 population",Units,Undefined,E23000007,0.47153212260115007
2013/14,England,North East,,,"Rate per 1,000 population",Units,Undefined,E12000001,0.475391316772656
2013/14,England,North West,Cheshire,,"Rate per 1,000 population",Units,Undefined,E23000006,0.647460601539216
2013/14,England,North West,Cumbria,,"Rate per 1,000 population",Units,Undefined,E23000002,0.47382897986226796
2013/14,England,North West,Greater Manchester,,"Rate per 1,000 population",Units,Undefined,E23000005,1.1679798920346
2013/14,England,North West,Lancashire,,"Rate per 1,000 population",Units,Undefined,E23000003,0.699188342413023
2013/14,England,North West,Merseyside,,"Rate per 1,000 population",Units,Undefined,E23000004,1.2108851289026499
2013/14,England,North West,,,"Rate per 1,000 population",Units,Undefined,E12000002,0.9549135249289019
2013/14,England,Yorkshire and The Humber,North Yorkshire,,"Rate per 1,000 population",Units,Undefined,E23000009,0.680596540383717
2013/14,England,Yorkshire and The Humber,South Yorkshire,,"Rate per 1,000 population",Units,Undefined,E23000011,0.146522519922276
2013/14,England,Yorkshire and The Humber,West Yorkshire,,"Rate per 1,000 population",Units,Undefined,E23000010,0.29437896029613697
2013/14,England,Yorkshire and The Humber,Humberside,,"Rate per 1,000 population",Units,Undefined,E23000012,2.08093187577736
2013/14,England,Yorkshire and The Humber,,,"Rate per 1,000 population",Units,Undefined,E12000003,0.623675579288575
2013/14,England,East Midlands,Derbyshire,,"Rate per 1,000 population",Units,Undefined,E23000018,0.407752950369945
2013/14,England,East Midlands,Leicestershire,,"Rate per 1,000 population",Units,Undefined,E23000021,0.8431809315261569
2013/14,England,East Midlands,Lincolnshire,,"Rate per 1,000 population",Units,Undefined,E23000020,0.35341103774457394
2013/14,England,East Midlands,Northamptonshire,,"Rate per 1,000 population",Units,Undefined,E23000022,0.573302776059442
2013/14,England,East Midlands,Nottinghamshire,,"Rate per 1,000 population",Units,Undefined,E23000019,0.628696187084087
2013/14,England,East Midlands,,,"Rate per 1,000 population",Units,Undefined,E12000004,0.575631122876476
2013/14,England,West Midlands,Staffordshire,,"Rate per 1,000 population",Units,Undefined,E23000015,0.7514220119685631
2013/14,England,West Midlands,Warwickshire,,"Rate per 1,000 population",Units,Undefined,E23000017,0.353544281421248
2013/14,England,West Midlands,West Mercia,,"Rate per 1,000 population",Units,Undefined,E23000016,0.440388124416121
2013/14,England,West Midlands,West Midlands,,"Rate per 1,000 population",Units,Undefined,E23000014,1.06665229614061
2013/14,England,West Midlands,,,"Rate per 1,000 population",Units,Undefined,E12000005,1.63069544364508
2013/14,England,East of England,Bedfordshire,,"Rate per 1,000 population",Units,Undefined,E23000026,0.473260766682442
2013/14,England,East of England,Cambridgeshire,,"Rate per 1,000 population",Units,Undefined,E23000023,0.386041612119514
2013/14,England,East of England,Essex,,"Rate per 1,000 population",Units,Undefined,E23000028,0.600096289214467
2013/14,England,East of England,Hertfordshire,,"Rate per 1,000 population",Units,Undefined,E23000027,0.5294980376136471
2013/14,England,East of England,Norfolk,,"Rate per 1,000 population",Units,Undefined,E23000024,0.453480896399706
2013/14,England,East of England,Suffolk,,"Rate per 1,000 population",Units,Undefined,E23000025,0.777435579046545
2013/14,England,East of England,,,"Rate per 1,000 population",Units,Undefined,E12000006,0.5439751602031189
2013/14,England,London,City of London,,"Rate per 1,000 population",Units,Undefined,E23000034,9.5449790794979
2013/14,England,London,Metropolitan Police,,"Rate per 1,000 population",Units,Undefined,E23000001,1.27817031845444
2013/14,England,London,,,"Rate per 1,000 population",Units,Undefined,E12000007,1.28568225695514
2013/14,England,South East,Hampshire,,"Rate per 1,000 population",Units,Undefined,E23000030,0.552519468002683
2013/14,England,South East,Kent,,"Rate per 1,000 population",Units,Undefined,E23000032,0.6046637882328001
2013/14,England,South East,Surrey,,"Rate per 1,000 population",Units,Undefined,E23000031,0.38971837856323205
2013/14,England,South East,Sussex,,"Rate per 1,000 population",Units,Undefined,E23000033,0.6310171555876529
