Year,Country,Region,Police Force Area,Monitored hate crime strand,Unit measure,Unit multiplier,Observation status,GeoCode,Value
2015/16,,,,Sexual orientation,"Rate per 1,000 population",Units,Undefined,,0.124280015070463
2015/16,England,North East,Cleveland,Disability,"Rate per 1,000 population",Units,Undefined,E23000013,0.0658269285510959
2015/16,England,North East,Durham,Disability,"Rate per 1,000 population",Units,Undefined,E23000008,0.087988174389362
2015/16,England,North East,Northumbria,Disability,"Rate per 1,000 population",Units,Undefined,E23000007,0.0486971088526474
2015/16,England,North East,,Disability,"Rate per 1,000 population",Units,Undefined,E12000001,0.0617231973683057
2015/16,England,North West,Cheshire,Disability,"Rate per 1,000 population",Units,Undefined,E23000006,0.0747461505732454
2015/16,England,North West,Cumbria,Disability,"Rate per 1,000 population",Units,Undefined,E23000002,0.11245070241528
2015/16,England,North West,Greater Manchester,Disability,"Rate per 1,000 population",Units,Undefined,E23000005,0.0856263165953234
2015/16,England,North West,Lancashire,Disability,"Rate per 1,000 population",Units,Undefined,E23000003,0.0514168383380183
2015/16,England,North West,Merseyside,Disability,"Rate per 1,000 population",Units,Undefined,E23000004,0.13948198536512
2015/16,England,North West,,Disability,"Rate per 1,000 population",Units,Undefined,E12000002,0.0893524871982698
2015/16,England,Yorkshire and The Humber,North Yorkshire,Disability,"Rate per 1,000 population",Units,Undefined,E23000009,0.0667381011527153
2015/16,England,Yorkshire and The Humber,South Yorkshire,Disability,"Rate per 1,000 population",Units,Undefined,E23000011,0.0138216497957669
2015/16,England,Yorkshire and The Humber,West Yorkshire,Disability,"Rate per 1,000 population",Units,Undefined,E23000010,0.0179689164042182
2015/16,England,Yorkshire and The Humber,Humberside,Disability,"Rate per 1,000 population",Units,Undefined,E23000012,0.183769876874182
2015/16,England,Yorkshire and The Humber,,Disability,"Rate per 1,000 population",Units,Undefined,E12000003,0.0526845368658191
2015/16,England,East Midlands,Derbyshire,Disability,"Rate per 1,000 population",Units,Undefined,E23000018,0.0202582248392847
2015/16,England,East Midlands,Leicestershire,Disability,"Rate per 1,000 population",Units,Undefined,E23000021,0.0293565610019867
2015/16,England,East Midlands,Lincolnshire,Disability,"Rate per 1,000 population",Units,Undefined,E23000020,0.0488688888436399
2015/16,England,East Midlands,Northamptonshire,Disability,"Rate per 1,000 population",Units,Undefined,E23000022,0.063621501854705
2015/16,England,East Midlands,Nottinghamshire,Disability,"Rate per 1,000 population",Units,Undefined,E23000019,0.0631251950435163
2015/16,England,East Midlands,,Disability,"Rate per 1,000 population",Units,Undefined,E12000004,0.0438311598066981
2015/16,England,West Midlands,Staffordshire,Disability,"Rate per 1,000 population",Units,Undefined,E23000015,0.111289613268593
2015/16,England,West Midlands,Warwickshire,Disability,"Rate per 1,000 population",Units,Undefined,E23000017,0.0288807621633134
2015/16,England,West Midlands,West Mercia,Disability,"Rate per 1,000 population",Units,Undefined,E23000016,0.0432265930000136
2015/16,England,West Midlands,West Midlands,Disability,"Rate per 1,000 population",Units,Undefined,E23000014,0.0239981055613139
2015/16,England,West Midlands,,Disability,"Rate per 1,000 population",Units,Undefined,E12000005,0.0924632890744742
2015/16,England,East of England,Bedfordshire,Disability,"Rate per 1,000 population",Units,Undefined,E23000026,0.036642116448646005
2015/16,England,East of England,Cambridgeshire,Disability,"Rate per 1,000 population",Units,Undefined,E23000023,0.0237750499870426
2015/16,England,East of England,Essex,Disability,"Rate per 1,000 population",Units,Undefined,E23000028,0.0665906749552471
2015/16,England,East of England,Hertfordshire,Disability,"Rate per 1,000 population",Units,Undefined,E23000027,0.10631557377400501
2015/16,England,East of England,Norfolk,Disability,"Rate per 1,000 population",Units,Undefined,E23000024,0.0971775569562181
2015/16,England,East of England,Suffolk,Disability,"Rate per 1,000 population",Units,Undefined,E23000025,0.0808739781235889
2015/16,England,East of England,,Disability,"Rate per 1,000 population",Units,Undefined,E12000006,0.0712587001853549
2015/16,England,London,Metropolitan Police,Disability,"Rate per 1,000 population",Units,Undefined,E23000001,0.041200454289827
2015/16,England,London,,Disability,"Rate per 1,000 population",Units,Undefined,E12000007,0.0412741348485936
2015/16,England,South East,Hampshire,Disability,"Rate per 1,000 population",Units,Undefined,E23000030,0.0813826659016354
2015/16,England,South East,Kent,Disability,"Rate per 1,000 population",Units,Undefined,E23000032,0.0383075608576674
2015/16,England,South East,Surrey,Disability,"Rate per 1,000 population",Units,Undefined,E23000031,0.0616011683688267
2015/16,England,South East,Sussex,Disability,"Rate per 1,000 population",Units,Undefined,E23000033,0.10927019517337899
2015/16,England,South East,Thames Valley,Disability,"Rate per 1,000 population",Units,Undefined,E23000029,0.0555422706358614
2015/16,England,South East,,Disability,"Rate per 1,000 population",Units,Undefined,E12000008,0.0685075950112612
2015/16,England,South West,Avon and Somerset,Disability,"Rate per 1,000 population",Units,Undefined,E23000036,0.120778970278158
2015/16,England,South West,Dorset,Disability,"Rate per 1,000 population",Units,Undefined,E23000039,0.103176531126661
2015/16,England,South West,Gloucestershire,Disability,"Rate per 1,000 population",Units,Undefined,E23000037,0.0648128044176407
2015/16,England,South West,Wiltshire,Disability,"Rate per 1,000 population",Units,Undefined,E23000038,0.0205721950326377
2015/16,England,South West,Devon and Cornwall,Disability,"Rate per 1,000 population",Units,Undefined,E23000035,0.0122029879887732
2015/16,England,South West,,Disability,"Rate per 1,000 population",Units,Undefined,E12000009,0.0641543506154065
2015/16,Wales,,Dyfed-Powys,Disability,"Rate per 1,000 population",Units,Undefined,W15000004,0.0213231602474262
2015/16,Wales,,Gwent,Disability,"Rate per 1,000 population",Units,Undefined,W15000002,0.0257825431556801
2015/16,Wales,,North Wales,Disability,"Rate per 1,000 population",Units,Undefined,W15000001,0.0561576907957544
2015/16,Wales,,South Wales,Disability,"Rate per 1,000 population",Units,Undefined,W15000003,0.13695978355763302
2015/16,Wales,,,Disability,"Rate per 1,000 population",Units,Undefined,W92000004,0.0787328909233238
2015/16,England,,,Disability,"Rate per 1,000 population",Units,Undefined,E92000001,0.0603982814909274
2015/16,,,,Disability,"Rate per 1,000 population",Units,Undefined,,0.0626928238380194
2015/16,England,North East,Cleveland,Transgender,"Rate per 1,000 population",Units,Undefined,E23000013,0.00533731853116994
2015/16,England,North East,Durham,Transgender,"Rate per 1,000 population",Units,Undefined,E23000008,0.0415944097113348
2015/16,England,North East,Northumbria,Transgender,"Rate per 1,000 population",Units,Undefined,E23000007,0.0166961516066219
2015/16,England,North East,,Transgender,"Rate per 1,000 population",Units,Undefined,E12000001,0.0201933917316062
2015/16,England,North West,Cheshire,Transgender,"Rate per 1,000 population",Units,Undefined,E23000006,0.0124576917622075
2015/16,England,North West,Cumbria,Transgender,"Rate per 1,000 population",Units,Undefined,E23000002,0.0481931581779773
2015/16,England,North West,Greater Manchester,Transgender,"Rate per 1,000 population",Units,Undefined,E23000005,0.0137872882653487
2015/16,England,North West,Lancashire,Transgender,"Rate per 1,000 population",Units,Undefined,E23000003,0.015560358970716002
2015/16,England,North West,Merseyside,Transgender,"Rate per 1,000 population",Units,Undefined,E23000004,0.0314728582362324
2015/16,England,North West,,Transgender,"Rate per 1,000 population",Units,Undefined,E12000002,0.0197941547303499
2015/16,England,Yorkshire and The Humber,West Yorkshire,Transgender,"Rate per 1,000 population",Units,Undefined,E23000010,0.006135727552659879
2015/16,England,Yorkshire and The Humber,Humberside,Transgender,"Rate per 1,000 population",Units,Undefined,E23000012,0.033510977547645
2015/16,England,Yorkshire and The Humber,,Transgender,"Rate per 1,000 population",Units,Undefined,E12000003,0.00871891983342781
2015/16,England,East Midlands,Derbyshire,Transgender,"Rate per 1,000 population",Units,Undefined,E23000018,0.00482338686649636
2015/16,England,East Midlands,Leicestershire,Transgender,"Rate per 1,000 population",Units,Undefined,E23000021,0.0104168442265114
2015/16,England,East Midlands,Lincolnshire,Transgender,"Rate per 1,000 population",Units,Undefined,E23000020,0.0257919135563655
2015/16,England,East Midlands,Northamptonshire,Transgender,"Rate per 1,000 population",Units,Undefined,E23000022,0.0110646090182095
2015/16,England,East Midlands,,Transgender,"Rate per 1,000 population",Units,Undefined,E12000004,0.00919385303262449
2015/16,England,West Midlands,Staffordshire,Transgender,"Rate per 1,000 population",Units,Undefined,E23000015,0.0125649563367767
2015/16,England,West Midlands,Warwickshire,Transgender,"Rate per 1,000 population",Units,Undefined,E23000017,0.00722019054082837
2015/16,England,West Midlands,West Mercia,Transgender,"Rate per 1,000 population",Units,Undefined,E23000016,0.0168103417222275
2015/16,England,West Midlands,West Midlands,Transgender,"Rate per 1,000 population",Units,Undefined,E23000014,0.0119990527806569
2015/16,England,West Midlands,,Transgender,"Rate per 1,000 population",Units,Undefined,E12000005,0.0257626721467046
2015/16,England,East of England,Bedfordshire,Transgender,"Rate per 1,000 population",Units,Undefined,E23000026,0.0137407936682422
2015/16,England,East of England,Cambridgeshire,Transgender,"Rate per 1,000 population",Units,Undefined,E23000023,0.009510019994817041
2015/16,England,East of England,Essex,Transgender,"Rate per 1,000 population",Units,Undefined,E23000028,0.007274611549732879
2015/16,England,East of England,Hertfordshire,Transgender,"Rate per 1,000 population",Units,Undefined,E23000027,0.00771645293521008
2015/16,England,East of England,Norfolk,Transgender,"Rate per 1,000 population",Units,Undefined,E23000024,0.0169495738877124
2015/16,England,East of England,Suffolk,Transgender,"Rate per 1,000 population",Units,Undefined,E23000025,0.0148268959893246
2015/16,England,East of England,,Transgender,"Rate per 1,000 population",Units,Undefined,E12000006,0.0106970335151225
2015/16,England,London,Metropolitan Police,Transgender,"Rate per 1,000 population",Units,Undefined,E23000001,0.0175419301177975
2015/16,England,London,,Transgender,"Rate per 1,000 population",Units,Undefined,E12000007,0.0176395045581978
2015/16,England,South East,Hampshire,Transgender,"Rate per 1,000 population",Units,Undefined,E23000030,0.0291749179647372
2015/16,England,South East,Kent,Transgender,"Rate per 1,000 population",Units,Undefined,E23000032,0.00610700245557017
2015/16,England,South East,Surrey,Transgender,"Rate per 1,000 population",Units,Undefined,E23000031,0.0179670074409078
2015/16,England,South East,Sussex,Transgender,"Rate per 1,000 population",Units,Undefined,E23000033,0.0246158131983986
2015/16,England,South East,Thames Valley,Transgender,"Rate per 1,000 population",Units,Undefined,E23000029,0.00720777557869958
2015/16,England,South East,,Transgender,"Rate per 1,000 population",Units,Undefined,E12000008,0.0164284118542502
2015/16,England,South West,Avon and Somerset,Transgender,"Rate per 1,000 population",Units,Undefined,E23000036,0.0264391775733281
2015/16,England,South West,Dorset,Transgender,"Rate per 1,000 population",Units,Undefined,E23000039,0.0261206407915599
2015/16,England,South West,Gloucestershire,Transgender,"Rate per 1,000 population",Units,Undefined,E23000037,0.0113422407730871
2015/16,England,South West,Wiltshire,Transgender,"Rate per 1,000 population",Units,Undefined,E23000038,0.0267438535424291
2015/16,England,South West,Devon and Cornwall,Transgender,"Rate per 1,000 population",Units,Undefined,E23000035,0.00348656799679235
2015/16,England,South West,,Transgender,"Rate per 1,000 population",Units,Undefined,E12000009,0.0164498334911298
2015/16,Wales,,North Wales,Transgender,"Rate per 1,000 population",Units,Undefined,W15000001,0.0129594671067125
2015/16,Wales,,South Wales,Transgender,"Rate per 1,000 population",Units,Undefined,W15000003,0.0183633229351017
2015/16,Wales,,,Transgender,"Rate per 1,000 population",Units,Undefined,W92000004,0.0112936523865423
2015/16,England,,,Transgender,"Rate per 1,000 population",Units,Undefined,E92000001,0.0148394689791852
2015/16,,,,Transgender,"Rate per 1,000 population",Units,Undefined,,0.0148223871184956
2015/16,England,North East,Cleveland,,"Rate per 1,000 population",Units,Undefined,E23000013,1.00697409621406
2015/16,England,North East,Durham,,"Rate per 1,000 population",Units,Undefined,E23000008,0.5279290463361721
2015/16,England,North East,Northumbria,,"Rate per 1,000 population",Units,Undefined,E23000007,0.9008965137739771
2015/16,England,North East,,,"Rate per 1,000 population",Units,Undefined,E12000001,0.834787194036777
2015/16,England,North West,Cheshire,,"Rate per 1,000 population",Units,Undefined,E23000006,0.7512946416592869
2015/16,England,North West,Cumbria,,"Rate per 1,000 population",Units,Undefined,E23000002,0.7289215174419069
2015/16,England,North West,Greater Manchester,,"Rate per 1,000 population",Units,Undefined,E23000005,1.75679078370574
2015/16,England,North West,Lancashire,,"Rate per 1,000 population",Units,Undefined,E23000003,0.558819848252673
2015/16,England,North West,Merseyside,,"Rate per 1,000 population",Units,Undefined,E23000004,1.60583106228049
2015/16,England,North West,,,"Rate per 1,000 population",Units,Undefined,E12000002,1.26292282997866
2015/16,England,Yorkshire and The Humber,North Yorkshire,,"Rate per 1,000 population",Units,Undefined,E23000009,0.651314431620018
2015/16,England,Yorkshire and The Humber,South Yorkshire,,"Rate per 1,000 population",Units,Undefined,E23000011,0.17895399209256102
2015/16,England,Yorkshire and The Humber,West Yorkshire,,"Rate per 1,000 population",Units,Undefined,E23000010,0.42687133116362297
2015/16,England,Yorkshire and The Humber,Humberside,,"Rate per 1,000 population",Units,Undefined,E23000012,3.95321435134638
2015/16,England,Yorkshire and The Humber,,,"Rate per 1,000 population",Units,Undefined,E12000003,1.00249027191157
2015/16,England,East Midlands,Derbyshire,,"Rate per 1,000 population",Units,Undefined,E23000018,0.51803174946171
2015/16,England,East Midlands,Leicestershire,,"Rate per 1,000 population",Units,Undefined,E23000021,0.7310730675333481
2015/16,England,East Midlands,Lincolnshire,,"Rate per 1,000 population",Units,Undefined,E23000020,0.40588327122912
2015/16,England,East Midlands,Northamptonshire,,"Rate per 1,000 population",Units,Undefined,E23000022,0.762074946129184
2015/16,England,East Midlands,Nottinghamshire,,"Rate per 1,000 population",Units,Undefined,E23000019,0.8099584885161041
2015/16,England,East Midlands,,,"Rate per 1,000 population",Units,Undefined,E12000004,0.65639834442226
2015/16,England,West Midlands,Staffordshire,,"Rate per 1,000 population",Units,Undefined,E23000015,0.970194128575403
2015/16,England,West Midlands,Warwickshire,,"Rate per 1,000 population",Units,Undefined,E23000017,0.611911148335204
2015/16,England,West Midlands,West Mercia,,"Rate per 1,000 population",Units,Undefined,E23000016,0.6379924929816819
2015/16,England,West Midlands,West Midlands,,"Rate per 1,000 population",Units,Undefined,E23000014,1.33401233855539
2015/16,England,West Midlands,,,"Rate per 1,000 population",Units,Undefined,E12000005,2.11642116251764
2015/16,England,East of England,Bedfordshire,,"Rate per 1,000 population",Units,Undefined,E23000026,0.8855178141756129
2015/16,England,East of England,Cambridgeshire,,"Rate per 1,000 population",Units,Undefined,E23000023,0.649058864646263
2015/16,England,East of England,Essex,,"Rate per 1,000 population",Units,Undefined,E23000028,0.6507979409491801
2015/16,England,East of England,Hertfordshire,,"Rate per 1,000 population",Units,Undefined,E23000027,0.812799709175462
2015/16,England,East of England,Norfolk,,"Rate per 1,000 population",Units,Undefined,E23000024,0.711882103283923
2015/16,England,East of England,Suffolk,,"Rate per 1,000 population",Units,Undefined,E23000025,0.6240775311870269
2015/16,England,East of England,,,"Rate per 1,000 population",Units,Undefined,E12000006,0.7125870018535491
2015/16,England,London,City of London,,"Rate per 1,000 population",Units,Undefined,E23000034,13.5844748858447
2015/16,England,London,Metropolitan Police,,"Rate per 1,000 population",Units,Undefined,E23000001,1.8981060832066798
2015/16,England,London,,,"Rate per 1,000 population",Units,Undefined,E12000007,1.90990870922291
2015/16,England,South East,Hampshire,,"Rate per 1,000 population",Units,Undefined,E23000030,0.928478968211111
2015/16,England,South East,Kent,,"Rate per 1,000 population",Units,Undefined,E23000032,0.6623321754086551
2015/16,England,South East,Surrey,,"Rate per 1,000 population",Units,Undefined,E23000031,0.837604775459463
2015/16,England,South East,Sussex,,"Rate per 1,000 population",Units,Undefined,E23000033,1.04467109671252
2015/16,England,South East,Thames Valley,,"Rate per 1,000 population",Units,Undefined,E23000029,0.6851626667752071
2015/16,England,South East,,,"Rate per 1,000 population",Units,Undefined,E12000008,0.8205265294823492
2015/16,England,South West,Avon and Somerset,,"Rate per 1,000 population",Units,Undefined,E23000036,1.18135052520825
2015/16,England,South West,Dorset,,"Rate per 1,000 population",Units,Undefined,E23000039,1.05527388797902
2015/16,England,South West,Gloucestershire,,"Rate per 1,000 population",Units,Undefined,E23000037,0.7032189279314021
2015/16,England,South West,Wiltshire,,"Rate per 1,000 population",Units,Undefined,E23000038,0.578078680417121
2015/16,England,South West,Devon and Cornwall,,"Rate per 1,000 population",Units,Undefined,E23000035,0.271371209083671
2015/16,England,South West,,,"Rate per 1,000 population",Units,Undefined,E12000009,0.723061569898998
2015/16,Wales,,Dyfed-Powys,,"Rate per 1,000 population",Units,Undefined,W15000004,0.220985478927871
2015/16,Wales,,Gwent,,"Rate per 1,000 population",Units,Undefined,W15000002,0.366112112810658
2015/16,Wales,,North Wales,,"Rate per 1,000 population",Units,Undefined,W15000001,0.554377204009371
2015/16,Wales,,South Wales,,"Rate per 1,000 population",Units,Undefined,W15000003,1.2953794053803
2015/16,Wales,,,,"Rate per 1,000 population",Units,Undefined,W92000004,0.7760352568466959
2015/16,England,,,,"Rate per 1,000 population",Units,Undefined,E92000001,1.05712507429089
2015/16,,,,,"Rate per 1,000 population",Units,Undefined,,1.08003030055257
2014/15,England,North East,Cleveland,Race,"Rate per 1,000 population",Units,Undefined,E23000013,0.757751350580348
2014/15,England,North East,Durham,Race,"Rate per 1,000 population",Units,Undefined,E23000008,0.30651218024841903
2014/15,England,North East,Northumbria,Race,"Rate per 1,000 population",Units,Undefined,E23000007,0.545061685369763
2014/15,England,North East,,Race,"Rate per 1,000 population",Units,Undefined,E12000001,0.5338506363820349
2014/15,England,North West,Cheshire,Race,"Rate per 1,000 population",Units,Undefined,E23000006,0.514833458593436
2014/15,England,North West,Cumbria,Race,"Rate per 1,000 population",Units,Undefined,E23000002,0.36555433704109797
2014/15,England,North West,Greater Manchester,Race,"Rate per 1,000 population",Units,Undefined,E23000005,1.16947337838025
2014/15,England,North West,Lancashire,Race,"Rate per 1,000 population",Units,Undefined,E23000003,0.438185599115204
2014/15,England,North West,Merseyside,Race,"Rate per 1,000 population",Units,Undefined,E23000004,1.18825717249425
2014/15,England,North West,,Race,"Rate per 1,000 population",Units,Undefined,E12000002,0.8707427220923171
2014/15,England,Yorkshire and The Humber,North Yorkshire,Race,"Rate per 1,000 population",Units,Undefined,E23000009,0.529793107726666
2014/15,England,Yorkshire and The Humber,South Yorkshire,Race,"Rate per 1,000 population",Units,Undefined,E23000011,0.128857771038776
2014/15,England,Yorkshire and The Humber,West Yorkshire,Race,"Rate per 1,000 population",Units,Undefined,E23000010,0.287944022268848
2014/15,England,Yorkshire and The Humber,Humberside,Race,"Rate per 1,000 population",Units,Undefined,E23000012,2.03706990981473
2014/15,England,Yorkshire and The Humber,,Race,"Rate per 1,000 population",Units,Undefined,E12000003,0.5852582459006259
2014/15,England,East Midlands,Derbyshire,Race,"Rate per 1,000 population",Units,Undefined,E23000018,0.40009028671845503
2014/15,England,East Midlands,Leicestershire,Race,"Rate per 1,000 population",Units,Undefined,E23000021,0.7732996032886791
2014/15,England,East Midlands,Lincolnshire,Race,"Rate per 1,000 population",Units,Undefined,E23000020,0.21598980746832602
2014/15,England,East Midlands,Northamptonshire,Race,"Rate per 1,000 population",Units,Undefined,E23000022,0.572514809796302
2014/15,England,East Midlands,Nottinghamshire,Race,"Rate per 1,000 population",Units,Undefined,E23000019,0.618469100745927
2014/15,England,East Midlands,,Race,"Rate per 1,000 population",Units,Undefined,E12000004,0.534134009629938
2014/15,England,West Midlands,Staffordshire,Race,"Rate per 1,000 population",Units,Undefined,E23000015,0.6326539427929639
2014/15,England,West Midlands,Warwickshire,Race,"Rate per 1,000 population",Units,Undefined,E23000017,0.310010623755878
2014/15,England,West Midlands,West Mercia,Race,"Rate per 1,000 population",Units,Undefined,E23000016,0.3703280301286
2014/15,England,West Midlands,West Midlands,Race,"Rate per 1,000 population",Units,Undefined,E23000014,1.07643048103588
2014/15,England,West Midlands,,Race,"Rate per 1,000 population",Units,Undefined,E12000005,1.55144148391443
2014/15,England,East of England,Bedfordshire,Race,"Rate per 1,000 population",Units,Undefined,E23000026,0.705010544100428
2014/15,England,East of England,Cambridgeshire,Race,"Rate per 1,000 population",Units,Undefined,E23000023,0.485379011151673
2014/15,England,East of England,Essex,Race,"Rate per 1,000 population",Units,Undefined,E23000028,0.530128798739421
2014/15,England,East of England,Hertfordshire,Race,"Rate per 1,000 population",Units,Undefined,E23000027,0.629564777625943
2014/15,England,East of England,Norfolk,Race,"Rate per 1,000 population",Units,Undefined,E23000024,0.43066616536213503
2014/15,England,East of England,Suffolk,Race,"Rate per 1,000 population",Units,Undefined,E23000025,0.39403557423575997
2014/15,England,East of England,,Race,"Rate per 1,000 population",Units,Undefined,E12000006,0.5305411769241
2014/15,England,London,City of London,Race,"Rate per 1,000 population",Units,Undefined,E23000034,6.68979187314172
2014/15,England,London,Metropolitan Police,Race,"Rate per 1,000 population",Units,Undefined,E23000001,1.35277436555878
2014/15,England,London,,Race,"Rate per 1,000 population",Units,Undefined,E12000007,1.35781968402877
2014/15,England,South East,Hampshire,Race,"Rate per 1,000 population",Units,Undefined,E23000030,0.586198505271146
2014/15,England,South East,Kent,Race,"Rate per 1,000 population",Units,Undefined,E23000032,0.44161269333865294
2014/15,England,South East,Surrey,Race,"Rate per 1,000 population",Units,Undefined,E23000031,0.46156919748961406
2014/15,England,South East,Sussex,Race,"Rate per 1,000 population",Units,Undefined,E23000033,0.5899687128616811
2014/15,England,South East,Thames Valley,Race,"Rate per 1,000 population",Units,Undefined,E23000029,0.459104438565285
2014/15,England,South East,,Race,"Rate per 1,000 population",Units,Undefined,E12000008,0.508011320493613
2014/15,England,South West,Avon and Somerset,Race,"Rate per 1,000 population",Units,Undefined,E23000036,0.8688709659779291
2014/15,England,South West,Dorset,Race,"Rate per 1,000 population",Units,Undefined,E23000039,0.8660538480167629
2014/15,England,South West,Gloucestershire,Race,"Rate per 1,000 population",Units,Undefined,E23000037,0.36314146813842496
2014/15,England,South West,Wiltshire,Race,"Rate per 1,000 population",Units,Undefined,E23000038,0.35807204078295596
2014/15,England,South West,Devon and Cornwall,Race,"Rate per 1,000 population",Units,Undefined,E23000035,0.15110278679220998
2014/15,England,South West,,Race,"Rate per 1,000 population",Units,Undefined,E12000009,0.505411554545265
2014/15,Wales,,Dyfed-Powys,Race,"Rate per 1,000 population",Units,Undefined,W15000004,0.13935555796417
2014/15,Wales,,Gwent,Race,"Rate per 1,000 population",Units,Undefined,W15000002,0.361818811476892
2014/15,Wales,,North Wales,Race,"Rate per 1,000 population",Units,Undefined,W15000001,0.42216708595206603
2014/15,Wales,,South Wales,Race,"Rate per 1,000 population",Units,Undefined,W15000003,0.847084361761904
2014/15,Wales,,,Race,"Rate per 1,000 population",Units,Undefined,W92000004,0.542361085058518
2014/15,England,,,Race,"Rate per 1,000 population",Units,Undefined,E92000001,0.7293532156217819
2014/15,,,,Race,"Rate per 1,000 population",Units,Undefined,,0.7477966649418392
2014/15,England,North East,Cleveland,Religion,"Rate per 1,000 population",Units,Undefined,E23000013,0.0196123878973737
2014/15,England,North East,Durham,Religion,"Rate per 1,000 population",Units,Undefined,E23000008,0.0401193953204737
2014/15,England,North East,Northumbria,Religion,"Rate per 1,000 population",Units,Undefined,E23000007,0.0334564717362514
2014/15,England,North East,,Religion,"Rate per 1,000 population",Units,Undefined,E12000001,0.0320768622718819
2014/15,England,North West,Cheshire,Religion,"Rate per 1,000 population",Units,Undefined,E23000006,0.0173214995414614
2014/15,England,North West,Cumbria,Religion,"Rate per 1,000 population",Units,Undefined,E23000002,0.0281195643877768
2014/15,England,North West,Greater Manchester,Religion,"Rate per 1,000 population",Units,Undefined,E23000005,0.105018416644284
2014/15,England,North West,Lancashire,Religion,"Rate per 1,000 population",Units,Undefined,E23000003,0.0434788811525164
2014/15,England,North West,Merseyside,Religion,"Rate per 1,000 population",Units,Undefined,E23000004,0.0855430148377594
2014/15,England,North West,,Religion,"Rate per 1,000 population",Units,Undefined,E12000002,0.0703772092240127
2014/15,England,Yorkshire and The Humber,North Yorkshire,Religion,"Rate per 1,000 population",Units,Undefined,E23000009,0.0235739321939266
2014/15,England,Yorkshire and The Humber,South Yorkshire,Religion,"Rate per 1,000 population",Units,Undefined,E23000011,0.0117143428217069
2014/15,England,Yorkshire and The Humber,West Yorkshire,Religion,"Rate per 1,000 population",Units,Undefined,E23000010,0.00971590259189367
2014/15,England,Yorkshire and The Humber,Humberside,Religion,"Rate per 1,000 population",Units,Undefined,E23000012,0.0627789876563521
2014/15,England,Yorkshire and The Humber,,Religion,"Rate per 1,000 population",Units,Undefined,E12000003,0.0214551158044539
2014/15,England,East Midlands,Derbyshire,Religion,"Rate per 1,000 population",Units,Undefined,E23000018,0.0058124496859824
2014/15,England,East Midlands,Leicestershire,Religion,"Rate per 1,000 population",Units,Undefined,E23000021,0.0584526342014986
2014/15,England,East Midlands,Lincolnshire,Religion,"Rate per 1,000 population",Units,Undefined,E23000020,0.0246064337622143
2014/15,England,East Midlands,Northamptonshire,Religion,"Rate per 1,000 population",Units,Undefined,E23000022,0.020996875664901004
2014/15,England,East Midlands,Nottinghamshire,Religion,"Rate per 1,000 population",Units,Undefined,E23000019,0.0250972968418637
2014/15,England,East Midlands,,Religion,"Rate per 1,000 population",Units,Undefined,E12000004,0.0276015959760323
2014/15,England,West Midlands,Staffordshire,Religion,"Rate per 1,000 population",Units,Undefined,E23000015,0.00719947587815607
2014/15,England,West Midlands,Warwickshire,Religion,"Rate per 1,000 population",Units,Undefined,E23000017,0.0181292762430338
2014/15,England,West Midlands,West Mercia,Religion,"Rate per 1,000 population",Units,Undefined,E23000016,0.0241518280518652
2014/15,England,West Midlands,West Midlands,Religion,"Rate per 1,000 population",Units,Undefined,E23000014,0.0580410745646207
2014/15,England,West Midlands,,Religion,"Rate per 1,000 population",Units,Undefined,E12000005,0.0751329247431593
2014/15,England,East of England,Bedfordshire,Religion,"Rate per 1,000 population",Units,Undefined,E23000026,0.0341635065423115
2014/15,England,East of England,Cambridgeshire,Religion,"Rate per 1,000 population",Units,Undefined,E23000023,0.0240882883946239
2014/15,England,East of England,Essex,Religion,"Rate per 1,000 population",Units,Undefined,E23000028,0.0225586722867838
2014/15,England,East of England,Hertfordshire,Religion,"Rate per 1,000 population",Units,Undefined,E23000027,0.0181855025173931
2014/15,England,East of England,Norfolk,Religion,"Rate per 1,000 population",Units,Undefined,E23000024,0.0398764967927903
2014/15,England,East of England,Suffolk,Religion,"Rate per 1,000 population",Units,Undefined,E23000025,0.0392681500097493
2014/15,England,East of England,,Religion,"Rate per 1,000 population",Units,Undefined,E12000006,0.0277483171144142
2014/15,England,London,City of London,Religion,"Rate per 1,000 population",Units,Undefined,E23000034,1.11496531219028
2014/15,England,London,Metropolitan Police,Religion,"Rate per 1,000 population",Units,Undefined,E23000001,0.160715221419505
2014/15,England,London,,Religion,"Rate per 1,000 population",Units,Undefined,E12000007,0.16161731619455802
2014/15,England,South East,Hampshire,Religion,"Rate per 1,000 population",Units,Undefined,E23000030,0.0510410308019731
2014/15,England,South East,Kent,Religion,"Rate per 1,000 population",Units,Undefined,E23000032,0.0173730881897186
2014/15,England,South East,Surrey,Religion,"Rate per 1,000 population",Units,Undefined,E23000031,0.0413345549990699
2014/15,England,South East,Sussex,Religion,"Rate per 1,000 population",Units,Undefined,E23000033,0.065484708107977
2014/15,England,South East,Thames Valley,Religion,"Rate per 1,000 population",Units,Undefined,E23000029,0.0111142601514873
2014/15,England,South East,,Religion,"Rate per 1,000 population",Units,Undefined,E12000008,0.0351596122435686
2014/15,England,South West,Avon and Somerset,Religion,"Rate per 1,000 population",Units,Undefined,E23000036,0.0802034737825781
2014/15,England,South West,Dorset,Religion,"Rate per 1,000 population",Units,Undefined,E23000039,0.0276400164260669
2014/15,England,South West,Gloucestershire,Religion,"Rate per 1,000 population",Units,Undefined,E23000037,0.0278081304430325
