Year,Cause of death,Country,Region,Sex,Observation status,GeoCode,Value
2021,,United Kingdom,,Female,Undefined,K02000001,355.635572909969
2021,,United Kingdom,,Male,Undefined,K02000001,330.676744434116
2021,,Wales,,,Undefined,W92000004,446.641334449668
2021,,Wales,,Female,Undefined,W92000004,472.977234029135
2021,,Wales,,Male,Undefined,W92000004,419.161676646707
2021,Acute respiratory infections,England,,,Undefined,E92000001,326.692184150388
2021,Acute respiratory infections,England,,Female,Undefined,E92000001,332.188493143089
2021,Acute respiratory infections,England,,Male,Undefined,E92000001,320.963214761779
2021,Acute respiratory infections,England,East,,Undefined,E12000006,307.966163103921
2021,Acute respiratory infections,England,East,Female,Undefined,E12000006,310.094295872623
2021,Acute respiratory infections,England,East,Male,Undefined,E12000006,305.755395683453
2021,Acute respiratory infections,England,East Midlands,,Undefined,E12000004,309.214975102969
2021,Acute respiratory infections,England,East Midlands,Female,Undefined,E12000004,306.686574391671
2021,Acute respiratory infections,England,East Midlands,Male,Undefined,E12000004,311.823480432973
2021,Acute respiratory infections,England,London,,Undefined,E12000007,209.285405724939
2021,Acute respiratory infections,England,London,Female,Undefined,E12000007,215.716146695812
2021,Acute respiratory infections,England,London,Male,Undefined,E12000007,202.460456942004
2021,Acute respiratory infections,England,North East,,Undefined,E12000001,326.809732507178
2021,Acute respiratory infections,England,North East,Female,Undefined,E12000001,326.560768378279
2021,Acute respiratory infections,England,North East,Male,Undefined,E12000001,327.095576863594
2021,Acute respiratory infections,England,North West,,Undefined,E12000002,393.543780229848
2021,Acute respiratory infections,England,North West,Female,Undefined,E12000002,402.666807767607
2021,Acute respiratory infections,England,North West,Male,Undefined,E12000002,384.0768702814
2021,Acute respiratory infections,England,South East,,Undefined,E12000008,335.054874112331
2021,Acute respiratory infections,England,South East,Female,Undefined,E12000008,346.636884693189
2021,Acute respiratory infections,England,South East,Male,Undefined,E12000008,322.970714976695
2021,Acute respiratory infections,England,South West,,Undefined,E12000009,391.401764458759
2021,Acute respiratory infections,England,South West,Female,Undefined,E12000009,390.207104649568
2021,Acute respiratory infections,England,South West,Male,Undefined,E12000009,392.647689886998
2021,Acute respiratory infections,England,West Midlands,,Undefined,E12000005,356.722985455645
2021,Acute respiratory infections,England,West Midlands,Female,Undefined,E12000005,363.612323152188
2021,Acute respiratory infections,England,West Midlands,Male,Undefined,E12000005,349.607374530557
2021,Acute respiratory infections,England,Yorkshire and The Humber,,Undefined,E12000003,347.538949903309
2021,Acute respiratory infections,England,Yorkshire and The Humber,Female,Undefined,E12000003,357.48826879679
2021,Acute respiratory infections,England,Yorkshire and The Humber,Male,Undefined,E12000003,337.212328512474
2021,Acute respiratory infections,Northern Ireland,,,Undefined,N92000002,240.470439987399
2021,Acute respiratory infections,Northern Ireland,,Female,Undefined,N92000002,258.344528262891
2021,Acute respiratory infections,Northern Ireland,,Male,Undefined,N92000002,222.03245089667
2021,Acute respiratory infections,Scotland,,,Undefined,S92000003,268.435555393347
2021,Acute respiratory infections,Scotland,,Female,Undefined,S92000003,292.808036191358
2021,Acute respiratory infections,Scotland,,Male,Undefined,S92000003,242.834692808501
2021,Acute respiratory infections,United Kingdom,,,Undefined,K02000001,323.813189747905
2021,Acute respiratory infections,United Kingdom,,Female,Undefined,K02000001,331.990834375767
2021,Acute respiratory infections,United Kingdom,,Male,Undefined,K02000001,315.285799186261
2021,Acute respiratory infections,Wales,,,Undefined,W92000004,420.235718425968
2021,Acute respiratory infections,Wales,,Female,Undefined,W92000004,442.706691051271
2021,Acute respiratory infections,Wales,,Male,Undefined,W92000004,396.788839902612
2021,Diarrhoea,England,,,Undefined,E92000001,18.3421654014051
2021,Diarrhoea,England,,Female,Undefined,E92000001,22.4231565011558
2021,Diarrhoea,England,,Male,Undefined,E92000001,14.088424733494
2021,Diarrhoea,England,East,,Undefined,E12000006,17.8006017548558
2021,Diarrhoea,England,East,Female,Undefined,E12000006,22.56917607049
2021,Diarrhoea,England,East,Male,Undefined,E12000006,12.846865364851
2021,Diarrhoea,England,East Midlands,,Undefined,E12000004,15.5734513637016
2021,Diarrhoea,England,East Midlands,Female,Undefined,E12000004,18.1590734837174
2021,Diarrhoea,England,East Midlands,Male,Undefined,E12000004,12.9059117402165
2021,Diarrhoea,England,London,,Undefined,E12000007,9.77650455857945
2021,Diarrhoea,England,London,Female,Undefined,E12000007,11.0397209158552
2021,Diarrhoea,England,London,Male,Undefined,E12000007,8.43585237258348
2021,Diarrhoea,England,North East,,Undefined,E12000001,30.9808070122412
2021,Diarrhoea,England,North East,Female,Undefined,E12000001,39.1577391946805
2021,Diarrhoea,England,North East,Male,Undefined,E12000001,22.424992267244
2021,Diarrhoea,England,North West,,Undefined,E12000002,23.1734098594775
2021,Diarrhoea,England,North West,Female,Undefined,E12000002,28.0438118418964
2021,Diarrhoea,England,North West,Male,Undefined,E12000002,18.1194234728895
2021,Diarrhoea,England,South East,,Undefined,E12000008,14.8482892188509
2021,Diarrhoea,England,South East,Female,Undefined,E12000008,17.9113283884019
2021,Diarrhoea,England,South East,Male,Undefined,E12000008,11.65244921291
2021,Diarrhoea,England,South West,,Undefined,E12000009,26.7819633104607
2021,Diarrhoea,England,South West,Female,Undefined,E12000009,29.8312988616102
2021,Diarrhoea,England,South West,Male,Undefined,E12000009,23.6017737090545
2021,Diarrhoea,England,West Midlands,,Undefined,E12000005,17.4666621880353
2021,Diarrhoea,England,West Midlands,Female,Undefined,E12000005,21.4861827317202
2021,Diarrhoea,England,West Midlands,Male,Undefined,E12000005,13.3151246159099
2021,Diarrhoea,England,Yorkshire and The Humber,,Undefined,E12000003,20.6151713066005
2021,Diarrhoea,England,Yorkshire and The Humber,Female,Undefined,E12000003,29.730988286707
2021,Diarrhoea,England,Yorkshire and The Humber,Male,Undefined,E12000003,11.1536602595085
2021,Diarrhoea,Northern Ireland,,,Undefined,N92000002,20.4767405229444
2021,Diarrhoea,Northern Ireland,,Female,Undefined,N92000002,26.8678309393407
2021,Diarrhoea,Northern Ireland,,Male,Undefined,N92000002,13.8770281810418
2021,Diarrhoea,Scotland,,,Undefined,S92000003,10.766619828829
2021,Diarrhoea,Scotland,,Female,Undefined,S92000003,11.7550671463684
2021,Diarrhoea,Scotland,,Male,Undefined,S92000003,9.72835441143456
2021,Diarrhoea,United Kingdom,,,Undefined,K02000001,18.052615167479
2021,Diarrhoea,United Kingdom,,Female,Undefined,K02000001,21.9203385669359
2021,Diarrhoea,United Kingdom,,Male,Undefined,K02000001,14.0194748792344
2021,Diarrhoea,Wales,,,Undefined,W92000004,24.1514780704579
2021,Diarrhoea,Wales,,Female,Undefined,W92000004,27.7479977297093
2021,Diarrhoea,Wales,,Male,Undefined,W92000004,20.398762913733
2021,Intestinal nematode infections,England,,,Undefined,E92000001,0.0
2021,Intestinal nematode infections,England,,Female,Undefined,E92000001,0.0
2021,Intestinal nematode infections,England,,Male,Undefined,E92000001,0.0
2021,Intestinal nematode infections,England,East,,Undefined,E12000006,0.0
2021,Intestinal nematode infections,England,East,Female,Undefined,E12000006,0.0
2021,Intestinal nematode infections,England,East,Male,Undefined,E12000006,0.0
2021,Intestinal nematode infections,England,East Midlands,,Undefined,E12000004,0.0
2021,Intestinal nematode infections,England,East Midlands,Female,Undefined,E12000004,0.0
2021,Intestinal nematode infections,England,East Midlands,Male,Undefined,E12000004,0.0
2021,Intestinal nematode infections,England,London,,Undefined,E12000007,0.0
2021,Intestinal nematode infections,England,London,Female,Undefined,E12000007,0.0
2021,Intestinal nematode infections,England,London,Male,Undefined,E12000007,0.0
2021,Intestinal nematode infections,England,North East,,Undefined,E12000001,0.0
2021,Intestinal nematode infections,England,North East,Female,Undefined,E12000001,0.0
2021,Intestinal nematode infections,England,North East,Male,Undefined,E12000001,0.0
2021,Intestinal nematode infections,England,North West,,Undefined,E12000002,0.0
2021,Intestinal nematode infections,England,North West,Female,Undefined,E12000002,0.0
2021,Intestinal nematode infections,England,North West,Male,Undefined,E12000002,0.0
2021,Intestinal nematode infections,England,South East,,Undefined,E12000008,0.0
2021,Intestinal nematode infections,England,South East,Female,Undefined,E12000008,0.0
2021,Intestinal nematode infections,England,South East,Male,Undefined,E12000008,0.0
2021,Intestinal nematode infections,England,South West,,Undefined,E12000009,0.0
2021,Intestinal nematode infections,England,South West,Female,Undefined,E12000009,0.0
2021,Intestinal nematode infections,England,South West,Male,Undefined,E12000009,0.0
2021,Intestinal nematode infections,England,West Midlands,,Undefined,E12000005,0.0
2021,Intestinal nematode infections,England,West Midlands,Female,Undefined,E12000005,0.0
2021,Intestinal nematode infections,England,West Midlands,Male,Undefined,E12000005,0.0
2021,Intestinal nematode infections,England,Yorkshire and The Humber,,Undefined,E12000003,0.0
2021,Intestinal nematode infections,England,Yorkshire and The Humber,Female,Undefined,E12000003,0.0
2021,Intestinal nematode infections,England,Yorkshire and The Humber,Male,Undefined,E12000003,0.0
2021,Intestinal nematode infections,Northern Ireland,,,Undefined,N92000002,0.0
2021,Intestinal nematode infections,Northern Ireland,,Female,Undefined,N92000002,0.0
2021,Intestinal nematode infections,Northern Ireland,,Male,Undefined,N92000002,0.0
2021,Intestinal nematode infections,Scotland,,,Undefined,S92000003,0.0
2021,Intestinal nematode infections,Scotland,,Female,Undefined,S92000003,0.0
2021,Intestinal nematode infections,Scotland,,Male,Undefined,S92000003,0.0
2021,Intestinal nematode infections,United Kingdom,,,Undefined,K02000001,0.0
2021,Intestinal nematode infections,United Kingdom,,Female,Undefined,K02000001,0.0
2021,Intestinal nematode infections,United Kingdom,,Male,Undefined,K02000001,0.0
2021,Intestinal nematode infections,Wales,,,Undefined,W92000004,0.0
2021,Intestinal nematode infections,Wales,,Female,Undefined,W92000004,0.0
2021,Intestinal nematode infections,Wales,,Male,Undefined,W92000004,0.0
2021,Protein-energy malnutrition,England,,,Undefined,E92000001,1.3619544222837
2021,Protein-energy malnutrition,England,,Female,Undefined,E92000001,1.55957039034314
2021,Protein-energy malnutrition,England,,Male,Undefined,E92000001,1.15597331146617
2021,Protein-energy malnutrition,England,East,,Undefined,E12000006,0.945164694948095
2021,Protein-energy malnutrition,England,East,Female,Undefined,E12000006,1.85500077291699
2021,Protein-energy malnutrition,England,East,Male,Undefined,E12000006,0.0
2021,Protein-energy malnutrition,England,East Midlands,,Undefined,E12000004,2.25405217106207
2021,Protein-energy malnutrition,England,East Midlands,Female,Undefined,E12000004,1.61413986521932
2021,Protein-energy malnutrition,England,East Midlands,Male,Undefined,E12000004,2.91423813488759
2021,Protein-energy malnutrition,England,London,,Undefined,E12000007,1.13680285564877
2021,Protein-energy malnutrition,England,London,Female,Undefined,E12000007,1.32476650990263
2021,Protein-energy malnutrition,England,London,Male,Undefined,E12000007,0.937316930287053
2021,Protein-energy malnutrition,England,North East,,Undefined,E12000001,1.13344415898443
2021,Protein-energy malnutrition,England,North East,Female,Undefined,E12000001,2.21647580347248
2021,Protein-energy malnutrition,England,North East,Male,Undefined,E12000001,0.0
2021,Protein-energy malnutrition,England,North West,,Undefined,E12000002,2.15566603343977
2021,Protein-energy malnutrition,England,North West,Female,Undefined,E12000002,2.645642626594
2021,Protein-energy malnutrition,England,North West,Male,Undefined,E12000002,1.64722031571723
2021,Protein-energy malnutrition,England,South East,,Undefined,E12000008,1.07596298687325
2021,Protein-energy malnutrition,England,South East,Female,Undefined,E12000008,1.47505057316251
2021,Protein-energy malnutrition,England,South East,Male,Undefined,E12000008,0.659572596957172
2021,Protein-energy malnutrition,England,South West,,Undefined,E12000009,0.700182047332306
2021,Protein-energy malnutrition,England,South West,Female,Undefined,E12000009,1.02866547798656
2021,Protein-energy malnutrition,England,South West,Male,Undefined,E12000009,0.357602631955371
2021,Protein-energy malnutrition,England,West Midlands,,Undefined,E12000005,1.34358939907964
2021,Protein-energy malnutrition,England,West Midlands,Female,Undefined,E12000005,0.991669972233241
2021,Protein-energy malnutrition,England,West Midlands,Male,Undefined,E12000005,1.70706725844998
2021,Protein-energy malnutrition,England,Yorkshire and The Humber,,Undefined,E12000003,1.64191629875579
2021,Protein-energy malnutrition,England,Yorkshire and The Humber,Female,Undefined,E12000003,1.07461403445929
2021,Protein-energy malnutrition,England,Yorkshire and The Humber,Male,Undefined,E12000003,2.2307320519017
2021,Protein-energy malnutrition,Northern Ireland,,,Undefined,N92000002,3.15026777276068
2021,Protein-energy malnutrition,Northern Ireland,,Female,Undefined,N92000002,3.1001343391547
2021,Protein-energy malnutrition,Northern Ireland,,Male,Undefined,N92000002,3.20239111870196
2021,Protein-energy malnutrition,Scotland,,,Undefined,S92000003,2.55479114582383
2021,Protein-energy malnutrition,Scotland,,Female,Undefined,S92000003,2.4934990916539
2021,Protein-energy malnutrition,Scotland,,Male,Undefined,S92000003,2.61917234154007
2021,Protein-energy malnutrition,United Kingdom,,,Undefined,K02000001,1.55162973340316
2021,Protein-energy malnutrition,United Kingdom,,Female,Undefined,K02000001,1.72439996726563
2021,Protein-energy malnutrition,United Kingdom,,Male,Undefined,K02000001,1.37147036862076
2021,Protein-energy malnutrition,Wales,,,Undefined,W92000004,2.25413795324274
2021,Protein-energy malnutrition,Wales,,Female,Undefined,W92000004,2.52254524815539
2021,Protein-energy malnutrition,Wales,,Male,Undefined,W92000004,1.97407383036126
