Year,Cause of death,Country,Region,Sex,Observation status,GeoCode,Value
2017,Diarrhoea,Scotland,,Male,Undefined,S92000003,17.0435177820702
2017,Diarrhoea,United Kingdom,,,Undefined,K02000001,21.6989046065881
2017,Diarrhoea,United Kingdom,,Female,Undefined,K02000001,26.6001960643665
2017,Diarrhoea,United Kingdom,,Male,Undefined,K02000001,16.6657459072243
2017,Diarrhoea,Wales,,,Undefined,W92000004,28.158197875336
2017,Diarrhoea,Wales,,Female,Undefined,W92000004,32.807570977918
2017,Diarrhoea,Wales,,Male,Undefined,W92000004,23.3735878457343
2017,Intestinal nematode infections,England,,,Undefined,E92000001,0.0
2017,Intestinal nematode infections,England,,Female,Undefined,E92000001,0.0
2017,Intestinal nematode infections,England,,Male,Undefined,E92000001,0.0
2017,Intestinal nematode infections,England,East,,Undefined,E12000006,0.0
2017,Intestinal nematode infections,England,East,Female,Undefined,E12000006,0.0
2017,Intestinal nematode infections,England,East,Male,Undefined,E12000006,0.0
2017,Intestinal nematode infections,England,East Midlands,,Undefined,E12000004,0.0
2017,Intestinal nematode infections,England,East Midlands,Female,Undefined,E12000004,0.0
2017,Intestinal nematode infections,England,East Midlands,Male,Undefined,E12000004,0.0
2017,Intestinal nematode infections,England,London,,Undefined,E12000007,0.0
2017,Intestinal nematode infections,England,London,Female,Undefined,E12000007,0.0
2017,Intestinal nematode infections,England,London,Male,Undefined,E12000007,0.0
2017,Intestinal nematode infections,England,North East,,Undefined,E12000001,0.0
2017,Intestinal nematode infections,England,North East,Female,Undefined,E12000001,0.0
2017,Intestinal nematode infections,England,North East,Male,Undefined,E12000001,0.0
2017,Intestinal nematode infections,England,North West,,Undefined,E12000002,0.0
2017,Intestinal nematode infections,England,North West,Female,Undefined,E12000002,0.0
2017,Intestinal nematode infections,England,North West,Male,Undefined,E12000002,0.0
2017,Intestinal nematode infections,England,South East,,Undefined,E12000008,0.0
2017,Intestinal nematode infections,England,South East,Female,Undefined,E12000008,0.0
2017,Intestinal nematode infections,England,South East,Male,Undefined,E12000008,0.0
2017,Intestinal nematode infections,England,South West,,Undefined,E12000009,0.0
2017,Intestinal nematode infections,England,South West,Female,Undefined,E12000009,0.0
2017,Intestinal nematode infections,England,South West,Male,Undefined,E12000009,0.0
2017,Intestinal nematode infections,England,West Midlands,,Undefined,E12000005,0.0
2017,Intestinal nematode infections,England,West Midlands,Female,Undefined,E12000005,0.0
2017,Intestinal nematode infections,England,West Midlands,Male,Undefined,E12000005,0.0
2017,Intestinal nematode infections,England,Yorkshire and The Humber,,Undefined,E12000003,0.0
2017,Intestinal nematode infections,England,Yorkshire and The Humber,Female,Undefined,E12000003,0.0
2017,Intestinal nematode infections,England,Yorkshire and The Humber,Male,Undefined,E12000003,0.0
2017,Intestinal nematode infections,Northern Ireland,,,Undefined,N92000002,0.0
2017,Intestinal nematode infections,Northern Ireland,,Female,Undefined,N92000002,0.0
2017,Intestinal nematode infections,Northern Ireland,,Male,Undefined,N92000002,0.0
2017,Intestinal nematode infections,Scotland,,,Undefined,S92000003,0.0
2017,Intestinal nematode infections,Scotland,,Female,Undefined,S92000003,0.0
2017,Intestinal nematode infections,Scotland,,Male,Undefined,S92000003,0.0
2017,Intestinal nematode infections,United Kingdom,,,Undefined,K02000001,0.0
2017,Intestinal nematode infections,United Kingdom,,Female,Undefined,K02000001,0.0
2017,Intestinal nematode infections,United Kingdom,,Male,Undefined,K02000001,0.0
2017,Intestinal nematode infections,Wales,,,Undefined,W92000004,0.0
2017,Intestinal nematode infections,Wales,,Female,Undefined,W92000004,0.0
2017,Intestinal nematode infections,Wales,,Male,Undefined,W92000004,0.0
2017,Protein-energy malnutrition,England,,,Undefined,E92000001,1.77995447631582
2017,Protein-energy malnutrition,England,,Female,Undefined,E92000001,1.8835470389219
2017,Protein-energy malnutrition,England,,Male,Undefined,E92000001,1.67387768320773
2017,Protein-energy malnutrition,England,East,,Undefined,E12000006,1.2969327540367
2017,Protein-energy malnutrition,England,East,Female,Undefined,E12000006,1.59841437294204
2017,Protein-energy malnutrition,England,East,Male,Undefined,E12000006,0.986744729138572
2017,Protein-energy malnutrition,England,East Midlands,,Undefined,E12000004,3.77224050128885
2017,Protein-energy malnutrition,England,East Midlands,Female,Undefined,E12000004,4.55996352029184
2017,Protein-energy malnutrition,England,East Midlands,Male,Undefined,E12000004,2.96685598033398
2017,Protein-energy malnutrition,England,London,,Undefined,E12000007,0.56657223796034
2017,Protein-energy malnutrition,England,London,Female,Undefined,E12000007,0.225927432108807
2017,Protein-energy malnutrition,England,London,Male,Undefined,E12000007,0.909338910611985
2017,Protein-energy malnutrition,England,North East,,Undefined,E12000001,3.40303248005445
2017,Protein-energy malnutrition,England,North East,Female,Undefined,E12000001,3.71250371250371
2017,Protein-energy malnutrition,England,North East,Male,Undefined,E12000001,3.08190153324601
2017,Protein-energy malnutrition,England,North West,,Undefined,E12000002,1.37767613589397
2017,Protein-energy malnutrition,England,North West,Female,Undefined,E12000002,1.63158753467124
2017,Protein-energy malnutrition,England,North West,Male,Undefined,E12000002,1.11694404110354
2017,Protein-energy malnutrition,England,South East,,Undefined,E12000008,2.20244912342525
2017,Protein-energy malnutrition,England,South East,Female,Undefined,E12000008,1.30253560263981
2017,Protein-energy malnutrition,England,South East,Male,Undefined,E12000008,3.12891113892365
2017,Protein-energy malnutrition,England,South West,,Undefined,E12000009,1.43903009371683
2017,Protein-energy malnutrition,England,South West,Female,Undefined,E12000009,2.12381862588935
2017,Protein-energy malnutrition,England,South West,Male,Undefined,E12000009,0.731475385853266
2017,Protein-energy malnutrition,England,West Midlands,,Undefined,E12000005,2.2181650656065
2017,Protein-energy malnutrition,England,West Midlands,Female,Undefined,E12000005,3.38249222026789
2017,Protein-energy malnutrition,England,West Midlands,Male,Undefined,E12000005,1.03295114141101
2017,Protein-energy malnutrition,England,Yorkshire and The Humber,,Undefined,E12000003,1.46786297499128
2017,Protein-energy malnutrition,England,Yorkshire and The Humber,Female,Undefined,E12000003,1.08711407450355
2017,Protein-energy malnutrition,England,Yorkshire and The Humber,Male,Undefined,E12000003,1.85839063371121
2017,Protein-energy malnutrition,Northern Ireland,,,Undefined,N92000002,2.1381227282446
2017,Protein-energy malnutrition,Northern Ireland,,Female,Undefined,N92000002,2.10393435724805
2017,Protein-energy malnutrition,Northern Ireland,,Male,Undefined,N92000002,2.17344055640078
2017,Protein-energy malnutrition,Scotland,,,Undefined,S92000003,1.65904733815072
2017,Protein-energy malnutrition,Scotland,,Female,Undefined,S92000003,1.79565451607111
2017,Protein-energy malnutrition,Scotland,,Male,Undefined,S92000003,1.51497935840624
2017,Protein-energy malnutrition,United Kingdom,,,Undefined,K02000001,1.7413635936899
2017,Protein-energy malnutrition,United Kingdom,,Female,Undefined,K02000001,1.82315950553523
2017,Protein-energy malnutrition,United Kingdom,,Male,Undefined,K02000001,1.65736699629855
2017,Protein-energy malnutrition,Wales,,,Undefined,W92000004,0.959938563931908
2017,Protein-energy malnutrition,Wales,,Female,Undefined,W92000004,0.630914826498423
2017,Protein-energy malnutrition,Wales,,Male,Undefined,W92000004,1.29853265809635
2018,,England,,,Undefined,E92000001,585.649157156842
2018,,England,,Female,Undefined,E92000001,640.851737244429
2018,,England,,Male,Undefined,E92000001,529.169181614795
2018,,England,East,,Undefined,E12000006,620.686318777011
2018,,England,East,Female,Undefined,E12000006,687.923196744763
2018,,England,East,Male,Undefined,E12000006,551.464572083129
2018,,England,East Midlands,,Undefined,E12000004,603.651048063113
2018,,England,East Midlands,Female,Undefined,E12000004,643.52766798419
2018,,England,East Midlands,Male,Undefined,E12000004,562.852572198367
2018,,England,London,,Undefined,E12000007,345.864999270327
2018,,England,London,Female,Undefined,E12000007,379.21600287047
2018,,England,London,Male,Undefined,E12000007,312.436782125919
2018,,England,North East,,Undefined,E12000001,626.058166221453
2018,,England,North East,Female,Undefined,E12000001,698.018337769891
2018,,England,North East,Male,Undefined,E12000001,551.512830333206
2018,,England,North West,,Undefined,E12000002,691.158925412433
2018,,England,North West,Female,Undefined,E12000002,742.405371744192
2018,,England,North West,Male,Undefined,E12000002,638.563925862117
2018,,England,South East,,Undefined,E12000008,597.683279320312
2018,,England,South East,Female,Undefined,E12000008,652.019079273952
2018,,England,South East,Male,Undefined,E12000008,541.741661667
2018,,England,South West,,Undefined,E12000009,707.537903816276
2018,,England,South West,Female,Undefined,E12000009,785.99550056243
2018,,England,South West,Male,Undefined,E12000009,626.520018875458
2018,,England,West Midlands,,Undefined,E12000005,602.46068329718
2018,,England,West Midlands,Female,Undefined,E12000005,668.883961566888
2018,,England,West Midlands,Male,Undefined,E12000005,534.847137678681
2018,,England,Yorkshire and The Humber,,Undefined,E12000003,597.306372727936
2018,,England,Yorkshire and The Humber,Female,Undefined,E12000003,645.02180101618
2018,,England,Yorkshire and The Humber,Male,Undefined,E12000003,548.345350342023
2018,,Northern Ireland,,,Undefined,N92000002,496.917517006803
2018,,Northern Ireland,,Female,Undefined,N92000002,570.441699811597
2018,,Northern Ireland,,Male,Undefined,N92000002,421.075361692939
2018,,Scotland,,,Undefined,S92000003,502.381346426141
2018,,Scotland,,Female,Undefined,S92000003,566.80887677912
2018,,Scotland,,Male,Undefined,S92000003,434.536393838719
2018,,United Kingdom,,,Undefined,K02000001,589.232279079289
2018,,United Kingdom,,Female,Undefined,K02000001,647.668470781952
2018,,United Kingdom,,Male,Undefined,K02000001,529.273990399571
2018,,Wales,,,Undefined,W92000004,858.981711591155
2018,,Wales,,Female,Undefined,W92000004,957.079117702507
2018,,Wales,,Male,Undefined,W92000004,758.094745686034
2018,Acute respiratory infections,England,,,Undefined,E92000001,564.533417176993
2018,Acute respiratory infections,England,,Female,Undefined,E92000001,615.55960606446
2018,Acute respiratory infections,England,,Male,Undefined,E92000001,512.326558936529
2018,Acute respiratory infections,England,East,,Undefined,E12000006,592.627233438689
2018,Acute respiratory infections,England,East,Female,Undefined,E12000006,651.683250151
2018,Acute respiratory infections,England,East,Male,Undefined,E12000006,531.82785141548
2018,Acute respiratory infections,England,East Midlands,,Undefined,E12000004,584.70889448596
2018,Acute respiratory infections,England,East Midlands,Female,Undefined,E12000004,622.529644268775
2018,Acute respiratory infections,England,East Midlands,Male,Undefined,E12000004,546.013303022649
2018,Acute respiratory infections,England,London,,Undefined,E12000007,335.64957735095
2018,Acute respiratory infections,England,London,Female,Undefined,E12000007,365.984930032293
2018,Acute respiratory infections,England,London,Male,Undefined,E12000007,305.243992897121
2018,Acute respiratory infections,England,North East,,Undefined,E12000001,598.592874073517
2018,Acute respiratory infections,England,North East,Female,Undefined,E12000001,669.180715764567
2018,Acute respiratory infections,England,North East,Male,Undefined,E12000001,525.469168900804
2018,Acute respiratory infections,England,North West,,Undefined,E12000002,669.903045761852
2018,Acute respiratory infections,England,North West,Female,Undefined,E12000002,717.225320842584
2018,Acute respiratory infections,England,North West,Male,Undefined,E12000002,621.335482257482
2018,Acute respiratory infections,England,South East,,Undefined,E12000008,576.443023561356
2018,Acute respiratory infections,England,South East,Female,Undefined,E12000008,628.925387952431
2018,Acute respiratory infections,England,South East,Male,Undefined,E12000008,522.409617136635
2018,Acute respiratory infections,England,South West,,Undefined,E12000009,686.822508348662
2018,Acute respiratory infections,England,South West,Female,Undefined,E12000009,762.795275590551
2018,Acute respiratory infections,England,South West,Male,Undefined,E12000009,608.370539765509
2018,Acute respiratory infections,England,West Midlands,,Undefined,E12000005,577.548806941432
2018,Acute respiratory infections,England,West Midlands,Female,Undefined,E12000005,637.976214472889
2018,Acute respiratory infections,England,West Midlands,Male,Undefined,E12000005,516.038574652897
2018,Acute respiratory infections,England,Yorkshire and The Humber,,Undefined,E12000003,571.574567486678
2018,Acute respiratory infections,England,Yorkshire and The Humber,Female,Undefined,E12000003,610.788800403589
2018,Acute respiratory infections,England,Yorkshire and The Humber,Male,Undefined,E12000003,531.336661120355
2018,Acute respiratory infections,Northern Ireland,,,Undefined,N92000002,476.72193877551
2018,Acute respiratory infections,Northern Ireland,,Female,Undefined,N92000002,543.227967343521
2018,Acute respiratory infections,Northern Ireland,,Male,Undefined,N92000002,408.119196717772
2018,Acute respiratory infections,Scotland,,,Undefined,S92000003,475.16595869881
2018,Acute respiratory infections,Scotland,,Female,Undefined,S92000003,532.750152367978
2018,Acute respiratory infections,Scotland,,Male,Undefined,S92000003,414.527333131984
2018,Acute respiratory infections,United Kingdom,,,Undefined,K02000001,567.436735726026
2018,Acute respiratory infections,United Kingdom,,Female,Undefined,K02000001,621.245760923517
2018,Acute respiratory infections,United Kingdom,,Male,Undefined,K02000001,512.226213929772
2018,Acute respiratory infections,Wales,,,Undefined,W92000004,833.492640030587
2018,Acute respiratory infections,Wales,,Female,Undefined,W92000004,924.4014327908
2018,Acute respiratory infections,Wales,,Male,Undefined,W92000004,739.998707425839
2018,Diarrhoea,England,,,Undefined,E92000001,19.4900781032277
2018,Diarrhoea,England,,Female,Undefined,E92000001,23.4199482853631
2018,Diarrhoea,England,,Male,Undefined,E92000001,15.4691899276779
2018,Diarrhoea,England,East,,Undefined,E12000006,25.6401986712249
2018,Diarrhoea,England,East,Female,Undefined,E12000006,33.6967924468322
2018,Diarrhoea,England,East,Male,Undefined,E12000006,17.3457699230895
2018,Diarrhoea,England,East Midlands,,Undefined,E12000004,18.5258425095231
2018,Diarrhoea,England,East Midlands,Female,Undefined,E12000004,20.5862977602108
2018,Diarrhoea,England,East Midlands,Male,Undefined,E12000004,16.4182874463248
2018,Diarrhoea,England,London,,Undefined,E12000007,9.42962023327084
2018,Diarrhoea,England,London,Female,Undefined,E12000007,12.3340509508432
2018,Diarrhoea,England,London,Male,Undefined,E12000007,6.5184652385983
2018,Diarrhoea,England,North East,,Undefined,E12000001,24.8316339967644
2018,Diarrhoea,England,North East,Female,Undefined,E12000001,24.4010647737356
2018,Diarrhoea,England,North East,Male,Undefined,E12000001,25.2776713902719
2018,Diarrhoea,England,North West,,Undefined,E12000002,19.7473978689266
2018,Diarrhoea,England,North West,Female,Undefined,E12000002,23.5555314886013
2018,Diarrhoea,England,North West,Male,Undefined,E12000002,15.839052991358
2018,Diarrhoea,England,South East,,Undefined,E12000008,19.7074537969694
2018,Diarrhoea,England,South East,Female,Undefined,E12000008,21.1512313038223
2018,Diarrhoea,England,South East,Male,Undefined,E12000008,18.2210074883897
2018,Diarrhoea,England,South West,,Undefined,E12000009,19.4653284997411
2018,Diarrhoea,England,South West,Female,Undefined,E12000009,22.1456692913386
2018,Diarrhoea,England,South West,Male,Undefined,E12000009,16.6975207811536
2018,Diarrhoea,England,West Midlands,,Undefined,E12000005,22.8782537960954
2018,Diarrhoea,England,West Midlands,Female,Undefined,E12000005,27.8841631391521
2018,Diarrhoea,England,West Midlands,Male,Undefined,E12000005,17.7826414061966
2018,Diarrhoea,England,Yorkshire and The Humber,,Undefined,E12000003,22.8118840791299
2018,Diarrhoea,England,Yorkshire and The Humber,Female,Undefined,E12000003,31.7105689885049
2018,Diarrhoea,England,Yorkshire and The Humber,Male,Undefined,E12000003,13.680902200037
2018,Diarrhoea,Northern Ireland,,,Undefined,N92000002,18.0697278911565
2018,Diarrhoea,Northern Ireland,,Female,Undefined,N92000002,24.0736864140674
2018,Diarrhoea,Northern Ireland,,Male,Undefined,N92000002,11.8764845605701
2018,Diarrhoea,Scotland,,,Undefined,S92000003,25.1926224232728
2018,Diarrhoea,Scotland,,Female,Undefined,S92000003,32.2661599684509
2018,Diarrhoea,Scotland,,Male,Undefined,S92000003,17.7438840229538
2018,Diarrhoea,United Kingdom,,,Undefined,K02000001,20.1097002209659
2018,Diarrhoea,United Kingdom,,Female,Undefined,K02000001,24.4907906899329
2018,Diarrhoea,United Kingdom,,Male,Undefined,K02000001,15.6144213819983
2018,Diarrhoea,Wales,,,Undefined,W92000004,23.5773911935258
2018,Diarrhoea,Wales,,Female,Undefined,W92000004,30.1640168415761
2018,Diarrhoea,Wales,,Male,Undefined,W92000004,16.8034640987527
2018,Intestinal nematode infections,England,,,Undefined,E92000001,0.0
2018,Intestinal nematode infections,England,,Female,Undefined,E92000001,0.0
2018,Intestinal nematode infections,England,,Male,Undefined,E92000001,0.0
2018,Intestinal nematode infections,England,East,,Undefined,E12000006,0.0
2018,Intestinal nematode infections,England,East,Female,Undefined,E12000006,0.0
2018,Intestinal nematode infections,England,East,Male,Undefined,E12000006,0.0
2018,Intestinal nematode infections,England,East Midlands,,Undefined,E12000004,0.0
2018,Intestinal nematode infections,England,East Midlands,Female,Undefined,E12000004,0.0
2018,Intestinal nematode infections,England,East Midlands,Male,Undefined,E12000004,0.0
2018,Intestinal nematode infections,England,London,,Undefined,E12000007,0.0
2018,Intestinal nematode infections,England,London,Female,Undefined,E12000007,0.0
2018,Intestinal nematode infections,England,London,Male,Undefined,E12000007,0.0
2018,Intestinal nematode infections,England,North East,,Undefined,E12000001,0.0
2018,Intestinal nematode infections,England,North East,Female,Undefined,E12000001,0.0
2018,Intestinal nematode infections,England,North East,Male,Undefined,E12000001,0.0
2018,Intestinal nematode infections,England,North West,,Undefined,E12000002,0.0
2018,Intestinal nematode infections,England,North West,Female,Undefined,E12000002,0.0
2018,Intestinal nematode infections,England,North West,Male,Undefined,E12000002,0.0
2018,Intestinal nematode infections,England,South East,,Undefined,E12000008,0.0
2018,Intestinal nematode infections,England,South East,Female,Undefined,E12000008,0.0
2018,Intestinal nematode infections,England,South East,Male,Undefined,E12000008,0.0
2018,Intestinal nematode infections,England,South West,,Undefined,E12000009,0.0
2018,Intestinal nematode infections,England,South West,Female,Undefined,E12000009,0.0
2018,Intestinal nematode infections,England,South West,Male,Undefined,E12000009,0.0
2018,Intestinal nematode infections,England,West Midlands,,Undefined,E12000005,0.0
2018,Intestinal nematode infections,England,West Midlands,Female,Undefined,E12000005,0.0
2018,Intestinal nematode infections,England,West Midlands,Male,Undefined,E12000005,0.0
2018,Intestinal nematode infections,England,Yorkshire and The Humber,,Undefined,E12000003,0.0
2018,Intestinal nematode infections,England,Yorkshire and The Humber,Female,Undefined,E12000003,0.0
2018,Intestinal nematode infections,England,Yorkshire and The Humber,Male,Undefined,E12000003,0.0
2018,Intestinal nematode infections,Northern Ireland,,,Undefined,N92000002,0.0
2018,Intestinal nematode infections,Northern Ireland,,Female,Undefined,N92000002,0.0
2018,Intestinal nematode infections,Northern Ireland,,Male,Undefined,N92000002,0.0
2018,Intestinal nematode infections,Scotland,,,Undefined,S92000003,0.0
2018,Intestinal nematode infections,Scotland,,Female,Undefined,S92000003,0.0
2018,Intestinal nematode infections,Scotland,,Male,Undefined,S92000003,0.0
2018,Intestinal nematode infections,United Kingdom,,,Undefined,K02000001,0.0
2018,Intestinal nematode infections,United Kingdom,,Female,Undefined,K02000001,0.0
2018,Intestinal nematode infections,United Kingdom,,Male,Undefined,K02000001,0.0
2018,Intestinal nematode infections,Wales,,,Undefined,W92000004,0.0
2018,Intestinal nematode infections,Wales,,Female,Undefined,W92000004,0.0
2018,Intestinal nematode infections,Wales,,Male,Undefined,W92000004,0.0
2018,Protein-energy malnutrition,England,,,Undefined,E92000001,1.6256618766212
2018,Protein-energy malnutrition,England,,Female,Undefined,E92000001,1.8721828946067
2018,Protein-energy malnutrition,England,,Male,Undefined,E92000001,1.37343275058823
2018,Protein-energy malnutrition,England,East,,Undefined,E12000006,2.41888666709669
2018,Protein-energy malnutrition,England,East,Female,Undefined,E12000006,2.54315414693073
2018,Protein-energy malnutrition,England,East,Male,Undefined,E12000006,2.29095074455899
2018,Protein-energy malnutrition,England,East Midlands,,Undefined,E12000004,0.416311067629733
2018,Protein-energy malnutrition,England,East Midlands,Female,Undefined,E12000004,0.411725955204216
2018,Protein-energy malnutrition,England,East Midlands,Male,Undefined,E12000004,0.420981729392944
2018,Protein-energy malnutrition,England,London,,Undefined,E12000007,0.785801686105904
2018,Protein-energy malnutrition,England,London,Female,Undefined,E12000007,0.897021887334051
2018,Protein-energy malnutrition,England,London,Male,Undefined,E12000007,0.674323990199825
2018,Protein-energy malnutrition,England,North East,,Undefined,E12000001,2.63365815117198
2018,Protein-energy malnutrition,England,North East,Female,Undefined,E12000001,4.43655723158829
2018,Protein-energy malnutrition,England,North East,Male,Undefined,E12000001,0.765990042129452
2018,Protein-energy malnutrition,England,North West,,Undefined,E12000002,1.50848178165412
2018,Protein-energy malnutrition,England,North West,Female,Undefined,E12000002,1.62451941300699
2018,Protein-energy malnutrition,England,North West,Male,Undefined,E12000002,1.38939061327702
2018,Protein-energy malnutrition,England,South East,,Undefined,E12000008,1.53280196198651
2018,Protein-energy malnutrition,England,South East,Female,Undefined,E12000008,1.94246001769797
2018,Protein-energy malnutrition,England,South East,Male,Undefined,E12000008,1.11103704197498
2018,Protein-energy malnutrition,England,South West,,Undefined,E12000009,1.25006696787328
2018,Protein-energy malnutrition,England,South West,Female,Undefined,E12000009,1.05455568053993
2018,Protein-energy malnutrition,England,South West,Male,Undefined,E12000009,1.45195832879596
2018,Protein-energy malnutrition,England,West Midlands,,Undefined,E12000005,2.03362255965293
2018,Protein-energy malnutrition,England,West Midlands,Female,Undefined,E12000005,3.02358395484781
2018,Protein-energy malnutrition,England,West Midlands,Male,Undefined,E12000005,1.02592161958826
2018,Protein-energy malnutrition,England,Yorkshire and The Humber,,Undefined,E12000003,2.91992116212862
2018,Protein-energy malnutrition,England,Yorkshire and The Humber,Female,Undefined,E12000003,2.52243162408562
2018,Protein-energy malnutrition,England,Yorkshire and The Humber,Male,Undefined,E12000003,3.32778702163062
2018,Protein-energy malnutrition,Northern Ireland,,,Undefined,N92000002,2.12585034013605
2018,Protein-energy malnutrition,Northern Ireland,,Female,Undefined,N92000002,3.14004605400879
2018,Protein-energy malnutrition,Northern Ireland,,Male,Undefined,N92000002,1.07968041459728
2018,Protein-energy malnutrition,Scotland,,,Undefined,S92000003,2.0227653040584
2018,Protein-energy malnutrition,Scotland,,Female,Undefined,S92000003,1.79256444269171
2018,Protein-energy malnutrition,Scotland,,Male,Undefined,S92000003,2.26517668378133
2018,Protein-energy malnutrition,United Kingdom,,,Undefined,K02000001,1.68584313229654
2018,Protein-energy malnutrition,United Kingdom,,Female,Undefined,K02000001,1.93191916850199
2018,Protein-energy malnutrition,United Kingdom,,Male,Undefined,K02000001,1.43335508780062
2018,Protein-energy malnutrition,Wales,,,Undefined,W92000004,1.91168036704263
2018,Protein-energy malnutrition,Wales,,Female,Undefined,W92000004,2.51366807013134
2018,Protein-energy malnutrition,Wales,,Male,Undefined,W92000004,1.29257416144251
2019,,England,,,Undefined,E92000001,525.627587187095
2019,,England,,Female,Undefined,E92000001,568.254090958604
2019,,England,,Male,Undefined,E92000001,482.035949661849
2019,,England,East,,Undefined,E12000006,523.88512050801
2019,,England,East,Female,Undefined,E12000006,562.65014540397
2019,,England,East,Male,Undefined,E12000006,483.970707892596
2019,,England,East Midlands,,Undefined,E12000004,539.093033354701
2019,,England,East Midlands,Female,Undefined,E12000004,588.788870703764
2019,,England,East Midlands,Male,Undefined,E12000004,488.294314381271
2019,,England,London,,Undefined,E12000007,300.714126311091
2019,,England,London,Female,Undefined,E12000007,327.225714413089
2019,,England,London,Male,Undefined,E12000007,274.140935698646
2019,,England,North East,,Undefined,E12000001,547.211506048916
2019,,England,North East,Female,Undefined,E12000001,596.553247901016
2019,,England,North East,Male,Undefined,E12000001,496.151207987196
2019,,England,North West,,Undefined,E12000002,638.860131858552
2019,,England,North West,Female,Undefined,E12000002,690.889516888709
2019,,England,North West,Male,Undefined,E12000002,585.542102214745
2019,,England,South East,,Undefined,E12000008,532.673936013769
2019,,England,South East,Female,Undefined,E12000008,573.858511232335
2019,,England,South East,Male,Undefined,E12000008,490.284931143482
2019,,England,South West,,Undefined,E12000009,649.634647181183
2019,,England,South West,Female,Undefined,E12000009,703.387458006719
2019,,England,South West,Male,Undefined,E12000009,594.123811933071
2019,,England,West Midlands,,Undefined,E12000005,549.713515335356
2019,,England,West Midlands,Female,Undefined,E12000005,591.105022220737
2019,,England,West Midlands,Male,Undefined,E12000005,507.598680855404
2019,,England,Yorkshire and The Humber,,Undefined,E12000003,556.060330728693
2019,,England,Yorkshire and The Humber,Female,Undefined,E12000003,594.866271764495
2019,,England,Yorkshire and The Humber,Male,Undefined,E12000003,516.302347832487
2019,,Northern Ireland,,,Undefined,N92000002,410.835929661509
2019,,Northern Ireland,,Female,Undefined,N92000002,474.505723204995
2019,,Northern Ireland,,Male,Undefined,N92000002,345.234266109145
2019,,Scotland,,,Undefined,S92000003,422.272253033881
2019,,Scotland,,Female,Undefined,S92000003,461.379137949505
2019,,Scotland,,Male,Undefined,S92000003,381.149079984979
2019,,United Kingdom,,,Undefined,K02000001,523.70772252563
2019,,United Kingdom,,Female,Undefined,K02000001,567.468789364432
2019,,United Kingdom,,Male,Undefined,K02000001,478.831470486564
2019,,Wales,,,Undefined,W92000004,732.975990358083
2019,,Wales,,Female,Undefined,W92000004,795.269678388187
2019,,Wales,,Male,Undefined,W92000004,668.939345211295
2019,Acute respiratory infections,England,,,Undefined,E92000001,506.706699593156
2019,Acute respiratory infections,England,,Female,Undefined,E92000001,545.835954053361
2019,Acute respiratory infections,England,,Male,Undefined,E92000001,466.691581799495
2019,Acute respiratory infections,England,East,,Undefined,E12000006,504.802681162906
2019,Acute respiratory infections,England,East,Female,Undefined,E12000006,539.891263117967
2019,Acute respiratory infections,England,East,Male,Undefined,E12000006,468.673718470301
2019,Acute respiratory infections,England,East Midlands,,Undefined,E12000004,520.689013420459
2019,Acute respiratory infections,England,East Midlands,Female,Undefined,E12000004,565.875613747954
2019,Acute respiratory infections,England,East Midlands,Male,Undefined,E12000004,474.498327759197
2019,Acute respiratory infections,England,London,,Undefined,E12000007,288.99799151975
2019,Acute respiratory infections,England,London,Female,Undefined,E12000007,314.297178012572
2019,Acute respiratory infections,England,London,Male,Undefined,E12000007,263.64001966129
2019,Acute respiratory infections,England,North East,,Undefined,E12000001,521.742387355332
2019,Acute respiratory infections,England,North East,Female,Undefined,E12000001,566.357342760348
2019,Acute respiratory infections,England,North East,Male,Undefined,E12000001,475.573508116759
2019,Acute respiratory infections,England,North West,,Undefined,E12000002,617.065329918814
2019,Acute respiratory infections,England,North West,Female,Undefined,E12000002,664.244381644462
2019,Acute respiratory infections,England,North West,Male,Undefined,E12000002,568.717764845409
2019,Acute respiratory infections,England,South East,,Undefined,E12000008,512.848443916733
2019,Acute respiratory infections,England,South East,Female,Undefined,E12000008,551.093166101113
2019,Acute respiratory infections,England,South East,Male,Undefined,E12000008,473.485267136763
2019,Acute respiratory infections,England,South West,,Undefined,E12000009,629.900261347272
2019,Acute respiratory infections,England,South West,Female,Undefined,E12000009,680.991041433371
2019,Acute respiratory infections,England,South West,Male,Undefined,E12000009,577.138520472697
2019,Acute respiratory infections,England,West Midlands,,Undefined,E12000005,527.468823727671
2019,Acute respiratory infections,England,West Midlands,Female,Undefined,E12000005,563.370869114846
2019,Acute respiratory infections,England,West Midlands,Male,Undefined,E12000005,490.939380546017
2019,Acute respiratory infections,England,Yorkshire and The Humber,,Undefined,E12000003,538.070143558059
2019,Acute respiratory infections,England,Yorkshire and The Humber,Female,Undefined,E12000003,573.685155268354
2019,Acute respiratory infections,England,Yorkshire and The Humber,Male,Undefined,E12000003,501.582394936336
2019,Acute respiratory infections,Northern Ireland,,,Undefined,N92000002,384.960659027301
2019,Acute respiratory infections,Northern Ireland,,Female,Undefined,N92000002,440.166493236212
2019,Acute respiratory infections,Northern Ireland,,Male,Undefined,N92000002,328.079768414281
2019,Acute respiratory infections,Scotland,,,Undefined,S92000003,397.012794464884
2019,Acute respiratory infections,Scotland,,Female,Undefined,S92000003,431.382351890869
2019,Acute respiratory infections,Scotland,,Male,Undefined,S92000003,360.871197897109
