Year,Units,Sex,Age,Occupation major group,Occupation sub-major group,Disability status,Country,Region,Observation status,Unit multiplier,Unit measure,GeoCode,Value
2017,Annual survey of hours and earnings (ASHE),,30 to 39,Professional occupations,"Business, media and public service professionals",,,,Undefined,Units,GBP (£),,23.08
2017,Annual survey of hours and earnings (ASHE),,40 to 49,Professional occupations,"Business, media and public service professionals",,,,Undefined,Units,GBP (£),,24.95
2017,Annual survey of hours and earnings (ASHE),,50 to 59,Professional occupations,"Business, media and public service professionals",,,,Undefined,Units,GBP (£),,24.04
2017,Annual survey of hours and earnings (ASHE),,60 and over,Professional occupations,"Business, media and public service professionals",,,,Undefined,Units,GBP (£),,22.3
2017,Annual survey of hours and earnings (ASHE),,18 to 21,Associate professional and technical occupations,,,,,Undefined,Units,GBP (£),,10.81
2017,Annual survey of hours and earnings (ASHE),,22 to 29,Associate professional and technical occupations,,,,,Undefined,Units,GBP (£),,14.74
2017,Annual survey of hours and earnings (ASHE),,30 to 39,Associate professional and technical occupations,,,,,Undefined,Units,GBP (£),,18.45
2017,Annual survey of hours and earnings (ASHE),,40 to 49,Associate professional and technical occupations,,,,,Undefined,Units,GBP (£),,19.53
2017,Annual survey of hours and earnings (ASHE),,50 to 59,Associate professional and technical occupations,,,,,Undefined,Units,GBP (£),,19.08
2017,Annual survey of hours and earnings (ASHE),,60 and over,Associate professional and technical occupations,,,,,Undefined,Units,GBP (£),,17.56
2017,Annual survey of hours and earnings (ASHE),,18 to 21,Associate professional and technical occupations,"Science, engineering and technology associate professionals",,,,Undefined,Units,GBP (£),,9.61
2017,Annual survey of hours and earnings (ASHE),,22 to 29,Associate professional and technical occupations,"Science, engineering and technology associate professionals",,,,Undefined,Units,GBP (£),,12.73
2017,Annual survey of hours and earnings (ASHE),,30 to 39,Associate professional and technical occupations,"Science, engineering and technology associate professionals",,,,Undefined,Units,GBP (£),,15.57
2017,Annual survey of hours and earnings (ASHE),,40 to 49,Associate professional and technical occupations,"Science, engineering and technology associate professionals",,,,Undefined,Units,GBP (£),,16.31
2017,Annual survey of hours and earnings (ASHE),,50 to 59,Associate professional and technical occupations,"Science, engineering and technology associate professionals",,,,Undefined,Units,GBP (£),,16.52
2017,Annual survey of hours and earnings (ASHE),,60 and over,Associate professional and technical occupations,"Science, engineering and technology associate professionals",,,,Undefined,Units,GBP (£),,15.97
2017,Annual survey of hours and earnings (ASHE),,18 to 21,Associate professional and technical occupations,Health and social care associate professionals,,,,Undefined,Units,GBP (£),,9.9
2017,Annual survey of hours and earnings (ASHE),,22 to 29,Associate professional and technical occupations,Health and social care associate professionals,,,,Undefined,Units,GBP (£),,11.82
2017,Annual survey of hours and earnings (ASHE),,30 to 39,Associate professional and technical occupations,Health and social care associate professionals,,,,Undefined,Units,GBP (£),,13.43
2017,Annual survey of hours and earnings (ASHE),,40 to 49,Associate professional and technical occupations,Health and social care associate professionals,,,,Undefined,Units,GBP (£),,14.15
2017,Annual survey of hours and earnings (ASHE),,50 to 59,Associate professional and technical occupations,Health and social care associate professionals,,,,Undefined,Units,GBP (£),,14.25
2017,Annual survey of hours and earnings (ASHE),,60 and over,Associate professional and technical occupations,Health and social care associate professionals,,,,Undefined,Units,GBP (£),,13.89
2017,Annual survey of hours and earnings (ASHE),,18 to 21,Associate professional and technical occupations,Protective service occupations,,,,Undefined,Units,GBP (£),,11.88
2017,Annual survey of hours and earnings (ASHE),,22 to 29,Associate professional and technical occupations,Protective service occupations,,,,Undefined,Units,GBP (£),,14.15
2017,Annual survey of hours and earnings (ASHE),,30 to 39,Associate professional and technical occupations,Protective service occupations,,,,Undefined,Units,GBP (£),,17.57
2017,Annual survey of hours and earnings (ASHE),,40 to 49,Associate professional and technical occupations,Protective service occupations,,,,Undefined,Units,GBP (£),,18.99
2017,Annual survey of hours and earnings (ASHE),,50 to 59,Associate professional and technical occupations,Protective service occupations,,,,Undefined,Units,GBP (£),,18.63
2017,Annual survey of hours and earnings (ASHE),,60 and over,Associate professional and technical occupations,Protective service occupations,,,,Undefined,Units,GBP (£),,17.07
2017,Annual survey of hours and earnings (ASHE),,18 to 21,Associate professional and technical occupations,"Culture, media and sports occupations",,,,Undefined,Units,GBP (£),,17.33
2017,Annual survey of hours and earnings (ASHE),,30 to 39,Associate professional and technical occupations,"Culture, media and sports occupations",,,,Undefined,Units,GBP (£),,18.87
2017,Annual survey of hours and earnings (ASHE),,40 to 49,Associate professional and technical occupations,"Culture, media and sports occupations",,,,Undefined,Units,GBP (£),,16.96
2017,Annual survey of hours and earnings (ASHE),,50 to 59,Associate professional and technical occupations,"Culture, media and sports occupations",,,,Undefined,Units,GBP (£),,18.13
2017,Annual survey of hours and earnings (ASHE),,60 and over,Associate professional and technical occupations,"Culture, media and sports occupations",,,,Undefined,Units,GBP (£),,16.34
2017,Annual survey of hours and earnings (ASHE),,18 to 21,Associate professional and technical occupations,Business and public service associate professionals,,,,Undefined,Units,GBP (£),,10.21
2017,Annual survey of hours and earnings (ASHE),,22 to 29,Associate professional and technical occupations,Business and public service associate professionals,,,,Undefined,Units,GBP (£),,15.12
2017,Annual survey of hours and earnings (ASHE),,30 to 39,Associate professional and technical occupations,Business and public service associate professionals,,,,Undefined,Units,GBP (£),,20.17
2017,Annual survey of hours and earnings (ASHE),,40 to 49,Associate professional and technical occupations,Business and public service associate professionals,,,,Undefined,Units,GBP (£),,21.57
2017,Annual survey of hours and earnings (ASHE),,50 to 59,Associate professional and technical occupations,Business and public service associate professionals,,,,Undefined,Units,GBP (£),,21.04
2017,Annual survey of hours and earnings (ASHE),,60 and over,Associate professional and technical occupations,Business and public service associate professionals,,,,Undefined,Units,GBP (£),,18.86
2017,Annual survey of hours and earnings (ASHE),,18 to 21,Administrative and secretarial occupations,,,,,Undefined,Units,GBP (£),,8.84
2017,Annual survey of hours and earnings (ASHE),,22 to 29,Administrative and secretarial occupations,,,,,Undefined,Units,GBP (£),,11.47
2017,Annual survey of hours and earnings (ASHE),,30 to 39,Administrative and secretarial occupations,,,,,Undefined,Units,GBP (£),,12.92
2017,Annual survey of hours and earnings (ASHE),,40 to 49,Administrative and secretarial occupations,,,,,Undefined,Units,GBP (£),,13.24
2017,Annual survey of hours and earnings (ASHE),,50 to 59,Administrative and secretarial occupations,,,,,Undefined,Units,GBP (£),,12.87
2017,Annual survey of hours and earnings (ASHE),,60 and over,Administrative and secretarial occupations,,,,,Undefined,Units,GBP (£),,12.16
2017,Annual survey of hours and earnings (ASHE),,18 to 21,Administrative and secretarial occupations,Administrative occupations,,,,Undefined,Units,GBP (£),,9.01
2017,Annual survey of hours and earnings (ASHE),,22 to 29,Administrative and secretarial occupations,Administrative occupations,,,,Undefined,Units,GBP (£),,11.68
2017,Annual survey of hours and earnings (ASHE),,30 to 39,Administrative and secretarial occupations,Administrative occupations,,,,Undefined,Units,GBP (£),,13.11
2017,Annual survey of hours and earnings (ASHE),,40 to 49,Administrative and secretarial occupations,Administrative occupations,,,,Undefined,Units,GBP (£),,13.54
2017,Annual survey of hours and earnings (ASHE),,50 to 59,Administrative and secretarial occupations,Administrative occupations,,,,Undefined,Units,GBP (£),,13.21
2017,Annual survey of hours and earnings (ASHE),,60 and over,Administrative and secretarial occupations,Administrative occupations,,,,Undefined,Units,GBP (£),,12.41
2017,Annual survey of hours and earnings (ASHE),,18 to 21,Administrative and secretarial occupations,Secretarial and related occupations,,,,Undefined,Units,GBP (£),,8.11
2017,Annual survey of hours and earnings (ASHE),,22 to 29,Administrative and secretarial occupations,Secretarial and related occupations,,,,Undefined,Units,GBP (£),,10.17
2017,Annual survey of hours and earnings (ASHE),,30 to 39,Administrative and secretarial occupations,Secretarial and related occupations,,,,Undefined,Units,GBP (£),,11.83
2017,Annual survey of hours and earnings (ASHE),,40 to 49,Administrative and secretarial occupations,Secretarial and related occupations,,,,Undefined,Units,GBP (£),,11.97
2017,Annual survey of hours and earnings (ASHE),,50 to 59,Administrative and secretarial occupations,Secretarial and related occupations,,,,Undefined,Units,GBP (£),,11.73
2017,Annual survey of hours and earnings (ASHE),,60 and over,Administrative and secretarial occupations,Secretarial and related occupations,,,,Undefined,Units,GBP (£),,11.5
2017,Annual survey of hours and earnings (ASHE),,18 to 21,Skilled trades occupations,,,,,Undefined,Units,GBP (£),,8.85
2017,Annual survey of hours and earnings (ASHE),,22 to 29,Skilled trades occupations,,,,,Undefined,Units,GBP (£),,11.95
2017,Annual survey of hours and earnings (ASHE),,30 to 39,Skilled trades occupations,,,,,Undefined,Units,GBP (£),,13.09
2017,Annual survey of hours and earnings (ASHE),,40 to 49,Skilled trades occupations,,,,,Undefined,Units,GBP (£),,13.65
2017,Annual survey of hours and earnings (ASHE),,50 to 59,Skilled trades occupations,,,,,Undefined,Units,GBP (£),,14.17
2017,Annual survey of hours and earnings (ASHE),,60 and over,Skilled trades occupations,,,,,Undefined,Units,GBP (£),,13.29
2017,Annual survey of hours and earnings (ASHE),,18 to 21,Skilled trades occupations,Skilled agricultural and related trades,,,,Undefined,Units,GBP (£),,8.13
2017,Annual survey of hours and earnings (ASHE),,22 to 29,Skilled trades occupations,Skilled agricultural and related trades,,,,Undefined,Units,GBP (£),,9.52
2017,Annual survey of hours and earnings (ASHE),,30 to 39,Skilled trades occupations,Skilled agricultural and related trades,,,,Undefined,Units,GBP (£),,10.33
2017,Annual survey of hours and earnings (ASHE),,40 to 49,Skilled trades occupations,Skilled agricultural and related trades,,,,Undefined,Units,GBP (£),,11.5
2017,Annual survey of hours and earnings (ASHE),,50 to 59,Skilled trades occupations,Skilled agricultural and related trades,,,,Undefined,Units,GBP (£),,10.48
2017,Annual survey of hours and earnings (ASHE),,60 and over,Skilled trades occupations,Skilled agricultural and related trades,,,,Undefined,Units,GBP (£),,9.58
2017,Annual survey of hours and earnings (ASHE),,18 to 21,Skilled trades occupations,"Skilled metal, electrical and electronic trades",,,,Undefined,Units,GBP (£),,9.24
2017,Annual survey of hours and earnings (ASHE),,22 to 29,Skilled trades occupations,"Skilled metal, electrical and electronic trades",,,,Undefined,Units,GBP (£),,13.36
2017,Annual survey of hours and earnings (ASHE),,30 to 39,Skilled trades occupations,"Skilled metal, electrical and electronic trades",,,,Undefined,Units,GBP (£),,14.77
2017,Annual survey of hours and earnings (ASHE),,40 to 49,Skilled trades occupations,"Skilled metal, electrical and electronic trades",,,,Undefined,Units,GBP (£),,15.18
2017,Annual survey of hours and earnings (ASHE),,50 to 59,Skilled trades occupations,"Skilled metal, electrical and electronic trades",,,,Undefined,Units,GBP (£),,15.7
2017,Annual survey of hours and earnings (ASHE),,60 and over,Skilled trades occupations,"Skilled metal, electrical and electronic trades",,,,Undefined,Units,GBP (£),,14.57
2017,Annual survey of hours and earnings (ASHE),,18 to 21,Skilled trades occupations,Skilled construction and building trades,,,,Undefined,Units,GBP (£),,9.08
2017,Annual survey of hours and earnings (ASHE),,22 to 29,Skilled trades occupations,Skilled construction and building trades,,,,Undefined,Units,GBP (£),,12.33
2017,Annual survey of hours and earnings (ASHE),,30 to 39,Skilled trades occupations,Skilled construction and building trades,,,,Undefined,Units,GBP (£),,13.09
2017,Annual survey of hours and earnings (ASHE),,40 to 49,Skilled trades occupations,Skilled construction and building trades,,,,Undefined,Units,GBP (£),,13.92
2017,Annual survey of hours and earnings (ASHE),,50 to 59,Skilled trades occupations,Skilled construction and building trades,,,,Undefined,Units,GBP (£),,14.33
2017,Annual survey of hours and earnings (ASHE),,60 and over,Skilled trades occupations,Skilled construction and building trades,,,,Undefined,Units,GBP (£),,13.55
2017,Annual survey of hours and earnings (ASHE),,18 to 21,Skilled trades occupations,"Textiles, printing and other skilled trades",,,,Undefined,Units,GBP (£),,7.97
2017,Annual survey of hours and earnings (ASHE),,22 to 29,Skilled trades occupations,"Textiles, printing and other skilled trades",,,,Undefined,Units,GBP (£),,9.26
2017,Annual survey of hours and earnings (ASHE),,30 to 39,Skilled trades occupations,"Textiles, printing and other skilled trades",,,,Undefined,Units,GBP (£),,10.44
2017,Annual survey of hours and earnings (ASHE),,40 to 49,Skilled trades occupations,"Textiles, printing and other skilled trades",,,,Undefined,Units,GBP (£),,10.53
2017,Annual survey of hours and earnings (ASHE),,50 to 59,Skilled trades occupations,"Textiles, printing and other skilled trades",,,,Undefined,Units,GBP (£),,10.28
2017,Annual survey of hours and earnings (ASHE),,60 and over,Skilled trades occupations,"Textiles, printing and other skilled trades",,,,Undefined,Units,GBP (£),,10.68
2017,Annual survey of hours and earnings (ASHE),,18 to 21,"Caring, leisure and other service occupations",,,,,Undefined,Units,GBP (£),,8.05
2017,Annual survey of hours and earnings (ASHE),,22 to 29,"Caring, leisure and other service occupations",,,,,Undefined,Units,GBP (£),,9.29
2017,Annual survey of hours and earnings (ASHE),,30 to 39,"Caring, leisure and other service occupations",,,,,Undefined,Units,GBP (£),,10.1
2017,Annual survey of hours and earnings (ASHE),,40 to 49,"Caring, leisure and other service occupations",,,,,Undefined,Units,GBP (£),,10.32
2017,Annual survey of hours and earnings (ASHE),,50 to 59,"Caring, leisure and other service occupations",,,,,Undefined,Units,GBP (£),,10.47
2017,Annual survey of hours and earnings (ASHE),,60 and over,"Caring, leisure and other service occupations",,,,,Undefined,Units,GBP (£),,9.98
2017,Annual survey of hours and earnings (ASHE),,18 to 21,"Caring, leisure and other service occupations",Caring personal service occupations,,,,Undefined,Units,GBP (£),,8.15
2017,Annual survey of hours and earnings (ASHE),,22 to 29,"Caring, leisure and other service occupations",Caring personal service occupations,,,,Undefined,Units,GBP (£),,9.2
2017,Annual survey of hours and earnings (ASHE),,30 to 39,"Caring, leisure and other service occupations",Caring personal service occupations,,,,Undefined,Units,GBP (£),,9.91
2017,Annual survey of hours and earnings (ASHE),,40 to 49,"Caring, leisure and other service occupations",Caring personal service occupations,,,,Undefined,Units,GBP (£),,10.02
2017,Annual survey of hours and earnings (ASHE),,50 to 59,"Caring, leisure and other service occupations",Caring personal service occupations,,,,Undefined,Units,GBP (£),,10.16
2017,Annual survey of hours and earnings (ASHE),,60 and over,"Caring, leisure and other service occupations",Caring personal service occupations,,,,Undefined,Units,GBP (£),,9.88
2017,Annual survey of hours and earnings (ASHE),,18 to 21,"Caring, leisure and other service occupations","Leisure, travel and related personal service occupations",,,,Undefined,Units,GBP (£),,7.73
2017,Annual survey of hours and earnings (ASHE),,22 to 29,"Caring, leisure and other service occupations","Leisure, travel and related personal service occupations",,,,Undefined,Units,GBP (£),,9.72
2017,Annual survey of hours and earnings (ASHE),,30 to 39,"Caring, leisure and other service occupations","Leisure, travel and related personal service occupations",,,,Undefined,Units,GBP (£),,10.97
2017,Annual survey of hours and earnings (ASHE),,40 to 49,"Caring, leisure and other service occupations","Leisure, travel and related personal service occupations",,,,Undefined,Units,GBP (£),,12.22
2017,Annual survey of hours and earnings (ASHE),,50 to 59,"Caring, leisure and other service occupations","Leisure, travel and related personal service occupations",,,,Undefined,Units,GBP (£),,12.14
2017,Annual survey of hours and earnings (ASHE),,60 and over,"Caring, leisure and other service occupations","Leisure, travel and related personal service occupations",,,,Undefined,Units,GBP (£),,10.38
2017,Annual survey of hours and earnings (ASHE),,18 to 21,Sales and customer service occupations,,,,,Undefined,Units,GBP (£),,8.12
2017,Annual survey of hours and earnings (ASHE),,22 to 29,Sales and customer service occupations,,,,,Undefined,Units,GBP (£),,9.63
2017,Annual survey of hours and earnings (ASHE),,30 to 39,Sales and customer service occupations,,,,,Undefined,Units,GBP (£),,10.54
2017,Annual survey of hours and earnings (ASHE),,40 to 49,Sales and customer service occupations,,,,,Undefined,Units,GBP (£),,10.69
2017,Annual survey of hours and earnings (ASHE),,50 to 59,Sales and customer service occupations,,,,,Undefined,Units,GBP (£),,10.28
2017,Annual survey of hours and earnings (ASHE),,60 and over,Sales and customer service occupations,,,,,Undefined,Units,GBP (£),,9.48
2017,Annual survey of hours and earnings (ASHE),,18 to 21,Sales and customer service occupations,Sales occupations,,,,Undefined,Units,GBP (£),,8.05
2017,Annual survey of hours and earnings (ASHE),,22 to 29,Sales and customer service occupations,Sales occupations,,,,Undefined,Units,GBP (£),,9.29
2017,Annual survey of hours and earnings (ASHE),,30 to 39,Sales and customer service occupations,Sales occupations,,,,Undefined,Units,GBP (£),,9.78
2017,Annual survey of hours and earnings (ASHE),,40 to 49,Sales and customer service occupations,Sales occupations,,,,Undefined,Units,GBP (£),,9.85
2017,Annual survey of hours and earnings (ASHE),,50 to 59,Sales and customer service occupations,Sales occupations,,,,Undefined,Units,GBP (£),,9.43
2017,Annual survey of hours and earnings (ASHE),,60 and over,Sales and customer service occupations,Sales occupations,,,,Undefined,Units,GBP (£),,9.04
2017,Annual survey of hours and earnings (ASHE),,18 to 21,Sales and customer service occupations,Customer service occupations,,,,Undefined,Units,GBP (£),,8.42
2017,Annual survey of hours and earnings (ASHE),,22 to 29,Sales and customer service occupations,Customer service occupations,,,,Undefined,Units,GBP (£),,10.3
2017,Annual survey of hours and earnings (ASHE),,30 to 39,Sales and customer service occupations,Customer service occupations,,,,Undefined,Units,GBP (£),,11.86
2017,Annual survey of hours and earnings (ASHE),,40 to 49,Sales and customer service occupations,Customer service occupations,,,,Undefined,Units,GBP (£),,12.43
2017,Annual survey of hours and earnings (ASHE),,50 to 59,Sales and customer service occupations,Customer service occupations,,,,Undefined,Units,GBP (£),,12.45
2017,Annual survey of hours and earnings (ASHE),,60 and over,Sales and customer service occupations,Customer service occupations,,,,Undefined,Units,GBP (£),,11.17
2017,Annual survey of hours and earnings (ASHE),,18 to 21,"Process, plant and machine operatives",,,,,Undefined,Units,GBP (£),,8.86
2017,Annual survey of hours and earnings (ASHE),,22 to 29,"Process, plant and machine operatives",,,,,Undefined,Units,GBP (£),,10.7
2017,Annual survey of hours and earnings (ASHE),,30 to 39,"Process, plant and machine operatives",,,,,Undefined,Units,GBP (£),,11.66
2017,Annual survey of hours and earnings (ASHE),,40 to 49,"Process, plant and machine operatives",,,,,Undefined,Units,GBP (£),,12.03
2017,Annual survey of hours and earnings (ASHE),,50 to 59,"Process, plant and machine operatives",,,,,Undefined,Units,GBP (£),,12.08
2017,Annual survey of hours and earnings (ASHE),,60 and over,"Process, plant and machine operatives",,,,,Undefined,Units,GBP (£),,11.25
2017,Annual survey of hours and earnings (ASHE),,18 to 21,"Process, plant and machine operatives","Process, plant and machine operatives",,,,Undefined,Units,GBP (£),,8.73
2017,Annual survey of hours and earnings (ASHE),,22 to 29,"Process, plant and machine operatives","Process, plant and machine operatives",,,,Undefined,Units,GBP (£),,10.72
2017,Annual survey of hours and earnings (ASHE),,30 to 39,"Process, plant and machine operatives","Process, plant and machine operatives",,,,Undefined,Units,GBP (£),,11.37
2017,Annual survey of hours and earnings (ASHE),,40 to 49,"Process, plant and machine operatives","Process, plant and machine operatives",,,,Undefined,Units,GBP (£),,11.83
2017,Annual survey of hours and earnings (ASHE),,50 to 59,"Process, plant and machine operatives","Process, plant and machine operatives",,,,Undefined,Units,GBP (£),,12.21
2017,Annual survey of hours and earnings (ASHE),,60 and over,"Process, plant and machine operatives","Process, plant and machine operatives",,,,Undefined,Units,GBP (£),,11.71
2017,Annual survey of hours and earnings (ASHE),,18 to 21,"Process, plant and machine operatives",Transport and mobile machine drivers and operatives,,,,Undefined,Units,GBP (£),,9.37
2017,Annual survey of hours and earnings (ASHE),,22 to 29,"Process, plant and machine operatives",Transport and mobile machine drivers and operatives,,,,Undefined,Units,GBP (£),,10.65
2017,Annual survey of hours and earnings (ASHE),,30 to 39,"Process, plant and machine operatives",Transport and mobile machine drivers and operatives,,,,Undefined,Units,GBP (£),,11.99
2017,Annual survey of hours and earnings (ASHE),,40 to 49,"Process, plant and machine operatives",Transport and mobile machine drivers and operatives,,,,Undefined,Units,GBP (£),,12.18
2017,Annual survey of hours and earnings (ASHE),,50 to 59,"Process, plant and machine operatives",Transport and mobile machine drivers and operatives,,,,Undefined,Units,GBP (£),,12.0
2017,Annual survey of hours and earnings (ASHE),,60 and over,"Process, plant and machine operatives",Transport and mobile machine drivers and operatives,,,,Undefined,Units,GBP (£),,11.04
2017,Annual survey of hours and earnings (ASHE),,18 to 21,Elementary occupations,,,,,Undefined,Units,GBP (£),,7.64
2017,Annual survey of hours and earnings (ASHE),,22 to 29,Elementary occupations,,,,,Undefined,Units,GBP (£),,9.02
2017,Annual survey of hours and earnings (ASHE),,30 to 39,Elementary occupations,,,,,Undefined,Units,GBP (£),,9.69
2017,Annual survey of hours and earnings (ASHE),,40 to 49,Elementary occupations,,,,,Undefined,Units,GBP (£),,9.84
2017,Annual survey of hours and earnings (ASHE),,50 to 59,Elementary occupations,,,,,Undefined,Units,GBP (£),,9.87
2017,Annual survey of hours and earnings (ASHE),,60 and over,Elementary occupations,,,,,Undefined,Units,GBP (£),,9.52
2017,Annual survey of hours and earnings (ASHE),,18 to 21,Elementary occupations,Elementary trades and related occupations,,,,Undefined,Units,GBP (£),,8.19
2017,Annual survey of hours and earnings (ASHE),,22 to 29,Elementary occupations,Elementary trades and related occupations,,,,Undefined,Units,GBP (£),,9.4
2017,Annual survey of hours and earnings (ASHE),,30 to 39,Elementary occupations,Elementary trades and related occupations,,,,Undefined,Units,GBP (£),,9.93
2017,Annual survey of hours and earnings (ASHE),,40 to 49,Elementary occupations,Elementary trades and related occupations,,,,Undefined,Units,GBP (£),,9.96
2017,Annual survey of hours and earnings (ASHE),,50 to 59,Elementary occupations,Elementary trades and related occupations,,,,Undefined,Units,GBP (£),,10.26
2017,Annual survey of hours and earnings (ASHE),,60 and over,Elementary occupations,Elementary trades and related occupations,,,,Undefined,Units,GBP (£),,9.96
2017,Annual survey of hours and earnings (ASHE),,18 to 21,Elementary occupations,Elementary administration and service occupations,,,,Undefined,Units,GBP (£),,7.56
2017,Annual survey of hours and earnings (ASHE),,22 to 29,Elementary occupations,Elementary administration and service occupations,,,,Undefined,Units,GBP (£),,8.94
2017,Annual survey of hours and earnings (ASHE),,30 to 39,Elementary occupations,Elementary administration and service occupations,,,,Undefined,Units,GBP (£),,9.64
2017,Annual survey of hours and earnings (ASHE),,40 to 49,Elementary occupations,Elementary administration and service occupations,,,,Undefined,Units,GBP (£),,9.82
2017,Annual survey of hours and earnings (ASHE),,50 to 59,Elementary occupations,Elementary administration and service occupations,,,,Undefined,Units,GBP (£),,9.79
2017,Annual survey of hours and earnings (ASHE),,60 and over,Elementary occupations,Elementary administration and service occupations,,,,Undefined,Units,GBP (£),,9.44
2017,Annual survey of hours and earnings (ASHE),Male,,,,,,,Undefined,Units,GBP (£),,17.54
2017,Annual survey of hours and earnings (ASHE),Male,18 to 21,,,,,,Undefined,Units,GBP (£),,9.0
2017,Annual survey of hours and earnings (ASHE),Male,22 to 29,,,,,,Undefined,Units,GBP (£),,13.19
2017,Annual survey of hours and earnings (ASHE),Male,30 to 39,,,,,,Undefined,Units,GBP (£),,17.63
2017,Annual survey of hours and earnings (ASHE),Male,40 to 49,,,,,,Undefined,Units,GBP (£),,20.15
2017,Annual survey of hours and earnings (ASHE),Male,50 to 59,,,,,,Undefined,Units,GBP (£),,19.8
2017,Annual survey of hours and earnings (ASHE),Male,60 and over,,,,,,Undefined,Units,GBP (£),,17.3
2017,Annual survey of hours and earnings (ASHE),Male,18 to 21,"Managers, directors and senior officials",,,,,Undefined,Units,GBP (£),,15.11
2017,Annual survey of hours and earnings (ASHE),Male,22 to 29,"Managers, directors and senior officials",,,,,Undefined,Units,GBP (£),,16.55
2017,Annual survey of hours and earnings (ASHE),Male,30 to 39,"Managers, directors and senior officials",,,,,Undefined,Units,GBP (£),,24.99
2017,Annual survey of hours and earnings (ASHE),Male,40 to 49,"Managers, directors and senior officials",,,,,Undefined,Units,GBP (£),,30.77
2017,Annual survey of hours and earnings (ASHE),Male,50 to 59,"Managers, directors and senior officials",,,,,Undefined,Units,GBP (£),,30.88
2017,Annual survey of hours and earnings (ASHE),Male,60 and over,"Managers, directors and senior officials",,,,,Undefined,Units,GBP (£),,27.37
2017,Annual survey of hours and earnings (ASHE),Male,22 to 29,"Managers, directors and senior officials",Corporate managers and directors,,,,Undefined,Units,GBP (£),,17.81
2017,Annual survey of hours and earnings (ASHE),Male,30 to 39,"Managers, directors and senior officials",Corporate managers and directors,,,,Undefined,Units,GBP (£),,26.87
2017,Annual survey of hours and earnings (ASHE),Male,40 to 49,"Managers, directors and senior officials",Corporate managers and directors,,,,Undefined,Units,GBP (£),,32.25
2017,Annual survey of hours and earnings (ASHE),Male,50 to 59,"Managers, directors and senior officials",Corporate managers and directors,,,,Undefined,Units,GBP (£),,32.15
2017,Annual survey of hours and earnings (ASHE),Male,60 and over,"Managers, directors and senior officials",Corporate managers and directors,,,,Undefined,Units,GBP (£),,27.89
2017,Annual survey of hours and earnings (ASHE),Male,22 to 29,"Managers, directors and senior officials",Other managers and proprietors,,,,Undefined,Units,GBP (£),,11.91
2017,Annual survey of hours and earnings (ASHE),Male,30 to 39,"Managers, directors and senior officials",Other managers and proprietors,,,,Undefined,Units,GBP (£),,15.73
2017,Annual survey of hours and earnings (ASHE),Male,40 to 49,"Managers, directors and senior officials",Other managers and proprietors,,,,Undefined,Units,GBP (£),,18.89
2017,Annual survey of hours and earnings (ASHE),Male,50 to 59,"Managers, directors and senior officials",Other managers and proprietors,,,,Undefined,Units,GBP (£),,20.95
2017,Annual survey of hours and earnings (ASHE),Male,60 and over,"Managers, directors and senior officials",Other managers and proprietors,,,,Undefined,Units,GBP (£),,24.26
2017,Annual survey of hours and earnings (ASHE),Male,18 to 21,Professional occupations,,,,,Undefined,Units,GBP (£),,11.04
2017,Annual survey of hours and earnings (ASHE),Male,22 to 29,Professional occupations,,,,,Undefined,Units,GBP (£),,17.35
2017,Annual survey of hours and earnings (ASHE),Male,30 to 39,Professional occupations,,,,,Undefined,Units,GBP (£),,23.49
2017,Annual survey of hours and earnings (ASHE),Male,40 to 49,Professional occupations,,,,,Undefined,Units,GBP (£),,26.49
2017,Annual survey of hours and earnings (ASHE),Male,50 to 59,Professional occupations,,,,,Undefined,Units,GBP (£),,26.6
2017,Annual survey of hours and earnings (ASHE),Male,60 and over,Professional occupations,,,,,Undefined,Units,GBP (£),,25.47
2017,Annual survey of hours and earnings (ASHE),Male,18 to 21,Professional occupations,"Science, research, engineering and technology professionals",,,,Undefined,Units,GBP (£),,10.86
2017,Annual survey of hours and earnings (ASHE),Male,22 to 29,Professional occupations,"Science, research, engineering and technology professionals",,,,Undefined,Units,GBP (£),,16.71
2017,Annual survey of hours and earnings (ASHE),Male,30 to 39,Professional occupations,"Science, research, engineering and technology professionals",,,,Undefined,Units,GBP (£),,22.66
2017,Annual survey of hours and earnings (ASHE),Male,40 to 49,Professional occupations,"Science, research, engineering and technology professionals",,,,Undefined,Units,GBP (£),,25.04
2017,Annual survey of hours and earnings (ASHE),Male,50 to 59,Professional occupations,"Science, research, engineering and technology professionals",,,,Undefined,Units,GBP (£),,24.74
2017,Annual survey of hours and earnings (ASHE),Male,60 and over,Professional occupations,"Science, research, engineering and technology professionals",,,,Undefined,Units,GBP (£),,22.65
2017,Annual survey of hours and earnings (ASHE),Male,18 to 21,Professional occupations,Health professionals,,,,Undefined,Units,GBP (£),,11.42
2017,Annual survey of hours and earnings (ASHE),Male,22 to 29,Professional occupations,Health professionals,,,,Undefined,Units,GBP (£),,17.83
2017,Annual survey of hours and earnings (ASHE),Male,30 to 39,Professional occupations,Health professionals,,,,Undefined,Units,GBP (£),,24.45
2017,Annual survey of hours and earnings (ASHE),Male,40 to 49,Professional occupations,Health professionals,,,,Undefined,Units,GBP (£),,29.6
2017,Annual survey of hours and earnings (ASHE),Male,50 to 59,Professional occupations,Health professionals,,,,Undefined,Units,GBP (£),,33.08
2017,Annual survey of hours and earnings (ASHE),Male,60 and over,Professional occupations,Health professionals,,,,Undefined,Units,GBP (£),,32.45
