Year,Country,Sex,Cause of death,Observation status,Unit multiplier,Unit measure,GeoCode,Value
2015,,Male,Victim of volcanic eruption,Undefined,Units,"Rate per 1,000,000 population",,0.0
2015,,Male,"Victim of avalanche, landslide and other earth movements",Undefined,Units,"Rate per 1,000,000 population",,0.0
2015,,Male,Victim of cataclysmic storm,Undefined,Units,"Rate per 1,000,000 population",,0.0
2015,,Male,Victim of flood,Undefined,Units,"Rate per 1,000,000 population",,0.0
2015,,Male,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 1,000,000 population",,0.0
2015,,Female,,Undefined,Units,"Rate per 1,000,000 population",,0.681882511
2015,,Female,Exposure to excessive natural heat,Undefined,Units,"Rate per 1,000,000 population",,0.0681882509999999
2015,,Female,Exposure to excessive natural cold,Undefined,Units,"Rate per 1,000,000 population",,0.545506009
2015,,Female,Exposure to sunlight,Undefined,Units,"Rate per 1,000,000 population",,0.0
2015,,Female,Victim of lightning,Undefined,Units,"Rate per 1,000,000 population",,0.0
2015,,Female,Victim of earthquake,Undefined,Units,"Rate per 1,000,000 population",,0.0
2015,,Female,Victim of volcanic eruption,Undefined,Units,"Rate per 1,000,000 population",,0.0
2015,,Female,"Victim of avalanche, landslide and other earth movements",Undefined,Units,"Rate per 1,000,000 population",,0.0
2015,,Female,Victim of cataclysmic storm,Undefined,Units,"Rate per 1,000,000 population",,0.0
2015,,Female,Victim of flood,Undefined,Units,"Rate per 1,000,000 population",,0.0
2015,,Female,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 1,000,000 population",,0.0681882509999999
2015,,,,Undefined,Units,"Rate per 1,000,000 population",,0.621918341
2016,England,,,Undefined,Units,"Rate per 1,000,000 population",E92000001,0.8684942790000001
2016,England,,Exposure to excessive natural heat,Undefined,Units,"Rate per 1,000,000 population",E92000001,0.036187262000000005
2016,England,,Exposure to excessive natural cold,Undefined,Units,"Rate per 1,000,000 population",E92000001,0.633277078
2016,England,,Exposure to sunlight,Undefined,Units,"Rate per 1,000,000 population",E92000001,0.0
2016,England,,Victim of lightning,Undefined,Units,"Rate per 1,000,000 population",E92000001,0.0
2016,England,,Victim of earthquake,Undefined,Units,"Rate per 1,000,000 population",E92000001,0.0
2016,England,,Victim of volcanic eruption,Undefined,Units,"Rate per 1,000,000 population",E92000001,0.0
2016,England,,"Victim of avalanche, landslide and other earth movements",Undefined,Units,"Rate per 1,000,000 population",E92000001,0.018093631000000002
2016,England,,Victim of cataclysmic storm,Undefined,Units,"Rate per 1,000,000 population",E92000001,0.0
2016,England,,Victim of flood,Undefined,Units,"Rate per 1,000,000 population",E92000001,0.018093631000000002
2016,England,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 1,000,000 population",E92000001,0.162842677
2016,England,Male,,Undefined,Units,"Rate per 1,000,000 population",E92000001,1.025606463
2016,England,Male,Exposure to excessive natural heat,Undefined,Units,"Rate per 1,000,000 population",E92000001,0.073257605
2016,England,Male,Exposure to excessive natural cold,Undefined,Units,"Rate per 1,000,000 population",E92000001,0.80583365
2016,England,Male,Exposure to sunlight,Undefined,Units,"Rate per 1,000,000 population",E92000001,0.0
2016,England,Male,Victim of lightning,Undefined,Units,"Rate per 1,000,000 population",E92000001,0.0
2016,England,Male,Victim of earthquake,Undefined,Units,"Rate per 1,000,000 population",E92000001,0.0
2016,England,Male,Victim of volcanic eruption,Undefined,Units,"Rate per 1,000,000 population",E92000001,0.0
2016,England,Male,"Victim of avalanche, landslide and other earth movements",Undefined,Units,"Rate per 1,000,000 population",E92000001,0.0
2016,England,Male,Victim of cataclysmic storm,Undefined,Units,"Rate per 1,000,000 population",E92000001,0.0
2016,England,Male,Victim of flood,Undefined,Units,"Rate per 1,000,000 population",E92000001,0.0
2016,England,Male,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 1,000,000 population",E92000001,0.146515209
2016,England,Female,,Undefined,Units,"Rate per 1,000,000 population",E92000001,0.715124786
2016,England,Female,Exposure to excessive natural heat,Undefined,Units,"Rate per 1,000,000 population",E92000001,0.0
2016,England,Female,Exposure to excessive natural cold,Undefined,Units,"Rate per 1,000,000 population",E92000001,0.464831111
2016,England,Female,Exposure to sunlight,Undefined,Units,"Rate per 1,000,000 population",E92000001,0.0
2016,England,Female,Victim of lightning,Undefined,Units,"Rate per 1,000,000 population",E92000001,0.0
2016,England,Female,Victim of earthquake,Undefined,Units,"Rate per 1,000,000 population",E92000001,0.0
2016,England,Female,Victim of volcanic eruption,Undefined,Units,"Rate per 1,000,000 population",E92000001,0.0
2016,England,Female,"Victim of avalanche, landslide and other earth movements",Undefined,Units,"Rate per 1,000,000 population",E92000001,0.035756239
2016,England,Female,Victim of cataclysmic storm,Undefined,Units,"Rate per 1,000,000 population",E92000001,0.0
2016,England,Female,Victim of flood,Undefined,Units,"Rate per 1,000,000 population",E92000001,0.035756239
2016,England,Female,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 1,000,000 population",E92000001,0.178781196
2016,Wales,,,Undefined,Units,"Rate per 1,000,000 population",W92000004,1.6060902940000001
2016,Wales,,Exposure to excessive natural heat,Undefined,Units,"Rate per 1,000,000 population",W92000004,0.0
2016,Wales,,Exposure to excessive natural cold,Undefined,Units,"Rate per 1,000,000 population",W92000004,1.6060902940000001
2016,Wales,,Exposure to sunlight,Undefined,Units,"Rate per 1,000,000 population",W92000004,0.0
2016,Wales,,Victim of lightning,Undefined,Units,"Rate per 1,000,000 population",W92000004,0.0
2016,Wales,,Victim of earthquake,Undefined,Units,"Rate per 1,000,000 population",W92000004,0.0
2016,Wales,,Victim of volcanic eruption,Undefined,Units,"Rate per 1,000,000 population",W92000004,0.0
2016,Wales,,"Victim of avalanche, landslide and other earth movements",Undefined,Units,"Rate per 1,000,000 population",W92000004,0.0
2016,Wales,,Victim of cataclysmic storm,Undefined,Units,"Rate per 1,000,000 population",W92000004,0.0
2016,Wales,,Victim of flood,Undefined,Units,"Rate per 1,000,000 population",W92000004,0.0
2016,Wales,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 1,000,000 population",W92000004,0.0
2016,Wales,Male,,Undefined,Units,"Rate per 1,000,000 population",W92000004,2.607497337
2016,Wales,Male,Exposure to excessive natural heat,Undefined,Units,"Rate per 1,000,000 population",W92000004,0.0
2016,Wales,Male,Exposure to excessive natural cold,Undefined,Units,"Rate per 1,000,000 population",W92000004,2.607497337
2016,Wales,Male,Exposure to sunlight,Undefined,Units,"Rate per 1,000,000 population",W92000004,0.0
2016,Wales,Male,Victim of lightning,Undefined,Units,"Rate per 1,000,000 population",W92000004,0.0
2016,Wales,Male,Victim of earthquake,Undefined,Units,"Rate per 1,000,000 population",W92000004,0.0
2016,Wales,Male,Victim of volcanic eruption,Undefined,Units,"Rate per 1,000,000 population",W92000004,0.0
2016,Wales,Male,"Victim of avalanche, landslide and other earth movements",Undefined,Units,"Rate per 1,000,000 population",W92000004,0.0
2016,Wales,Male,Victim of cataclysmic storm,Undefined,Units,"Rate per 1,000,000 population",W92000004,0.0
2016,Wales,Male,Victim of flood,Undefined,Units,"Rate per 1,000,000 population",W92000004,0.0
2016,Wales,Male,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 1,000,000 population",W92000004,0.0
2016,Wales,Female,,Undefined,Units,"Rate per 1,000,000 population",W92000004,0.633267305
2016,Wales,Female,Exposure to excessive natural heat,Undefined,Units,"Rate per 1,000,000 population",W92000004,0.0
2016,Wales,Female,Exposure to excessive natural cold,Undefined,Units,"Rate per 1,000,000 population",W92000004,0.633267305
2016,Wales,Female,Exposure to sunlight,Undefined,Units,"Rate per 1,000,000 population",W92000004,0.0
2016,Wales,Female,Victim of lightning,Undefined,Units,"Rate per 1,000,000 population",W92000004,0.0
2016,Wales,Female,Victim of earthquake,Undefined,Units,"Rate per 1,000,000 population",W92000004,0.0
2016,Wales,Female,Victim of volcanic eruption,Undefined,Units,"Rate per 1,000,000 population",W92000004,0.0
2016,Wales,Female,"Victim of avalanche, landslide and other earth movements",Undefined,Units,"Rate per 1,000,000 population",W92000004,0.0
2016,Wales,Female,Victim of cataclysmic storm,Undefined,Units,"Rate per 1,000,000 population",W92000004,0.0
2016,Wales,Female,Victim of flood,Undefined,Units,"Rate per 1,000,000 population",W92000004,0.0
2016,Wales,Female,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 1,000,000 population",W92000004,0.0
2016,,,Exposure to excessive natural heat,Undefined,Units,"Rate per 1,000,000 population",,0.0342575929999999
2016,,,Exposure to excessive natural cold,Undefined,Units,"Rate per 1,000,000 population",,0.599507886
2016,,,Exposure to sunlight,Undefined,Units,"Rate per 1,000,000 population",,0.0
2016,,,Victim of lightning,Undefined,Units,"Rate per 1,000,000 population",,0.0
2016,,,Victim of earthquake,Undefined,Units,"Rate per 1,000,000 population",,0.0
2016,,,Victim of volcanic eruption,Undefined,Units,"Rate per 1,000,000 population",,0.0
2016,,,"Victim of avalanche, landslide and other earth movements",Undefined,Units,"Rate per 1,000,000 population",,0.017128797
2016,,,Victim of cataclysmic storm,Undefined,Units,"Rate per 1,000,000 population",,0.0
2016,,,Victim of flood,Undefined,Units,"Rate per 1,000,000 population",,0.017128797
2016,,,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 1,000,000 population",,0.15415917099999898
2016,,Male,,Undefined,Units,"Rate per 1,000,000 population",,0.971043551
2016,,Male,Exposure to excessive natural heat,Undefined,Units,"Rate per 1,000,000 population",,0.06936025400000001
2016,,Male,Exposure to excessive natural cold,Undefined,Units,"Rate per 1,000,000 population",,0.76296279
2016,,Male,Exposure to sunlight,Undefined,Units,"Rate per 1,000,000 population",,0.0
2016,,Male,Victim of lightning,Undefined,Units,"Rate per 1,000,000 population",,0.0
2016,,Male,Victim of earthquake,Undefined,Units,"Rate per 1,000,000 population",,0.0
2016,,Male,Victim of volcanic eruption,Undefined,Units,"Rate per 1,000,000 population",,0.0
2016,,Male,"Victim of avalanche, landslide and other earth movements",Undefined,Units,"Rate per 1,000,000 population",,0.0
2016,,Male,Victim of cataclysmic storm,Undefined,Units,"Rate per 1,000,000 population",,0.0
2016,,Male,Victim of flood,Undefined,Units,"Rate per 1,000,000 population",,0.0
2016,,Male,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 1,000,000 population",,0.138720507
2016,,Female,,Undefined,Units,"Rate per 1,000,000 population",,0.676904645999999
2016,,Female,Exposure to excessive natural heat,Undefined,Units,"Rate per 1,000,000 population",,0.0
2016,,Female,Exposure to excessive natural cold,Undefined,Units,"Rate per 1,000,000 population",,0.43998802
2016,,Female,Exposure to sunlight,Undefined,Units,"Rate per 1,000,000 population",,0.0
2016,,Female,Victim of lightning,Undefined,Units,"Rate per 1,000,000 population",,0.0
2016,,Female,Victim of earthquake,Undefined,Units,"Rate per 1,000,000 population",,0.0
2016,,Female,Victim of volcanic eruption,Undefined,Units,"Rate per 1,000,000 population",,0.0
2016,,Female,"Victim of avalanche, landslide and other earth movements",Undefined,Units,"Rate per 1,000,000 population",,0.033845232
2016,,Female,Victim of cataclysmic storm,Undefined,Units,"Rate per 1,000,000 population",,0.0
2016,,Female,Victim of flood,Undefined,Units,"Rate per 1,000,000 population",,0.033845232
2016,,Female,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 1,000,000 population",,0.169226161999999
2016,,,,Undefined,Units,"Rate per 1,000,000 population",,0.8221822440000001
