Year,Units,Sex,Sex by disability,Working Pattern,Age,Occupation,Disability status,Country,Region,Observation status,Unit multiplier,Unit measure,GeoCode,Value
2015,1. Annual survey of hours and earnings (ASHE),Men,,Full Time,18 to 21,Elementary occupations,,,,Undefined,Units,GBP (£),,7.51
2016,1. Annual survey of hours and earnings (ASHE),Men,,Full Time,18 to 21,Elementary occupations,,,,Undefined,Units,GBP (£),,7.93
2017,1. Annual survey of hours and earnings (ASHE),Men,,Full Time,18 to 21,Elementary occupations,,,,Undefined,Units,GBP (£),,8.13
2018,1. Annual survey of hours and earnings (ASHE),Men,,Full Time,18 to 21,Elementary occupations,,,,Undefined,Units,GBP (£),,8.4
2019,1. Annual survey of hours and earnings (ASHE),Men,,Full Time,18 to 21,Elementary occupations,,,,Undefined,Units,GBP (£),,8.84
2011,1. Annual survey of hours and earnings (ASHE),Men,,Part Time,18 to 21,Elementary occupations,,,,Undefined,Units,GBP (£),,6.4
2012,1. Annual survey of hours and earnings (ASHE),Men,,Part Time,18 to 21,Elementary occupations,,,,Undefined,Units,GBP (£),,6.53
2013,1. Annual survey of hours and earnings (ASHE),Men,,Part Time,18 to 21,Elementary occupations,,,,Undefined,Units,GBP (£),,6.58
2014,1. Annual survey of hours and earnings (ASHE),Men,,Part Time,18 to 21,Elementary occupations,,,,Undefined,Units,GBP (£),,6.73
2015,1. Annual survey of hours and earnings (ASHE),Men,,Part Time,18 to 21,Elementary occupations,,,,Undefined,Units,GBP (£),,7.02
2016,1. Annual survey of hours and earnings (ASHE),Men,,Part Time,18 to 21,Elementary occupations,,,,Undefined,Units,GBP (£),,7.21
2017,1. Annual survey of hours and earnings (ASHE),Men,,Part Time,18 to 21,Elementary occupations,,,,Undefined,Units,GBP (£),,7.35
2018,1. Annual survey of hours and earnings (ASHE),Men,,Part Time,18 to 21,Elementary occupations,,,,Undefined,Units,GBP (£),,7.76
2019,1. Annual survey of hours and earnings (ASHE),Men,,Part Time,18 to 21,Elementary occupations,,,,Undefined,Units,GBP (£),,8.18
2011,1. Annual survey of hours and earnings (ASHE),,,,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,7.61
2012,1. Annual survey of hours and earnings (ASHE),,,,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,7.83
2013,1. Annual survey of hours and earnings (ASHE),,,,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,7.82
2014,1. Annual survey of hours and earnings (ASHE),,,,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,7.96
2015,1. Annual survey of hours and earnings (ASHE),,,,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,8.15
2016,1. Annual survey of hours and earnings (ASHE),,,,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,8.61
2017,1. Annual survey of hours and earnings (ASHE),,,,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,9.0
2018,1. Annual survey of hours and earnings (ASHE),,,,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,9.38
2019,1. Annual survey of hours and earnings (ASHE),,,,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,9.76
2011,1. Annual survey of hours and earnings (ASHE),,,Full Time,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,7.8
2012,1. Annual survey of hours and earnings (ASHE),,,Full Time,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,8.0
2013,1. Annual survey of hours and earnings (ASHE),,,Full Time,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,8.01
2014,1. Annual survey of hours and earnings (ASHE),,,Full Time,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,8.14
2015,1. Annual survey of hours and earnings (ASHE),,,Full Time,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,8.32
2016,1. Annual survey of hours and earnings (ASHE),,,Full Time,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,8.78
2017,1. Annual survey of hours and earnings (ASHE),,,Full Time,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,9.15
2018,1. Annual survey of hours and earnings (ASHE),,,Full Time,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,9.54
2019,1. Annual survey of hours and earnings (ASHE),,,Full Time,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,9.96
2011,1. Annual survey of hours and earnings (ASHE),,,Part Time,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,6.96
2012,1. Annual survey of hours and earnings (ASHE),,,Part Time,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,7.2
2013,1. Annual survey of hours and earnings (ASHE),,,Part Time,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,7.22
2014,1. Annual survey of hours and earnings (ASHE),,,Part Time,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,7.36
2015,1. Annual survey of hours and earnings (ASHE),,,Part Time,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,7.6
2016,1. Annual survey of hours and earnings (ASHE),,,Part Time,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,7.99
2017,1. Annual survey of hours and earnings (ASHE),,,Part Time,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,8.42
2018,1. Annual survey of hours and earnings (ASHE),,,Part Time,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,8.84
2019,1. Annual survey of hours and earnings (ASHE),,,Part Time,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,9.13
2011,1. Annual survey of hours and earnings (ASHE),Women,,,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,7.12
2012,1. Annual survey of hours and earnings (ASHE),Women,,,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,7.3
2013,1. Annual survey of hours and earnings (ASHE),Women,,,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,7.35
2014,1. Annual survey of hours and earnings (ASHE),Women,,,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,7.5
2015,1. Annual survey of hours and earnings (ASHE),Women,,,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,7.72
2016,1. Annual survey of hours and earnings (ASHE),Women,,,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,8.14
2017,1. Annual survey of hours and earnings (ASHE),Women,,,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,8.51
2018,1. Annual survey of hours and earnings (ASHE),Women,,,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,8.89
2019,1. Annual survey of hours and earnings (ASHE),Women,,,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,9.3
2011,1. Annual survey of hours and earnings (ASHE),Women,,Full Time,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,7.31
2012,1. Annual survey of hours and earnings (ASHE),Women,,Full Time,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,7.47
2013,1. Annual survey of hours and earnings (ASHE),Women,,Full Time,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,7.54
2014,1. Annual survey of hours and earnings (ASHE),Women,,Full Time,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,7.69
2015,1. Annual survey of hours and earnings (ASHE),Women,,Full Time,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,7.86
2016,1. Annual survey of hours and earnings (ASHE),Women,,Full Time,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,8.31
2017,1. Annual survey of hours and earnings (ASHE),Women,,Full Time,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,8.63
2018,1. Annual survey of hours and earnings (ASHE),Women,,Full Time,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,9.02
2019,1. Annual survey of hours and earnings (ASHE),Women,,Full Time,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,9.49
2011,1. Annual survey of hours and earnings (ASHE),Women,,Part Time,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,6.8
2012,1. Annual survey of hours and earnings (ASHE),Women,,Part Time,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,7.01
2013,1. Annual survey of hours and earnings (ASHE),Women,,Part Time,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,7.03
2014,1. Annual survey of hours and earnings (ASHE),Women,,Part Time,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,7.15
2015,1. Annual survey of hours and earnings (ASHE),Women,,Part Time,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,7.46
2016,1. Annual survey of hours and earnings (ASHE),Women,,Part Time,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,7.83
2017,1. Annual survey of hours and earnings (ASHE),Women,,Part Time,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,8.28
2018,1. Annual survey of hours and earnings (ASHE),Women,,Part Time,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,8.68
2019,1. Annual survey of hours and earnings (ASHE),Women,,Part Time,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,8.97
2011,1. Annual survey of hours and earnings (ASHE),Men,,,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,7.85
2012,1. Annual survey of hours and earnings (ASHE),Men,,,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,8.06
2013,1. Annual survey of hours and earnings (ASHE),Men,,,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,8.07
2014,1. Annual survey of hours and earnings (ASHE),Men,,,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,8.19
2015,1. Annual survey of hours and earnings (ASHE),Men,,,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,8.37
2016,1. Annual survey of hours and earnings (ASHE),Men,,,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,8.85
2017,1. Annual survey of hours and earnings (ASHE),Men,,,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,9.25
2018,1. Annual survey of hours and earnings (ASHE),Men,,,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,9.63
2019,1. Annual survey of hours and earnings (ASHE),Men,,,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,10.02
2011,1. Annual survey of hours and earnings (ASHE),Men,,Full Time,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,7.98
2012,1. Annual survey of hours and earnings (ASHE),Men,,Full Time,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,8.17
2013,1. Annual survey of hours and earnings (ASHE),Men,,Full Time,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,8.19
2014,1. Annual survey of hours and earnings (ASHE),Men,,Full Time,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,8.31
2015,1. Annual survey of hours and earnings (ASHE),Men,,Full Time,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,8.49
2016,1. Annual survey of hours and earnings (ASHE),Men,,Full Time,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,8.95
2017,1. Annual survey of hours and earnings (ASHE),Men,,Full Time,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,9.35
2018,1. Annual survey of hours and earnings (ASHE),Men,,Full Time,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,9.73
2019,1. Annual survey of hours and earnings (ASHE),Men,,Full Time,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,10.16
2011,1. Annual survey of hours and earnings (ASHE),Men,,Part Time,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,7.14
2012,1. Annual survey of hours and earnings (ASHE),Men,,Part Time,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,7.41
2013,1. Annual survey of hours and earnings (ASHE),Men,,Part Time,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,7.45
2014,1. Annual survey of hours and earnings (ASHE),Men,,Part Time,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,7.57
2015,1. Annual survey of hours and earnings (ASHE),Men,,Part Time,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,7.75
2016,1. Annual survey of hours and earnings (ASHE),Men,,Part Time,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,8.21
2017,1. Annual survey of hours and earnings (ASHE),Men,,Part Time,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,8.63
2018,1. Annual survey of hours and earnings (ASHE),Men,,Part Time,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,9.03
2019,1. Annual survey of hours and earnings (ASHE),Men,,Part Time,22 to 29,Elementary occupations,,,,Undefined,Units,GBP (£),,9.32
2011,1. Annual survey of hours and earnings (ASHE),,,,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,8.49
2012,1. Annual survey of hours and earnings (ASHE),,,,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,8.63
2013,1. Annual survey of hours and earnings (ASHE),,,,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,8.73
2014,1. Annual survey of hours and earnings (ASHE),,,,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,8.78
2015,1. Annual survey of hours and earnings (ASHE),,,,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,8.95
2016,1. Annual survey of hours and earnings (ASHE),,,,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,9.29
2017,1. Annual survey of hours and earnings (ASHE),,,,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,9.69
2018,1. Annual survey of hours and earnings (ASHE),,,,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,10.05
2019,1. Annual survey of hours and earnings (ASHE),,,,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,10.44
2011,1. Annual survey of hours and earnings (ASHE),,,Full Time,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,8.84
2012,1. Annual survey of hours and earnings (ASHE),,,Full Time,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,8.96
2013,1. Annual survey of hours and earnings (ASHE),,,Full Time,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,9.07
2014,1. Annual survey of hours and earnings (ASHE),,,Full Time,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,9.12
2015,1. Annual survey of hours and earnings (ASHE),,,Full Time,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,9.27
2016,1. Annual survey of hours and earnings (ASHE),,,Full Time,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,9.59
2017,1. Annual survey of hours and earnings (ASHE),,,Full Time,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,9.99
2018,1. Annual survey of hours and earnings (ASHE),,,Full Time,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,10.36
2019,1. Annual survey of hours and earnings (ASHE),,,Full Time,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,10.73
2011,1. Annual survey of hours and earnings (ASHE),,,Part Time,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,7.29
2012,1. Annual survey of hours and earnings (ASHE),,,Part Time,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,7.51
2013,1. Annual survey of hours and earnings (ASHE),,,Part Time,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,7.54
2014,1. Annual survey of hours and earnings (ASHE),,,Part Time,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,7.59
2015,1. Annual survey of hours and earnings (ASHE),,,Part Time,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,7.83
2016,1. Annual survey of hours and earnings (ASHE),,,Part Time,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,8.22
2017,1. Annual survey of hours and earnings (ASHE),,,Part Time,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,8.56
2018,1. Annual survey of hours and earnings (ASHE),,,Part Time,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,8.97
2019,1. Annual survey of hours and earnings (ASHE),,,Part Time,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,9.49
2011,1. Annual survey of hours and earnings (ASHE),Women,,,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,7.58
2012,1. Annual survey of hours and earnings (ASHE),Women,,,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,7.68
2013,1. Annual survey of hours and earnings (ASHE),Women,,,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,7.87
2014,1. Annual survey of hours and earnings (ASHE),Women,,,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,7.89
2015,1. Annual survey of hours and earnings (ASHE),Women,,,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,8.08
2016,1. Annual survey of hours and earnings (ASHE),Women,,,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,8.47
2017,1. Annual survey of hours and earnings (ASHE),Women,,,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,8.87
2018,1. Annual survey of hours and earnings (ASHE),Women,,,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,9.2
2019,1. Annual survey of hours and earnings (ASHE),Women,,,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,9.59
2011,1. Annual survey of hours and earnings (ASHE),Women,,Full Time,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,8.08
2012,1. Annual survey of hours and earnings (ASHE),Women,,Full Time,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,8.22
2013,1. Annual survey of hours and earnings (ASHE),Women,,Full Time,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,8.32
2014,1. Annual survey of hours and earnings (ASHE),Women,,Full Time,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,8.37
2015,1. Annual survey of hours and earnings (ASHE),Women,,Full Time,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,8.5
2016,1. Annual survey of hours and earnings (ASHE),Women,,Full Time,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,8.78
2017,1. Annual survey of hours and earnings (ASHE),Women,,Full Time,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,9.19
2018,1. Annual survey of hours and earnings (ASHE),Women,,Full Time,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,9.56
2019,1. Annual survey of hours and earnings (ASHE),Women,,Full Time,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,9.85
2011,1. Annual survey of hours and earnings (ASHE),Women,,Part Time,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,7.04
2012,1. Annual survey of hours and earnings (ASHE),Women,,Part Time,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,7.15
2013,1. Annual survey of hours and earnings (ASHE),Women,,Part Time,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,7.35
2014,1. Annual survey of hours and earnings (ASHE),Women,,Part Time,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,7.37
2015,1. Annual survey of hours and earnings (ASHE),Women,,Part Time,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,7.61
2016,1. Annual survey of hours and earnings (ASHE),Women,,Part Time,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,8.1
2017,1. Annual survey of hours and earnings (ASHE),Women,,Part Time,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,8.49
2018,1. Annual survey of hours and earnings (ASHE),Women,,Part Time,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,8.79
2019,1. Annual survey of hours and earnings (ASHE),Women,,Part Time,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,9.28
2011,1. Annual survey of hours and earnings (ASHE),Men,,,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,8.88
2012,1. Annual survey of hours and earnings (ASHE),Men,,,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,9.01
2013,1. Annual survey of hours and earnings (ASHE),Men,,,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,9.12
2014,1. Annual survey of hours and earnings (ASHE),Men,,,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,9.17
2015,1. Annual survey of hours and earnings (ASHE),Men,,,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,9.33
2016,1. Annual survey of hours and earnings (ASHE),Men,,,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,9.68
2017,1. Annual survey of hours and earnings (ASHE),Men,,,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,10.08
2018,1. Annual survey of hours and earnings (ASHE),Men,,,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,10.46
2019,1. Annual survey of hours and earnings (ASHE),Men,,,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,10.91
2011,1. Annual survey of hours and earnings (ASHE),Men,,Full Time,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,9.02
2012,1. Annual survey of hours and earnings (ASHE),Men,,Full Time,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,9.12
2013,1. Annual survey of hours and earnings (ASHE),Men,,Full Time,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,9.27
2014,1. Annual survey of hours and earnings (ASHE),Men,,Full Time,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,9.32
2015,1. Annual survey of hours and earnings (ASHE),Men,,Full Time,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,9.47
2016,1. Annual survey of hours and earnings (ASHE),Men,,Full Time,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,9.82
2017,1. Annual survey of hours and earnings (ASHE),Men,,Full Time,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,10.22
2018,1. Annual survey of hours and earnings (ASHE),Men,,Full Time,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,10.59
2019,1. Annual survey of hours and earnings (ASHE),Men,,Full Time,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,11.02
2011,1. Annual survey of hours and earnings (ASHE),Men,,Part Time,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,7.76
2012,1. Annual survey of hours and earnings (ASHE),Men,,Part Time,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,8.14
2013,1. Annual survey of hours and earnings (ASHE),Men,,Part Time,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,7.9
2014,1. Annual survey of hours and earnings (ASHE),Men,,Part Time,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,8.01
2015,1. Annual survey of hours and earnings (ASHE),Men,,Part Time,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,8.22
2016,1. Annual survey of hours and earnings (ASHE),Men,,Part Time,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,8.47
2017,1. Annual survey of hours and earnings (ASHE),Men,,Part Time,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,8.74
2018,1. Annual survey of hours and earnings (ASHE),Men,,Part Time,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,9.34
2019,1. Annual survey of hours and earnings (ASHE),Men,,Part Time,30 to 39,Elementary occupations,,,,Undefined,Units,GBP (£),,9.98
2011,1. Annual survey of hours and earnings (ASHE),,,,40 to 49,Elementary occupations,,,,Undefined,Units,GBP (£),,8.78
2012,1. Annual survey of hours and earnings (ASHE),,,,40 to 49,Elementary occupations,,,,Undefined,Units,GBP (£),,8.8
2013,1. Annual survey of hours and earnings (ASHE),,,,40 to 49,Elementary occupations,,,,Undefined,Units,GBP (£),,8.94
2014,1. Annual survey of hours and earnings (ASHE),,,,40 to 49,Elementary occupations,,,,Undefined,Units,GBP (£),,9.06
2015,1. Annual survey of hours and earnings (ASHE),,,,40 to 49,Elementary occupations,,,,Undefined,Units,GBP (£),,9.16
2016,1. Annual survey of hours and earnings (ASHE),,,,40 to 49,Elementary occupations,,,,Undefined,Units,GBP (£),,9.47
2017,1. Annual survey of hours and earnings (ASHE),,,,40 to 49,Elementary occupations,,,,Undefined,Units,GBP (£),,9.82
2018,1. Annual survey of hours and earnings (ASHE),,,,40 to 49,Elementary occupations,,,,Undefined,Units,GBP (£),,10.28
2019,1. Annual survey of hours and earnings (ASHE),,,,40 to 49,Elementary occupations,,,,Undefined,Units,GBP (£),,10.65
2011,1. Annual survey of hours and earnings (ASHE),,,Full Time,40 to 49,Elementary occupations,,,,Undefined,Units,GBP (£),,9.26
2012,1. Annual survey of hours and earnings (ASHE),,,Full Time,40 to 49,Elementary occupations,,,,Undefined,Units,GBP (£),,9.28
2013,1. Annual survey of hours and earnings (ASHE),,,Full Time,40 to 49,Elementary occupations,,,,Undefined,Units,GBP (£),,9.47
2014,1. Annual survey of hours and earnings (ASHE),,,Full Time,40 to 49,Elementary occupations,,,,Undefined,Units,GBP (£),,9.57
2015,1. Annual survey of hours and earnings (ASHE),,,Full Time,40 to 49,Elementary occupations,,,,Undefined,Units,GBP (£),,9.63
2016,1. Annual survey of hours and earnings (ASHE),,,Full Time,40 to 49,Elementary occupations,,,,Undefined,Units,GBP (£),,9.89
2017,1. Annual survey of hours and earnings (ASHE),,,Full Time,40 to 49,Elementary occupations,,,,Undefined,Units,GBP (£),,10.24
2018,1. Annual survey of hours and earnings (ASHE),,,Full Time,40 to 49,Elementary occupations,,,,Undefined,Units,GBP (£),,10.66
2019,1. Annual survey of hours and earnings (ASHE),,,Full Time,40 to 49,Elementary occupations,,,,Undefined,Units,GBP (£),,11.06
2011,1. Annual survey of hours and earnings (ASHE),,,Part Time,40 to 49,Elementary occupations,,,,Undefined,Units,GBP (£),,7.26
2012,1. Annual survey of hours and earnings (ASHE),,,Part Time,40 to 49,Elementary occupations,,,,Undefined,Units,GBP (£),,7.37
2013,1. Annual survey of hours and earnings (ASHE),,,Part Time,40 to 49,Elementary occupations,,,,Undefined,Units,GBP (£),,7.47
2014,1. Annual survey of hours and earnings (ASHE),,,Part Time,40 to 49,Elementary occupations,,,,Undefined,Units,GBP (£),,7.58
2015,1. Annual survey of hours and earnings (ASHE),,,Part Time,40 to 49,Elementary occupations,,,,Undefined,Units,GBP (£),,7.84
2016,1. Annual survey of hours and earnings (ASHE),,,Part Time,40 to 49,Elementary occupations,,,,Undefined,Units,GBP (£),,8.25
2017,1. Annual survey of hours and earnings (ASHE),,,Part Time,40 to 49,Elementary occupations,,,,Undefined,Units,GBP (£),,8.57
2018,1. Annual survey of hours and earnings (ASHE),,,Part Time,40 to 49,Elementary occupations,,,,Undefined,Units,GBP (£),,9.09
2019,1. Annual survey of hours and earnings (ASHE),,,Part Time,40 to 49,Elementary occupations,,,,Undefined,Units,GBP (£),,9.46
2011,1. Annual survey of hours and earnings (ASHE),Women,,,40 to 49,Elementary occupations,,,,Undefined,Units,GBP (£),,7.61
2012,1. Annual survey of hours and earnings (ASHE),Women,,,40 to 49,Elementary occupations,,,,Undefined,Units,GBP (£),,7.63
2013,1. Annual survey of hours and earnings (ASHE),Women,,,40 to 49,Elementary occupations,,,,Undefined,Units,GBP (£),,7.77
2014,1. Annual survey of hours and earnings (ASHE),Women,,,40 to 49,Elementary occupations,,,,Undefined,Units,GBP (£),,7.85
2015,1. Annual survey of hours and earnings (ASHE),Women,,,40 to 49,Elementary occupations,,,,Undefined,Units,GBP (£),,7.97
2016,1. Annual survey of hours and earnings (ASHE),Women,,,40 to 49,Elementary occupations,,,,Undefined,Units,GBP (£),,8.35
2017,1. Annual survey of hours and earnings (ASHE),Women,,,40 to 49,Elementary occupations,,,,Undefined,Units,GBP (£),,8.73
2018,1. Annual survey of hours and earnings (ASHE),Women,,,40 to 49,Elementary occupations,,,,Undefined,Units,GBP (£),,9.14
