Indicator,Disaggregation combinations using this value
#10-3-1,3
#11-7-2,3
#16-1-1,3
#16-1-3,12
#16-1-4,3
#16-2-2,3
#16-6-2,4
#16-7-2,1
#16-b-1,3
#17-8-1,5
#2-1-2,3
#3-3-1,15
#3-6-1,3
#3-7-1,15
#3-a-1,42
#4-3-1,2
#4-4-1,10
#5-2-1,3
#5-5-2,1
#5-6-1,15
#5-b-1,4
#8-10-2,63
#8-5-2,6
#8-8-1,9
#9-2-2,1
#9-5-2,1
