Indicator,Disaggregation combinations using this value
#11-3-1,93
#11-6-1,75
#11-7-2,3
#16-1-1,5
#16-1-3,4
#16-1-4,1
#16-6-2,1
#16-7-1,2
#16-7-2,1
#17-8-1,17
#3-1-2,1
#3-2-2,1
#3-3-2,1
#3-3-3,2
#3-3-4,15
#3-4-1,142
#3-4-2,3
#3-6-1,1
#3-7-1,30
#3-9-1,15
#3-9-3,3
#3-a-1,21
#3-b-1,6
#4-1-1,60
#4-2-1,1217
#4-2-2,4
#4-3-1,2
#5-2-1,1
#5-2-2,1
#5-5-2,1
#8-10-1,31
#8-3-1,3
#8-5-1,9
#8-5-2,3
#8-8-1,2
#9-2-2,1
#9-5-1,5
#9-5-2,1
