Indicator
#1-5-1
#11-3-1
#11-5-1
#11-7-1
#12-5-1
#13-1-1
#15-1-1
#15-2-1
#16-1-1
#16-7-1
#2-1-2
#2-2-2
#3-1-2
#3-2-1
#3-2-2
#3-3-1
#3-3-2
#3-3-3
#3-3-5
#3-4-1
#3-4-2
#3-6-1
#3-7-2
#3-9-2
#3-9-3
#3-a-1
#3-b-1
#3-d-2
#5-b-1
#6-3-2
#8-10-1
#8-5-1
#8-5-2
#8-8-1
#9-1-1
#9-5-1
