Indicator,Disaggregation combinations using this value
#1-2-1,3
#10-3-1,3
#16-1-1,3
#16-1-3,3
#16-1-4,3
#16-7-2,1
#16-b-1,3
#17-8-1,5
#2-1-1,6
#2-1-2,3
#3-6-1,3
#3-8-2,5
#8-10-2,60
