Indicator,Disaggregation combinations using this value
#1-2-1,3
#10-2-1,3
#10-3-1,3
#16-1-1,3
#16-1-3,3
#16-1-4,3
#16-7-2,1
#16-b-1,3
#17-8-1,5
#2-1-2,3
#4-4-1,10
#5-5-2,1
#5-b-1,4
#8-10-2,60
#8-5-2,3
#8-8-1,3
#9-2-2,1
#9-5-2,1
