Indicator,Disaggregation combinations using this value
#12-5-1,1
#15-1-1,3
#15-2-1,4
#16-7-1,2
#2-1-2,6
#2-2-2,3
#3-2-1,3
#3-2-2,3
#3-3-1,34
#3-3-2,1
#3-3-3,2
#3-4-2,3
#3-6-1,1
#3-7-2,3
#3-9-2,3
#3-a-1,25
#3-b-1,21
#3-d-2,2
#5-b-1,2
#6-3-2,12
#8-10-1,12
#8-5-1,9
#8-5-2,3
#9-1-1,67
#9-5-1,5
