Value,Disaggregation combinations using this value,Number of indicators
Arable,14,1
Broadleaf woodland,14,1
Built-up areas and gardens,14,1
Coastal,13,1
Coniferous woodland,14,1
Improved grassland,14,1
"Mountain, heath, bog",13,1
Saltwater,12,1
Semi-natural grassland,14,1
