Indicator,Disaggregation combinations using this value
#1-2-2,3
#10-2-1,3
#16-7-1,6
#2-1-1,6
#3-a-1,42
#4-3-1,2
#4-4-1,10
#5-5-2,1
#5-b-1,2
#8-5-2,3
#9-2-2,1
#9-5-2,1
