Value,Disaggregation combinations using this value,Number of indicators
Commercial organisation - failure to prevent associate bribing another with intent to obtain or retain business or advantage,2,2
Misconduct in a public office,2,2
"Offering, promising or giving bribes",2,2
"Requesting, agreeing to receive and accepting bribes",2,2
