Indicator,Disaggregation combinations using this value
#11-7-2,3
#16-1-3,9
#16-6-2,1
#2-1-2,3
#3-3-3,6
#3-4-1,605
#3-4-2,12
#3-9-3,231
#5-2-1,3
#8-10-2,63
#8-8-1,6
