Value,Disaggregation combinations using this value,Number of indicators
Goal 1,3,1
Goal 10,3,1
Goal 11,3,1
Goal 12,3,1
Goal 15,3,1
Goal 16,3,1
Goal 17,3,1
Goal 2,3,1
Goal 3,3,1
Goal 4,3,1
Goal 5,3,1
Goal 8,3,1
Goal 9,3,1
