Indicator,Disaggregation combinations using this value
#10-3-1,3
#16-1-1,3
#16-1-3,3
#16-1-4,3
#16-2-2,3
#16-b-1,3
#17-8-1,5
#3-6-1,3
#3-a-1,42
#4-3-1,2
#4-4-1,10
#5-5-2,1
#5-b-1,2
#9-2-2,1
#9-5-2,1
