Value,Disaggregation combinations using this value,Number of indicators
Butterflies,1,1
Caviar and caviar extract,1,1
Ivory and items containing Ivory,1,1
Live animals and birds,1,1
Live coral and coral derivatives,1,1
Live plants,1,1
Parts or derivatives of animals or birds,1,1
Parts or derivatives of plants,1,1
Preparations of Oriental medicine which include parts and derivatives of endangered species,1,1
Timber or wood products,1,1
