Value,Disaggregation combinations using this value,Number of indicators
AB,2,1
C1,2,1
C2,2,1
DE,2,1
Intermediate occupations,5,1
Managerial and professional occupations,5,1
"Never worked, long term unemployed, and not elsewhere classified",5,1
Routine and manual,5,1
