Value,Disaggregation combinations using this value,Number of indicators
Abertawe Bro Morgannwg University,2,2
Aneurin Bevan University,2,2
Betsi Cadwaladr University,2,2
Cardiff and Vale University,2,2
Cwm Taf University,2,2
Hywel Dda University,2,2
Powys Teaching,2,2
