Value,Disaggregation combinations using this value,Number of indicators
Hydrofluorocarbons (HFC),1,1
Methane (CH4),1,1
Net CO2 emissions (emissions minus removals),1,1
Nitrogen trifluoride (NF3),1,1
Nitrous oxide (N2O),1,1
Perfluorocarbons (PFC),1,1
Sulphur hexafluoride (SF6),1,1
