Indicator,Disaggregation combinations using this value
#11-7-2,3
#16-1-3,9
#3-1-1,2
#3-1-2,14
#3-2-2,3
#3-3-3,6
#3-4-1,552
#3-4-2,12
#3-7-1,15
#3-9-3,222
#5-2-1,3
#5-2-2,1
#5-6-1,15
#8-8-1,6
