Indicator,Disaggregation combinations using this value
#11-c-1,1
#15-a-1,7
#15-b-1,7
#17-19-1,1
#2-a-2,1
#3-b-2,15
#4-b-1,1
#6-a-1,12
#7-a-1,1
#9-a-1,1
