Indicator,Disaggregation combinations using this value
#1-2-1,3
#10-3-1,1
#16-1-1,3
#16-1-3,1
#16-1-4,3
#16-7-2,1
#16-b-1,1
#17-8-1,5
#2-1-1,6
#3-8-2,5
#5-4-1,5
