Indicator
#11-1-1
#11-6-1
#16-7-2
#2-2-1
#3-3-4
#3-5-1
#3-7-1
#3-9-1
#4-1-1
#4-2-1
#4-2-2
#4-3-1
#4-6-1
#4-7-1
#4-c-1
#5-3-2
#5-6-1
