Value,Disaggregation combinations using this value,Number of indicators
Decile 1 (least deprived),8,2
Decile 10 (most deprived),8,2
Decile 2,8,2
Decile 3,8,2
Decile 4,8,2
Decile 5,8,2
Decile 6,8,2
Decile 7,8,2
Decile 8,8,2
Decile 9,8,2
