Value,Disaggregation combinations using this value,Number of indicators
Blaenau Gwent,3,1
Bridgend,3,1
Caerphilly,3,1
Cardiff,3,1
Carmarthenshire,3,1
Ceredigion,3,1
Conwy,3,1
Denbighshire,3,1
Flintshire,3,1
Gwynedd,3,1
Isle of Anglesey,3,1
Merthyr Tydfil,3,1
Monmouthshire,3,1
Neath Port Talbot,3,1
Newport,3,1
Pembrokeshire,3,1
Powys,3,1
Rhondda Cynon Taf,3,1
Swansea,3,1
The Vale of Glamorgan,3,1
Torfaen,3,1
Wrexham,3,1
