Value,Disaggregation combinations using this value,Number of indicators
Eastern Africa,1,1
Europe,1,1
Middle Africa,1,1
Northern Africa,1,1
Southern Asia,1,1
Sub-Saharan Africa,1,1
Unknown,1,1
Western Africa,1,1
Western Asia,1,1
