Indicator
#10-b-1
#15-a-1
#15-b-1
#17-14-1
#17-19-1
#17-5-1
#17-9-1
#2-a-2
#3-b-2
#4-b-1
#6-a-1
#7-a-1
#8-a-1
#9-a-1
